epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2Alpha_0:i,GNDI2Alpha_0:j,GNDI2Alpha_0:alpha1_1,GNDI2Alpha_0:alpha1_2
1750                ,0.31277             ,0.33042             ,0.11306             ,0.11124             ,2473                ,3456                ,0.65692             ,0.8311              
1800                ,0.31362             ,0.33144             ,0.11299             ,0.11115             ,2473                ,3456                ,0.65672             ,0.82933             
1850                ,0.3144              ,0.33233             ,0.11293             ,0.11108             ,2473                ,3456                ,0.65633             ,0.82781             
1900                ,0.3151              ,0.33312             ,0.11287             ,0.11101             ,2473                ,3456                ,0.6559              ,0.82627             
1950                ,0.31572             ,0.33381             ,0.11282             ,0.11095             ,2473                ,3456                ,0.65547             ,0.82478             
2000                ,0.31628             ,0.33443             ,0.11277             ,0.1109              ,2473                ,3456                ,0.65498             ,0.82332             
2050                ,0.31679             ,0.33498             ,0.11273             ,0.11086             ,2473                ,3456                ,0.6544              ,0.82193             
2100                ,0.31725             ,0.33546             ,0.11269             ,0.11082             ,2473                ,3456                ,0.65371             ,0.8206              
2150                ,0.31767             ,0.33589             ,0.11266             ,0.11078             ,2473                ,3456                ,0.65306             ,0.81928             
2200                ,0.31805             ,0.33628             ,0.11263             ,0.11075             ,2473                ,3456                ,0.65227             ,0.81802             
2250                ,0.3184              ,0.33662             ,0.1126              ,0.11072             ,2473                ,3456                ,0.65144             ,0.81683             
2300                ,0.31872             ,0.33692             ,0.11257             ,0.1107              ,2473                ,3456                ,0.65062             ,0.81564             
2350                ,0.31901             ,0.3372              ,0.11255             ,0.11067             ,2473                ,3456                ,0.64976             ,0.81449             
2400                ,0.31928             ,0.33746             ,0.11252             ,0.11065             ,2473                ,3456                ,0.64883             ,0.81335             
2450                ,0.31953             ,0.33769             ,0.1125              ,0.11063             ,2473                ,3456                ,0.64776             ,0.81231             
2500                ,0.31975             ,0.3379              ,0.11249             ,0.11061             ,2473                ,3456                ,0.6468              ,0.81128             
2550                ,0.31995             ,0.33807             ,0.11247             ,0.1106              ,2473                ,3456                ,0.64601             ,0.81011             
2600                ,0.32014             ,0.33821             ,0.11245             ,0.11059             ,2473                ,3456                ,0.645               ,0.80908             
2650                ,0.32031             ,0.33833             ,0.11244             ,0.11058             ,2473                ,3456                ,0.64406             ,0.80804             
2700                ,0.32047             ,0.33844             ,0.11243             ,0.11057             ,2473                ,3456                ,0.64303             ,0.80696             
2750                ,0.32062             ,0.33853             ,0.11241             ,0.11056             ,2473                ,3456                ,0.642               ,0.80595             
2800                ,0.32076             ,0.33865             ,0.1124              ,0.11055             ,2473                ,3456                ,0.64123             ,0.80494             
2850                ,0.32088             ,0.33873             ,0.11239             ,0.11054             ,2473                ,3456                ,0.64087             ,0.80376             
2900                ,0.32098             ,0.33878             ,0.11238             ,0.11054             ,2473                ,3456                ,0.64062             ,0.80252             
2950                ,0.32106             ,0.33883             ,0.11238             ,0.11054             ,2473                ,3456                ,0.64036             ,0.80127             
3000                ,0.32113             ,0.33887             ,0.11237             ,0.11053             ,2473                ,3456                ,0.6401              ,0.80002             
3050                ,0.3212              ,0.33891             ,0.11237             ,0.11053             ,2473                ,3456                ,0.63983             ,0.79879             
3100                ,0.32126             ,0.33896             ,0.11236             ,0.11053             ,2473                ,3456                ,0.63957             ,0.79756             
3150                ,0.32134             ,0.339               ,0.11235             ,0.11052             ,2473                ,3456                ,0.63933             ,0.79625             
3200                ,0.32159             ,0.33906             ,0.11233             ,0.11052             ,2473                ,3456                ,0.63908             ,0.79455             
3250                ,0.32163             ,0.33913             ,0.11233             ,0.11051             ,2473                ,3456                ,0.63885             ,0.79358             
3300                ,0.32167             ,0.33916             ,0.11233             ,0.11051             ,2473                ,3456                ,0.63858             ,0.79258             
3350                ,0.3217              ,0.33918             ,0.11232             ,0.11051             ,2473                ,3456                ,0.63831             ,0.79158             
3400                ,0.32173             ,0.3392              ,0.11232             ,0.11051             ,2473                ,3456                ,0.63804             ,0.79058             
3450                ,0.32176             ,0.33921             ,0.11232             ,0.1105              ,2473                ,3456                ,0.63778             ,0.78957             
3500                ,0.3218              ,0.33923             ,0.11232             ,0.1105              ,2473                ,3456                ,0.63754             ,0.78857             
3550                ,0.32183             ,0.33924             ,0.11231             ,0.1105              ,2473                ,3456                ,0.6373              ,0.78756             
3600                ,0.32187             ,0.33925             ,0.11231             ,0.1105              ,2473                ,3456                ,0.63708             ,0.78656             
3650                ,0.32191             ,0.33926             ,0.11231             ,0.1105              ,2473                ,3456                ,0.63687             ,0.78556             
3700                ,0.32195             ,0.33928             ,0.1123              ,0.1105              ,2473                ,3456                ,0.63668             ,0.78454             
3750                ,0.32199             ,0.3393              ,0.1123              ,0.1105              ,2473                ,3456                ,0.6365              ,0.78354             
3800                ,0.32203             ,0.33932             ,0.1123              ,0.11049             ,2473                ,3456                ,0.63633             ,0.78255             
3850                ,0.32208             ,0.33934             ,0.11229             ,0.11049             ,2473                ,3456                ,0.63618             ,0.78154             
3900                ,0.32212             ,0.33936             ,0.11229             ,0.11049             ,2473                ,3456                ,0.63604             ,0.78053             
3950                ,0.32218             ,0.33939             ,0.11228             ,0.11049             ,2473                ,3456                ,0.63593             ,0.77953             
4000                ,0.32223             ,0.33941             ,0.11228             ,0.11049             ,2473                ,3456                ,0.63583             ,0.77852             
