epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2Alpha_0:i,GNDI2Alpha_0:j,GNDI2Alpha_0:alpha1_1,GNDI2Alpha_0:alpha1_2
50                  ,0                   ,0                   ,0.13695             ,0.13617             ,2207                ,3589                ,0.54612             ,0.92299             
100                 ,0.00171             ,0.00558             ,0.13627             ,0.13556             ,2216                ,3566                ,0.54432             ,0.92419             
150                 ,0.01157             ,0.01532             ,0.13559             ,0.13489             ,2231                ,3541                ,0.5474              ,0.92113             
200                 ,0.02634             ,0.03026             ,0.13458             ,0.13387             ,2247                ,3513                ,0.55335             ,0.91641             
250                 ,0.04423             ,0.04831             ,0.13333             ,0.13262             ,2266                ,3485                ,0.56068             ,0.91109             
300                 ,0.06078             ,0.06531             ,0.13217             ,0.13143             ,2285                ,3470                ,0.56829             ,0.90546             
350                 ,0.07747             ,0.08257             ,0.13099             ,0.13021             ,2308                ,3464                ,0.57447             ,0.90057             
400                 ,0.09546             ,0.10105             ,0.12971             ,0.12889             ,2339                ,3464                ,0.57953             ,0.89627             
450                 ,0.11923             ,0.12522             ,0.128               ,0.12714             ,2404                ,3464                ,0.58454             ,0.8921              
500                 ,0.14417             ,0.1505              ,0.12617             ,0.12529             ,2469                ,3463                ,0.59035             ,0.8872              
550                 ,0.16351             ,0.17039             ,0.12474             ,0.12382             ,2477                ,3463                ,0.59551             ,0.88321             
600                 ,0.18156             ,0.18847             ,0.12338             ,0.12246             ,2477                ,3460                ,0.60028             ,0.87959             
650                 ,0.19817             ,0.20525             ,0.12212             ,0.12119             ,2476                ,3460                ,0.60495             ,0.87642             
700                 ,0.21329             ,0.22067             ,0.12097             ,0.12001             ,2476                ,3460                ,0.60959             ,0.87343             
750                 ,0.22685             ,0.23469             ,0.11992             ,0.11892             ,2476                ,3460                ,0.6141              ,0.87074             
800                 ,0.23873             ,0.2474              ,0.119               ,0.11793             ,2476                ,3460                ,0.61851             ,0.86818             
850                 ,0.24916             ,0.25864             ,0.11818             ,0.11705             ,2476                ,3460                ,0.62276             ,0.8658              
900                 ,0.25835             ,0.26844             ,0.11745             ,0.11627             ,2476                ,3460                ,0.62691             ,0.86357             
950                 ,0.26622             ,0.27704             ,0.11683             ,0.11559             ,2476                ,3460                ,0.63083             ,0.86145             
1000                ,0.273               ,0.28452             ,0.11629             ,0.11499             ,2476                ,3460                ,0.63444             ,0.85937             
1050                ,0.27883             ,0.29109             ,0.11582             ,0.11446             ,2476                ,3459                ,0.63776             ,0.85736             
1100                ,0.28388             ,0.29673             ,0.11541             ,0.114               ,2476                ,3459                ,0.64077             ,0.85543             
1150                ,0.28853             ,0.30166             ,0.11504             ,0.1136              ,2476                ,3457                ,0.64366             ,0.85328             
1200                ,0.29243             ,0.30622             ,0.11472             ,0.11323             ,2476                ,3457                ,0.64613             ,0.85152             
1250                ,0.29576             ,0.31007             ,0.11445             ,0.11291             ,2476                ,3457                ,0.64836             ,0.84965             
1300                ,0.29862             ,0.31334             ,0.11422             ,0.11265             ,2476                ,3457                ,0.6503              ,0.84778             
1350                ,0.30105             ,0.31615             ,0.11402             ,0.11242             ,2476                ,3456                ,0.65195             ,0.84588             
1400                ,0.30315             ,0.31861             ,0.11385             ,0.11221             ,2476                ,3456                ,0.6533              ,0.84398             
1450                ,0.30512             ,0.32114             ,0.11369             ,0.112               ,2473                ,3456                ,0.65438             ,0.84209             
1500                ,0.30678             ,0.32312             ,0.11355             ,0.11184             ,2473                ,3456                ,0.65526             ,0.84027             
1550                ,0.30826             ,0.32495             ,0.11343             ,0.11169             ,2473                ,3456                ,0.65598             ,0.83833             
1600                ,0.30959             ,0.32658             ,0.11332             ,0.11156             ,2473                ,3456                ,0.65652             ,0.83646             
1650                ,0.31077             ,0.32802             ,0.11323             ,0.11144             ,2473                ,3456                ,0.65684             ,0.83465             
1700                ,0.31183             ,0.3293              ,0.11314             ,0.11133             ,2473                ,3456                ,0.65698             ,0.83286             
