epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2_0:i,GNDI2_0:j,GNDI2_0:alpha1
50                  ,0                   ,0                   ,0.20613             ,0.20649             ,409                 ,499                 ,0.83084             
100                 ,0                   ,0                   ,0.15162             ,0.15141             ,401                 ,509                 ,0.83118             
150                 ,0.06564             ,0.07407             ,0.13183             ,0.13081             ,394                 ,522                 ,0.8188              
200                 ,0.18672             ,0.20473             ,0.12299             ,0.12123             ,381                 ,551                 ,0.81189             
250                 ,0.32678             ,0.35014             ,0.1119              ,0.10959             ,379                 ,590                 ,0.81058             
300                 ,0.49088             ,0.51544             ,0.09731             ,0.09463             ,379                 ,629                 ,0.81377             
350                 ,0.61242             ,0.62625             ,0.08491             ,0.08311             ,385                 ,662                 ,0.82298             
400                 ,0.65641             ,0.65918             ,0.07994             ,0.07936             ,383                 ,682                 ,0.82973             
450                 ,0.67619             ,0.66822             ,0.07761             ,0.0783              ,383                 ,698                 ,0.83394             
500                 ,0.68483             ,0.66956             ,0.07657             ,0.07814             ,383                 ,711                 ,0.83746             
550                 ,0.68903             ,0.66962             ,0.07605             ,0.07814             ,384                 ,723                 ,0.84024             
600                 ,0.69153             ,0.67012             ,0.07575             ,0.07808             ,385                 ,733                 ,0.84267             
650                 ,0.69328             ,0.67118             ,0.07553             ,0.07795             ,385                 ,742                 ,0.8451              
700                 ,0.69478             ,0.67287             ,0.07535             ,0.07775             ,385                 ,752                 ,0.84749             
750                 ,0.6961              ,0.67462             ,0.07518             ,0.07754             ,385                 ,761                 ,0.84977             
800                 ,0.69717             ,0.67627             ,0.07505             ,0.07735             ,385                 ,769                 ,0.85216             
850                 ,0.69811             ,0.67782             ,0.07493             ,0.07716             ,385                 ,777                 ,0.85442             
900                 ,0.69895             ,0.67925             ,0.07483             ,0.07699             ,385                 ,785                 ,0.85631             
950                 ,0.69967             ,0.68029             ,0.07474             ,0.07686             ,385                 ,793                 ,0.85764             
1000                ,0.70028             ,0.68125             ,0.07467             ,0.07675             ,385                 ,800                 ,0.85859             
1050                ,0.70077             ,0.68207             ,0.0746              ,0.07665             ,385                 ,807                 ,0.85898             
1100                ,0.70119             ,0.68287             ,0.07455             ,0.07655             ,385                 ,814                 ,0.85895             
1150                ,0.70152             ,0.68348             ,0.07451             ,0.07648             ,385                 ,821                 ,0.85864             
1200                ,0.7018              ,0.68395             ,0.07448             ,0.07642             ,385                 ,827                 ,0.85812             
1250                ,0.70201             ,0.68445             ,0.07445             ,0.07636             ,385                 ,832                 ,0.85748             
1300                ,0.70217             ,0.68485             ,0.07443             ,0.07631             ,385                 ,837                 ,0.85669             
1350                ,0.7023              ,0.6852              ,0.07441             ,0.07627             ,385                 ,842                 ,0.85583             
1400                ,0.7024              ,0.68545             ,0.0744              ,0.07624             ,385                 ,846                 ,0.85476             
