epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2_0:i,GNDI2_0:j,GNDI2_0:alpha1
3000                ,0.54059             ,0.5414              ,0.09244             ,0.09206             ,335                 ,3618                ,0.51575             
3050                ,0.54063             ,0.54143             ,0.09244             ,0.09206             ,335                 ,3618                ,0.518               
3100                ,0.54066             ,0.5415              ,0.09243             ,0.09205             ,335                 ,3618                ,0.52024             
3150                ,0.54069             ,0.54155             ,0.09243             ,0.09204             ,335                 ,3618                ,0.52214             
3200                ,0.54072             ,0.5416              ,0.09243             ,0.09204             ,335                 ,3618                ,0.52392             
3250                ,0.54074             ,0.54164             ,0.09242             ,0.09203             ,335                 ,3618                ,0.52564             
3300                ,0.54078             ,0.54165             ,0.09242             ,0.09203             ,335                 ,3618                ,0.52724             
3350                ,0.5408              ,0.5417              ,0.09242             ,0.09203             ,335                 ,3618                ,0.52898             
3400                ,0.54083             ,0.54173             ,0.09242             ,0.09203             ,335                 ,3618                ,0.53053             
3450                ,0.54087             ,0.54176             ,0.09241             ,0.09202             ,335                 ,3618                ,0.5321              
3500                ,0.54089             ,0.54181             ,0.09241             ,0.09202             ,335                 ,3618                ,0.5338              
3550                ,0.54092             ,0.54185             ,0.09241             ,0.09201             ,335                 ,3618                ,0.53535             
3600                ,0.54095             ,0.54188             ,0.0924              ,0.09201             ,335                 ,3618                ,0.53683             
3650                ,0.54098             ,0.54191             ,0.0924              ,0.09201             ,335                 ,3618                ,0.5383              
3700                ,0.541               ,0.54195             ,0.0924              ,0.092               ,335                 ,3618                ,0.53976             
3750                ,0.54103             ,0.54198             ,0.0924              ,0.092               ,335                 ,3618                ,0.54126             
3800                ,0.54106             ,0.54201             ,0.09239             ,0.092               ,335                 ,3618                ,0.54271             
3850                ,0.54109             ,0.54204             ,0.09239             ,0.09199             ,335                 ,3618                ,0.54415             
3900                ,0.54111             ,0.54207             ,0.09239             ,0.09199             ,335                 ,3618                ,0.54558             
3950                ,0.54114             ,0.54211             ,0.09238             ,0.09199             ,335                 ,3618                ,0.54706             
4000                ,0.54119             ,0.54217             ,0.09238             ,0.09198             ,335                 ,3618                ,0.54834             
