epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2_0:i,GNDI2_0:j,GNDI2_0:alpha1
50                  ,0.17921             ,0.19067             ,0.12356             ,0.1223              ,100                 ,3616                ,0.77431             
100                 ,0.28356             ,0.29995             ,0.11544             ,0.11374             ,106                 ,3616                ,0.73592             
150                 ,0.33377             ,0.35242             ,0.11132             ,0.10939             ,111                 ,3616                ,0.66493             
200                 ,0.36699             ,0.38572             ,0.10851             ,0.10654             ,115                 ,3616                ,0.59655             
250                 ,0.39735             ,0.41443             ,0.10588             ,0.10402             ,119                 ,3616                ,0.53494             
300                 ,0.42972             ,0.44399             ,0.10299             ,0.10136             ,124                 ,3616                ,0.47565             
350                 ,0.46702             ,0.47694             ,0.09957             ,0.09832             ,128                 ,3617                ,0.41611             
400                 ,0.49317             ,0.49422             ,0.09709             ,0.09668             ,133                 ,3617                ,0.37053             
450                 ,0.50326             ,0.49511             ,0.09612             ,0.09659             ,136                 ,3617                ,0.34293             
500                 ,0.50723             ,0.49248             ,0.09574             ,0.09684             ,140                 ,3617                ,0.32685             
550                 ,0.50907             ,0.48932             ,0.09556             ,0.09715             ,144                 ,3617                ,0.31819             
600                 ,0.50981             ,0.48712             ,0.09549             ,0.09735             ,147                 ,3617                ,0.31508             
650                 ,0.51009             ,0.48604             ,0.09546             ,0.09746             ,151                 ,3617                ,0.31543             
700                 ,0.51027             ,0.48567             ,0.09544             ,0.09749             ,154                 ,3617                ,0.31765             
750                 ,0.51053             ,0.48567             ,0.09542             ,0.09749             ,159                 ,3617                ,0.3206              
800                 ,0.51085             ,0.48591             ,0.09539             ,0.09747             ,164                 ,3617                ,0.32403             
850                 ,0.51138             ,0.48668             ,0.09533             ,0.0974              ,170                 ,3617                ,0.32783             
900                 ,0.51236             ,0.48808             ,0.09524             ,0.09726             ,179                 ,3617                ,0.33185             
950                 ,0.51434             ,0.4909              ,0.09504             ,0.09699             ,190                 ,3617                ,0.33669             
1000                ,0.51742             ,0.49544             ,0.09474             ,0.09656             ,204                 ,3617                ,0.34299             
1050                ,0.52064             ,0.50042             ,0.09443             ,0.09608             ,220                 ,3617                ,0.35132             
1100                ,0.5232              ,0.50533             ,0.09417             ,0.09561             ,234                 ,3617                ,0.36027             
1150                ,0.52545             ,0.5099              ,0.09395             ,0.09517             ,248                 ,3617                ,0.36858             
1200                ,0.52827             ,0.51494             ,0.09367             ,0.09468             ,264                 ,3617                ,0.37775             
1250                ,0.53246             ,0.52235             ,0.09325             ,0.09395             ,284                 ,3617                ,0.38992             
1300                ,0.53665             ,0.52997             ,0.09284             ,0.0932              ,305                 ,3617                ,0.40357             
1350                ,0.53861             ,0.53466             ,0.09264             ,0.09273             ,320                 ,3618                ,0.41649             
1400                ,0.53905             ,0.53753             ,0.0926              ,0.09245             ,329                 ,3618                ,0.42758             
1450                ,0.53906             ,0.5387              ,0.09259             ,0.09233             ,333                 ,3618                ,0.43465             
1500                ,0.53906             ,0.53937             ,0.09259             ,0.09226             ,335                 ,3618                ,0.43955             
1550                ,0.5391              ,0.53957             ,0.09259             ,0.09224             ,335                 ,3618                ,0.44316             
1600                ,0.53915             ,0.53972             ,0.09259             ,0.09223             ,335                 ,3618                ,0.4464              
1650                ,0.5392              ,0.53986             ,0.09258             ,0.09221             ,335                 ,3618                ,0.44939             
1700                ,0.53924             ,0.53996             ,0.09258             ,0.0922              ,335                 ,3618                ,0.45215             
1750                ,0.53929             ,0.54003             ,0.09257             ,0.0922              ,335                 ,3618                ,0.45493             
1800                ,0.53933             ,0.54012             ,0.09257             ,0.09219             ,335                 ,3618                ,0.45743             
1850                ,0.53939             ,0.54014             ,0.09256             ,0.09218             ,335                 ,3618                ,0.45965             
1900                ,0.53945             ,0.54014             ,0.09256             ,0.09218             ,335                 ,3618                ,0.46207             
1950                ,0.53951             ,0.54024             ,0.09255             ,0.09217             ,335                 ,3618                ,0.46471             
2000                ,0.53956             ,0.54032             ,0.09254             ,0.09217             ,335                 ,3618                ,0.46731             
2050                ,0.53961             ,0.54042             ,0.09254             ,0.09216             ,335                 ,3618                ,0.47006             
2100                ,0.53967             ,0.54046             ,0.09253             ,0.09215             ,335                 ,3618                ,0.47245             
2150                ,0.53971             ,0.54056             ,0.09253             ,0.09214             ,335                 ,3618                ,0.47506             
2200                ,0.53977             ,0.54061             ,0.09252             ,0.09214             ,335                 ,3618                ,0.47765             
2250                ,0.53982             ,0.5407              ,0.09252             ,0.09213             ,335                 ,3618                ,0.48032             
2300                ,0.53988             ,0.54074             ,0.09251             ,0.09212             ,335                 ,3618                ,0.48265             
2350                ,0.53996             ,0.54075             ,0.0925              ,0.09212             ,335                 ,3618                ,0.48496             
2400                ,0.54002             ,0.54086             ,0.0925              ,0.09211             ,335                 ,3618                ,0.48811             
2450                ,0.54007             ,0.54098             ,0.09249             ,0.0921              ,335                 ,3618                ,0.4911              
2500                ,0.54012             ,0.54102             ,0.09249             ,0.0921              ,335                 ,3618                ,0.49369             
2550                ,0.54017             ,0.54112             ,0.09248             ,0.09209             ,335                 ,3618                ,0.49611             
2600                ,0.54024             ,0.54109             ,0.09248             ,0.09209             ,335                 ,3618                ,0.49808             
2650                ,0.54029             ,0.54113             ,0.09247             ,0.09209             ,335                 ,3618                ,0.5006              
2700                ,0.54034             ,0.54115             ,0.09247             ,0.09208             ,335                 ,3618                ,0.50295             
2750                ,0.54038             ,0.54121             ,0.09246             ,0.09208             ,335                 ,3618                ,0.50552             
2800                ,0.54042             ,0.54132             ,0.09246             ,0.09207             ,335                 ,3618                ,0.50808             
2850                ,0.54045             ,0.54139             ,0.09245             ,0.09206             ,335                 ,3618                ,0.51003             
2900                ,0.54051             ,0.54133             ,0.09245             ,0.09207             ,335                 ,3618                ,0.51115             
2950                ,0.54056             ,0.54129             ,0.09244             ,0.09207             ,335                 ,3618                ,0.51329             
