epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2_0:i,GNDI2_0:j,GNDI2_0:alpha1
50                  ,0                   ,0                   ,0.19364             ,0.19269             ,2209                ,3609                ,0.36099             
100                 ,0                   ,0                   ,0.13759             ,0.13705             ,2222                ,3604                ,0.31629             
150                 ,0.00214             ,0.00165             ,0.13624             ,0.13583             ,2213                ,3613                ,0.31066             
200                 ,0.00314             ,0.00229             ,0.13617             ,0.13578             ,2201                ,3616                ,0.31096             
250                 ,0.00418             ,0.00301             ,0.1361              ,0.13573             ,2184                ,3617                ,0.31159             
300                 ,0.00529             ,0.00376             ,0.13602             ,0.13568             ,2167                ,3617                ,0.3123              
350                 ,0.00643             ,0.00448             ,0.13594             ,0.13564             ,2152                ,3617                ,0.31312             
400                 ,0.0075              ,0.00512             ,0.13587             ,0.13559             ,2144                ,3617                ,0.31405             
450                 ,0.0085              ,0.00567             ,0.1358              ,0.13555             ,2144                ,3617                ,0.31508             
500                 ,0.00941             ,0.00613             ,0.13574             ,0.13552             ,2144                ,3617                ,0.31619             
550                 ,0.01022             ,0.00651             ,0.13568             ,0.1355              ,2144                ,3618                ,0.31735             
600                 ,0.01091             ,0.00678             ,0.13564             ,0.13548             ,2144                ,3618                ,0.31853             
650                 ,0.01147             ,0.00697             ,0.1356              ,0.13547             ,2144                ,3618                ,0.31967             
700                 ,0.01191             ,0.00707             ,0.13557             ,0.13546             ,2144                ,3618                ,0.32073             
750                 ,0.01225             ,0.00711             ,0.13555             ,0.13546             ,2144                ,3618                ,0.3217              
800                 ,0.01249             ,0.00711             ,0.13553             ,0.13546             ,2144                ,3618                ,0.32255             
850                 ,0.01266             ,0.00709             ,0.13552             ,0.13546             ,2144                ,3618                ,0.3233              
900                 ,0.01279             ,0.00706             ,0.13551             ,0.13546             ,2144                ,3618                ,0.32392             
950                 ,0.01287             ,0.00703             ,0.1355              ,0.13546             ,2144                ,3618                ,0.32444             
1000                ,0.01294             ,0.00701             ,0.1355              ,0.13546             ,2144                ,3618                ,0.32487             
1050                ,0.01298             ,0.00698             ,0.1355              ,0.13546             ,2144                ,3618                ,0.32521             
1100                ,0.01301             ,0.00697             ,0.13549             ,0.13547             ,2144                ,3618                ,0.3255              
1150                ,0.01304             ,0.00696             ,0.13549             ,0.13547             ,2144                ,3618                ,0.32574             
1200                ,0.01306             ,0.00695             ,0.13549             ,0.13547             ,2144                ,3618                ,0.32594             
1250                ,0.01307             ,0.00695             ,0.13549             ,0.13547             ,2144                ,3618                ,0.32611             
1300                ,0.01308             ,0.00695             ,0.13549             ,0.13547             ,2144                ,3618                ,0.32625             
1350                ,0.0131              ,0.00695             ,0.13549             ,0.13547             ,2144                ,3618                ,0.32637             
1400                ,0.0131              ,0.00694             ,0.13549             ,0.13547             ,2144                ,3618                ,0.32646             
1450                ,0.01311             ,0.00694             ,0.13549             ,0.13547             ,2144                ,3618                ,0.32654             
