epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2Alpha_0:i,GNDI2Alpha_0:j,GNDI2Alpha_0:alpha1_1,GNDI2Alpha_0:alpha1_2
50                  ,0                   ,0                   ,0.14716             ,0.14647             ,135                 ,736                 ,0.09747             ,0.61775             
100                 ,0                   ,0                   ,0.14101             ,0.13981             ,136                 ,722                 ,0.1044              ,0.61676             
150                 ,0.10604             ,0.12308             ,0.12895             ,0.1273              ,139                 ,736                 ,0.13023             ,0.61284             
200                 ,0.21205             ,0.23776             ,0.12106             ,0.11868             ,148                 ,778                 ,0.13885             ,0.61406             
250                 ,0.3242              ,0.35254             ,0.11212             ,0.10938             ,159                 ,830                 ,0.14088             ,0.61744             
300                 ,0.42591             ,0.44767             ,0.10334             ,0.10103             ,172                 ,883                 ,0.14284             ,0.6227              
350                 ,0.50537             ,0.51295             ,0.09592             ,0.09487             ,190                 ,929                 ,0.14558             ,0.62936             
400                 ,0.55672             ,0.54761             ,0.0908              ,0.09143             ,209                 ,964                 ,0.15096             ,0.63518             
450                 ,0.58362             ,0.5624              ,0.08801             ,0.08993             ,227                 ,988                 ,0.1571              ,0.63914             
500                 ,0.59894             ,0.57074             ,0.08637             ,0.08906             ,243                 ,1004                ,0.16309             ,0.64158             
550                 ,0.6121              ,0.58041             ,0.08494             ,0.08806             ,262                 ,1014                ,0.16951             ,0.64289             
600                 ,0.63045             ,0.59728             ,0.08291             ,0.08627             ,285                 ,1020                ,0.17724             ,0.6432              
650                 ,0.65417             ,0.62061             ,0.0802              ,0.08373             ,313                 ,1020                ,0.18742             ,0.64251             
700                 ,0.66956             ,0.63821             ,0.0784              ,0.08177             ,336                 ,1016                ,0.19744             ,0.64136             
750                 ,0.67591             ,0.64864             ,0.07764             ,0.08058             ,350                 ,1009                ,0.2056              ,0.64024             
800                 ,0.6798              ,0.65672             ,0.07717             ,0.07965             ,360                 ,1000                ,0.21275             ,0.63946             
850                 ,0.6825              ,0.66198             ,0.07685             ,0.07903             ,368                 ,992                 ,0.21938             ,0.63905             
900                 ,0.6843              ,0.66516             ,0.07663             ,0.07866             ,374                 ,983                 ,0.22545             ,0.63903             
950                 ,0.68573             ,0.66713             ,0.07646             ,0.07843             ,377                 ,975                 ,0.23106             ,0.63925             
1000                ,0.68704             ,0.66881             ,0.0763              ,0.07823             ,379                 ,967                 ,0.23657             ,0.63939             
1050                ,0.68819             ,0.67001             ,0.07616             ,0.07809             ,380                 ,960                 ,0.24158             ,0.63959             
1100                ,0.68923             ,0.67101             ,0.07603             ,0.07797             ,380                 ,954                 ,0.24629             ,0.63972             
1150                ,0.69025             ,0.67201             ,0.0759              ,0.07785             ,380                 ,948                 ,0.25084             ,0.63989             
1200                ,0.6912              ,0.67289             ,0.07579             ,0.07775             ,380                 ,943                 ,0.25538             ,0.63999             
1250                ,0.69207             ,0.67377             ,0.07568             ,0.07764             ,380                 ,938                 ,0.25979             ,0.64008             
1300                ,0.69288             ,0.67458             ,0.07558             ,0.07755             ,380                 ,935                 ,0.26407             ,0.64009             
1350                ,0.69367             ,0.67553             ,0.07548             ,0.07743             ,381                 ,931                 ,0.26835             ,0.63995             
1400                ,0.69443             ,0.67665             ,0.07539             ,0.0773              ,383                 ,928                 ,0.27255             ,0.63972             
1450                ,0.6952              ,0.67733             ,0.0753              ,0.07722             ,383                 ,925                 ,0.27654             ,0.63956             
1500                ,0.69592             ,0.67802             ,0.07521             ,0.07714             ,383                 ,923                 ,0.28045             ,0.63927             
1550                ,0.69664             ,0.67868             ,0.07512             ,0.07706             ,383                 ,920                 ,0.28416             ,0.63898             
1600                ,0.69738             ,0.67933             ,0.07503             ,0.07698             ,383                 ,918                 ,0.28762             ,0.63858             
1650                ,0.69807             ,0.67982             ,0.07494             ,0.07692             ,383                 ,918                 ,0.29083             ,0.63816             
1700                ,0.69873             ,0.68048             ,0.07486             ,0.07684             ,383                 ,918                 ,0.29405             ,0.63752             
1750                ,0.69938             ,0.68116             ,0.07478             ,0.07676             ,383                 ,918                 ,0.29719             ,0.63682             
1800                ,0.7                 ,0.68185             ,0.0747              ,0.07668             ,383                 ,918                 ,0.30035             ,0.63594             
1850                ,0.7006              ,0.68257             ,0.07463             ,0.07659             ,383                 ,917                 ,0.30355             ,0.63494             
1900                ,0.70123             ,0.68331             ,0.07455             ,0.0765              ,383                 ,915                 ,0.30682             ,0.63386             
1950                ,0.70187             ,0.68386             ,0.07447             ,0.07643             ,383                 ,913                 ,0.31002             ,0.63287             
2000                ,0.70247             ,0.68432             ,0.07439             ,0.07638             ,383                 ,913                 ,0.31303             ,0.63176             
2050                ,0.70306             ,0.68482             ,0.07432             ,0.07632             ,383                 ,913                 ,0.31595             ,0.63044             
2100                ,0.70361             ,0.68541             ,0.07425             ,0.07625             ,383                 ,913                 ,0.31875             ,0.629               
2150                ,0.70415             ,0.68603             ,0.07418             ,0.07617             ,383                 ,913                 ,0.32117             ,0.62745             
2200                ,0.7047              ,0.68652             ,0.07411             ,0.07611             ,383                 ,913                 ,0.32376             ,0.62586             
2250                ,0.70521             ,0.687               ,0.07405             ,0.07605             ,383                 ,913                 ,0.32624             ,0.62403             
2300                ,0.70571             ,0.68755             ,0.07399             ,0.07599             ,383                 ,913                 ,0.32853             ,0.62212             
2350                ,0.70622             ,0.68802             ,0.07392             ,0.07593             ,383                 ,913                 ,0.33059             ,0.62025             
2400                ,0.70672             ,0.68841             ,0.07386             ,0.07588             ,383                 ,913                 ,0.33287             ,0.61838             
2450                ,0.70723             ,0.6888              ,0.07379             ,0.07583             ,383                 ,912                 ,0.33497             ,0.61648             
2500                ,0.70784             ,0.68921             ,0.07372             ,0.07578             ,383                 ,908                 ,0.33731             ,0.61445             
2550                ,0.70841             ,0.68963             ,0.07365             ,0.07573             ,383                 ,904                 ,0.33949             ,0.61243             
2600                ,0.70896             ,0.68992             ,0.07358             ,0.0757              ,383                 ,901                 ,0.34152             ,0.61034             
2650                ,0.70946             ,0.69041             ,0.07351             ,0.07564             ,384                 ,898                 ,0.34353             ,0.60803             
2700                ,0.70993             ,0.69088             ,0.07345             ,0.07558             ,384                 ,895                 ,0.34539             ,0.60571             
2750                ,0.71041             ,0.69134             ,0.07339             ,0.07552             ,384                 ,892                 ,0.34711             ,0.60342             
2800                ,0.71089             ,0.69152             ,0.07333             ,0.0755              ,384                 ,890                 ,0.34866             ,0.6012              
2850                ,0.71132             ,0.69184             ,0.07328             ,0.07546             ,384                 ,888                 ,0.35002             ,0.59882             
2900                ,0.7117              ,0.69212             ,0.07323             ,0.07543             ,384                 ,888                 ,0.35104             ,0.59639             
2950                ,0.71206             ,0.69238             ,0.07318             ,0.0754              ,384                 ,888                 ,0.35195             ,0.59399             
3000                ,0.71243             ,0.6926              ,0.07314             ,0.07537             ,384                 ,888                 ,0.35268             ,0.59157             
3050                ,0.71277             ,0.6929              ,0.07309             ,0.07533             ,384                 ,888                 ,0.35293             ,0.58923             
3100                ,0.71311             ,0.69312             ,0.07305             ,0.07531             ,384                 ,888                 ,0.35319             ,0.58688             
3150                ,0.71342             ,0.69343             ,0.07301             ,0.07527             ,384                 ,888                 ,0.35328             ,0.5845              
3200                ,0.71373             ,0.69369             ,0.07297             ,0.07524             ,384                 ,888                 ,0.35321             ,0.58206             
3250                ,0.71402             ,0.69401             ,0.07293             ,0.0752              ,384                 ,887                 ,0.35292             ,0.57958             
3300                ,0.71439             ,0.6942              ,0.07289             ,0.07517             ,384                 ,884                 ,0.35318             ,0.57679             
3350                ,0.71473             ,0.69455             ,0.07284             ,0.07513             ,384                 ,884                 ,0.35303             ,0.57411             
3400                ,0.71513             ,0.69473             ,0.07279             ,0.07511             ,384                 ,884                 ,0.35314             ,0.57132             
3450                ,0.71548             ,0.69499             ,0.07275             ,0.07508             ,384                 ,884                 ,0.35325             ,0.56827             
3500                ,0.71579             ,0.69525             ,0.07271             ,0.07504             ,384                 ,884                 ,0.35323             ,0.56502             
3550                ,0.71612             ,0.6955              ,0.07267             ,0.07501             ,384                 ,884                 ,0.35318             ,0.56184             
3600                ,0.71643             ,0.69576             ,0.07263             ,0.07498             ,384                 ,884                 ,0.35297             ,0.55874             
3650                ,0.71672             ,0.69606             ,0.07259             ,0.07495             ,384                 ,884                 ,0.3526              ,0.55566             
3700                ,0.71705             ,0.69612             ,0.07255             ,0.07494             ,384                 ,884                 ,0.35225             ,0.55276             
3750                ,0.71736             ,0.69623             ,0.07251             ,0.07492             ,384                 ,884                 ,0.35185             ,0.5498              
3800                ,0.71767             ,0.69631             ,0.07247             ,0.07491             ,384                 ,884                 ,0.35144             ,0.54669             
3850                ,0.71793             ,0.69653             ,0.07243             ,0.07489             ,384                 ,884                 ,0.35088             ,0.54335             
3900                ,0.7182              ,0.69684             ,0.0724              ,0.07485             ,384                 ,884                 ,0.34998             ,0.54033             
3950                ,0.71846             ,0.69695             ,0.07237             ,0.07483             ,384                 ,884                 ,0.34919             ,0.53744             
4000                ,0.71867             ,0.6969              ,0.07234             ,0.07484             ,384                 ,884                 ,0.34837             ,0.5343              
