epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2Alpha_0:i,GNDI2Alpha_0:j,GNDI2Alpha_0:alpha1_1,GNDI2Alpha_0:alpha1_2
1300                ,0.56646             ,0.56628             ,0.0898              ,0.08953             ,352                 ,2991                ,0.78299             ,1.21172             
1350                ,0.56688             ,0.56635             ,0.08976             ,0.08952             ,351                 ,2990                ,0.77684             ,1.21258             
1400                ,0.5672              ,0.56639             ,0.08972             ,0.08951             ,351                 ,2989                ,0.7711              ,1.21262             
1450                ,0.56743             ,0.56646             ,0.0897              ,0.08951             ,351                 ,2988                ,0.7655              ,1.21201             
1500                ,0.56763             ,0.56648             ,0.08968             ,0.08951             ,350                 ,2987                ,0.75983             ,1.21098             
1550                ,0.56777             ,0.56651             ,0.08966             ,0.0895              ,350                 ,2986                ,0.75405             ,1.20957             
1600                ,0.56789             ,0.56656             ,0.08965             ,0.0895              ,349                 ,2986                ,0.7484              ,1.20778             
1650                ,0.56799             ,0.5665              ,0.08964             ,0.0895              ,349                 ,2986                ,0.74269             ,1.20569             
1700                ,0.56806             ,0.56645             ,0.08963             ,0.08951             ,349                 ,2985                ,0.73682             ,1.20333             
1750                ,0.56812             ,0.56641             ,0.08963             ,0.08951             ,348                 ,2985                ,0.73087             ,1.20078             
1800                ,0.56817             ,0.56638             ,0.08962             ,0.08952             ,348                 ,2985                ,0.7248              ,1.19806             
1850                ,0.56821             ,0.56637             ,0.08962             ,0.08952             ,348                 ,2985                ,0.71857             ,1.19516             
1900                ,0.56825             ,0.56643             ,0.08961             ,0.08951             ,348                 ,2985                ,0.71242             ,1.19202             
1950                ,0.56829             ,0.56645             ,0.08961             ,0.08951             ,348                 ,2985                ,0.70584             ,1.18884             
2000                ,0.56833             ,0.56652             ,0.08961             ,0.0895              ,348                 ,2984                ,0.69859             ,1.18583             
2050                ,0.56838             ,0.56656             ,0.0896              ,0.0895              ,348                 ,2984                ,0.69148             ,1.1826              
2100                ,0.5684              ,0.56656             ,0.0896              ,0.0895              ,348                 ,2984                ,0.68451             ,1.179               
2150                ,0.56841             ,0.56651             ,0.0896              ,0.0895              ,348                 ,2984                ,0.67753             ,1.17512             
2200                ,0.56842             ,0.56649             ,0.0896              ,0.0895              ,348                 ,2984                ,0.67063             ,1.17095             
2250                ,0.56843             ,0.56647             ,0.0896              ,0.08951             ,348                 ,2984                ,0.66356             ,1.1667              
2300                ,0.56844             ,0.56648             ,0.08959             ,0.08951             ,348                 ,2984                ,0.65649             ,1.16227             
2350                ,0.56845             ,0.56647             ,0.08959             ,0.08951             ,347                 ,2984                ,0.64922             ,1.15776             
2400                ,0.56846             ,0.56645             ,0.08959             ,0.08951             ,347                 ,2984                ,0.64184             ,1.15316             
2450                ,0.56846             ,0.56645             ,0.08959             ,0.08951             ,347                 ,2984                ,0.63432             ,1.14846             
2500                ,0.56847             ,0.56643             ,0.08959             ,0.08951             ,347                 ,2984                ,0.62668             ,1.14368             
2550                ,0.56848             ,0.56641             ,0.08959             ,0.08951             ,347                 ,2984                ,0.61892             ,1.13878             
2600                ,0.56849             ,0.5664              ,0.08959             ,0.08951             ,347                 ,2984                ,0.61113             ,1.13371             
2650                ,0.5685              ,0.56638             ,0.08959             ,0.08952             ,347                 ,2984                ,0.60334             ,1.1285              
2700                ,0.5685              ,0.56637             ,0.08959             ,0.08952             ,347                 ,2984                ,0.59551             ,1.12319             
2750                ,0.56851             ,0.56636             ,0.08959             ,0.08952             ,347                 ,2984                ,0.58762             ,1.11776             
2800                ,0.56852             ,0.56635             ,0.08959             ,0.08952             ,347                 ,2984                ,0.57974             ,1.11218             
2850                ,0.56852             ,0.56634             ,0.08959             ,0.08952             ,347                 ,2984                ,0.57189             ,1.10649             
2900                ,0.56853             ,0.56632             ,0.08959             ,0.08952             ,347                 ,2984                ,0.56408             ,1.10067             
2950                ,0.56854             ,0.56631             ,0.08958             ,0.08952             ,347                 ,2984                ,0.55633             ,1.09473             
3000                ,0.56855             ,0.56632             ,0.08958             ,0.08952             ,347                 ,2984                ,0.54869             ,1.08868             
3050                ,0.56856             ,0.56632             ,0.08958             ,0.08952             ,347                 ,2984                ,0.54122             ,1.08252             
3100                ,0.56857             ,0.56633             ,0.08958             ,0.08952             ,347                 ,2984                ,0.53386             ,1.07626             
3150                ,0.56857             ,0.5663              ,0.08958             ,0.08952             ,347                 ,2984                ,0.52664             ,1.06986             
3200                ,0.56857             ,0.56628             ,0.08958             ,0.08953             ,347                 ,2984                ,0.5195              ,1.06349             
3250                ,0.56857             ,0.56629             ,0.08958             ,0.08953             ,347                 ,2984                ,0.51245             ,1.05707             
3300                ,0.56857             ,0.5663              ,0.08958             ,0.08952             ,347                 ,2984                ,0.50557             ,1.05065             
3350                ,0.56857             ,0.56628             ,0.08958             ,0.08953             ,347                 ,2984                ,0.49865             ,1.04429             
3400                ,0.56858             ,0.56625             ,0.08958             ,0.08953             ,347                 ,2984                ,0.49203             ,1.03783             
3450                ,0.56858             ,0.56624             ,0.08958             ,0.08953             ,347                 ,2984                ,0.48559             ,1.03134             
3500                ,0.56858             ,0.56623             ,0.08958             ,0.08953             ,347                 ,2983                ,0.47958             ,1.02479             
3550                ,0.56858             ,0.56624             ,0.08958             ,0.08953             ,347                 ,2983                ,0.47385             ,1.01819             
3600                ,0.56856             ,0.56624             ,0.08958             ,0.08953             ,347                 ,2983                ,0.46822             ,1.01163             
3650                ,0.56857             ,0.56619             ,0.08958             ,0.08954             ,347                 ,2983                ,0.46271             ,1.00513             
3700                ,0.56857             ,0.5662              ,0.08958             ,0.08953             ,347                 ,2983                ,0.45774             ,0.99849             
3750                ,0.56856             ,0.5662              ,0.08958             ,0.08953             ,347                 ,2983                ,0.45292             ,0.99185             
3800                ,0.56855             ,0.56619             ,0.08958             ,0.08954             ,347                 ,2983                ,0.44831             ,0.98526             
3850                ,0.56854             ,0.56621             ,0.08958             ,0.08953             ,347                 ,2983                ,0.44401             ,0.97868             
3900                ,0.56853             ,0.56619             ,0.08959             ,0.08954             ,347                 ,2983                ,0.43995             ,0.97213             
3950                ,0.56851             ,0.56619             ,0.08959             ,0.08954             ,347                 ,2984                ,0.43617             ,0.96561             
4000                ,0.5685              ,0.56619             ,0.08959             ,0.08954             ,347                 ,2984                ,0.43261             ,0.95914             
