epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2_0:i,GNDI2_0:j,GNDI2_0:alpha1
50                  ,0.0031              ,0.00323             ,0.13617             ,0.13572             ,77                  ,510                 ,0.53558             
100                 ,0.00504             ,0.00597             ,0.13604             ,0.13553             ,81                  ,536                 ,0.53473             
150                 ,0.01559             ,0.01954             ,0.13532             ,0.13461             ,86                  ,575                 ,0.53242             
200                 ,0.04787             ,0.0554              ,0.13308             ,0.13212             ,92                  ,625                 ,0.52722             
250                 ,0.10331             ,0.11573             ,0.12915             ,0.12783             ,100                 ,678                 ,0.51732             
300                 ,0.16884             ,0.18484             ,0.12434             ,0.12273             ,108                 ,732                 ,0.50273             
350                 ,0.24745             ,0.26762             ,0.11831             ,0.11634             ,113                 ,788                 ,0.48359             
400                 ,0.33573             ,0.35805             ,0.11116             ,0.10892             ,118                 ,844                 ,0.46115             
450                 ,0.41134             ,0.43107             ,0.10464             ,0.10254             ,123                 ,899                 ,0.4408              
500                 ,0.48405             ,0.49647             ,0.09796             ,0.09646             ,127                 ,942                 ,0.42151             
550                 ,0.53795             ,0.5401              ,0.09271             ,0.09219             ,130                 ,976                 ,0.40653             
600                 ,0.56877             ,0.56047             ,0.08956             ,0.09012             ,133                 ,1001                ,0.39691             
650                 ,0.58327             ,0.56658             ,0.08804             ,0.0895              ,135                 ,1019                ,0.39193             
700                 ,0.59014             ,0.56913             ,0.08731             ,0.08923             ,138                 ,1033                ,0.39114             
750                 ,0.59403             ,0.57017             ,0.0869              ,0.08912             ,140                 ,1044                ,0.39334             
800                 ,0.59639             ,0.57182             ,0.08664             ,0.08895             ,142                 ,1052                ,0.39554             
850                 ,0.5981              ,0.57293             ,0.08646             ,0.08884             ,144                 ,1059                ,0.39837             
900                 ,0.59928             ,0.57388             ,0.08633             ,0.08874             ,147                 ,1065                ,0.4011              
950                 ,0.59998             ,0.57425             ,0.08626             ,0.0887              ,149                 ,1069                ,0.40301             
1000                ,0.60051             ,0.57452             ,0.0862              ,0.08867             ,152                 ,1073                ,0.40381             
1050                ,0.60094             ,0.57509             ,0.08616             ,0.08861             ,155                 ,1076                ,0.40531             
1100                ,0.60145             ,0.57537             ,0.0861              ,0.08858             ,160                 ,1078                ,0.40671             
1150                ,0.60217             ,0.57586             ,0.08602             ,0.08853             ,166                 ,1079                ,0.40788             
1200                ,0.60355             ,0.57749             ,0.08587             ,0.08836             ,175                 ,1078                ,0.40909             
1250                ,0.60718             ,0.58101             ,0.08548             ,0.08799             ,189                 ,1078                ,0.41104             
1300                ,0.61431             ,0.5888              ,0.0847              ,0.08717             ,208                 ,1078                ,0.41458             
1350                ,0.62314             ,0.59796             ,0.08372             ,0.08619             ,230                 ,1076                ,0.42063             
1400                ,0.63406             ,0.60884             ,0.0825              ,0.08502             ,255                 ,1072                ,0.42569             
1450                ,0.65581             ,0.62761             ,0.08001             ,0.08296             ,288                 ,1066                ,0.43387             
1500                ,0.68407             ,0.65318             ,0.07666             ,0.08006             ,326                 ,1054                ,0.44828             
1550                ,0.6954              ,0.67044             ,0.07527             ,0.07804             ,349                 ,1038                ,0.46381             
1600                ,0.69968             ,0.67778             ,0.07474             ,0.07717             ,363                 ,1019                ,0.46809             
1650                ,0.70186             ,0.68175             ,0.07447             ,0.07669             ,371                 ,1001                ,0.47114             
1700                ,0.70329             ,0.6842              ,0.07429             ,0.07639             ,376                 ,985                 ,0.47371             
1750                ,0.70442             ,0.68575             ,0.07415             ,0.0762              ,378                 ,971                 ,0.47507             
1800                ,0.70535             ,0.68677             ,0.07403             ,0.07608             ,379                 ,959                 ,0.47626             
1850                ,0.70612             ,0.68752             ,0.07393             ,0.07599             ,380                 ,949                 ,0.47734             
1900                ,0.7068              ,0.68808             ,0.07385             ,0.07592             ,380                 ,940                 ,0.47823             
1950                ,0.70736             ,0.68851             ,0.07378             ,0.07587             ,380                 ,934                 ,0.47889             
2000                ,0.70788             ,0.68901             ,0.07371             ,0.07581             ,381                 ,928                 ,0.47955             
2050                ,0.70835             ,0.68959             ,0.07365             ,0.07574             ,383                 ,924                 ,0.48028             
2100                ,0.70884             ,0.68992             ,0.07359             ,0.0757              ,383                 ,919                 ,0.48036             
2150                ,0.70933             ,0.69027             ,0.07353             ,0.07565             ,383                 ,916                 ,0.48019             
2200                ,0.70985             ,0.69056             ,0.07346             ,0.07562             ,383                 ,913                 ,0.47989             
2250                ,0.71033             ,0.69089             ,0.0734              ,0.07558             ,383                 ,912                 ,0.47923             
2300                ,0.7108              ,0.69138             ,0.07334             ,0.07552             ,383                 ,908                 ,0.47883             
2350                ,0.71121             ,0.69179             ,0.07329             ,0.07547             ,383                 ,906                 ,0.47806             
2400                ,0.71171             ,0.69196             ,0.07323             ,0.07545             ,383                 ,903                 ,0.47679             
2450                ,0.71215             ,0.6924              ,0.07317             ,0.07539             ,383                 ,901                 ,0.47593             
2500                ,0.71254             ,0.69274             ,0.07312             ,0.07535             ,384                 ,899                 ,0.47454             
2550                ,0.71295             ,0.69313             ,0.07307             ,0.07531             ,384                 ,897                 ,0.47347             
2600                ,0.71334             ,0.69334             ,0.07302             ,0.07528             ,384                 ,895                 ,0.47203             
2650                ,0.71376             ,0.69361             ,0.07297             ,0.07525             ,384                 ,893                 ,0.47045             
2700                ,0.71418             ,0.69355             ,0.07291             ,0.07525             ,384                 ,893                 ,0.46857             
2750                ,0.71452             ,0.69382             ,0.07287             ,0.07522             ,384                 ,893                 ,0.46661             
2800                ,0.71482             ,0.69409             ,0.07283             ,0.07519             ,384                 ,893                 ,0.46454             
2850                ,0.71511             ,0.69435             ,0.0728              ,0.07516             ,384                 ,893                 ,0.46247             
2900                ,0.71538             ,0.6946              ,0.07276             ,0.07512             ,384                 ,893                 ,0.46006             
2950                ,0.71566             ,0.69477             ,0.07272             ,0.0751              ,384                 ,893                 ,0.45714             
3000                ,0.71599             ,0.69512             ,0.07268             ,0.07506             ,384                 ,890                 ,0.45435             
3050                ,0.71632             ,0.69532             ,0.07264             ,0.07504             ,384                 ,888                 ,0.45185             
3100                ,0.71661             ,0.69556             ,0.0726              ,0.07501             ,384                 ,888                 ,0.44923             
3150                ,0.71695             ,0.69564             ,0.07256             ,0.075               ,384                 ,886                 ,0.44665             
3200                ,0.71727             ,0.69581             ,0.07252             ,0.07497             ,384                 ,884                 ,0.44416             
3250                ,0.71753             ,0.69604             ,0.07249             ,0.07495             ,384                 ,884                 ,0.44125             
3300                ,0.71776             ,0.69615             ,0.07246             ,0.07493             ,384                 ,884                 ,0.43841             
3350                ,0.71799             ,0.69636             ,0.07243             ,0.07491             ,384                 ,884                 ,0.43562             
3400                ,0.7182              ,0.6965              ,0.0724              ,0.07489             ,384                 ,884                 ,0.43266             
3450                ,0.7184              ,0.69665             ,0.07237             ,0.07487             ,384                 ,884                 ,0.4299              
3500                ,0.71858             ,0.69679             ,0.07235             ,0.07485             ,384                 ,884                 ,0.42707             
3550                ,0.71876             ,0.69687             ,0.07233             ,0.07484             ,384                 ,884                 ,0.42441             
3600                ,0.71896             ,0.69712             ,0.0723              ,0.07481             ,384                 ,884                 ,0.42174             
3650                ,0.71915             ,0.69717             ,0.07228             ,0.07481             ,384                 ,884                 ,0.41916             
3700                ,0.71931             ,0.69719             ,0.07226             ,0.07481             ,384                 ,884                 ,0.41669             
3750                ,0.71946             ,0.69729             ,0.07224             ,0.07479             ,384                 ,884                 ,0.41424             
3800                ,0.7196              ,0.69735             ,0.07222             ,0.07479             ,384                 ,884                 ,0.41184             
3850                ,0.71973             ,0.69741             ,0.0722              ,0.07478             ,384                 ,884                 ,0.40944             
3900                ,0.71984             ,0.69756             ,0.07219             ,0.07476             ,384                 ,884                 ,0.40711             
3950                ,0.71999             ,0.69755             ,0.07217             ,0.07476             ,384                 ,884                 ,0.40499             
4000                ,0.7201              ,0.6976              ,0.07215             ,0.07475             ,384                 ,884                 ,0.40282             
