epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2Alpha_0:i,GNDI2Alpha_0:j,GNDI2Alpha_0:alpha1_1,GNDI2Alpha_0:alpha1_2
50                  ,0                   ,0                   ,0.13851             ,0.13815             ,790                 ,1617                ,0.89369             ,0.4857              
100                 ,0.05496             ,0.0606              ,0.13258             ,0.13176             ,786                 ,1617                ,0.89816             ,0.47396             
150                 ,0.1474              ,0.16234             ,0.12593             ,0.12442             ,742                 ,1614                ,0.88233             ,0.46583             
200                 ,0.24752             ,0.27234             ,0.11831             ,0.11596             ,692                 ,1568                ,0.85276             ,0.46364             
250                 ,0.34534             ,0.37779             ,0.11035             ,0.10723             ,647                 ,1477                ,0.81756             ,0.46714             
300                 ,0.42784             ,0.46402             ,0.10316             ,0.09952             ,608                 ,1405                ,0.77287             ,0.47426             
350                 ,0.49608             ,0.53288             ,0.09682             ,0.09291             ,574                 ,1345                ,0.73418             ,0.48192             
400                 ,0.54804             ,0.58126             ,0.09169             ,0.08797             ,546                 ,1281                ,0.69719             ,0.48912             
450                 ,0.58661             ,0.61406             ,0.08769             ,0.08445             ,524                 ,1221                ,0.66599             ,0.49522             
500                 ,0.61796             ,0.63742             ,0.0843              ,0.08186             ,506                 ,1162                ,0.64004             ,0.50025             
550                 ,0.64234             ,0.65174             ,0.08156             ,0.08022             ,490                 ,1105                ,0.62481             ,0.50337             
600                 ,0.65734             ,0.6597              ,0.07984             ,0.0793              ,476                 ,1061                ,0.62081             ,0.50441             
650                 ,0.66801             ,0.66606             ,0.07858             ,0.07856             ,464                 ,1024                ,0.62282             ,0.50454             
700                 ,0.67587             ,0.67089             ,0.07765             ,0.07799             ,454                 ,994                 ,0.62717             ,0.50453             
750                 ,0.68181             ,0.67428             ,0.07693             ,0.07758             ,445                 ,970                 ,0.63099             ,0.5047              
800                 ,0.68626             ,0.6767              ,0.07639             ,0.07729             ,436                 ,951                 ,0.63477             ,0.50538             
850                 ,0.68952             ,0.67841             ,0.07599             ,0.07709             ,428                 ,936                 ,0.63808             ,0.50631             
900                 ,0.69203             ,0.67978             ,0.07569             ,0.07693             ,421                 ,925                 ,0.64205             ,0.50728             
950                 ,0.69401             ,0.681               ,0.07544             ,0.07678             ,415                 ,916                 ,0.64653             ,0.50832             
1000                ,0.69547             ,0.68171             ,0.07526             ,0.07669             ,410                 ,908                 ,0.64993             ,0.50962             
1050                ,0.6966              ,0.68229             ,0.07512             ,0.07662             ,405                 ,902                 ,0.65362             ,0.51093             
1100                ,0.69744             ,0.68286             ,0.07502             ,0.07655             ,402                 ,897                 ,0.65799             ,0.51224             
1150                ,0.69806             ,0.68309             ,0.07494             ,0.07653             ,399                 ,892                 ,0.66238             ,0.51363             
1200                ,0.69852             ,0.68327             ,0.07488             ,0.07651             ,397                 ,889                 ,0.66666             ,0.51508             
1250                ,0.69883             ,0.68342             ,0.07485             ,0.07649             ,395                 ,887                 ,0.67105             ,0.51652             
1300                ,0.69913             ,0.68353             ,0.07481             ,0.07647             ,394                 ,884                 ,0.67535             ,0.51804             
1350                ,0.69932             ,0.68369             ,0.07479             ,0.07645             ,393                 ,884                 ,0.67951             ,0.51957             
1400                ,0.69952             ,0.68385             ,0.07476             ,0.07644             ,392                 ,884                 ,0.68355             ,0.52119             
1450                ,0.69965             ,0.68405             ,0.07474             ,0.07641             ,392                 ,884                 ,0.6878              ,0.52276             
1500                ,0.6998              ,0.68421             ,0.07473             ,0.07639             ,392                 ,884                 ,0.69179             ,0.52441             
1550                ,0.69993             ,0.68439             ,0.07471             ,0.07637             ,392                 ,884                 ,0.6958              ,0.52607             
1600                ,0.70005             ,0.68457             ,0.07469             ,0.07635             ,392                 ,884                 ,0.6995              ,0.52776             
1650                ,0.70019             ,0.68447             ,0.07468             ,0.07636             ,392                 ,884                 ,0.70255             ,0.52957             
1700                ,0.70031             ,0.68448             ,0.07466             ,0.07636             ,392                 ,884                 ,0.70589             ,0.53137             
1750                ,0.70043             ,0.68467             ,0.07465             ,0.07634             ,392                 ,884                 ,0.70955             ,0.53317             
1800                ,0.70055             ,0.68474             ,0.07463             ,0.07633             ,392                 ,884                 ,0.7127              ,0.53504             
