epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2Alpha_0:i,GNDI2Alpha_0:j,GNDI2Alpha_0:alpha1_1,GNDI2Alpha_0:alpha1_2
1850                ,0.70065             ,0.68489             ,0.07462             ,0.07631             ,392                 ,884                 ,0.71594             ,0.5369              
1900                ,0.70078             ,0.6848              ,0.0746              ,0.07632             ,392                 ,884                 ,0.71811             ,0.5389              
1950                ,0.7009              ,0.68484             ,0.07459             ,0.07632             ,392                 ,884                 ,0.72047             ,0.54089             
2000                ,0.701               ,0.68502             ,0.07458             ,0.07629             ,392                 ,884                 ,0.72355             ,0.54285             
2050                ,0.7011              ,0.68516             ,0.07456             ,0.07628             ,392                 ,884                 ,0.72643             ,0.54484             
2100                ,0.7012              ,0.68534             ,0.07455             ,0.07625             ,392                 ,884                 ,0.72903             ,0.54684             
2150                ,0.7013              ,0.6854              ,0.07454             ,0.07625             ,392                 ,884                 ,0.73107             ,0.54892             
2200                ,0.70138             ,0.68555             ,0.07453             ,0.07623             ,392                 ,884                 ,0.73328             ,0.55097             
2250                ,0.70147             ,0.68568             ,0.07452             ,0.07621             ,392                 ,884                 ,0.73522             ,0.55305             
2300                ,0.70156             ,0.6858              ,0.07451             ,0.0762              ,392                 ,884                 ,0.73684             ,0.55516             
2350                ,0.70165             ,0.68592             ,0.0745              ,0.07618             ,392                 ,884                 ,0.73821             ,0.55729             
2400                ,0.70174             ,0.68602             ,0.07448             ,0.07617             ,392                 ,884                 ,0.73933             ,0.55945             
2450                ,0.70185             ,0.68612             ,0.07447             ,0.07616             ,392                 ,884                 ,0.74024             ,0.56164             
2500                ,0.702               ,0.68622             ,0.07445             ,0.07615             ,392                 ,884                 ,0.7409              ,0.56389             
2550                ,0.70222             ,0.68634             ,0.07442             ,0.07613             ,392                 ,884                 ,0.74122             ,0.56619             
2600                ,0.70253             ,0.68639             ,0.07439             ,0.07613             ,392                 ,884                 ,0.74125             ,0.56858             
2650                ,0.70286             ,0.68648             ,0.07434             ,0.07612             ,392                 ,884                 ,0.74117             ,0.57103             
2700                ,0.70323             ,0.68671             ,0.0743              ,0.07609             ,392                 ,884                 ,0.74072             ,0.57355             
2750                ,0.70359             ,0.68683             ,0.07425             ,0.07607             ,392                 ,884                 ,0.73998             ,0.57616             
2800                ,0.70392             ,0.68712             ,0.07421             ,0.07604             ,392                 ,884                 ,0.73933             ,0.57879             
2850                ,0.70423             ,0.68731             ,0.07417             ,0.07602             ,392                 ,884                 ,0.73801             ,0.58153             
2900                ,0.70454             ,0.68748             ,0.07413             ,0.07599             ,392                 ,884                 ,0.73647             ,0.58427             
2950                ,0.70487             ,0.68766             ,0.07409             ,0.07597             ,392                 ,884                 ,0.73459             ,0.58697             
3000                ,0.70516             ,0.68783             ,0.07406             ,0.07595             ,392                 ,884                 ,0.73244             ,0.58963             
3050                ,0.70544             ,0.6881              ,0.07402             ,0.07592             ,392                 ,884                 ,0.72983             ,0.59223             
3100                ,0.70574             ,0.68832             ,0.07398             ,0.07589             ,392                 ,884                 ,0.72659             ,0.59482             
3150                ,0.70604             ,0.68853             ,0.07394             ,0.07587             ,392                 ,884                 ,0.72301             ,0.59733             
3200                ,0.70634             ,0.68877             ,0.07391             ,0.07584             ,392                 ,884                 ,0.71898             ,0.59977             
3250                ,0.7067              ,0.68972             ,0.07386             ,0.07572             ,392                 ,884                 ,0.71295             ,0.60223             
3300                ,0.70703             ,0.68991             ,0.07382             ,0.0757              ,392                 ,884                 ,0.70712             ,0.6047              
3350                ,0.70735             ,0.69011             ,0.07378             ,0.07567             ,392                 ,884                 ,0.70096             ,0.60709             
3400                ,0.70767             ,0.69031             ,0.07374             ,0.07565             ,392                 ,884                 ,0.69452             ,0.60939             
3450                ,0.708               ,0.69052             ,0.0737              ,0.07562             ,392                 ,884                 ,0.68763             ,0.6116              
3500                ,0.70835             ,0.69077             ,0.07365             ,0.07559             ,392                 ,884                 ,0.68026             ,0.61374             
3550                ,0.70877             ,0.69109             ,0.0736              ,0.07555             ,392                 ,884                 ,0.67224             ,0.61585             
3600                ,0.70987             ,0.69222             ,0.07346             ,0.07542             ,392                 ,884                 ,0.66222             ,0.61819             
3650                ,0.71268             ,0.69493             ,0.0731              ,0.07508             ,392                 ,884                 ,0.64535             ,0.62169             
3700                ,0.7161              ,0.69704             ,0.07267             ,0.07482             ,390                 ,884                 ,0.61666             ,0.62709             
3750                ,0.71839             ,0.69852             ,0.07237             ,0.07464             ,390                 ,884                 ,0.58577             ,0.63199             
3800                ,0.71957             ,0.6992              ,0.07222             ,0.07456             ,390                 ,884                 ,0.55557             ,0.6357              
3850                ,0.72014             ,0.69941             ,0.07215             ,0.07453             ,390                 ,884                 ,0.52816             ,0.63833             
3900                ,0.72082             ,0.69938             ,0.07206             ,0.07453             ,390                 ,872                 ,0.50524             ,0.64016             
3950                ,0.72129             ,0.69943             ,0.072               ,0.07453             ,390                 ,863                 ,0.48376             ,0.64189             
4000                ,0.72154             ,0.69935             ,0.07197             ,0.07454             ,390                 ,861                 ,0.46373             ,0.64349             
