epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2Alpha_0:i,GNDI2Alpha_0:j,GNDI2Alpha_0:alpha1_1,GNDI2Alpha_0:alpha1_2
50                  ,0.35588             ,0.38272             ,0.10946             ,0.1068              ,835                 ,570                 ,0.66397             ,0.99431             
100                 ,0.54861             ,0.58012             ,0.09163             ,0.08809             ,867                 ,546                 ,0.63247             ,0.99813             
150                 ,0.60251             ,0.63172             ,0.08599             ,0.0825              ,880                 ,533                 ,0.68373             ,0.95392             
200                 ,0.62512             ,0.65068             ,0.0835              ,0.08035             ,882                 ,523                 ,0.72309             ,0.91804             
250                 ,0.65004             ,0.66931             ,0.08068             ,0.07817             ,881                 ,514                 ,0.7624              ,0.88753             
300                 ,0.65955             ,0.67339             ,0.07958             ,0.07769             ,879                 ,505                 ,0.77916             ,0.86852             
350                 ,0.66531             ,0.675               ,0.0789              ,0.0775              ,874                 ,497                 ,0.78858             ,0.85554             
400                 ,0.67122             ,0.67738             ,0.0782              ,0.07721             ,869                 ,489                 ,0.79244             ,0.84701             
450                 ,0.67772             ,0.68004             ,0.07742             ,0.07689             ,864                 ,481                 ,0.7936              ,0.83999             
500                 ,0.68247             ,0.68096             ,0.07685             ,0.07678             ,861                 ,472                 ,0.79368             ,0.83379             
550                 ,0.6857              ,0.68085             ,0.07646             ,0.0768              ,858                 ,464                 ,0.79184             ,0.82916             
600                 ,0.68826             ,0.68094             ,0.07615             ,0.07679             ,855                 ,457                 ,0.79064             ,0.82526             
650                 ,0.6905              ,0.68132             ,0.07587             ,0.07674             ,852                 ,449                 ,0.78935             ,0.82191             
700                 ,0.69293             ,0.68201             ,0.07558             ,0.07666             ,850                 ,442                 ,0.78682             ,0.81907             
750                 ,0.69544             ,0.68319             ,0.07527             ,0.07652             ,848                 ,435                 ,0.78398             ,0.81549             
800                 ,0.6978              ,0.6841              ,0.07497             ,0.07641             ,846                 ,429                 ,0.78018             ,0.81203             
850                 ,0.6995              ,0.68479             ,0.07476             ,0.07632             ,847                 ,423                 ,0.77722             ,0.80925             
900                 ,0.70087             ,0.68525             ,0.07459             ,0.07627             ,847                 ,417                 ,0.775               ,0.8072              
950                 ,0.70196             ,0.68565             ,0.07446             ,0.07622             ,847                 ,412                 ,0.77322             ,0.80545             
1000                ,0.70277             ,0.68606             ,0.07435             ,0.07617             ,848                 ,407                 ,0.7712              ,0.80406             
1050                ,0.7034              ,0.6864              ,0.07428             ,0.07613             ,850                 ,403                 ,0.76904             ,0.80253             
1100                ,0.70384             ,0.68671             ,0.07422             ,0.07609             ,852                 ,400                 ,0.76657             ,0.8013              
1150                ,0.7042              ,0.68699             ,0.07418             ,0.07605             ,855                 ,398                 ,0.76424             ,0.79983             
1200                ,0.70447             ,0.68724             ,0.07414             ,0.07602             ,858                 ,396                 ,0.76173             ,0.79841             
1250                ,0.70473             ,0.68741             ,0.07411             ,0.076               ,861                 ,395                 ,0.75922             ,0.79663             
1300                ,0.70493             ,0.68765             ,0.07408             ,0.07597             ,863                 ,394                 ,0.75652             ,0.79489             
1350                ,0.70512             ,0.68779             ,0.07406             ,0.07596             ,865                 ,393                 ,0.75386             ,0.79301             
1400                ,0.70533             ,0.68791             ,0.07403             ,0.07594             ,866                 ,392                 ,0.75146             ,0.79056             
1450                ,0.70549             ,0.68814             ,0.07401             ,0.07592             ,868                 ,392                 ,0.74862             ,0.78842             
1500                ,0.70567             ,0.68833             ,0.07399             ,0.07589             ,869                 ,392                 ,0.74591             ,0.78582             
1550                ,0.70589             ,0.68849             ,0.07396             ,0.07587             ,869                 ,392                 ,0.74307             ,0.7833              
1600                ,0.7061              ,0.68867             ,0.07394             ,0.07585             ,869                 ,392                 ,0.74027             ,0.78066             
1650                ,0.70632             ,0.68884             ,0.07391             ,0.07583             ,869                 ,392                 ,0.7375              ,0.77775             
1700                ,0.70654             ,0.68901             ,0.07388             ,0.07581             ,869                 ,392                 ,0.7347              ,0.77462             
1750                ,0.70676             ,0.68919             ,0.07385             ,0.07579             ,869                 ,392                 ,0.73192             ,0.77121             
1800                ,0.70699             ,0.68938             ,0.07382             ,0.07576             ,869                 ,392                 ,0.72918             ,0.76749             
1850                ,0.70723             ,0.68957             ,0.0738              ,0.07574             ,869                 ,392                 ,0.72646             ,0.76349             
1900                ,0.70747             ,0.68976             ,0.07376             ,0.07572             ,869                 ,392                 ,0.72381             ,0.75913             
1950                ,0.70772             ,0.68996             ,0.07373             ,0.07569             ,869                 ,392                 ,0.72118             ,0.75446             
2000                ,0.70798             ,0.69015             ,0.0737              ,0.07567             ,869                 ,392                 ,0.71859             ,0.74945             
2050                ,0.70824             ,0.69035             ,0.07367             ,0.07565             ,869                 ,392                 ,0.71603             ,0.7441              
2100                ,0.7085              ,0.69056             ,0.07363             ,0.07562             ,869                 ,392                 ,0.71347             ,0.73842             
2150                ,0.70878             ,0.69078             ,0.0736              ,0.07559             ,869                 ,392                 ,0.71101             ,0.73232             
2200                ,0.70907             ,0.691               ,0.07356             ,0.07557             ,869                 ,392                 ,0.70861             ,0.72582             
2250                ,0.70936             ,0.69122             ,0.07353             ,0.07554             ,869                 ,392                 ,0.7063              ,0.71886             
2300                ,0.70966             ,0.69145             ,0.07349             ,0.07551             ,869                 ,392                 ,0.70407             ,0.71149             
2350                ,0.70998             ,0.69169             ,0.07345             ,0.07548             ,869                 ,392                 ,0.70203             ,0.7035              
2400                ,0.71029             ,0.69197             ,0.07341             ,0.07545             ,869                 ,392                 ,0.69969             ,0.69554             
2450                ,0.71062             ,0.69224             ,0.07337             ,0.07541             ,869                 ,392                 ,0.69754             ,0.68707             
2500                ,0.71096             ,0.69249             ,0.07332             ,0.07538             ,869                 ,392                 ,0.69553             ,0.67805             
2550                ,0.71131             ,0.69273             ,0.07328             ,0.07535             ,869                 ,392                 ,0.69366             ,0.6685              
2600                ,0.71166             ,0.69298             ,0.07323             ,0.07532             ,869                 ,392                 ,0.69172             ,0.6586              
2650                ,0.71201             ,0.69325             ,0.07319             ,0.07529             ,869                 ,392                 ,0.68987             ,0.64823             
