epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2Alpha_0:i,GNDI2Alpha_0:j,GNDI2Alpha_0:alpha1_1,GNDI2Alpha_0:alpha1_2
2700                ,0.71238             ,0.69351             ,0.07314             ,0.07526             ,869                 ,392                 ,0.68814             ,0.63727             
2750                ,0.71275             ,0.69378             ,0.0731              ,0.07522             ,868                 ,392                 ,0.68651             ,0.62599             
2800                ,0.71313             ,0.69406             ,0.07305             ,0.07519             ,868                 ,392                 ,0.68498             ,0.61435             
2850                ,0.71352             ,0.69433             ,0.073               ,0.07516             ,868                 ,392                 ,0.68349             ,0.60238             
2900                ,0.71393             ,0.69458             ,0.07294             ,0.07513             ,866                 ,392                 ,0.68213             ,0.59021             
2950                ,0.71432             ,0.69484             ,0.0729              ,0.07509             ,866                 ,392                 ,0.68095             ,0.57753             
3000                ,0.7147              ,0.69512             ,0.07285             ,0.07506             ,866                 ,392                 ,0.67961             ,0.56469             
3050                ,0.71508             ,0.69542             ,0.0728              ,0.07502             ,866                 ,392                 ,0.6785              ,0.55181             
3100                ,0.71546             ,0.69567             ,0.07275             ,0.07499             ,866                 ,392                 ,0.67752             ,0.53896             
3150                ,0.71584             ,0.69592             ,0.0727              ,0.07496             ,866                 ,392                 ,0.67685             ,0.52601             
3200                ,0.71621             ,0.69617             ,0.07265             ,0.07493             ,866                 ,392                 ,0.67639             ,0.51325             
3250                ,0.71657             ,0.69639             ,0.07261             ,0.0749              ,866                 ,392                 ,0.67623             ,0.50063             
3300                ,0.71699             ,0.69698             ,0.07255             ,0.07483             ,866                 ,392                 ,0.67754             ,0.48741             
3350                ,0.71736             ,0.69724             ,0.07251             ,0.0748              ,866                 ,392                 ,0.67762             ,0.47583             
3400                ,0.71772             ,0.69734             ,0.07246             ,0.07479             ,866                 ,392                 ,0.67838             ,0.46521             
3450                ,0.71803             ,0.69749             ,0.07242             ,0.07477             ,866                 ,392                 ,0.67938             ,0.45486             
3500                ,0.71842             ,0.69753             ,0.07237             ,0.07476             ,866                 ,390                 ,0.68087             ,0.44456             
3550                ,0.71868             ,0.69773             ,0.07234             ,0.07474             ,866                 ,390                 ,0.68166             ,0.43563             
3600                ,0.71893             ,0.69787             ,0.0723              ,0.07472             ,866                 ,390                 ,0.68308             ,0.42768             
3650                ,0.71917             ,0.69791             ,0.07227             ,0.07472             ,866                 ,390                 ,0.68464             ,0.42032             
3700                ,0.71938             ,0.69799             ,0.07225             ,0.07471             ,866                 ,390                 ,0.68622             ,0.41348             
3750                ,0.71958             ,0.69811             ,0.07222             ,0.07469             ,866                 ,390                 ,0.6878              ,0.40705             
3800                ,0.71974             ,0.69815             ,0.0722              ,0.07469             ,866                 ,390                 ,0.68932             ,0.40118             
3850                ,0.7199              ,0.69827             ,0.07218             ,0.07467             ,866                 ,390                 ,0.69097             ,0.39586             
3900                ,0.72005             ,0.69827             ,0.07216             ,0.07467             ,866                 ,390                 ,0.69263             ,0.39101             
3950                ,0.72018             ,0.69832             ,0.07214             ,0.07467             ,866                 ,390                 ,0.69425             ,0.38655             
4000                ,0.7203              ,0.69834             ,0.07213             ,0.07466             ,866                 ,390                 ,0.69587             ,0.38243             
