epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2Alpha_0:i,GNDI2Alpha_0:j,GNDI2Alpha_0:alpha1_1,GNDI2Alpha_0:alpha1_2
1800                ,0.53367             ,0.55735             ,0.09313             ,0.09044             ,2960                ,3449                ,1.0643              ,-0.15417            
1850                ,0.54312             ,0.56607             ,0.09219             ,0.08955             ,2960                ,3432                ,1.07458             ,-0.16284            
1900                ,0.56092             ,0.58173             ,0.09037             ,0.08792             ,2961                ,3396                ,1.08647             ,-0.17436            
1950                ,0.569               ,0.59095             ,0.08954             ,0.08694             ,2961                ,3393                ,1.09794             ,-0.18698            
2000                ,0.57513             ,0.59815             ,0.0889              ,0.08617             ,2961                ,3390                ,1.10907             ,-0.1992             
2050                ,0.57942             ,0.6036              ,0.08845             ,0.08559             ,2961                ,3390                ,1.11939             ,-0.2107             
2100                ,0.58235             ,0.60737             ,0.08814             ,0.08518             ,2961                ,3390                ,1.12889             ,-0.2212             
2150                ,0.58442             ,0.61003             ,0.08792             ,0.08489             ,2961                ,3390                ,1.13712             ,-0.23118            
2200                ,0.58636             ,0.61233             ,0.08771             ,0.08464             ,2961                ,3389                ,1.14412             ,-0.2428             
2250                ,0.62697             ,0.65028             ,0.0833              ,0.08039             ,2963                ,3395                ,1.14949             ,-0.26337            
2300                ,0.64316             ,0.66766             ,0.08147             ,0.07837             ,2963                ,3393                ,1.17044             ,-0.29626            
2350                ,0.65278             ,0.67873             ,0.08036             ,0.07705             ,2963                ,3390                ,1.19352             ,-0.32325            
2400                ,0.65912             ,0.6854              ,0.07963             ,0.07625             ,2963                ,3384                ,1.2142              ,-0.34404            
2450                ,0.6636              ,0.69061             ,0.0791              ,0.07561             ,2963                ,3385                ,1.23197             ,-0.36075            
2500                ,0.67162             ,0.69898             ,0.07815             ,0.07458             ,2963                ,3385                ,1.24796             ,-0.37507            
2550                ,0.67352             ,0.70138             ,0.07793             ,0.07429             ,2963                ,3385                ,1.25753             ,-0.38228            
2600                ,0.67498             ,0.70314             ,0.07775             ,0.07407             ,2963                ,3385                ,1.2652              ,-0.38727            
2650                ,0.67622             ,0.70458             ,0.07761             ,0.07389             ,2963                ,3385                ,1.27135             ,-0.39067            
2700                ,0.67737             ,0.70594             ,0.07747             ,0.07372             ,2963                ,3385                ,1.27688             ,-0.39328            
2750                ,0.67845             ,0.70702             ,0.07734             ,0.07358             ,2964                ,3385                ,1.2817              ,-0.39554            
2800                ,0.67946             ,0.7081              ,0.07721             ,0.07345             ,2964                ,3385                ,1.28618             ,-0.39727            
2850                ,0.68042             ,0.70907             ,0.0771              ,0.07332             ,2964                ,3385                ,1.29032             ,-0.39887            
2900                ,0.68132             ,0.71003             ,0.07699             ,0.0732              ,2964                ,3385                ,1.29412             ,-0.40017            
2950                ,0.68216             ,0.71085             ,0.07689             ,0.0731              ,2964                ,3385                ,1.29763             ,-0.40121            
3000                ,0.68295             ,0.7117              ,0.07679             ,0.07299             ,2964                ,3385                ,1.30103             ,-0.40214            
3050                ,0.68371             ,0.71252             ,0.0767              ,0.07289             ,2964                ,3385                ,1.30421             ,-0.40292            
3100                ,0.68442             ,0.71328             ,0.07662             ,0.07279             ,2964                ,3385                ,1.3071              ,-0.40352            
3150                ,0.68509             ,0.71407             ,0.07653             ,0.07269             ,2964                ,3385                ,1.30978             ,-0.40393            
3200                ,0.68573             ,0.71471             ,0.07646             ,0.07261             ,2964                ,3385                ,1.31249             ,-0.40437            
3250                ,0.68637             ,0.71551             ,0.07638             ,0.07251             ,2964                ,3385                ,1.31527             ,-0.40511            
3300                ,0.68696             ,0.71619             ,0.07631             ,0.07242             ,2964                ,3385                ,1.31781             ,-0.40561            
3350                ,0.68751             ,0.71684             ,0.07624             ,0.07234             ,2965                ,3385                ,1.31997             ,-0.40582            
3400                ,0.68804             ,0.71745             ,0.07618             ,0.07226             ,2965                ,3385                ,1.32196             ,-0.40583            
3450                ,0.68857             ,0.71809             ,0.07611             ,0.07218             ,2965                ,3385                ,1.32412             ,-0.40622            
3500                ,0.68909             ,0.71873             ,0.07605             ,0.0721              ,2965                ,3385                ,1.3259              ,-0.40615            
3550                ,0.68958             ,0.71948             ,0.07599             ,0.072               ,2965                ,3385                ,1.32753             ,-0.40597            
3600                ,0.69003             ,0.71992             ,0.07593             ,0.07194             ,2965                ,3385                ,1.32876             ,-0.40525            
3650                ,0.69047             ,0.7204              ,0.07588             ,0.07188             ,2966                ,3385                ,1.33007             ,-0.40484            
3700                ,0.69088             ,0.72099             ,0.07583             ,0.0718              ,2966                ,3385                ,1.33114             ,-0.40434            
3750                ,0.69128             ,0.72143             ,0.07578             ,0.07175             ,2966                ,3385                ,1.33214             ,-0.40384            
3800                ,0.6916              ,0.72205             ,0.07574             ,0.07167             ,2966                ,3385                ,1.33287             ,-0.40322            
3850                ,0.69199             ,0.72229             ,0.07569             ,0.07164             ,2966                ,3385                ,1.33343             ,-0.40253            
3900                ,0.69232             ,0.72268             ,0.07565             ,0.07159             ,2966                ,3385                ,1.33394             ,-0.40198            
3950                ,0.69263             ,0.72286             ,0.07561             ,0.07156             ,2966                ,3385                ,1.33439             ,-0.4014             
4000                ,0.69291             ,0.72316             ,0.07558             ,0.07153             ,2966                ,3385                ,1.33464             ,-0.40079            
