epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2Alpha_0:i,GNDI2Alpha_0:j,GNDI2Alpha_0:alpha1_1,GNDI2Alpha_0:alpha1_2
50                  ,0                   ,0                   ,0.15114             ,0.15091             ,2965                ,553                 ,0.99239             ,0.83281             
100                 ,0.06839             ,0.07415             ,0.13164             ,0.1308              ,2951                ,553                 ,0.98298             ,0.82881             
150                 ,0.25648             ,0.27255             ,0.1176              ,0.11594             ,2954                ,547                 ,0.98138             ,0.82321             
200                 ,0.32591             ,0.34917             ,0.11198             ,0.10967             ,2968                ,534                 ,0.98248             ,0.81355             
250                 ,0.36379             ,0.38943             ,0.10878             ,0.10622             ,2989                ,520                 ,0.98577             ,0.80033             
300                 ,0.38681             ,0.41329             ,0.1068              ,0.10413             ,2997                ,505                 ,0.99018             ,0.78325             
350                 ,0.4067              ,0.43354             ,0.10505             ,0.10231             ,2998                ,490                 ,0.99499             ,0.76259             
400                 ,0.4261              ,0.45264             ,0.10332             ,0.10057             ,2998                ,475                 ,0.99992             ,0.74023             
450                 ,0.44511             ,0.47073             ,0.10159             ,0.0989              ,2997                ,460                 ,1.00484             ,0.71655             
500                 ,0.4636              ,0.48789             ,0.09989             ,0.09728             ,2997                ,445                 ,1.00979             ,0.6916              
550                 ,0.4814              ,0.50393             ,0.09821             ,0.09575             ,2997                ,431                 ,1.01488             ,0.66543             
600                 ,0.49837             ,0.5188              ,0.09659             ,0.0943              ,2997                ,418                 ,1.02025             ,0.63801             
650                 ,0.51422             ,0.53222             ,0.09506             ,0.09298             ,2996                ,407                 ,1.02575             ,0.60978             
700                 ,0.52755             ,0.54301             ,0.09374             ,0.0919              ,2995                ,397                 ,1.0309              ,0.58187             
750                 ,0.53755             ,0.55036             ,0.09275             ,0.09115             ,2994                ,389                 ,1.03515             ,0.5562              
800                 ,0.54477             ,0.55609             ,0.09202             ,0.09057             ,2992                ,382                 ,1.03858             ,0.53264             
850                 ,0.54992             ,0.56003             ,0.0915              ,0.09017             ,2990                ,377                 ,1.04134             ,0.51137             
900                 ,0.55371             ,0.56247             ,0.09111             ,0.08992             ,2990                ,372                 ,1.04346             ,0.49271             
950                 ,0.55663             ,0.56409             ,0.09081             ,0.08975             ,2989                ,368                 ,1.0451              ,0.47574             
1000                ,0.55906             ,0.56491             ,0.09056             ,0.08967             ,2988                ,364                 ,1.04613             ,0.46128             
1050                ,0.561               ,0.56546             ,0.09036             ,0.08961             ,2987                ,361                 ,1.04666             ,0.4487              
1100                ,0.56266             ,0.56584             ,0.09019             ,0.08957             ,2986                ,358                 ,1.04694             ,0.4377              
1150                ,0.56401             ,0.56607             ,0.09005             ,0.08955             ,2986                ,356                 ,1.04715             ,0.42845             
1200                ,0.56497             ,0.56598             ,0.08995             ,0.08956             ,2986                ,354                 ,1.04715             ,0.42148             
1250                ,0.56554             ,0.56567             ,0.0899              ,0.08959             ,2986                ,352                 ,1.04691             ,0.41694             
1300                ,0.56595             ,0.56545             ,0.08985             ,0.08961             ,2986                ,351                 ,1.04649             ,0.41404             
1350                ,0.56628             ,0.56539             ,0.08982             ,0.08962             ,2985                ,350                 ,1.04609             ,0.41181             
1400                ,0.5666              ,0.56539             ,0.08979             ,0.08962             ,2985                ,349                 ,1.04583             ,0.4093              
1450                ,0.56691             ,0.56548             ,0.08975             ,0.08961             ,2984                ,349                 ,1.04555             ,0.40677             
1500                ,0.56718             ,0.56528             ,0.08973             ,0.08963             ,2984                ,348                 ,1.04513             ,0.40567             
1550                ,0.56741             ,0.56527             ,0.0897              ,0.08963             ,2984                ,348                 ,1.04452             ,0.40511             
1600                ,0.56757             ,0.56523             ,0.08968             ,0.08963             ,2984                ,347                 ,1.04383             ,0.40552             
1650                ,0.56772             ,0.56531             ,0.08967             ,0.08963             ,2984                ,347                 ,1.0431              ,0.40619             
1700                ,0.56787             ,0.56542             ,0.08965             ,0.08961             ,2984                ,347                 ,1.04234             ,0.40692             
1750                ,0.56801             ,0.56553             ,0.08964             ,0.0896              ,2984                ,347                 ,1.04154             ,0.40773             
1800                ,0.56815             ,0.56564             ,0.08962             ,0.08959             ,2984                ,347                 ,1.04072             ,0.40855             
1850                ,0.56829             ,0.56577             ,0.08961             ,0.08958             ,2984                ,347                 ,1.03988             ,0.40934             
1900                ,0.56843             ,0.56591             ,0.0896              ,0.08956             ,2984                ,347                 ,1.039               ,0.41                
1950                ,0.56857             ,0.56603             ,0.08958             ,0.08955             ,2983                ,347                 ,1.03804             ,0.41073             
2000                ,0.5687              ,0.56616             ,0.08957             ,0.08954             ,2983                ,347                 ,1.03704             ,0.41147             
2050                ,0.56884             ,0.56631             ,0.08955             ,0.08952             ,2983                ,347                 ,1.03601             ,0.41211             
2100                ,0.56897             ,0.56645             ,0.08954             ,0.08951             ,2983                ,346                 ,1.03493             ,0.41271             
2150                ,0.5691              ,0.56659             ,0.08953             ,0.08949             ,2983                ,346                 ,1.0338              ,0.41324             
2200                ,0.56924             ,0.56674             ,0.08951             ,0.08948             ,2983                ,346                 ,1.0326              ,0.41371             
2250                ,0.56937             ,0.56687             ,0.0895              ,0.08947             ,2983                ,346                 ,1.03135             ,0.41411             
2300                ,0.56949             ,0.56702             ,0.08949             ,0.08945             ,2983                ,346                 ,1.03006             ,0.41445             
2350                ,0.56962             ,0.56715             ,0.08947             ,0.08944             ,2983                ,346                 ,1.02873             ,0.41462             
2400                ,0.56975             ,0.5673              ,0.08946             ,0.08942             ,2983                ,346                 ,1.02734             ,0.41468             
2450                ,0.56987             ,0.56746             ,0.08945             ,0.0894              ,2983                ,346                 ,1.02591             ,0.41456             
2500                ,0.57                ,0.56761             ,0.08943             ,0.08939             ,2983                ,346                 ,1.02444             ,0.41427             
2550                ,0.57012             ,0.56776             ,0.08942             ,0.08937             ,2983                ,347                 ,1.0229              ,0.41393             
2600                ,0.57024             ,0.56792             ,0.08941             ,0.08936             ,2983                ,347                 ,1.02134             ,0.4134              
2650                ,0.57036             ,0.56809             ,0.08939             ,0.08934             ,2983                ,347                 ,1.0197              ,0.41274             
2700                ,0.57049             ,0.56823             ,0.08938             ,0.08932             ,2983                ,347                 ,1.01804             ,0.4119              
2750                ,0.57061             ,0.56837             ,0.08937             ,0.08931             ,2983                ,347                 ,1.01629             ,0.41111             
2800                ,0.57072             ,0.5685              ,0.08936             ,0.0893              ,2983                ,347                 ,1.01446             ,0.41035             
2850                ,0.57083             ,0.56865             ,0.08935             ,0.08928             ,2983                ,347                 ,1.01256             ,0.40944             
2900                ,0.57094             ,0.56882             ,0.08933             ,0.08926             ,2983                ,347                 ,1.01061             ,0.4083              
2950                ,0.57106             ,0.56909             ,0.08932             ,0.08924             ,2983                ,347                 ,1.00858             ,0.40696             
3000                ,0.5712              ,0.56922             ,0.08931             ,0.08922             ,2983                ,347                 ,1.00644             ,0.40542             
3050                ,0.57131             ,0.56938             ,0.0893              ,0.08921             ,2983                ,347                 ,1.00431             ,0.40395             
3100                ,0.57145             ,0.56969             ,0.08928             ,0.08917             ,2983                ,347                 ,1.00206             ,0.40197             
3150                ,0.57162             ,0.57002             ,0.08926             ,0.08914             ,2983                ,347                 ,0.99974             ,0.39958             
3200                ,0.57173             ,0.57021             ,0.08925             ,0.08912             ,2983                ,347                 ,0.99744             ,0.3978              
3250                ,0.57183             ,0.57034             ,0.08924             ,0.08911             ,2983                ,347                 ,0.9951              ,0.39583             
3300                ,0.57194             ,0.57054             ,0.08923             ,0.08909             ,2983                ,347                 ,0.99268             ,0.39351             
3350                ,0.57205             ,0.57076             ,0.08922             ,0.08906             ,2982                ,347                 ,0.99021             ,0.39084             
3400                ,0.57216             ,0.57091             ,0.08921             ,0.08905             ,2982                ,347                 ,0.98774             ,0.38784             
3450                ,0.57227             ,0.57111             ,0.0892              ,0.08903             ,2982                ,347                 ,0.98513             ,0.38524             
3500                ,0.57236             ,0.57124             ,0.08919             ,0.08901             ,2982                ,347                 ,0.98251             ,0.38243             
3550                ,0.57246             ,0.57135             ,0.08918             ,0.089               ,2982                ,347                 ,0.97983             ,0.3795              
3600                ,0.57255             ,0.57146             ,0.08917             ,0.08899             ,2982                ,347                 ,0.97709             ,0.37634             
