epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2_0:i,GNDI2_0:j,GNDI2_0:alpha1
2850                ,0.72224             ,0.69887             ,0.07188             ,0.0746              ,384                 ,884                 ,0.39307             
2900                ,0.72225             ,0.69886             ,0.07188             ,0.0746              ,384                 ,884                 ,0.39265             
2950                ,0.72225             ,0.69884             ,0.07188             ,0.0746              ,384                 ,884                 ,0.39229             
3000                ,0.72226             ,0.69881             ,0.07187             ,0.0746              ,384                 ,884                 ,0.39201             
3050                ,0.72227             ,0.69893             ,0.07187             ,0.07459             ,384                 ,884                 ,0.39177             
3100                ,0.72227             ,0.69892             ,0.07187             ,0.07459             ,384                 ,884                 ,0.39144             
3150                ,0.72227             ,0.69889             ,0.07187             ,0.07459             ,384                 ,884                 ,0.39118             
3200                ,0.72229             ,0.69889             ,0.07187             ,0.0746              ,384                 ,884                 ,0.39094             
3250                ,0.72229             ,0.69887             ,0.07187             ,0.0746              ,384                 ,884                 ,0.39076             
3300                ,0.72229             ,0.69886             ,0.07187             ,0.0746              ,384                 ,884                 ,0.39062             
3350                ,0.72229             ,0.69887             ,0.07187             ,0.0746              ,384                 ,884                 ,0.39057             
3400                ,0.72229             ,0.69887             ,0.07187             ,0.0746              ,384                 ,884                 ,0.39053             
3450                ,0.72229             ,0.69884             ,0.07187             ,0.0746              ,384                 ,884                 ,0.39053             
3500                ,0.72229             ,0.69883             ,0.07187             ,0.0746              ,384                 ,884                 ,0.39058             
3550                ,0.72229             ,0.69882             ,0.07187             ,0.0746              ,384                 ,884                 ,0.39067             
3600                ,0.72229             ,0.69883             ,0.07187             ,0.0746              ,384                 ,884                 ,0.39081             
3650                ,0.72228             ,0.69882             ,0.07187             ,0.0746              ,384                 ,884                 ,0.39097             
3700                ,0.72228             ,0.69881             ,0.07187             ,0.0746              ,384                 ,884                 ,0.39127             
3750                ,0.72227             ,0.6988              ,0.07187             ,0.07461             ,384                 ,884                 ,0.39156             
3800                ,0.72226             ,0.6988              ,0.07188             ,0.07461             ,384                 ,884                 ,0.3919              
3850                ,0.72225             ,0.69881             ,0.07188             ,0.0746              ,384                 ,884                 ,0.39225             
3900                ,0.72224             ,0.6988              ,0.07188             ,0.07461             ,384                 ,884                 ,0.39263             
3950                ,0.72222             ,0.69923             ,0.07188             ,0.07455             ,384                 ,884                 ,0.39297             
4000                ,0.7222              ,0.69919             ,0.07188             ,0.07456             ,384                 ,884                 ,0.39313             
