epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2_0:i,GNDI2_0:j,GNDI2_0:alpha1
50                  ,0.29568             ,0.32007             ,0.11446             ,0.11209             ,193                 ,1569                ,0.25487             
100                 ,0.36539             ,0.39268             ,0.10865             ,0.10594             ,202                 ,1534                ,0.2527              
150                 ,0.42393             ,0.45157             ,0.10351             ,0.10067             ,212                 ,1486                ,0.24669             
200                 ,0.4727              ,0.49676             ,0.09904             ,0.09643             ,223                 ,1448                ,0.24431             
250                 ,0.50989             ,0.52949             ,0.09548             ,0.09325             ,234                 ,1410                ,0.24508             
300                 ,0.53998             ,0.55435             ,0.0925              ,0.09075             ,247                 ,1373                ,0.25009             
350                 ,0.56395             ,0.57281             ,0.09006             ,0.08885             ,261                 ,1338                ,0.25519             
400                 ,0.58724             ,0.59033             ,0.08762             ,0.08701             ,279                 ,1301                ,0.26353             
450                 ,0.61328             ,0.61039             ,0.08481             ,0.08485             ,301                 ,1261                ,0.27751             
500                 ,0.63815             ,0.62994             ,0.08204             ,0.0827              ,324                 ,1216                ,0.29648             
550                 ,0.65517             ,0.64436             ,0.08009             ,0.08107             ,342                 ,1164                ,0.31711             
600                 ,0.66647             ,0.65443             ,0.07876             ,0.07991             ,354                 ,1112                ,0.33809             
650                 ,0.67433             ,0.66275             ,0.07783             ,0.07894             ,362                 ,1070                ,0.3561              
700                 ,0.68057             ,0.66961             ,0.07708             ,0.07814             ,368                 ,1034                ,0.37079             
750                 ,0.68577             ,0.67544             ,0.07645             ,0.07745             ,372                 ,1006                ,0.3825              
800                 ,0.69031             ,0.68069             ,0.0759              ,0.07682             ,375                 ,985                 ,0.39212             
850                 ,0.69445             ,0.68529             ,0.07539             ,0.07626             ,377                 ,968                 ,0.39905             
900                 ,0.69818             ,0.68923             ,0.07493             ,0.07578             ,378                 ,956                 ,0.40423             
950                 ,0.70152             ,0.69237             ,0.07451             ,0.0754              ,379                 ,948                 ,0.4074              
1000                ,0.7045              ,0.69485             ,0.07414             ,0.07509             ,380                 ,941                 ,0.40926             
1050                ,0.70704             ,0.69681             ,0.07382             ,0.07485             ,380                 ,937                 ,0.40984             
1100                ,0.70926             ,0.6984              ,0.07354             ,0.07466             ,381                 ,932                 ,0.41055             
1150                ,0.71111             ,0.69948             ,0.0733              ,0.07452             ,382                 ,927                 ,0.41091             
1200                ,0.71264             ,0.70022             ,0.07311             ,0.07443             ,382                 ,923                 ,0.41063             
1250                ,0.71396             ,0.70062             ,0.07294             ,0.07438             ,382                 ,919                 ,0.40967             
1300                ,0.71503             ,0.70055             ,0.0728              ,0.07439             ,382                 ,918                 ,0.40843             
1350                ,0.71596             ,0.7003              ,0.07269             ,0.07442             ,382                 ,918                 ,0.40748             
1400                ,0.71676             ,0.70021             ,0.07258             ,0.07443             ,382                 ,918                 ,0.40637             
1450                ,0.71744             ,0.70011             ,0.0725              ,0.07444             ,382                 ,918                 ,0.40546             
1500                ,0.71809             ,0.70023             ,0.07241             ,0.07443             ,383                 ,913                 ,0.4052              
1550                ,0.71866             ,0.70034             ,0.07234             ,0.07442             ,383                 ,908                 ,0.40554             
1600                ,0.71915             ,0.70066             ,0.07228             ,0.07438             ,384                 ,903                 ,0.40561             
1650                ,0.71961             ,0.70077             ,0.07222             ,0.07436             ,384                 ,898                 ,0.40607             
1700                ,0.72002             ,0.7007              ,0.07216             ,0.07437             ,384                 ,893                 ,0.40624             
1750                ,0.72037             ,0.70061             ,0.07212             ,0.07438             ,384                 ,889                 ,0.40626             
1800                ,0.72062             ,0.70046             ,0.07209             ,0.0744              ,384                 ,888                 ,0.40533             
1850                ,0.72083             ,0.70033             ,0.07206             ,0.07442             ,384                 ,888                 ,0.40449             
1900                ,0.72101             ,0.70003             ,0.07204             ,0.07445             ,384                 ,888                 ,0.40377             
1950                ,0.72118             ,0.6998              ,0.07202             ,0.07448             ,384                 ,888                 ,0.40316             
2000                ,0.72138             ,0.69978             ,0.07199             ,0.07448             ,384                 ,884                 ,0.40313             
2050                ,0.72149             ,0.69947             ,0.07197             ,0.07452             ,384                 ,884                 ,0.40232             
2100                ,0.72161             ,0.69951             ,0.07196             ,0.07452             ,384                 ,884                 ,0.40149             
2150                ,0.72172             ,0.6994              ,0.07195             ,0.07453             ,384                 ,884                 ,0.40079             
2200                ,0.7218              ,0.69932             ,0.07193             ,0.07454             ,384                 ,884                 ,0.40012             
2250                ,0.72186             ,0.6994              ,0.07193             ,0.07453             ,384                 ,884                 ,0.39931             
2300                ,0.72193             ,0.69928             ,0.07192             ,0.07455             ,384                 ,884                 ,0.39869             
2350                ,0.72198             ,0.69916             ,0.07191             ,0.07456             ,384                 ,884                 ,0.39812             
2400                ,0.72202             ,0.69914             ,0.07191             ,0.07456             ,384                 ,884                 ,0.39748             
2450                ,0.72207             ,0.69909             ,0.0719              ,0.07457             ,384                 ,884                 ,0.39691             
2500                ,0.72211             ,0.69905             ,0.0719              ,0.07458             ,384                 ,884                 ,0.39639             
2550                ,0.72213             ,0.69899             ,0.07189             ,0.07458             ,384                 ,884                 ,0.39589             
2600                ,0.72215             ,0.69893             ,0.07189             ,0.07459             ,384                 ,884                 ,0.39547             
2650                ,0.72217             ,0.69891             ,0.07189             ,0.07459             ,384                 ,884                 ,0.39497             
2700                ,0.72219             ,0.69891             ,0.07188             ,0.07459             ,384                 ,884                 ,0.39444             
2750                ,0.72221             ,0.69889             ,0.07188             ,0.0746              ,384                 ,884                 ,0.39393             
2800                ,0.72223             ,0.69887             ,0.07188             ,0.0746              ,384                 ,884                 ,0.39351             
