epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3_0:i,GNDI3_0:j,GNDI3_0:k,GNDI3_0:alpha1,GNDI3_0:alpha2
2900                ,0.73239             ,0.72572             ,0.07055             ,0.07119             ,968                 ,381                 ,2164                ,-0.00323            ,0.36151             
2950                ,0.73287             ,0.72604             ,0.07049             ,0.07115             ,969                 ,382                 ,2156                ,-0.00267            ,0.3636              
3000                ,0.73239             ,0.72817             ,0.07055             ,0.07088             ,969                 ,382                 ,2149                ,0.00326             ,0.36528             
3050                ,0.73393             ,0.7279              ,0.07035             ,0.07091             ,969                 ,375                 ,2146                ,0.02489             ,0.36658             
3100                ,0.73698             ,0.73095             ,0.06995             ,0.07051             ,968                 ,377                 ,2147                ,0.02483             ,0.36738             
3150                ,0.73844             ,0.73225             ,0.06975             ,0.07034             ,968                 ,378                 ,2147                ,0.0237              ,0.36822             
3200                ,0.73952             ,0.73299             ,0.06961             ,0.07024             ,968                 ,378                 ,2147                ,0.02245             ,0.36902             
3250                ,0.74032             ,0.73357             ,0.0695              ,0.07017             ,969                 ,379                 ,2147                ,0.02105             ,0.36988             
3300                ,0.74091             ,0.73355             ,0.06942             ,0.07017             ,968                 ,380                 ,2146                ,0.01953             ,0.37069             
3350                ,0.74145             ,0.73383             ,0.06935             ,0.07013             ,968                 ,380                 ,2144                ,0.01808             ,0.37148             
3400                ,0.74193             ,0.73415             ,0.06928             ,0.07009             ,969                 ,380                 ,2142                ,0.01661             ,0.37231             
3450                ,0.74233             ,0.73435             ,0.06923             ,0.07006             ,969                 ,381                 ,2140                ,0.01507             ,0.37308             
3500                ,0.74266             ,0.73462             ,0.06919             ,0.07003             ,969                 ,381                 ,2140                ,0.01345             ,0.37378             
3550                ,0.74298             ,0.73481             ,0.06914             ,0.07                ,969                 ,381                 ,2140                ,0.01167             ,0.37423             
3600                ,0.74332             ,0.73501             ,0.0691              ,0.06998             ,969                 ,382                 ,2140                ,0.00948             ,0.37489             
3650                ,0.74362             ,0.73511             ,0.06906             ,0.06996             ,969                 ,382                 ,2138                ,0.00685             ,0.37555             
3700                ,0.74393             ,0.73523             ,0.06901             ,0.06995             ,969                 ,383                 ,2138                ,0.00329             ,0.37617             
3750                ,0.74424             ,0.73543             ,0.06897             ,0.06992             ,969                 ,383                 ,2138                ,-0.0009             ,0.37677             
3800                ,0.74439             ,0.73555             ,0.06895             ,0.06991             ,970                 ,384                 ,2138                ,-0.00034            ,0.37767             
3850                ,0.74395             ,0.73599             ,0.06901             ,0.06985             ,988                 ,378                 ,2138                ,0.02119             ,0.3786              
3900                ,0.74415             ,0.73631             ,0.06899             ,0.06981             ,990                 ,379                 ,2138                ,0.02096             ,0.37956             
3950                ,0.74432             ,0.73658             ,0.06896             ,0.06977             ,991                 ,380                 ,2138                ,0.01983             ,0.38049             
4000                ,0.74449             ,0.73693             ,0.06894             ,0.06972             ,992                 ,380                 ,2138                ,0.01872             ,0.3813              
