epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3_0:i,GNDI3_0:j,GNDI3_0:k,GNDI3_0:alpha1,GNDI3_0:alpha2
50                  ,0                   ,0                   ,0.17639             ,0.17452             ,851                 ,190                 ,2198                ,0.20958             ,0.2561              
100                 ,0.02255             ,0.03277             ,0.13484             ,0.13369             ,880                 ,190                 ,2191                ,0.20528             ,0.25665             
150                 ,0.0885              ,0.10413             ,0.13021             ,0.12867             ,908                 ,191                 ,2186                ,0.20081             ,0.25716             
200                 ,0.15006             ,0.16923             ,0.12573             ,0.1239              ,934                 ,192                 ,2184                ,0.19403             ,0.25794             
250                 ,0.20912             ,0.23064             ,0.12129             ,0.11924             ,959                 ,195                 ,2183                ,0.18454             ,0.2592              
300                 ,0.26072             ,0.2834              ,0.11726             ,0.11508             ,980                 ,198                 ,2184                ,0.17332             ,0.26056             
350                 ,0.29672             ,0.32068             ,0.11437             ,0.11204             ,998                 ,202                 ,2183                ,0.16213             ,0.26126             
400                 ,0.32574             ,0.35101             ,0.11199             ,0.10951             ,1013                ,208                 ,2183                ,0.15119             ,0.26112             
450                 ,0.35472             ,0.38088             ,0.10956             ,0.10696             ,1025                ,215                 ,2183                ,0.13934             ,0.26067             
500                 ,0.38506             ,0.41179             ,0.10695             ,0.10426             ,1035                ,223                 ,2184                ,0.12581             ,0.26021             
550                 ,0.41652             ,0.44364             ,0.10418             ,0.1014              ,1045                ,231                 ,2184                ,0.11027             ,0.25991             
600                 ,0.44783             ,0.47473             ,0.10134             ,0.09852             ,1053                ,241                 ,2184                ,0.09268             ,0.25987             
650                 ,0.47809             ,0.50395             ,0.09853             ,0.09574             ,1061                ,250                 ,2184                ,0.07338             ,0.25996             
700                 ,0.50677             ,0.5312              ,0.09578             ,0.09308             ,1068                ,262                 ,2184                ,0.05288             ,0.25992             
750                 ,0.53541             ,0.5577              ,0.09296             ,0.09041             ,1072                ,276                 ,2184                ,0.03164             ,0.25993             
800                 ,0.5652              ,0.58412             ,0.08993             ,0.08767             ,1074                ,292                 ,2184                ,0.0101              ,0.26028             
850                 ,0.59477             ,0.60867             ,0.08682             ,0.08504             ,1071                ,311                 ,2185                ,-0.0113             ,0.2612              
900                 ,0.61822             ,0.62655             ,0.08427             ,0.08307             ,1065                ,329                 ,2185                ,-0.03069            ,0.26259             
950                 ,0.6326              ,0.63627             ,0.08267             ,0.08199             ,1054                ,343                 ,2186                ,-0.04666            ,0.26419             
1000                ,0.63941             ,0.63988             ,0.0819              ,0.08158             ,1040                ,348                 ,2179                ,-0.05119            ,0.2659              
1050                ,0.64571             ,0.64264             ,0.08118             ,0.08126             ,1026                ,352                 ,2174                ,-0.05638            ,0.26768             
1100                ,0.64997             ,0.64511             ,0.08069             ,0.08098             ,1014                ,353                 ,2166                ,-0.0563             ,0.26985             
1150                ,0.65433             ,0.64747             ,0.08019             ,0.08071             ,1004                ,354                 ,2157                ,-0.05549            ,0.27246             
1200                ,0.65813             ,0.64988             ,0.07974             ,0.08044             ,995                 ,356                 ,2150                ,-0.05427            ,0.27508             
1250                ,0.66143             ,0.65192             ,0.07936             ,0.0802              ,987                 ,358                 ,2145                ,-0.05201            ,0.27774             
1300                ,0.66447             ,0.65424             ,0.079               ,0.07993             ,979                 ,360                 ,2140                ,-0.04996            ,0.28044             
1350                ,0.66724             ,0.65646             ,0.07867             ,0.07968             ,972                 ,362                 ,2137                ,-0.04672            ,0.28317             
1400                ,0.66999             ,0.65914             ,0.07835             ,0.07937             ,965                 ,364                 ,2135                ,-0.04409            ,0.2859              
1450                ,0.67276             ,0.66185             ,0.07802             ,0.07905             ,960                 ,366                 ,2134                ,-0.04057            ,0.28876             
1500                ,0.67552             ,0.66428             ,0.07769             ,0.07876             ,956                 ,367                 ,2134                ,-0.03615            ,0.29173             
1550                ,0.67832             ,0.66692             ,0.07735             ,0.07845             ,954                 ,369                 ,2135                ,-0.03294            ,0.29467             
1600                ,0.67838             ,0.66947             ,0.07735             ,0.07815             ,950                 ,363                 ,2118                ,-0.01108            ,0.29755             
1650                ,0.68118             ,0.67096             ,0.07701             ,0.07798             ,950                 ,364                 ,2118                ,-0.00996            ,0.3003              
1700                ,0.68398             ,0.67338             ,0.07667             ,0.07769             ,950                 ,366                 ,2120                ,-0.00945            ,0.30293             
1750                ,0.68681             ,0.67602             ,0.07633             ,0.07738             ,950                 ,367                 ,2122                ,-0.00838            ,0.30551             
1800                ,0.6897              ,0.67911             ,0.07597             ,0.07701             ,947                 ,369                 ,2126                ,-0.00705            ,0.30821             
1850                ,0.69273             ,0.68239             ,0.0756              ,0.07661             ,944                 ,370                 ,2130                ,-0.00336            ,0.31107             
1900                ,0.69574             ,0.68508             ,0.07523             ,0.07629             ,944                 ,372                 ,2136                ,0.00041             ,0.31405             
1950                ,0.69867             ,0.68814             ,0.07487             ,0.07591             ,944                 ,373                 ,2144                ,0.00381             ,0.317               
2000                ,0.70152             ,0.69126             ,0.07451             ,0.07553             ,944                 ,374                 ,2153                ,0.00721             ,0.31981             
2050                ,0.70474             ,0.69513             ,0.07411             ,0.07506             ,945                 ,375                 ,2161                ,0.01019             ,0.32268             
2100                ,0.7079              ,0.69885             ,0.07371             ,0.0746              ,945                 ,377                 ,2169                ,0.01287             ,0.32563             
2150                ,0.71128             ,0.70268             ,0.07328             ,0.07412             ,947                 ,378                 ,2175                ,0.01428             ,0.32857             
2200                ,0.71486             ,0.70693             ,0.07283             ,0.07359             ,948                 ,378                 ,2179                ,0.01416             ,0.33138             
2250                ,0.71783             ,0.71048             ,0.07245             ,0.07315             ,948                 ,379                 ,2180                ,0.01374             ,0.33413             
2300                ,0.72009             ,0.71308             ,0.07216             ,0.07282             ,949                 ,379                 ,2180                ,0.01319             ,0.33668             
2350                ,0.72194             ,0.71509             ,0.07192             ,0.07256             ,953                 ,380                 ,2180                ,0.01287             ,0.33903             
2400                ,0.72347             ,0.71669             ,0.07172             ,0.07236             ,953                 ,380                 ,2179                ,0.01245             ,0.34127             
2450                ,0.72476             ,0.71805             ,0.07155             ,0.07218             ,953                 ,380                 ,2179                ,0.01192             ,0.34355             
2500                ,0.72592             ,0.71908             ,0.0714              ,0.07205             ,953                 ,380                 ,2179                ,0.01138             ,0.34582             
2550                ,0.72693             ,0.72013             ,0.07127             ,0.07192             ,953                 ,380                 ,2179                ,0.01077             ,0.34804             
2600                ,0.72788             ,0.72125             ,0.07114             ,0.07177             ,959                 ,380                 ,2179                ,0.01022             ,0.35012             
2650                ,0.72872             ,0.72233             ,0.07104             ,0.07163             ,962                 ,380                 ,2179                ,0.00957             ,0.35202             
2700                ,0.72947             ,0.7231              ,0.07094             ,0.07153             ,962                 ,380                 ,2179                ,0.00829             ,0.35397             
2750                ,0.73014             ,0.72376             ,0.07085             ,0.07145             ,963                 ,380                 ,2179                ,0.00687             ,0.35588             
2800                ,0.73074             ,0.72453             ,0.07077             ,0.07135             ,969                 ,380                 ,2178                ,0.00551             ,0.35775             
2850                ,0.73134             ,0.72492             ,0.07069             ,0.0713              ,968                 ,380                 ,2172                ,0.00256             ,0.35962             
