epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3_0:i,GNDI3_0:j,GNDI3_0:k,GNDI3_0:alpha1,GNDI3_0:alpha2
1100                ,0.63231             ,0.64392             ,0.0827              ,0.08112             ,2960                ,3390                ,2134                ,-0.4984             ,0.65166             
1150                ,0.63254             ,0.64412             ,0.08267             ,0.0811              ,2960                ,3390                ,2134                ,-0.51214            ,0.65022             
1200                ,0.6328              ,0.6443              ,0.08264             ,0.08108             ,2960                ,3390                ,2134                ,-0.52601            ,0.64873             
1250                ,0.63307             ,0.64455             ,0.08261             ,0.08105             ,2960                ,3390                ,2134                ,-0.5398             ,0.64744             
1300                ,0.63335             ,0.64464             ,0.08258             ,0.08104             ,2960                ,3390                ,2134                ,-0.55382            ,0.64608             
1350                ,0.63373             ,0.64506             ,0.08254             ,0.08099             ,2959                ,3390                ,2134                ,-0.56798            ,0.64512             
1400                ,0.63411             ,0.6453              ,0.0825              ,0.08096             ,2960                ,3390                ,2134                ,-0.58211            ,0.64414             
1450                ,0.63449             ,0.64556             ,0.08245             ,0.08093             ,2960                ,3390                ,2134                ,-0.59612            ,0.64337             
1500                ,0.63491             ,0.64595             ,0.08241             ,0.08089             ,2960                ,3390                ,2134                ,-0.61051            ,0.64281             
1550                ,0.63536             ,0.64625             ,0.08236             ,0.08085             ,2960                ,3390                ,2134                ,-0.62439            ,0.64223             
1600                ,0.63575             ,0.64666             ,0.08231             ,0.08081             ,2959                ,3390                ,2134                ,-0.63864            ,0.64187             
1650                ,0.63632             ,0.647               ,0.08225             ,0.08077             ,2960                ,3390                ,2134                ,-0.65255            ,0.64148             
1700                ,0.63683             ,0.64736             ,0.08219             ,0.08073             ,2960                ,3390                ,2134                ,-0.66636            ,0.64123             
1750                ,0.63742             ,0.64786             ,0.08212             ,0.08067             ,2960                ,3390                ,2134                ,-0.68013            ,0.64116             
1800                ,0.63802             ,0.64833             ,0.08206             ,0.08061             ,2960                ,3390                ,2134                ,-0.69363            ,0.64112             
1850                ,0.63862             ,0.64888             ,0.08199             ,0.08055             ,2960                ,3390                ,2134                ,-0.70727            ,0.64121             
1900                ,0.63949             ,0.64939             ,0.08189             ,0.08049             ,2960                ,3390                ,2134                ,-0.7206             ,0.64123             
1950                ,0.6414              ,0.65023             ,0.08167             ,0.0804              ,2960                ,3390                ,2134                ,-0.73439            ,0.64128             
2000                ,0.64266             ,0.6511              ,0.08153             ,0.0803              ,2960                ,3390                ,2134                ,-0.74779            ,0.6411              
2050                ,0.64343             ,0.65178             ,0.08144             ,0.08022             ,2960                ,3390                ,2134                ,-0.761              ,0.64085             
2100                ,0.64407             ,0.65223             ,0.08137             ,0.08017             ,2960                ,3390                ,2134                ,-0.7737             ,0.64074             
2150                ,0.64476             ,0.65305             ,0.08129             ,0.08007             ,2960                ,3390                ,2134                ,-0.78619            ,0.64095             
2200                ,0.64546             ,0.65356             ,0.08121             ,0.08001             ,2960                ,3390                ,2134                ,-0.79806            ,0.64106             
2250                ,0.64616             ,0.65427             ,0.08113             ,0.07993             ,2960                ,3390                ,2134                ,-0.80956            ,0.6414              
2300                ,0.64683             ,0.65494             ,0.08105             ,0.07985             ,2960                ,3390                ,2134                ,-0.82077            ,0.64179             
2350                ,0.64743             ,0.65538             ,0.08098             ,0.0798              ,2960                ,3390                ,2135                ,-0.83153            ,0.64212             
2400                ,0.64819             ,0.65621             ,0.08089             ,0.07971             ,2960                ,3390                ,2134                ,-0.84188            ,0.64269             
2450                ,0.64888             ,0.6569              ,0.08081             ,0.07963             ,2960                ,3390                ,2134                ,-0.85205            ,0.64324             
2500                ,0.64957             ,0.65754             ,0.08074             ,0.07955             ,2960                ,3390                ,2134                ,-0.86191            ,0.64383             
2550                ,0.65026             ,0.65819             ,0.08066             ,0.07948             ,2960                ,3390                ,2134                ,-0.87155            ,0.64447             
2600                ,0.65077             ,0.65855             ,0.0806              ,0.07943             ,2960                ,3390                ,2135                ,-0.88106            ,0.64512             
2650                ,0.6517              ,0.65967             ,0.08049             ,0.0793              ,2960                ,3390                ,2134                ,-0.89006            ,0.64591             
2700                ,0.65231             ,0.66011             ,0.08042             ,0.07925             ,2960                ,3390                ,2135                ,-0.89904            ,0.64659             
2750                ,0.65317             ,0.66109             ,0.08032             ,0.07914             ,2960                ,3390                ,2134                ,-0.90761            ,0.64743             
2800                ,0.65391             ,0.66173             ,0.08023             ,0.07906             ,2960                ,3390                ,2134                ,-0.91626            ,0.64822             
2850                ,0.65468             ,0.66256             ,0.08014             ,0.07897             ,2960                ,3390                ,2134                ,-0.92442            ,0.64907             
2900                ,0.65547             ,0.6633              ,0.08005             ,0.07888             ,2960                ,3390                ,2134                ,-0.93272            ,0.64993             
2950                ,0.65625             ,0.66408             ,0.07996             ,0.07879             ,2960                ,3390                ,2134                ,-0.94085            ,0.65085             
3000                ,0.65707             ,0.6648              ,0.07987             ,0.0787              ,2960                ,3390                ,2134                ,-0.9487             ,0.65173             
3050                ,0.65775             ,0.66559             ,0.07979             ,0.07861             ,2960                ,3390                ,2135                ,-0.95661            ,0.65274             
3100                ,0.65869             ,0.66644             ,0.07968             ,0.07851             ,2960                ,3390                ,2134                ,-0.96428            ,0.6537              
3150                ,0.65957             ,0.66727             ,0.07958             ,0.07841             ,2960                ,3390                ,2134                ,-0.97186            ,0.6547              
3200                ,0.66044             ,0.66804             ,0.07947             ,0.07832             ,2960                ,3390                ,2135                ,-0.97931            ,0.65568             
3250                ,0.66129             ,0.6689              ,0.07937             ,0.07822             ,2960                ,3390                ,2134                ,-0.98631            ,0.6567              
3300                ,0.6621              ,0.66948             ,0.07928             ,0.07815             ,2960                ,3390                ,2135                ,-0.99364            ,0.65778             
3350                ,0.66313             ,0.67053             ,0.07916             ,0.07803             ,2960                ,3390                ,2134                ,-1.00098            ,0.65894             
3400                ,0.66407             ,0.67134             ,0.07905             ,0.07793             ,2960                ,3390                ,2134                ,-1.00809            ,0.65998             
3450                ,0.66491             ,0.67207             ,0.07895             ,0.07785             ,2960                ,3390                ,2134                ,-1.01514            ,0.66105             
3500                ,0.66558             ,0.67292             ,0.07887             ,0.07775             ,2960                ,3390                ,2134                ,-1.02224            ,0.66229             
3550                ,0.66689             ,0.67396             ,0.07871             ,0.07762             ,2960                ,3390                ,2135                ,-1.02895            ,0.6633              
3600                ,0.66785             ,0.67485             ,0.0786              ,0.07752             ,2960                ,3390                ,2135                ,-1.0357             ,0.66442             
3650                ,0.66897             ,0.67598             ,0.07847             ,0.07738             ,2960                ,3390                ,2134                ,-1.04235            ,0.66559             
3700                ,0.66995             ,0.67686             ,0.07835             ,0.07728             ,2960                ,3390                ,2134                ,-1.0489             ,0.66676             
3750                ,0.67086             ,0.67769             ,0.07824             ,0.07718             ,2960                ,3390                ,2135                ,-1.05531            ,0.66791             
3800                ,0.672               ,0.67882             ,0.07811             ,0.07704             ,2960                ,3390                ,2134                ,-1.06164            ,0.66909             
3850                ,0.67292             ,0.67968             ,0.078               ,0.07694             ,2960                ,3390                ,2135                ,-1.06783            ,0.67026             
3900                ,0.674               ,0.68083             ,0.07787             ,0.0768              ,2960                ,3390                ,2135                ,-1.07401            ,0.67152             
3950                ,0.67504             ,0.68172             ,0.07775             ,0.07669             ,2960                ,3390                ,2135                ,-1.07998            ,0.67268             
4000                ,0.67609             ,0.68281             ,0.07762             ,0.07656             ,2960                ,3390                ,2135                ,-1.08595            ,0.67394             
