epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3_0:i,GNDI3_0:j,GNDI3_0:k,GNDI3_0:alpha1,GNDI3_0:alpha2
1800                ,0.51898             ,0.52107             ,0.09459             ,0.09408             ,2012                ,3460                ,2071                ,-0.03681            ,0.69844             
1850                ,0.52285             ,0.52439             ,0.09421             ,0.09375             ,2012                ,3460                ,2071                ,-0.06224            ,0.69541             
1900                ,0.5267              ,0.52748             ,0.09383             ,0.09344             ,2012                ,3460                ,2071                ,-0.08885            ,0.69273             
1950                ,0.53074             ,0.53021             ,0.09343             ,0.09317             ,2012                ,3460                ,2071                ,-0.11767            ,0.69174             
2000                ,0.53493             ,0.53327             ,0.09301             ,0.09287             ,2012                ,3460                ,2072                ,-0.14514            ,0.68826             
2050                ,0.53932             ,0.5353              ,0.09257             ,0.09267             ,2012                ,3460                ,2074                ,-0.17428            ,0.68559             
2100                ,0.54384             ,0.53861             ,0.09211             ,0.09234             ,2012                ,3461                ,2073                ,-0.20454            ,0.68152             
2150                ,0.54864             ,0.54195             ,0.09163             ,0.092               ,2012                ,3461                ,2073                ,-0.23911            ,0.67751             
2200                ,0.55365             ,0.54524             ,0.09112             ,0.09167             ,2013                ,3461                ,2074                ,-0.27792            ,0.6727              
2250                ,0.55888             ,0.54868             ,0.09058             ,0.09133             ,2013                ,3461                ,2074                ,-0.32025            ,0.66929             
2300                ,0.56413             ,0.55256             ,0.09004             ,0.09093             ,2013                ,3461                ,2076                ,-0.35654            ,0.66476             
2350                ,0.5697              ,0.55636             ,0.08946             ,0.09054             ,2013                ,3461                ,2075                ,-0.39549            ,0.66032             
2400                ,0.57389             ,0.55947             ,0.08903             ,0.09023             ,2013                ,3460                ,2075                ,-0.40403            ,0.66042             
2450                ,0.57781             ,0.56251             ,0.08862             ,0.08991             ,2013                ,3460                ,2075                ,-0.4031             ,0.66575             
2500                ,0.58172             ,0.56562             ,0.08821             ,0.08959             ,2013                ,3460                ,2075                ,-0.40201            ,0.67296             
2550                ,0.58556             ,0.56844             ,0.0878              ,0.0893              ,2013                ,3460                ,2075                ,-0.40219            ,0.67838             
2600                ,0.58946             ,0.57133             ,0.08739             ,0.089               ,2013                ,3460                ,2076                ,-0.40295            ,0.68512             
2650                ,0.59363             ,0.57438             ,0.08694             ,0.08869             ,2013                ,3460                ,2076                ,-0.4072             ,0.69149             
2700                ,0.59753             ,0.57688             ,0.08652             ,0.08843             ,2013                ,3460                ,2077                ,-0.41994            ,0.69462             
2750                ,0.6017              ,0.58016             ,0.08607             ,0.08808             ,2013                ,3458                ,2075                ,-0.414              ,0.70115             
2800                ,0.60577             ,0.58308             ,0.08563             ,0.08778             ,2013                ,3460                ,2075                ,-0.41916            ,0.7061              
2850                ,0.60986             ,0.58649             ,0.08519             ,0.08742             ,2014                ,3460                ,2075                ,-0.41771            ,0.7111              
2900                ,0.61141             ,0.58605             ,0.08502             ,0.08746             ,2013                ,3452                ,2075                ,-0.40343            ,0.71321             
2950                ,0.61584             ,0.59202             ,0.08453             ,0.08683             ,2014                ,3459                ,2075                ,-0.41337            ,0.71878             
3000                ,0.61923             ,0.59427             ,0.08416             ,0.08659             ,2014                ,3456                ,2075                ,-0.41799            ,0.72242             
3050                ,0.6219              ,0.59665             ,0.08386             ,0.08634             ,2015                ,3456                ,2073                ,-0.41632            ,0.72512             
3100                ,0.62502             ,0.59893             ,0.08352             ,0.08609             ,2014                ,3456                ,2076                ,-0.41511            ,0.72935             
3150                ,0.62723             ,0.60134             ,0.08327             ,0.08583             ,2015                ,3457                ,2076                ,-0.41621            ,0.73353             
3200                ,0.62957             ,0.60289             ,0.08301             ,0.08566             ,2015                ,3450                ,2075                ,-0.41243            ,0.73526             
3250                ,0.63243             ,0.60536             ,0.08269             ,0.0854              ,2015                ,3450                ,2075                ,-0.41893            ,0.73942             
3300                ,0.63473             ,0.60661             ,0.08243             ,0.08526             ,2015                ,3450                ,2076                ,-0.41769            ,0.74156             
3350                ,0.63336             ,0.60305             ,0.08258             ,0.08565             ,2016                ,3438                ,2074                ,-0.40122            ,0.73645             
3400                ,0.63681             ,0.60765             ,0.08219             ,0.08515             ,2015                ,3438                ,2075                ,-0.40402            ,0.74088             
3450                ,0.63893             ,0.60975             ,0.08195             ,0.08492             ,2015                ,3438                ,2075                ,-0.40751            ,0.74422             
3500                ,0.64118             ,0.612               ,0.0817              ,0.08468             ,2015                ,3439                ,2075                ,-0.41348            ,0.74813             
3550                ,0.64342             ,0.6142              ,0.08144             ,0.08444             ,2015                ,3440                ,2075                ,-0.41949            ,0.75178             
3600                ,0.64532             ,0.61577             ,0.08122             ,0.08426             ,2015                ,3439                ,2075                ,-0.42319            ,0.75474             
3650                ,0.64557             ,0.61498             ,0.0812              ,0.08435             ,2015                ,3431                ,2074                ,-0.4154             ,0.75296             
3700                ,0.64776             ,0.61697             ,0.08094             ,0.08413             ,2015                ,3433                ,2074                ,-0.42113            ,0.7569              
3750                ,0.64964             ,0.61872             ,0.08073             ,0.08394             ,2015                ,3432                ,2074                ,-0.42557            ,0.76039             
3800                ,0.64984             ,0.62015             ,0.0807              ,0.08378             ,2016                ,3424                ,2076                ,-0.4223             ,0.75973             
3850                ,0.65206             ,0.62135             ,0.08045             ,0.08365             ,2015                ,3424                ,2076                ,-0.42709            ,0.76413             
3900                ,0.65369             ,0.62273             ,0.08026             ,0.0835              ,2015                ,3423                ,2076                ,-0.43109            ,0.76752             
3950                ,0.65343             ,0.61941             ,0.08029             ,0.08386             ,2014                ,3420                ,2077                ,-0.43103            ,0.76868             
4000                ,0.6558              ,0.62491             ,0.08001             ,0.08326             ,2015                ,3417                ,2076                ,-0.43267            ,0.77114             
