epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3_0:i,GNDI3_0:j,GNDI3_0:k,GNDI3_0:alpha1,GNDI3_0:alpha2
50                  ,0                   ,0                   ,0.13849             ,0.13773             ,481                 ,151                 ,1325                ,-0.00126            ,0.76928             
100                 ,0.38992             ,0.41646             ,0.10653             ,0.10384             ,474                 ,150                 ,1335                ,-0.00885            ,0.77843             
150                 ,0.51982             ,0.54334             ,0.09451             ,0.09186             ,463                 ,154                 ,1298                ,-0.01042            ,0.77913             
200                 ,0.5641              ,0.57927             ,0.09004             ,0.08818             ,455                 ,160                 ,1245                ,-0.01411            ,0.77945             
250                 ,0.60811             ,0.60715             ,0.08538             ,0.0852              ,448                 ,166                 ,1198                ,-0.01878            ,0.77962             
300                 ,0.66185             ,0.62853             ,0.07931             ,0.08285             ,434                 ,173                 ,1144                ,-0.0203             ,0.77874             
350                 ,0.6865              ,0.6301              ,0.07636             ,0.08268             ,419                 ,178                 ,1099                ,-0.01734            ,0.77762             
400                 ,0.69751             ,0.65431             ,0.07501             ,0.07993             ,405                 ,182                 ,1066                ,-0.01162            ,0.77688             
450                 ,0.70399             ,0.67213             ,0.0742              ,0.07784             ,396                 ,186                 ,1038                ,-0.00605            ,0.77637             
500                 ,0.70801             ,0.67964             ,0.0737              ,0.07694             ,389                 ,191                 ,1015                ,-0.00127            ,0.77597             
550                 ,0.71048             ,0.68433             ,0.07338             ,0.07638             ,385                 ,196                 ,996                 ,0.00318             ,0.77565             
600                 ,0.71214             ,0.68632             ,0.07317             ,0.07614             ,384                 ,201                 ,979                 ,0.00593             ,0.77536             
650                 ,0.71329             ,0.68767             ,0.07303             ,0.07597             ,384                 ,206                 ,965                 ,0.00849             ,0.77506             
700                 ,0.71414             ,0.68899             ,0.07292             ,0.07581             ,384                 ,210                 ,954                 ,0.01106             ,0.77483             
750                 ,0.71485             ,0.69028             ,0.07283             ,0.07565             ,384                 ,215                 ,944                 ,0.01357             ,0.77462             
800                 ,0.71538             ,0.6915              ,0.07276             ,0.07551             ,384                 ,220                 ,936                 ,0.01612             ,0.77439             
850                 ,0.71583             ,0.69255             ,0.0727              ,0.07538             ,384                 ,225                 ,928                 ,0.01877             ,0.77418             
900                 ,0.71623             ,0.6935              ,0.07265             ,0.07526             ,384                 ,230                 ,922                 ,0.02156             ,0.77399             
950                 ,0.71664             ,0.69437             ,0.0726              ,0.07515             ,384                 ,234                 ,917                 ,0.02452             ,0.77384             
1000                ,0.71704             ,0.69527             ,0.07255             ,0.07504             ,384                 ,238                 ,913                 ,0.02765             ,0.77368             
1050                ,0.71746             ,0.69645             ,0.07249             ,0.0749              ,384                 ,242                 ,908                 ,0.03099             ,0.77353             
1100                ,0.71805             ,0.69805             ,0.07242             ,0.0747              ,384                 ,246                 ,904                 ,0.03436             ,0.77341             
1150                ,0.71911             ,0.69965             ,0.07228             ,0.0745              ,384                 ,249                 ,899                 ,0.03808             ,0.7732              
1200                ,0.72006             ,0.70068             ,0.07216             ,0.07437             ,384                 ,253                 ,895                 ,0.04197             ,0.77301             
1250                ,0.72088             ,0.70194             ,0.07205             ,0.07422             ,384                 ,257                 ,890                 ,0.04603             ,0.77287             
1300                ,0.72163             ,0.70303             ,0.07196             ,0.07408             ,384                 ,262                 ,888                 ,0.05017             ,0.77278             
1350                ,0.72238             ,0.70376             ,0.07186             ,0.07399             ,384                 ,266                 ,886                 ,0.0545              ,0.77265             
1400                ,0.72307             ,0.7048              ,0.07177             ,0.07386             ,384                 ,270                 ,884                 ,0.05886             ,0.77267             
1450                ,0.72372             ,0.70563             ,0.07169             ,0.07376             ,383                 ,275                 ,884                 ,0.06313             ,0.77276             
1500                ,0.72434             ,0.70654             ,0.07161             ,0.07364             ,382                 ,279                 ,884                 ,0.06729             ,0.77286             
1550                ,0.72482             ,0.70699             ,0.07154             ,0.07359             ,381                 ,284                 ,884                 ,0.07123             ,0.77296             
1600                ,0.72528             ,0.70723             ,0.07148             ,0.07355             ,381                 ,288                 ,884                 ,0.07505             ,0.77301             
1650                ,0.72574             ,0.70734             ,0.07142             ,0.07354             ,380                 ,291                 ,884                 ,0.07864             ,0.77308             
1700                ,0.72611             ,0.70763             ,0.07138             ,0.0735              ,380                 ,294                 ,884                 ,0.08207             ,0.77318             
1750                ,0.72641             ,0.70772             ,0.07134             ,0.07349             ,380                 ,297                 ,884                 ,0.08524             ,0.77326             
1800                ,0.72667             ,0.7078              ,0.0713              ,0.07348             ,380                 ,298                 ,884                 ,0.08821             ,0.77333             
1850                ,0.72687             ,0.70792             ,0.07128             ,0.07347             ,379                 ,299                 ,884                 ,0.09102             ,0.77336             
1900                ,0.72704             ,0.70801             ,0.07125             ,0.07346             ,379                 ,299                 ,884                 ,0.09365             ,0.77336             
1950                ,0.72716             ,0.70804             ,0.07124             ,0.07345             ,379                 ,300                 ,884                 ,0.0961              ,0.77336             
2000                ,0.7273              ,0.7081              ,0.07122             ,0.07345             ,379                 ,300                 ,884                 ,0.09839             ,0.77334             
2050                ,0.7274              ,0.7082              ,0.07121             ,0.07343             ,379                 ,301                 ,884                 ,0.10054             ,0.7733              
