epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3_0:i,GNDI3_0:j,GNDI3_0:k,GNDI3_0:alpha1,GNDI3_0:alpha2
2100                ,0.7276              ,0.70823             ,0.07118             ,0.07343             ,379                 ,300                 ,881                 ,0.10256             ,0.77324             
2150                ,0.72798             ,0.70855             ,0.07113             ,0.07339             ,379                 ,300                 ,872                 ,0.10452             ,0.77323             
2200                ,0.7283              ,0.70922             ,0.07109             ,0.0733              ,379                 ,301                 ,865                 ,0.10646             ,0.77328             
2250                ,0.72857             ,0.70947             ,0.07105             ,0.07327             ,379                 ,301                 ,860                 ,0.10833             ,0.77331             
2300                ,0.72869             ,0.70956             ,0.07104             ,0.07326             ,379                 ,301                 ,860                 ,0.11023             ,0.77333             
2350                ,0.72872             ,0.70944             ,0.07103             ,0.07328             ,379                 ,303                 ,860                 ,0.11202             ,0.77332             
2400                ,0.72881             ,0.70948             ,0.07102             ,0.07327             ,379                 ,304                 ,859                 ,0.11368             ,0.7733              
2450                ,0.72897             ,0.70963             ,0.071               ,0.07325             ,379                 ,304                 ,855                 ,0.11523             ,0.77327             
2500                ,0.72907             ,0.70961             ,0.07099             ,0.07326             ,379                 ,304                 ,856                 ,0.11675             ,0.77324             
2550                ,0.72914             ,0.70963             ,0.07098             ,0.07325             ,379                 ,304                 ,856                 ,0.1182              ,0.7732              
2600                ,0.7292              ,0.70967             ,0.07097             ,0.07325             ,379                 ,304                 ,856                 ,0.11957             ,0.77315             
2650                ,0.72925             ,0.70965             ,0.07096             ,0.07325             ,379                 ,304                 ,856                 ,0.12086             ,0.77308             
2700                ,0.72931             ,0.70964             ,0.07096             ,0.07325             ,379                 ,304                 ,856                 ,0.12207             ,0.77301             
2750                ,0.72937             ,0.70962             ,0.07095             ,0.07325             ,379                 ,304                 ,856                 ,0.12322             ,0.77291             
2800                ,0.72942             ,0.70962             ,0.07094             ,0.07325             ,379                 ,304                 ,856                 ,0.12433             ,0.77281             
2850                ,0.72949             ,0.70951             ,0.07093             ,0.07327             ,379                 ,304                 ,856                 ,0.12537             ,0.77269             
2900                ,0.72955             ,0.7095              ,0.07093             ,0.07327             ,379                 ,304                 ,856                 ,0.12636             ,0.77258             
2950                ,0.7296              ,0.70955             ,0.07092             ,0.07326             ,379                 ,304                 ,856                 ,0.1273              ,0.77246             
3000                ,0.72965             ,0.70948             ,0.07091             ,0.07327             ,379                 ,304                 ,856                 ,0.12819             ,0.77231             
3050                ,0.72973             ,0.70918             ,0.0709              ,0.07331             ,379                 ,304                 ,856                 ,0.12903             ,0.77214             
3100                ,0.72978             ,0.70915             ,0.0709              ,0.07331             ,379                 ,304                 ,856                 ,0.12984             ,0.772               
3150                ,0.72983             ,0.70916             ,0.07089             ,0.07331             ,379                 ,304                 ,856                 ,0.13061             ,0.77184             
3200                ,0.72988             ,0.70912             ,0.07088             ,0.07332             ,379                 ,304                 ,856                 ,0.13131             ,0.77168             
3250                ,0.72992             ,0.70909             ,0.07088             ,0.07332             ,379                 ,304                 ,856                 ,0.13195             ,0.7715              
3300                ,0.72997             ,0.70907             ,0.07087             ,0.07332             ,379                 ,304                 ,856                 ,0.13255             ,0.7713              
3350                ,0.73003             ,0.70892             ,0.07086             ,0.07334             ,379                 ,304                 ,856                 ,0.13311             ,0.77108             
3400                ,0.73008             ,0.70893             ,0.07086             ,0.07334             ,379                 ,304                 ,856                 ,0.13365             ,0.77087             
3450                ,0.73013             ,0.70893             ,0.07085             ,0.07334             ,379                 ,304                 ,856                 ,0.13414             ,0.77065             
3500                ,0.73019             ,0.70895             ,0.07084             ,0.07334             ,379                 ,304                 ,856                 ,0.13462             ,0.77039             
3550                ,0.73027             ,0.70899             ,0.07083             ,0.07333             ,379                 ,304                 ,856                 ,0.13508             ,0.77012             
3600                ,0.73033             ,0.70905             ,0.07082             ,0.07333             ,379                 ,304                 ,856                 ,0.13549             ,0.76986             
3650                ,0.73039             ,0.70904             ,0.07082             ,0.07333             ,379                 ,304                 ,856                 ,0.13587             ,0.76959             
3700                ,0.73044             ,0.70906             ,0.07081             ,0.07332             ,379                 ,304                 ,856                 ,0.13621             ,0.76929             
3750                ,0.7305              ,0.70908             ,0.0708              ,0.07332             ,379                 ,304                 ,856                 ,0.13651             ,0.76897             
3800                ,0.73055             ,0.70911             ,0.07079             ,0.07332             ,379                 ,304                 ,856                 ,0.13677             ,0.76864             
3850                ,0.73061             ,0.70915             ,0.07079             ,0.07331             ,379                 ,304                 ,855                 ,0.13701             ,0.76828             
3900                ,0.73074             ,0.70923             ,0.07077             ,0.0733              ,379                 ,304                 ,852                 ,0.13718             ,0.76793             
3950                ,0.73091             ,0.70956             ,0.07075             ,0.07326             ,379                 ,305                 ,848                 ,0.13733             ,0.76763             
4000                ,0.73105             ,0.70976             ,0.07073             ,0.07324             ,379                 ,305                 ,846                 ,0.13757             ,0.76729             
