id,oc,phh,phc,ec,caco3,p,n,k,elevation,stones,lc1,lu1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
35703144,35.5,7.67,7.3,38.0,334,46.9,3.4,221.1,130,1,Other Leguminous  and mixtures for fodder,Agriculture (excluding fallow land and kitchen gardens),1.25982,1.14959,1.18692,1.30938,1.48768,1.68016,1.83613,1.9708,2.11188,2.25867,2.40314,2.53752,2.65474,2.75117,2.8323,2.91247,2.99213,3.07027,3.14783,3.22097,3.29017,3.36237,3.46061,3.51946,3.57522,3.62693,3.67385,3.71586,3.75017,3.77362,3.77732,3.69596,3.72225,3.77095,3.82673,3.87425,3.91219,3.94492,3.97288,3.99488,4.01034,4.01569,4.0172,4.0243,4.03159,4.01697,3.77561,3.38075,3.47342,3.62035,3.74949,3.81648,3.86129,3.88848,3.8969,3.86126,3.80278,3.83187,3.79616,3.72164,3.63454,3.61608,3.56224,3.43226,3.27472,3.15201
55542886,39.4,7.15,6.8,39.3,0,7.9,4.7,186.7,109,1,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),0.76507,0.70815,0.71933,0.77252,0.84837,0.91918,0.98049,1.04296,1.11263,1.18774,1.26653,1.34658,1.42586,1.49731,1.5586,1.62567,1.69672,1.7707,1.8453,1.91944,1.9934,2.06324,2.14537,2.21237,2.27864,2.34159,2.40197,2.45872,2.50891,2.55036,2.5702,2.50154,2.55056,2.6072,2.67466,2.72693,2.76759,2.80515,2.83912,2.86808,2.89182,2.90464,2.90903,2.91594,2.92325,2.90574,2.63731,2.28245,2.38552,2.51776,2.64141,2.71749,2.76688,2.79607,2.81368,2.77607,2.68366,2.7216,2.73006,2.68289,2.59599,2.51857,2.45481,2.34501,2.22999,2.15163
50642734,26.6,8.12,7.7,17.53,96,20.4,2.5,357.9,100,1,Maize,Agriculture (excluding fallow land and kitchen gardens),0.7197,0.62934,0.62973,0.67628,0.74939,0.82966,0.90549,0.98377,1.07327,1.17445,1.28577,1.40453,1.52474,1.64441,1.7617,1.87289,1.98699,2.1012,2.21382,2.31994,2.41847,2.51503,2.62759,2.71307,2.79395,2.86932,2.93891,3.00275,3.05866,3.10869,3.14551,3.09391,3.14825,3.2057,3.25914,3.30468,3.34414,3.37907,3.40899,3.43542,3.45895,3.47374,3.48061,3.49224,3.51223,3.51085,3.32893,3.04119,3.11539,3.22601,3.32526,3.38717,3.42664,3.4469,3.45744,3.4214,3.33749,3.36484,3.3699,3.33042,3.25301,3.20558,3.16684,3.06819,2.95874,2.88643
30802190,16.3,7.6,7.3,78.3,76,83.8,2.2,1584.0,852,2,Barley,Agriculture (excluding fallow land and kitchen gardens),0.92375,0.74251,0.73589,0.81874,1.00912,1.37047,1.70719,1.91462,2.08815,2.26161,2.42208,2.55053,2.64038,2.70072,2.75359,2.82312,2.91229,3.01365,3.1204,3.21785,3.30549,3.39294,3.50355,3.57342,3.63776,3.69478,3.74437,3.78765,3.81922,3.83915,3.81105,3.65621,3.77455,3.84865,3.9051,3.95092,3.98669,4.01696,4.04219,4.06215,4.07625,4.08047,4.08082,4.0847,4.08783,4.07113,3.80951,3.44565,3.58006,3.72113,3.83686,3.89064,3.9148,3.91349,3.88091,3.70889,3.56905,3.71253,3.73729,3.67087,3.55035,3.46487,3.39639,3.25932,3.13285,3.05318
36282864,14.0,5.32,5.1,35.9,0,57.8,1.9,196.8,170,3,OTHER BARE SOIL,Agriculture (excluding fallow land and kitchen gardens),1.3142,1.17457,1.24024,1.39948,1.63096,1.87187,2.07193,2.25744,2.45251,2.65453,2.84464,3.0088,3.13835,3.23537,3.305,3.3544,3.403,3.45155,3.50609,3.55792,3.60563,3.65755,3.73325,3.77631,3.8236,3.87046,3.91481,3.95524,3.98507,4.00485,3.98478,3.7861,3.83946,3.9307,4.01556,4.07886,4.12495,4.16172,4.1912,4.21367,4.22752,4.22803,4.21979,4.2174,4.22968,4.19779,3.74357,3.25453,3.44451,3.63426,3.81183,3.9133,3.96961,3.99943,4.00204,3.91531,3.79735,3.83307,3.81634,3.73269,3.67868,3.55955,3.45542,3.32335,3.16861,3.0525
53542700,15.9,4.62,4.3,23.2,0,8.9,1.8,56.6,568,1,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1.24964,1.13086,1.18244,1.34109,1.5813,1.84477,2.05135,2.24264,2.43355,2.60401,2.76151,2.90083,3.00546,3.06887,3.11003,3.15252,3.20115,3.25205,3.30259,3.34718,3.38807,3.43203,3.49744,3.53418,3.56934,3.60079,3.62852,3.65249,3.67005,3.68136,3.67552,3.59426,3.63176,3.66298,3.69303,3.71517,3.73155,3.74585,3.7577,3.7678,3.77468,3.77392,3.76685,3.76429,3.7644,3.75406,3.61966,3.38097,3.43677,3.52507,3.59622,3.62977,3.64717,3.6527,3.65113,3.59601,3.51356,3.56713,3.56238,3.52026,3.4561,3.41321,3.38216,3.30255,3.2179,3.16239
44603224,6.9,6.37,6.2,14.15,0,45.2,0.8,91.1,15,1,Common wheat,Agriculture (excluding fallow land and kitchen gardens),1.19922,1.10468,1.1421,1.25589,1.41631,1.56944,1.6966,1.81659,1.93875,2.05705,2.16805,2.268,2.34813,2.41225,2.46232,2.49985,2.53877,2.57881,2.62026,2.65899,2.69462,2.73398,2.79444,2.82721,2.85854,2.88726,2.91377,2.93794,2.95766,2.97527,2.98281,2.93912,2.97192,2.99959,3.02452,3.04617,3.0646,3.08084,3.09564,3.10894,3.12191,3.12806,3.12912,3.1335,3.14501,3.14699,3.05093,2.88908,2.93127,2.99535,3.05012,3.0767,3.09155,3.098,3.09457,3.05299,2.9969,3.03919,3.04413,3.0177,2.97807,2.94584,2.9218,2.86435,2.79659,2.75357
35442124,32.0,7.41,7.3,217.0,273,99.1,3.1,276.5,268,1,Other fruit trees and berries,Agriculture (excluding fallow land and kitchen gardens),1.32542,1.23279,1.29397,1.46722,1.75497,2.12894,2.37946,2.51885,2.64818,2.79218,2.94045,3.07437,3.17265,3.23686,3.28404,3.33146,3.40087,3.4803,3.55885,3.62476,3.68227,3.74762,3.84984,3.91165,3.97195,4.0314,4.08767,4.13795,4.1788,4.21413,4.23027,4.10648,4.16658,4.2199,4.26877,4.312,4.35413,4.39006,4.42041,4.44209,4.45238,4.44741,4.44812,4.46558,4.4895,4.48151,4.26378,3.89274,3.90064,4.0496,4.19159,4.24277,4.26044,4.25235,4.2399,4.14417,4.02444,4.11322,4.0727,3.99996,3.86879,3.84735,3.81185,3.66775,3.54319,3.45557
43902682,47.9,4.95,4.6,52.0,1,16.9,4.2,85.0,1090,1,Spruce dominated mixed woodland,Abandoned areas,1.06698,0.95618,0.98135,1.09521,1.28034,1.47314,1.63179,1.78947,1.95384,2.11464,2.26618,2.40036,2.50833,2.59028,2.65848,2.72245,2.79323,2.86728,2.94113,3.00924,3.07303,3.14089,3.23724,3.29616,3.35271,3.4073,3.45801,3.50264,3.53845,3.56625,3.5748,3.47057,3.49702,3.5316,3.57039,3.60032,3.62119,3.63931,3.65221,3.65706,3.6566,3.6473,3.63939,3.6369,3.64282,3.63045,3.45387,3.11029,3.1386,3.25114,3.33857,3.3725,3.38807,3.38392,3.37964,3.32839,3.26348,3.30274,3.25524,3.18594,3.1018,3.06529,3.03464,2.93901,2.8412,2.77938
36062060,11.0,8.23,7.6,16.52,307,0.0,1.0,92.4,17,4,Nuts trees,Abandoned areas,1.36195,1.29818,1.3664,1.55341,1.84335,2.12509,2.31084,2.44407,2.57848,2.721,2.8687,3.00858,3.11392,3.1844,3.23415,3.27662,3.33954,3.41246,3.49056,3.5609,3.62617,3.70053,3.80841,3.87933,3.95226,4.0231,4.08948,4.15,4.19767,4.23649,4.23173,4.01489,4.1343,4.22621,4.30947,4.37351,4.42321,4.46368,4.49683,4.5228,4.5403,4.54355,4.5385,4.53966,4.5516,4.51503,4.09288,3.60688,3.78541,3.95193,4.116,4.21529,4.26295,4.27386,4.25684,4.10594,3.92412,4.05762,4.02952,3.90283,3.71531,3.68338,3.63257,3.46248,3.2877,3.14584
