epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4Alpha_0:i,GNDI4Alpha_0:j,GNDI4Alpha_0:k,GNDI4Alpha_0:l,GNDI4Alpha_0:alpha1_1,GNDI4Alpha_0:alpha1_2,GNDI4Alpha_0:alpha1_3,GNDI4Alpha_0:alpha1_4,GNDI4Alpha_0:alpha1_5,GNDI4Alpha_0:alpha1_6,GNDI4Alpha_0:alpha1_7,GNDI4Alpha_0:alpha1_8,GNDI4Alpha_0:alpha1_9,GNDI4Alpha_0:alpha1_10,GNDI4Alpha_0:alpha1_11,GNDI4Alpha_0:alpha1_12,GNDI4Alpha_0:alpha1_13,GNDI4Alpha_0:alpha1_14,GNDI4Alpha_0:alpha1_15,GNDI4Alpha_0:alpha1_16,GNDI4Alpha_0:alpha1_17,GNDI4Alpha_0:alpha1_18,GNDI4Alpha_0:alpha1_19,GNDI4Alpha_0:alpha1_20,GNDI4Alpha_0:alpha1_21,GNDI4Alpha_0:alpha1_22,GNDI4Alpha_0:alpha1_23,GNDI4Alpha_0:alpha1_24,GNDI4Alpha_0:alpha2_1,GNDI4Alpha_0:alpha2_2,GNDI4Alpha_0:alpha2_3,GNDI4Alpha_0:alpha2_4,GNDI4Alpha_0:alpha2_5,GNDI4Alpha_0:alpha2_6,GNDI4Alpha_0:alpha2_7,GNDI4Alpha_0:alpha2_8,GNDI4Alpha_0:alpha2_9,GNDI4Alpha_0:alpha2_10,GNDI4Alpha_0:alpha2_11,GNDI4Alpha_0:alpha2_12,GNDI4Alpha_0:alpha2_13,GNDI4Alpha_0:alpha2_14,GNDI4Alpha_0:alpha2_15,GNDI4Alpha_0:alpha2_16,GNDI4Alpha_0:alpha2_17,GNDI4Alpha_0:alpha2_18,GNDI4Alpha_0:alpha2_19,GNDI4Alpha_0:alpha2_20,GNDI4Alpha_0:alpha2_21,GNDI4Alpha_0:alpha2_22,GNDI4Alpha_0:alpha2_23,GNDI4Alpha_0:alpha2_24,GNDI4Alpha_0:alpha3_1,GNDI4Alpha_0:alpha3_2,GNDI4Alpha_0:alpha3_3,GNDI4Alpha_0:alpha3_4,GNDI4Alpha_0:alpha3_5,GNDI4Alpha_0:alpha3_6,GNDI4Alpha_0:alpha3_7,GNDI4Alpha_0:alpha3_8,GNDI4Alpha_0:alpha3_9,GNDI4Alpha_0:alpha3_10,GNDI4Alpha_0:alpha3_11,GNDI4Alpha_0:alpha3_12,GNDI4Alpha_0:alpha3_13,GNDI4Alpha_0:alpha3_14,GNDI4Alpha_0:alpha3_15,GNDI4Alpha_0:alpha3_16,GNDI4Alpha_0:alpha3_17,GNDI4Alpha_0:alpha3_18,GNDI4Alpha_0:alpha3_19,GNDI4Alpha_0:alpha3_20,GNDI4Alpha_0:alpha3_21,GNDI4Alpha_0:alpha3_22,GNDI4Alpha_0:alpha3_23,GNDI4Alpha_0:alpha3_24,GNDI4Alpha_1:i,GNDI4Alpha_1:j,GNDI4Alpha_1:k,GNDI4Alpha_1:l,GNDI4Alpha_1:alpha1_1,GNDI4Alpha_1:alpha1_2,GNDI4Alpha_1:alpha1_3,GNDI4Alpha_1:alpha1_4,GNDI4Alpha_1:alpha1_5,GNDI4Alpha_1:alpha1_6,GNDI4Alpha_1:alpha1_7,GNDI4Alpha_1:alpha1_8,GNDI4Alpha_1:alpha1_9,GNDI4Alpha_1:alpha1_10,GNDI4Alpha_1:alpha1_11,GNDI4Alpha_1:alpha1_12,GNDI4Alpha_1:alpha1_13,GNDI4Alpha_1:alpha1_14,GNDI4Alpha_1:alpha1_15,GNDI4Alpha_1:alpha1_16,GNDI4Alpha_1:alpha1_17,GNDI4Alpha_1:alpha1_18,GNDI4Alpha_1:alpha1_19,GNDI4Alpha_1:alpha1_20,GNDI4Alpha_1:alpha1_21,GNDI4Alpha_1:alpha1_22,GNDI4Alpha_1:alpha1_23,GNDI4Alpha_1:alpha1_24,GNDI4Alpha_1:alpha2_1,GNDI4Alpha_1:alpha2_2,GNDI4Alpha_1:alpha2_3,GNDI4Alpha_1:alpha2_4,GNDI4Alpha_1:alpha2_5,GNDI4Alpha_1:alpha2_6,GNDI4Alpha_1:alpha2_7,GNDI4Alpha_1:alpha2_8,GNDI4Alpha_1:alpha2_9,GNDI4Alpha_1:alpha2_10,GNDI4Alpha_1:alpha2_11,GNDI4Alpha_1:alpha2_12,GNDI4Alpha_1:alpha2_13,GNDI4Alpha_1:alpha2_14,GNDI4Alpha_1:alpha2_15,GNDI4Alpha_1:alpha2_16,GNDI4Alpha_1:alpha2_17,GNDI4Alpha_1:alpha2_18,GNDI4Alpha_1:alpha2_19,GNDI4Alpha_1:alpha2_20,GNDI4Alpha_1:alpha2_21,GNDI4Alpha_1:alpha2_22,GNDI4Alpha_1:alpha2_23,GNDI4Alpha_1:alpha2_24,GNDI4Alpha_1:alpha3_1,GNDI4Alpha_1:alpha3_2,GNDI4Alpha_1:alpha3_3,GNDI4Alpha_1:alpha3_4,GNDI4Alpha_1:alpha3_5,GNDI4Alpha_1:alpha3_6,GNDI4Alpha_1:alpha3_7,GNDI4Alpha_1:alpha3_8,GNDI4Alpha_1:alpha3_9,GNDI4Alpha_1:alpha3_10,GNDI4Alpha_1:alpha3_11,GNDI4Alpha_1:alpha3_12,GNDI4Alpha_1:alpha3_13,GNDI4Alpha_1:alpha3_14,GNDI4Alpha_1:alpha3_15,GNDI4Alpha_1:alpha3_16,GNDI4Alpha_1:alpha3_17,GNDI4Alpha_1:alpha3_18,GNDI4Alpha_1:alpha3_19,GNDI4Alpha_1:alpha3_20,GNDI4Alpha_1:alpha3_21,GNDI4Alpha_1:alpha3_22,GNDI4Alpha_1:alpha3_23,GNDI4Alpha_1:alpha3_24
50                  ,0                   ,0                   ,0.13655             ,0.13612             ,1134                ,3240                ,2541                ,2696                ,0.79723             ,0.40584             ,0.74692             ,0.13721             ,0.68414             ,0.18851             ,0.30106             ,0.89592             ,0.39418             ,0.32499             ,0.05747             ,0.60711             ,0.57964             ,0.7637              ,0.37388             ,0.23869             ,0.2621              ,0.22629             ,0.35072             ,0.56299             ,0.42537             ,0.42122             ,0.8217              ,0.06072             ,0.86421             ,0.76523             ,0.4406              ,0.73267             ,0.11585             ,0.29932             ,0.37507             ,0.45217             ,0.71623             ,0.77356             ,0.92428             ,0.52396             ,0.38405             ,0.57826             ,0.36899             ,0.56226             ,0.37607             ,-0.00262            ,0.14567             ,0.7317              ,0.26741             ,0.94173             ,0.4655              ,0.89844             ,0.69124             ,0.84981             ,0.35061             ,0.94525             ,0.76632             ,0.33743             ,0.79715             ,0.68051             ,0.63208             ,0.19961             ,0.99276             ,0.65539             ,0.11465             ,0.44441             ,0.42047             ,0.02259             ,0.7973              ,0.34771             ,0.15916             ,0.44185             ,0.62579             ,0.04497             ,0.54906             ,0.85776             ,1429                ,3525                ,2019                ,1265                ,0.06953             ,0.58621             ,0.33548             ,0.0771              ,0.1391              ,0.42324             ,0.14539             ,0.5677              ,0.30954             ,0.25944             ,0.78229             ,0.78375             ,0.95957             ,0.59169             ,0.88173             ,0.47173             ,0.56004             ,0.46064             ,0.8704              ,0.32331             ,0.03252             ,0.33892             ,0.80724             ,0.39797             ,0.65567             ,0.1504              ,0.54057             ,0.44842             ,0.48111             ,0.29502             ,0.57845             ,0.33471             ,0.93292             ,0.18618             ,0.62995             ,0.12293             ,0.12697             ,0.11084             ,0.9449              ,0.65738             ,0.80173             ,0.7531              ,0.32892             ,0.65588             ,0.90748             ,0.33732             ,0.45464             ,0.88831             ,0.06763             ,0.39268             ,0.5469              ,0.23949             ,0.05159             ,0.39294             ,0.45235             ,0.7191              ,0.56575             ,0.55713             ,0.79148             ,0.67771             ,0.78108             ,0.19979             ,0.42519             ,0.05901             ,0.67311             ,0.95065             ,0.29724             ,0.5986              ,0.15585             ,0.82417             ,0.72681             ,0.61507             
100                 ,0.00507             ,0.00477             ,0.13604             ,0.13561             ,1138                ,3217                ,2541                ,2659                ,0.79317             ,0.4043              ,0.73449             ,0.13641             ,0.65756             ,0.18596             ,0.29876             ,0.88395             ,0.39404             ,0.32407             ,0.05792             ,0.60301             ,0.56593             ,0.74935             ,0.36436             ,0.22184             ,0.26214             ,0.1902              ,0.3234              ,0.56154             ,0.42156             ,0.4129              ,0.806               ,0.06153             ,0.8458              ,0.74909             ,0.43125             ,0.7266              ,0.11531             ,0.28188             ,0.373               ,0.40364             ,0.70305             ,0.73064             ,0.91808             ,0.51096             ,0.37621             ,0.54762             ,0.32375             ,0.51133             ,0.37469             ,-0.00536            ,0.12986             ,0.68192             ,0.26325             ,0.89976             ,0.45025             ,0.89251             ,0.68926             ,0.84625             ,0.34956             ,0.94115             ,0.76406             ,0.33674             ,0.79603             ,0.67817             ,0.63123             ,0.20068             ,0.98683             ,0.65383             ,0.11479             ,0.44266             ,0.4183              ,0.02277             ,0.79637             ,0.34799             ,0.15837             ,0.44124             ,0.62415             ,0.04554             ,0.5464              ,0.8533              ,1430                ,3522                ,2018                ,1279                ,0.06942             ,0.57128             ,0.33325             ,0.07504             ,0.13557             ,0.41366             ,0.14476             ,0.5622              ,0.30605             ,0.25448             ,0.77186             ,0.73583             ,0.91197             ,0.5676              ,0.8731              ,0.46182             ,0.55426             ,0.45785             ,0.86111             ,0.32246             ,0.03487             ,0.33603             ,0.80445             ,0.39373             ,0.60793             ,0.14862             ,0.5257              ,0.41089             ,0.4395              ,0.25193             ,0.57491             ,0.31168             ,0.88649             ,0.18137             ,0.58061             ,0.11511             ,0.11974             ,0.10912             ,0.92071             ,0.63576             ,0.76696             ,0.74735             ,0.32731             ,0.64581             ,0.87113             ,0.33396             ,0.45135             ,0.85488             ,0.06507             ,0.39248             ,0.54471             ,0.2387              ,0.05053             ,0.39234             ,0.45143             ,0.71691             ,0.559               ,0.55602             ,0.78591             ,0.67286             ,0.77353             ,0.19905             ,0.42518             ,0.05906             ,0.66968             ,0.94709             ,0.29715             ,0.59859             ,0.15666             ,0.82065             ,0.72607             ,0.61273             
150                 ,0.01382             ,0.0138              ,0.13544             ,0.135               ,1141                ,3205                ,2534                ,2656                ,0.78798             ,0.40233             ,0.71908             ,0.13546             ,0.62659             ,0.18288             ,0.29543             ,0.8685              ,0.39347             ,0.32238             ,0.0581              ,0.59732             ,0.54855             ,0.7315              ,0.3519              ,0.20177             ,0.26174             ,0.15527             ,0.29317             ,0.55988             ,0.41622             ,0.40207             ,0.78657             ,0.06202             ,0.82332             ,0.7283              ,0.41986             ,0.71866             ,0.11268             ,0.26112             ,0.37044             ,0.35961             ,0.68596             ,0.68702             ,0.91033             ,0.49392             ,0.36589             ,0.51357             ,0.28154             ,0.46393             ,0.37327             ,-0.00859            ,0.11171             ,0.63365             ,0.25897             ,0.85653             ,0.43064             ,0.88536             ,0.68679             ,0.84196             ,0.3484              ,0.93597             ,0.76079             ,0.33601             ,0.7942              ,0.67503             ,0.6297              ,0.20132             ,0.97877             ,0.65142             ,0.11471             ,0.44046             ,0.41486             ,0.02273             ,0.79483             ,0.34799             ,0.15697             ,0.44065             ,0.62165             ,0.04604             ,0.54312             ,0.84717             ,1430                ,3511                ,2018                ,1307                ,0.06967             ,0.55324             ,0.32969             ,0.07246             ,0.1309              ,0.40155             ,0.14409             ,0.55535             ,0.30096             ,0.24792             ,0.75859             ,0.68885             ,0.86412             ,0.5396              ,0.86238             ,0.44875             ,0.54645             ,0.45417             ,0.84892             ,0.32097             ,0.038               ,0.33166             ,0.80115             ,0.38831             ,0.56197             ,0.14666             ,0.50771             ,0.37232             ,0.39799             ,0.2081              ,0.57014             ,0.28284             ,0.84117             ,0.17541             ,0.53331             ,0.10328             ,0.11575             ,0.10717             ,0.8929              ,0.60959             ,0.72928             ,0.73975             ,0.32485             ,0.63265             ,0.832               ,0.32903             ,0.44769             ,0.8175              ,0.06204             ,0.39252             ,0.54143             ,0.23762             ,0.04873             ,0.39173             ,0.45042             ,0.71426             ,0.54995             ,0.55432             ,0.77849             ,0.66659             ,0.76497             ,0.19821             ,0.42515             ,0.05877             ,0.66484             ,0.94286             ,0.29679             ,0.59822             ,0.15766             ,0.81626             ,0.72542             ,0.60992             
200                 ,0.03238             ,0.03227             ,0.13416             ,0.13373             ,1140                ,3200                ,2507                ,2655                ,0.78179             ,0.40008             ,0.70141             ,0.13443             ,0.59364             ,0.1793              ,0.29139             ,0.85083             ,0.39267             ,0.32014             ,0.05827             ,0.59045             ,0.52865             ,0.7115              ,0.33768             ,0.18069             ,0.26116             ,0.12367             ,0.26232             ,0.55782             ,0.40954             ,0.38987             ,0.76417             ,0.06249             ,0.7982              ,0.70488             ,0.40693             ,0.70947             ,0.10866             ,0.23919             ,0.36743             ,0.31906             ,0.66629             ,0.64427             ,0.90127             ,0.47274             ,0.35369             ,0.48002             ,0.24324             ,0.41895             ,0.37152             ,-0.01241            ,0.09321             ,0.58876             ,0.25016             ,0.81327             ,0.40714             ,0.8772              ,0.68388             ,0.83705             ,0.34709             ,0.92996             ,0.7568              ,0.33521             ,0.79198             ,0.67151             ,0.62781             ,0.20189             ,0.96917             ,0.64839             ,0.11455             ,0.43804             ,0.41051             ,0.02267             ,0.79296             ,0.3479              ,0.15487             ,0.43999             ,0.61883             ,0.04687             ,0.53966             ,0.83998             ,1427                ,3491                ,2018                ,1330                ,0.07046             ,0.53365             ,0.32553             ,0.06955             ,0.12571             ,0.38769             ,0.14333             ,0.54748             ,0.2947              ,0.24025             ,0.74339             ,0.64303             ,0.81627             ,0.50954             ,0.85081             ,0.43372             ,0.53734             ,0.44917             ,0.83467             ,0.31916             ,0.0424              ,0.32486             ,0.79732             ,0.38202             ,0.51793             ,0.14512             ,0.48826             ,0.3347              ,0.35809             ,0.16182             ,0.56443             ,0.24745             ,0.79732             ,0.16764             ,0.48568             ,0.08956             ,0.06312             ,0.10505             ,0.86413             ,0.58104             ,0.69189             ,0.73023             ,0.32189             ,0.61565             ,0.792               ,0.32194             ,0.44442             ,0.77864             ,0.059               ,0.39288             ,0.53736             ,0.23628             ,0.04634             ,0.39151             ,0.44924             ,0.71114             ,0.53981             ,0.5523              ,0.7695              ,0.6595              ,0.7576              ,0.19702             ,0.42526             ,0.05847             ,0.65933             ,0.93836             ,0.29632             ,0.59768             ,0.15916             ,0.81113             ,0.72477             ,0.60685             
250                 ,0.12513             ,0.12985             ,0.12757             ,0.12681             ,1110                ,3199                ,2465                ,2656                ,0.77443             ,0.39836             ,0.68278             ,0.13396             ,0.55976             ,0.17543             ,0.28634             ,0.83186             ,0.39096             ,0.31656             ,0.05786             ,0.58168             ,0.50712             ,0.68995             ,0.32185             ,0.15967             ,0.25985             ,0.09669             ,0.23203             ,0.55556             ,0.40113             ,0.37619             ,0.73906             ,0.06194             ,0.771               ,0.67964             ,0.3941              ,0.69932             ,0.09759             ,0.21675             ,0.36441             ,0.26897             ,0.64306             ,0.60368             ,0.89102             ,0.44599             ,0.34015             ,0.44949             ,0.20616             ,0.37694             ,0.36947             ,-0.0154             ,0.07779             ,0.54299             ,0.23066             ,0.77027             ,0.37982             ,0.86927             ,0.68064             ,0.83264             ,0.34651             ,0.92363             ,0.75214             ,0.3347              ,0.78909             ,0.66842             ,0.62521             ,0.20096             ,0.95817             ,0.64453             ,0.11424             ,0.43595             ,0.40567             ,0.02263             ,0.79058             ,0.34714             ,0.15                ,0.43983             ,0.6154              ,0.04822             ,0.53646             ,0.83113             ,1417                ,3467                ,2018                ,1294                ,0.07225             ,0.51836             ,0.32052             ,0.06723             ,0.12005             ,0.3729              ,0.14242             ,0.53927             ,0.28654             ,0.23163             ,0.72676             ,0.59764             ,0.77348             ,0.47829             ,0.84185             ,0.41812             ,0.5267              ,0.4409              ,0.81888             ,0.31679             ,0.05126             ,0.30787             ,0.7937              ,0.37645             ,0.47578             ,0.15251             ,0.46838             ,0.29765             ,0.32011             ,0.08909             ,0.55747             ,0.19216             ,0.75615             ,0.15386             ,0.41864             ,0.10386             ,-0.05158            ,0.103               ,0.84084             ,0.55222             ,0.65981             ,0.71545             ,0.31851             ,0.59062             ,0.75204             ,0.30481             ,0.44324             ,0.73975             ,0.05784             ,0.39516             ,0.53221             ,0.23529             ,0.04305             ,0.39456             ,0.44791             ,0.70812             ,0.52759             ,0.55009             ,0.7566              ,0.6538              ,0.76349             ,0.1951              ,0.42756             ,0.05824             ,0.65352             ,0.93569             ,0.29585             ,0.59648             ,0.16218             ,0.80567             ,0.7246              ,0.6045              
300                 ,0.27717             ,0.28981             ,0.11595             ,0.11456             ,1029                ,3193                ,2466                ,2656                ,0.76592             ,0.39531             ,0.66233             ,0.13433             ,0.52591             ,0.17091             ,0.28031             ,0.81146             ,0.38891             ,0.31386             ,0.05702             ,0.5713              ,0.48464             ,0.66694             ,0.30527             ,0.1395              ,0.25837             ,0.07364             ,0.20374             ,0.55216             ,0.39196             ,0.36284             ,0.71077             ,0.06167             ,0.74255             ,0.6514              ,0.3802              ,0.68943             ,0.07061             ,0.19477             ,0.35988             ,0.22399             ,0.61437             ,0.56355             ,0.87861             ,0.40622             ,0.32571             ,0.41995             ,0.17342             ,0.33757             ,0.3671              ,-0.02139            ,0.06437             ,0.49132             ,0.1911              ,0.72834             ,0.34511             ,0.86003             ,0.67751             ,0.82668             ,0.34481             ,0.91701             ,0.74684             ,0.33443             ,0.78615             ,0.66476             ,0.62267             ,0.20085             ,0.94623             ,0.64012             ,0.11421             ,0.43325             ,0.4018              ,0.02273             ,0.78846             ,0.34688             ,0.14625             ,0.4392              ,0.61301             ,0.05074             ,0.53181             ,0.82212             ,1410                ,3462                ,2019                ,1269                ,0.0722              ,0.51111             ,0.30573             ,0.07013             ,0.11475             ,0.35761             ,0.14104             ,0.52966             ,0.28643             ,0.22187             ,0.70925             ,0.55076             ,0.75517             ,0.44788             ,0.83869             ,0.40357             ,0.51542             ,0.42539             ,0.80092             ,0.31495             ,0.06392             ,0.2763              ,0.7902              ,0.36496             ,0.43512             ,0.17196             ,0.43093             ,0.25195             ,0.28428             ,-0.01428            ,0.55131             ,0.1146              ,0.72846             ,0.13522             ,0.33413             ,0.1841              ,-0.17017            ,0.10008             ,0.83888             ,0.52502             ,0.60781             ,0.6948              ,0.31146             ,0.55317             ,0.71314             ,0.27342             ,0.44057             ,0.69004             ,0.05689             ,0.39876             ,0.52938             ,0.23934             ,0.04137             ,0.40826             ,0.44767             ,0.70414             ,0.52747             ,0.54721             ,0.73903             ,0.65208             ,0.76266             ,0.19474             ,0.4316              ,0.05877             ,0.64437             ,0.9347              ,0.29703             ,0.59594             ,0.16556             ,0.80035             ,0.72392             ,0.60243             
350                 ,0.46272             ,0.48647             ,0.09997             ,0.09742             ,931                 ,3185                ,2466                ,2655                ,0.75718             ,0.39071             ,0.64151             ,0.13501             ,0.49319             ,0.16559             ,0.27349             ,0.78981             ,0.38625             ,0.311               ,0.05632             ,0.55943             ,0.46155             ,0.64368             ,0.28709             ,0.12054             ,0.25662             ,0.05619             ,0.17758             ,0.54807             ,0.38118             ,0.34976             ,0.68165             ,0.06154             ,0.71549             ,0.61862             ,0.367               ,0.68004             ,0.04775             ,0.17559             ,0.3527              ,0.20339             ,0.58244             ,0.52247             ,0.86434             ,0.35257             ,0.31066             ,0.38873             ,0.14188             ,0.29998             ,0.36431             ,-0.03418            ,0.05185             ,0.4384              ,0.13425             ,0.68714             ,0.30266             ,0.8491              ,0.67441             ,0.81994             ,0.34332             ,0.91008             ,0.74085             ,0.33406             ,0.78283             ,0.66157             ,0.62001             ,0.20007             ,0.9342              ,0.63439             ,0.11446             ,0.43123             ,0.39819             ,0.02289             ,0.78638             ,0.34695             ,0.14401             ,0.43864             ,0.61104             ,0.05345             ,0.52723             ,0.81268             ,1416                ,3460                ,2019                ,1289                ,0.07021             ,0.51512             ,0.27975             ,0.07842             ,0.10949             ,0.33911             ,0.13946             ,0.51931             ,0.29142             ,0.21258             ,0.68997             ,0.50513             ,0.81188             ,0.4201              ,0.846               ,0.39002             ,0.50587             ,0.40158             ,0.78014             ,0.31388             ,0.07981             ,0.23715             ,0.78721             ,0.34651             ,0.39583             ,0.20626             ,0.37182             ,0.19081             ,0.2504              ,-0.11936            ,0.54819             ,0.03184             ,0.72335             ,0.1156              ,0.24563             ,0.29396             ,-0.30955            ,0.09564             ,0.85956             ,0.49941             ,0.53279             ,0.66388             ,0.29932             ,0.50538             ,0.67703             ,0.23188             ,0.43398             ,0.62997             ,0.05712             ,0.40191             ,0.53097             ,0.25408             ,0.04235             ,0.43344             ,0.44914             ,0.70031             ,0.5446              ,0.544               ,0.71854             ,0.65672             ,0.75667             ,0.19954             ,0.43774             ,0.05953             ,0.63231             ,0.93485             ,0.3006              ,0.59544             ,0.16921             ,0.79391             ,0.7229              ,0.60302             
400                 ,0.61668             ,0.64612             ,0.08444             ,0.08087             ,853                 ,3184                ,2466                ,2654                ,0.74992             ,0.38411             ,0.62009             ,0.13435             ,0.46166             ,0.15967             ,0.26625             ,0.76751             ,0.38367             ,0.30769             ,0.05646             ,0.54714             ,0.43793             ,0.62109             ,0.26754             ,0.10235             ,0.25541             ,0.04608             ,0.15344             ,0.54379             ,0.36972             ,0.33728             ,0.65543             ,0.06075             ,0.69513             ,0.58227             ,0.35312             ,0.66942             ,0.04594             ,0.15984             ,0.34265             ,0.24108             ,0.55356             ,0.48056             ,0.8498              ,0.29356             ,0.29497             ,0.35108             ,0.10856             ,0.26334             ,0.36062             ,-0.05188            ,0.03899             ,0.39554             ,0.07621             ,0.6485              ,0.25846             ,0.83553             ,0.67163             ,0.81266             ,0.34266             ,0.90164             ,0.73461             ,0.33281             ,0.77882             ,0.6585              ,0.61739             ,0.19941             ,0.92271             ,0.62731             ,0.11477             ,0.43035             ,0.39357             ,0.02246             ,0.78424             ,0.34772             ,0.1437              ,0.43789             ,0.60899             ,0.05595             ,0.5253              ,0.80327             ,1414                ,3460                ,2020                ,1228                ,0.06618             ,0.52565             ,0.25174             ,0.08577             ,0.10373             ,0.31388             ,0.13789             ,0.50793             ,0.2942              ,0.20402             ,0.66904             ,0.46781             ,0.92451             ,0.39426             ,0.85671             ,0.37762             ,0.49893             ,0.37526             ,0.7574              ,0.31294             ,0.09421             ,0.20433             ,0.78408             ,0.32546             ,0.3583              ,0.24538             ,0.30509             ,0.12426             ,0.21843             ,-0.20538            ,0.54799             ,-0.03302            ,0.72788             ,0.10459             ,0.17615             ,0.38549             ,-0.43445            ,0.08936             ,0.8764              ,0.4739              ,0.45739             ,0.62937             ,0.28501             ,0.45839             ,0.64349             ,0.19211             ,0.42214             ,0.5733              ,0.05655             ,0.40334             ,0.53615             ,0.27728             ,0.04518             ,0.46091             ,0.45117             ,0.69673             ,0.56795             ,0.54055             ,0.70032             ,0.66513             ,0.74397             ,0.20928             ,0.44279             ,0.05992             ,0.62117             ,0.9337              ,0.3052              ,0.59451             ,0.1719              ,0.7858              ,0.72144             ,0.60485             
450                 ,0.69303             ,0.72086             ,0.07556             ,0.07182             ,805                 ,3184                ,2484                ,2654                ,0.74319             ,0.37699             ,0.59769             ,0.13297             ,0.43042             ,0.15383             ,0.25847             ,0.7468              ,0.38145             ,0.3032              ,0.05796             ,0.53568             ,0.41404             ,0.59982             ,0.24827             ,0.08593             ,0.25484             ,0.04327             ,0.13112             ,0.54002             ,0.35867             ,0.32397             ,0.6316              ,0.05829             ,0.68057             ,0.5455              ,0.33684             ,0.65559             ,0.05271             ,0.14299             ,0.33168             ,0.30944             ,0.53111             ,0.43788             ,0.8354              ,0.23874             ,0.27881             ,0.3092              ,0.07788             ,0.22943             ,0.35663             ,-0.06882            ,0.02547             ,0.36383             ,0.0351              ,0.61176             ,0.21888             ,0.81979             ,0.66803             ,0.80519             ,0.34305             ,0.89213             ,0.72786             ,0.33116             ,0.77416             ,0.65693             ,0.61433             ,0.19893             ,0.91161             ,0.62028             ,0.11532             ,0.43173             ,0.38794             ,0.02197             ,0.78165             ,0.34889             ,0.1439              ,0.43743             ,0.60532             ,0.05724             ,0.52462             ,0.79333             ,1415                ,3460                ,2020                ,1125                ,0.0614              ,0.52379             ,0.22997             ,0.08721             ,0.09764             ,0.28834             ,0.13588             ,0.49523             ,0.29061             ,0.19552             ,0.64738             ,0.43496             ,0.99558             ,0.36769             ,0.85659             ,0.36359             ,0.49116             ,0.35757             ,0.73544             ,0.31058             ,0.10275             ,0.18357             ,0.78048             ,0.30897             ,0.32303             ,0.26678             ,0.24773             ,0.07423             ,0.18885             ,-0.25201            ,0.54636             ,-0.06891            ,0.72085             ,0.10161             ,0.13172             ,0.43083             ,-0.49738            ,0.08189             ,0.86241             ,0.44691             ,0.4004              ,0.6048              ,0.27384             ,0.42439             ,0.60878             ,0.16219             ,0.40869             ,0.53048             ,0.05501             ,0.40288             ,0.53914             ,0.2961              ,0.04825             ,0.47856             ,0.45226             ,0.69414             ,0.57591             ,0.53789             ,0.68551             ,0.6674              ,0.71469             ,0.21809             ,0.44562             ,0.05967             ,0.61089             ,0.93151             ,0.30901             ,0.59331             ,0.17495             ,0.77614             ,0.7198              ,0.60612             
500                 ,0.74239             ,0.7656              ,0.06922             ,0.06581             ,776                 ,3185                ,2486                ,2654                ,0.73588             ,0.36924             ,0.57313             ,0.13207             ,0.39909             ,0.14815             ,0.25245             ,0.72355             ,0.3797              ,0.29836             ,0.06059             ,0.52551             ,0.39077             ,0.57566             ,0.2305              ,0.07261             ,0.25517             ,0.04                ,0.11131             ,0.53545             ,0.34815             ,0.30983             ,0.60709             ,0.05589             ,0.66147             ,0.51578             ,0.31666             ,0.63998             ,0.05853             ,0.12334             ,0.32161             ,0.33077             ,0.50929             ,0.3984              ,0.82081             ,0.19388             ,0.26299             ,0.2604              ,0.05695             ,0.19856             ,0.35248             ,-0.0843             ,0.0152              ,0.33182             ,0.01146             ,0.57613             ,0.18792             ,0.80364             ,0.66283             ,0.79627             ,0.34157             ,0.88316             ,0.72004             ,0.32953             ,0.76987             ,0.65536             ,0.61174             ,0.20002             ,0.89974             ,0.61639             ,0.11677             ,0.43261             ,0.38275             ,0.02285             ,0.77921             ,0.35075             ,0.14536             ,0.43594             ,0.60059             ,0.05788             ,0.51719             ,0.78495             ,1414                ,3460                ,2020                ,1050                ,0.05643             ,0.50406             ,0.21363             ,0.0845              ,0.09236             ,0.26215             ,0.1334              ,0.48166             ,0.28278             ,0.18686             ,0.62507             ,0.41034             ,1.05435             ,0.33997             ,0.84381             ,0.34837             ,0.4821              ,0.34192             ,0.71416             ,0.30868             ,0.10704             ,0.17071             ,0.77604             ,0.29623             ,0.29012             ,0.27237             ,0.19841             ,0.03622             ,0.16213             ,-0.27084            ,0.54303             ,-0.08392            ,0.70232             ,0.10046             ,0.09966             ,0.44712             ,-0.54844            ,0.0733              ,0.82153             ,0.41942             ,0.36018             ,0.58847             ,0.26584             ,0.39731             ,0.57489             ,0.13451             ,0.39565             ,0.49991             ,0.05225             ,0.39743             ,0.53809             ,0.30976             ,0.0521              ,0.48997             ,0.45233             ,0.68947             ,0.57363             ,0.53566             ,0.67066             ,0.66531             ,0.66226             ,0.22432             ,0.44278             ,0.05965             ,0.60003             ,0.9243              ,0.31194             ,0.59344             ,0.17749             ,0.76796             ,0.71757             ,0.60574             
