epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4Alpha_0:i,GNDI4Alpha_0:j,GNDI4Alpha_0:k,GNDI4Alpha_0:l,GNDI4Alpha_0:alpha1_1,GNDI4Alpha_0:alpha1_2,GNDI4Alpha_0:alpha1_3,GNDI4Alpha_0:alpha1_4,GNDI4Alpha_0:alpha1_5,GNDI4Alpha_0:alpha1_6,GNDI4Alpha_0:alpha1_7,GNDI4Alpha_0:alpha1_8,GNDI4Alpha_0:alpha1_9,GNDI4Alpha_0:alpha1_10,GNDI4Alpha_0:alpha1_11,GNDI4Alpha_0:alpha1_12,GNDI4Alpha_0:alpha1_13,GNDI4Alpha_0:alpha1_14,GNDI4Alpha_0:alpha1_15,GNDI4Alpha_0:alpha1_16,GNDI4Alpha_0:alpha1_17,GNDI4Alpha_0:alpha1_18,GNDI4Alpha_0:alpha1_19,GNDI4Alpha_0:alpha1_20,GNDI4Alpha_0:alpha1_21,GNDI4Alpha_0:alpha1_22,GNDI4Alpha_0:alpha1_23,GNDI4Alpha_0:alpha1_24,GNDI4Alpha_0:alpha2_1,GNDI4Alpha_0:alpha2_2,GNDI4Alpha_0:alpha2_3,GNDI4Alpha_0:alpha2_4,GNDI4Alpha_0:alpha2_5,GNDI4Alpha_0:alpha2_6,GNDI4Alpha_0:alpha2_7,GNDI4Alpha_0:alpha2_8,GNDI4Alpha_0:alpha2_9,GNDI4Alpha_0:alpha2_10,GNDI4Alpha_0:alpha2_11,GNDI4Alpha_0:alpha2_12,GNDI4Alpha_0:alpha2_13,GNDI4Alpha_0:alpha2_14,GNDI4Alpha_0:alpha2_15,GNDI4Alpha_0:alpha2_16,GNDI4Alpha_0:alpha2_17,GNDI4Alpha_0:alpha2_18,GNDI4Alpha_0:alpha2_19,GNDI4Alpha_0:alpha2_20,GNDI4Alpha_0:alpha2_21,GNDI4Alpha_0:alpha2_22,GNDI4Alpha_0:alpha2_23,GNDI4Alpha_0:alpha2_24,GNDI4Alpha_0:alpha3_1,GNDI4Alpha_0:alpha3_2,GNDI4Alpha_0:alpha3_3,GNDI4Alpha_0:alpha3_4,GNDI4Alpha_0:alpha3_5,GNDI4Alpha_0:alpha3_6,GNDI4Alpha_0:alpha3_7,GNDI4Alpha_0:alpha3_8,GNDI4Alpha_0:alpha3_9,GNDI4Alpha_0:alpha3_10,GNDI4Alpha_0:alpha3_11,GNDI4Alpha_0:alpha3_12,GNDI4Alpha_0:alpha3_13,GNDI4Alpha_0:alpha3_14,GNDI4Alpha_0:alpha3_15,GNDI4Alpha_0:alpha3_16,GNDI4Alpha_0:alpha3_17,GNDI4Alpha_0:alpha3_18,GNDI4Alpha_0:alpha3_19,GNDI4Alpha_0:alpha3_20,GNDI4Alpha_0:alpha3_21,GNDI4Alpha_0:alpha3_22,GNDI4Alpha_0:alpha3_23,GNDI4Alpha_0:alpha3_24,GNDI4Alpha_1:i,GNDI4Alpha_1:j,GNDI4Alpha_1:k,GNDI4Alpha_1:l,GNDI4Alpha_1:alpha1_1,GNDI4Alpha_1:alpha1_2,GNDI4Alpha_1:alpha1_3,GNDI4Alpha_1:alpha1_4,GNDI4Alpha_1:alpha1_5,GNDI4Alpha_1:alpha1_6,GNDI4Alpha_1:alpha1_7,GNDI4Alpha_1:alpha1_8,GNDI4Alpha_1:alpha1_9,GNDI4Alpha_1:alpha1_10,GNDI4Alpha_1:alpha1_11,GNDI4Alpha_1:alpha1_12,GNDI4Alpha_1:alpha1_13,GNDI4Alpha_1:alpha1_14,GNDI4Alpha_1:alpha1_15,GNDI4Alpha_1:alpha1_16,GNDI4Alpha_1:alpha1_17,GNDI4Alpha_1:alpha1_18,GNDI4Alpha_1:alpha1_19,GNDI4Alpha_1:alpha1_20,GNDI4Alpha_1:alpha1_21,GNDI4Alpha_1:alpha1_22,GNDI4Alpha_1:alpha1_23,GNDI4Alpha_1:alpha1_24,GNDI4Alpha_1:alpha2_1,GNDI4Alpha_1:alpha2_2,GNDI4Alpha_1:alpha2_3,GNDI4Alpha_1:alpha2_4,GNDI4Alpha_1:alpha2_5,GNDI4Alpha_1:alpha2_6,GNDI4Alpha_1:alpha2_7,GNDI4Alpha_1:alpha2_8,GNDI4Alpha_1:alpha2_9,GNDI4Alpha_1:alpha2_10,GNDI4Alpha_1:alpha2_11,GNDI4Alpha_1:alpha2_12,GNDI4Alpha_1:alpha2_13,GNDI4Alpha_1:alpha2_14,GNDI4Alpha_1:alpha2_15,GNDI4Alpha_1:alpha2_16,GNDI4Alpha_1:alpha2_17,GNDI4Alpha_1:alpha2_18,GNDI4Alpha_1:alpha2_19,GNDI4Alpha_1:alpha2_20,GNDI4Alpha_1:alpha2_21,GNDI4Alpha_1:alpha2_22,GNDI4Alpha_1:alpha2_23,GNDI4Alpha_1:alpha2_24,GNDI4Alpha_1:alpha3_1,GNDI4Alpha_1:alpha3_2,GNDI4Alpha_1:alpha3_3,GNDI4Alpha_1:alpha3_4,GNDI4Alpha_1:alpha3_5,GNDI4Alpha_1:alpha3_6,GNDI4Alpha_1:alpha3_7,GNDI4Alpha_1:alpha3_8,GNDI4Alpha_1:alpha3_9,GNDI4Alpha_1:alpha3_10,GNDI4Alpha_1:alpha3_11,GNDI4Alpha_1:alpha3_12,GNDI4Alpha_1:alpha3_13,GNDI4Alpha_1:alpha3_14,GNDI4Alpha_1:alpha3_15,GNDI4Alpha_1:alpha3_16,GNDI4Alpha_1:alpha3_17,GNDI4Alpha_1:alpha3_18,GNDI4Alpha_1:alpha3_19,GNDI4Alpha_1:alpha3_20,GNDI4Alpha_1:alpha3_21,GNDI4Alpha_1:alpha3_22,GNDI4Alpha_1:alpha3_23,GNDI4Alpha_1:alpha3_24
50                  ,0.08302             ,0.0898              ,0.1306              ,0.12969             ,739                 ,2347                ,2341                ,1804                ,0.31213             ,0.28706             ,0.04962             ,0.55272             ,0.40104             ,0.8275              ,0.79735             ,0.10725             ,0.50478             ,0.95181             ,0.01068             ,0.11536             ,0.07556             ,0.37244             ,0.50843             ,0.62432             ,0.68817             ,-0.0099             ,0.727               ,0.7359              ,0.36552             ,0.7251              ,0.77623             ,0.26745             ,0.12352             ,0.06409             ,0.55472             ,0.00131             ,0.93658             ,0.72                ,0.24396             ,0.4508              ,0.73955             ,0.91561             ,0.23047             ,0.34053             ,0.80555             ,0.51807             ,0.92955             ,0.2579              ,0.64296             ,0.14929             ,0.46418             ,0.29097             ,0.561               ,0.54985             ,0.97439             ,0.94905             ,0.51922             ,0.4984              ,0.88527             ,0.58538             ,0.05545             ,0.13993             ,0.50069             ,0.50489             ,0.72756             ,0.92603             ,0.52631             ,0.67234             ,0.78317             ,0.79148             ,0.32294             ,0.0198              ,0.79783             ,0.06884             ,0.79779             ,0.19939             ,0.75201             ,0.74633             ,0.07909             ,0.22417             ,1825                ,2017                ,4120                ,4057                ,0.07003             ,0.81121             ,0.20491             ,0.39989             ,0.97828             ,0.84997             ,0.59831             ,0.09355             ,0.17227             ,0.754               ,0.93049             ,0.3755              ,0.63488             ,0.86554             ,0.0924              ,0.95551             ,0.35946             ,0.68187             ,0.3992              ,0.77287             ,0.74973             ,0.95925             ,0.89718             ,0.35815             ,0.64123             ,0.02045             ,0.0294              ,0.83701             ,0.3971              ,0.71127             ,0.14536             ,0.2142              ,0.87162             ,0.7407              ,0.15662             ,0.108               ,0.79106             ,0.17306             ,0.28331             ,0.5867              ,0.5597              ,0.84878             ,0.22741             ,0.52162             ,0.27445             ,0.58941             ,0.16901             ,0.4994              ,0.44439             ,0.67516             ,0.54842             ,0.31979             ,0.43623             ,0.45291             ,0.75257             ,0.56864             ,0.47684             ,0.07629             ,0.38639             ,0.91899             ,0.31025             ,0.73607             ,0.09293             ,0.13422             ,0.35244             ,0.27239             ,0.0812              ,0.20311             ,0.95251             ,0.81384             ,0.93624             ,0.20582             
100                 ,0.22382             ,0.24412             ,0.12016             ,0.11819             ,694                 ,2328                ,2347                ,1801                ,0.29932             ,0.26619             ,0.04838             ,0.50962             ,0.38963             ,0.79507             ,0.76751             ,0.12022             ,0.4855              ,0.93909             ,-0.00809            ,0.11271             ,0.08757             ,0.36063             ,0.50233             ,0.58508             ,0.67256             ,-0.03041            ,0.72448             ,0.70741             ,0.35552             ,0.68946             ,0.74001             ,0.25431             ,0.09128             ,0.02294             ,0.56165             ,0.00149             ,0.89753             ,0.689               ,0.29053             ,0.44791             ,0.68403             ,0.86189             ,0.20464             ,0.3277              ,0.77984             ,0.50562             ,0.89402             ,0.26058             ,0.57387             ,0.17453             ,0.49512             ,0.28282             ,0.51242             ,0.48198             ,0.92557             ,0.90141             ,0.51814             ,0.49576             ,0.87987             ,0.58356             ,0.05515             ,0.13957             ,0.49998             ,0.5046              ,0.72369             ,0.90045             ,0.54475             ,0.66424             ,0.76525             ,0.78324             ,0.32969             ,0.04871             ,0.78775             ,0.04849             ,0.7935              ,0.19938             ,0.75211             ,0.6994              ,0.07569             ,0.22512             ,1832                ,2008                ,4118                ,4051                ,0.06634             ,0.76731             ,0.16395             ,0.3943              ,0.95373             ,0.8365              ,0.56135             ,0.09193             ,0.16697             ,0.71902             ,0.89843             ,0.35916             ,0.62493             ,0.83873             ,0.07185             ,0.90898             ,0.35277             ,0.67359             ,0.3761              ,0.72841             ,0.73484             ,0.9276              ,0.85776             ,0.34827             ,0.60279             ,0.02201             ,0.01061             ,0.79712             ,0.38597             ,0.68807             ,0.15544             ,0.19341             ,0.83376             ,0.70349             ,0.16099             ,0.10963             ,0.76034             ,0.18451             ,0.23796             ,0.56021             ,0.5141              ,0.81788             ,0.21576             ,0.49189             ,0.2721              ,0.53915             ,0.11377             ,0.46042             ,0.4348              ,0.67165             ,0.54327             ,0.31714             ,0.43377             ,0.45047             ,0.75177             ,0.55848             ,0.47001             ,0.06819             ,0.38471             ,0.91882             ,0.30732             ,0.73248             ,0.09692             ,0.13252             ,0.3518              ,0.27167             ,0.0757              ,0.20045             ,0.94335             ,0.79799             ,0.92459             ,0.20537             
150                 ,0.36781             ,0.39941             ,0.10844             ,0.10535             ,648                 ,2321                ,2338                ,1783                ,0.28319             ,0.24203             ,0.04342             ,0.46682             ,0.37493             ,0.75968             ,0.74261             ,0.12896             ,0.46047             ,0.92073             ,-0.03315            ,0.11415             ,0.09919             ,0.3506              ,0.49679             ,0.54831             ,0.64456             ,-0.04062            ,0.72113             ,0.67441             ,0.34295             ,0.6498              ,0.7017              ,0.23847             ,0.06725             ,0.00286             ,0.57956             ,-0.00241            ,0.85632             ,0.6552              ,0.32449             ,0.44332             ,0.62742             ,0.8054              ,0.17308             ,0.30129             ,0.74768             ,0.48838             ,0.85837             ,0.23795             ,0.49461             ,0.17311             ,0.53813             ,0.27259             ,0.45903             ,0.41344             ,0.87835             ,0.84691             ,0.51701             ,0.49181             ,0.8724              ,0.57988             ,0.05471             ,0.13977             ,0.50303             ,0.50345             ,0.72038             ,0.86819             ,0.56861             ,0.65321             ,0.74497             ,0.77601             ,0.33614             ,0.07365             ,0.78314             ,0.0332              ,0.78759             ,0.19705             ,0.75907             ,0.64211             ,0.07165             ,0.21462             ,1824                ,2021                ,4119                ,4045                ,0.05134             ,0.72353             ,0.12805             ,0.38923             ,0.92366             ,0.82058             ,0.52455             ,0.08698             ,0.15887             ,0.68095             ,0.8619              ,0.3411              ,0.6122              ,0.80749             ,0.04951             ,0.8633              ,0.34063             ,0.65848             ,0.35121             ,0.68322             ,0.71863             ,0.88992             ,0.8168              ,0.33571             ,0.56415             ,0.03364             ,-0.00244            ,0.75635             ,0.36362             ,0.65908             ,0.18339             ,0.16694             ,0.79335             ,0.66373             ,0.16163             ,0.11559             ,0.72639             ,0.16052             ,0.19737             ,0.53012             ,0.47005             ,0.78139             ,0.20348             ,0.45727             ,0.29255             ,0.48573             ,0.02905             ,0.4213              ,0.41698             ,0.66454             ,0.53069             ,0.31504             ,0.43313             ,0.44852             ,0.75235             ,0.54567             ,0.45944             ,0.05479             ,0.38205             ,0.91964             ,0.3041              ,0.72888             ,0.09322             ,0.13145             ,0.3475              ,0.26897             ,0.07244             ,0.19665             ,0.9308              ,0.77825             ,0.91272             ,0.20291             
200                 ,0.48444             ,0.51455             ,0.09793             ,0.09472             ,608                 ,2327                ,2254                ,1732                ,0.26545             ,0.21678             ,0.03831             ,0.42539             ,0.35887             ,0.72281             ,0.70843             ,0.13238             ,0.4382              ,0.89649             ,-0.05594            ,0.11517             ,0.1101              ,0.3328              ,0.49309             ,0.50545             ,0.61134             ,-0.03973            ,0.71306             ,0.6404              ,0.33041             ,0.60895             ,0.66167             ,0.2281              ,0.04135             ,0.01078             ,0.58902             ,0.00165             ,0.81505             ,0.6202              ,0.32284             ,0.43565             ,0.57393             ,0.75504             ,0.14663             ,0.27535             ,0.71209             ,0.46765             ,0.82454             ,0.1697              ,0.42836             ,0.1551              ,0.56814             ,0.26218             ,0.41763             ,0.35491             ,0.8316              ,0.79124             ,0.51684             ,0.48801             ,0.86047             ,0.57678             ,0.05493             ,0.13928             ,0.50408             ,0.50227             ,0.71861             ,0.83491             ,0.58741             ,0.63699             ,0.72025             ,0.76522             ,0.3425              ,0.0932              ,0.77619             ,0.02643             ,0.78361             ,0.19619             ,0.76482             ,0.58895             ,0.06858             ,0.20279             ,1807                ,2021                ,4120                ,4039                ,0.03526             ,0.68137             ,0.1009              ,0.3843              ,0.88922             ,0.80283             ,0.48739             ,0.07951             ,0.14967             ,0.64416             ,0.82383             ,0.32142             ,0.59741             ,0.77357             ,0.03708             ,0.81824             ,0.3294              ,0.64009             ,0.32515             ,0.64057             ,0.70183             ,0.85144             ,0.77108             ,0.31973             ,0.52403             ,0.05505             ,-0.02846            ,0.71415             ,0.33347             ,0.62576             ,0.22043             ,0.14032             ,0.75223             ,0.62569             ,0.15787             ,0.12378             ,0.68972             ,0.10892             ,0.16075             ,0.49812             ,0.42466             ,0.74253             ,0.18996             ,0.42226             ,0.32165             ,0.43652             ,-0.05653            ,0.38105             ,0.39947             ,0.65772             ,0.523               ,0.31302             ,0.43262             ,0.44679             ,0.752               ,0.53073             ,0.44737             ,0.04211             ,0.37987             ,0.91965             ,0.30274             ,0.72468             ,0.0949              ,0.12967             ,0.3458              ,0.26843             ,0.07134             ,0.19506             ,0.91681             ,0.75583             ,0.90346             ,0.20064             
250                 ,0.58732             ,0.60605             ,0.08761             ,0.08532             ,575                 ,2371                ,2179                ,1650                ,0.2468              ,0.19169             ,0.03425             ,0.38561             ,0.34244             ,0.68647             ,0.6617              ,0.13126             ,0.42209             ,0.87018             ,-0.07082            ,0.1182              ,0.11649             ,0.31165             ,0.49142             ,0.45599             ,0.58105             ,-0.0345             ,0.68936             ,0.60479             ,0.32244             ,0.56914             ,0.62164             ,0.21233             ,0.01806             ,0.01552             ,0.57846             ,0.00997             ,0.77443             ,0.58575             ,0.28048             ,0.42508             ,0.53023             ,0.71694             ,0.12934             ,0.26035             ,0.67066             ,0.4418              ,0.79505             ,0.10587             ,0.38104             ,0.13267             ,0.56887             ,0.2469              ,0.39472             ,0.31163             ,0.78603             ,0.74343             ,0.51778             ,0.48444             ,0.84039             ,0.57444             ,0.05567             ,0.13915             ,0.50374             ,0.5013              ,0.70691             ,0.80897             ,0.5956              ,0.62275             ,0.69307             ,0.75345             ,0.34714             ,0.10531             ,0.76404             ,0.02562             ,0.77925             ,0.19558             ,0.7649              ,0.5498              ,0.06694             ,0.18751             ,1803                ,2022                ,4120                ,4031                ,0.01981             ,0.64043             ,0.086               ,0.37994             ,0.85298             ,0.78344             ,0.45215             ,0.07025             ,0.1405              ,0.60851             ,0.78527             ,0.30011             ,0.5797              ,0.73893             ,0.02879             ,0.775               ,0.31841             ,0.61747             ,0.29842             ,0.60129             ,0.68335             ,0.81584             ,0.72035             ,0.30091             ,0.4844              ,0.07386             ,-0.05508            ,0.67081             ,0.30117             ,0.59034             ,0.25197             ,0.1222              ,0.71265             ,0.58915             ,0.15201             ,0.13077             ,0.64962             ,0.04879             ,0.12848             ,0.46723             ,0.3781              ,0.70096             ,0.17521             ,0.3878              ,0.34256             ,0.3987              ,-0.14797            ,0.34025             ,0.37977             ,0.6503              ,0.51887             ,0.31167             ,0.43341             ,0.44485             ,0.74965             ,0.51611             ,0.43551             ,0.03024             ,0.37795             ,0.91718             ,0.30308             ,0.72084             ,0.09828             ,0.12833             ,0.34597             ,0.2693              ,0.07149             ,0.19827             ,0.90304             ,0.73194             ,0.89944             ,0.1993              
300                 ,0.66468             ,0.67652             ,0.07897             ,0.07732             ,550                 ,2378                ,2101                ,1546                ,0.22722             ,0.16729             ,0.03115             ,0.34775             ,0.32545             ,0.65172             ,0.6069              ,0.12748             ,0.40952             ,0.846               ,-0.07775            ,0.12382             ,0.11376             ,0.29196             ,0.49049             ,0.40625             ,0.55704             ,-0.02821            ,0.64927             ,0.56865             ,0.3191              ,0.53419             ,0.5822              ,0.19153             ,0.0046              ,0.01263             ,0.54857             ,0.0077              ,0.73444             ,0.55276             ,0.21179             ,0.41368             ,0.49659             ,0.69498             ,0.12348             ,0.26446             ,0.62503             ,0.4102              ,0.76982             ,0.09815             ,0.35647             ,0.10819             ,0.5406              ,0.22776             ,0.39093             ,0.29163             ,0.74179             ,0.70613             ,0.51817             ,0.48217             ,0.81695             ,0.57347             ,0.05597             ,0.14133             ,0.50097             ,0.50033             ,0.67847             ,0.79614             ,0.59062             ,0.61843             ,0.66566             ,0.74235             ,0.34871             ,0.11099             ,0.74349             ,0.02803             ,0.77221             ,0.19512             ,0.75675             ,0.53571             ,0.06577             ,0.17658             ,1802                ,2022                ,4116                ,4020                ,0.01069             ,0.59981             ,0.07308             ,0.37575             ,0.81774             ,0.76232             ,0.42483             ,0.05945             ,0.1317              ,0.57455             ,0.74682             ,0.27619             ,0.55891             ,0.70469             ,0.01912             ,0.73316             ,0.3061              ,0.59236             ,0.27191             ,0.56478             ,0.6645              ,0.78388             ,0.67794             ,0.28153             ,0.44601             ,0.08823             ,-0.04864            ,0.62712             ,0.2814              ,0.55322             ,0.27681             ,0.11346             ,0.67427             ,0.55454             ,0.14477             ,0.13864             ,0.60688             ,0.01138             ,0.10064             ,0.43606             ,0.33101             ,0.65788             ,0.16005             ,0.35649             ,0.35395             ,0.3734              ,-0.24112            ,0.30048             ,0.35579             ,0.64316             ,0.51688             ,0.31083             ,0.43592             ,0.44154             ,0.74237             ,0.50396             ,0.42548             ,0.02369             ,0.37667             ,0.90947             ,0.30365             ,0.71698             ,0.0964              ,0.12928             ,0.34812             ,0.27079             ,0.07261             ,0.20266             ,0.89192             ,0.70688             ,0.89693             ,0.19969             
350                 ,0.71701             ,0.72288             ,0.07255             ,0.07156             ,534                 ,2353                ,2017                ,1463                ,0.2072              ,0.14406             ,0.02407             ,0.3122              ,0.30724             ,0.61696             ,0.55407             ,0.12246             ,0.39488             ,0.82763             ,-0.07802            ,0.12646             ,0.11128             ,0.27578             ,0.48929             ,0.35519             ,0.53651             ,-0.02182            ,0.60516             ,0.53185             ,0.32038             ,0.50193             ,0.54433             ,0.17058             ,0.0052              ,0.01054             ,0.51561             ,0.00796             ,0.69493             ,0.5196              ,0.14251             ,0.40453             ,0.46873             ,0.68831             ,0.12012             ,0.28037             ,0.58507             ,0.37388             ,0.74762             ,0.13736             ,0.3455              ,0.08138             ,0.48798             ,0.20633             ,0.39542             ,0.28657             ,0.69932             ,0.67208             ,0.5156              ,0.47883             ,0.79508             ,0.5725              ,0.05525             ,0.14564             ,0.49532             ,0.49839             ,0.63979             ,0.79376             ,0.57842             ,0.62286             ,0.6464              ,0.73114             ,0.34824             ,0.11266             ,0.71819             ,0.03331             ,0.76169             ,0.19438             ,0.74345             ,0.54078             ,0.06572             ,0.1692              ,1812                ,2012                ,4113                ,4015                ,0.00618             ,0.55886             ,0.0561              ,0.37164             ,0.78354             ,0.74                ,0.40436             ,0.04805             ,0.12488             ,0.54162             ,0.7086              ,0.25046             ,0.53692             ,0.66969             ,0.00999             ,0.69211             ,0.29321             ,0.56608             ,0.24564             ,0.52871             ,0.64382             ,0.75373             ,0.64626             ,0.26229             ,0.4094              ,0.10032             ,-0.01705            ,0.58521             ,0.27226             ,0.51712             ,0.28919             ,0.11039             ,0.63602             ,0.52117             ,0.13636             ,0.14526             ,0.56546             ,-0.00822            ,0.07719             ,0.40467             ,0.28706             ,0.61558             ,0.14444             ,0.32433             ,0.3487              ,0.35642             ,-0.28196            ,0.26342             ,0.33317             ,0.63517             ,0.51555             ,0.31072             ,0.43794             ,0.43746             ,0.73151             ,0.49381             ,0.4176              ,0.02176             ,0.37461             ,0.89732             ,0.30314             ,0.71215             ,0.09108             ,0.13114             ,0.34986             ,0.27127             ,0.07281             ,0.20749             ,0.88291             ,0.6833              ,0.88034             ,0.20119             
400                 ,0.74455             ,0.74984             ,0.06893             ,0.06799             ,523                 ,2354                ,2021                ,1409                ,0.18813             ,0.12258             ,0.01084             ,0.27912             ,0.28818             ,0.58144             ,0.50585             ,0.11657             ,0.37556             ,0.81403             ,-0.07309            ,0.1224              ,0.11056             ,0.26155             ,0.48743             ,0.30834             ,0.51722             ,-0.01588            ,0.56521             ,0.49512             ,0.32275             ,0.46798             ,0.50808             ,0.14904             ,0.01578             ,0.01201             ,0.48454             ,0.01129             ,0.65613             ,0.48537             ,0.09646             ,0.39738             ,0.4426              ,0.69213             ,0.11255             ,0.29773             ,0.55433             ,0.33591             ,0.72762             ,0.1749              ,0.33844             ,0.0489              ,0.42195             ,0.18355             ,0.39381             ,0.28651             ,0.65852             ,0.63562             ,0.51087             ,0.47269             ,0.77419             ,0.57039             ,0.05415             ,0.15096             ,0.48776             ,0.49529             ,0.60153             ,0.79366             ,0.56541             ,0.62855             ,0.63682             ,0.71741             ,0.3475              ,0.11194             ,0.69205             ,0.04162             ,0.74927             ,0.19408             ,0.72854             ,0.54928             ,0.06648             ,0.15943             ,1815                ,2022                ,4113                ,4014                ,0.00306             ,0.51862             ,0.03824             ,0.36727             ,0.75031             ,0.71648             ,0.38569             ,0.03777             ,0.11905             ,0.50929             ,0.67078             ,0.22531             ,0.51466             ,0.63454             ,0.00427             ,0.65176             ,0.27965             ,0.54006             ,0.22024             ,0.49307             ,0.61975             ,0.72329             ,0.6428              ,0.24318             ,0.37447             ,0.10701             ,0.01916             ,0.54582             ,0.26887             ,0.4819              ,0.28664             ,0.10801             ,0.5974              ,0.48854             ,0.12548             ,0.14922             ,0.5266              ,-0.01986            ,0.05805             ,0.37331             ,0.24679             ,0.57563             ,0.12903             ,0.29226             ,0.33055             ,0.34005             ,-0.27924            ,0.22889             ,0.31451             ,0.626               ,0.51231             ,0.31067             ,0.43875             ,0.43314             ,0.71965             ,0.48364             ,0.40971             ,0.02246             ,0.37135             ,0.88418             ,0.30164             ,0.70612             ,0.08389             ,0.1329              ,0.35066             ,0.27106             ,0.0724              ,0.21245             ,0.87285             ,0.66227             ,0.87734             ,0.20275             
450                 ,0.75515             ,0.76076             ,0.06749             ,0.06649             ,514                 ,2338                ,2021                ,1409                ,0.17041             ,0.10315             ,0.00119             ,0.24836             ,0.26938             ,0.54624             ,0.46114             ,0.11159             ,0.35964             ,0.80122             ,-0.06737            ,0.11695             ,0.10996             ,0.24908             ,0.48512             ,0.2678              ,0.49753             ,-0.01121            ,0.53528             ,0.45986             ,0.32304             ,0.43748             ,0.47292             ,0.13086             ,0.02488             ,0.01672             ,0.46294             ,0.01565             ,0.61837             ,0.4519              ,0.06694             ,0.38904             ,0.41851             ,0.69565             ,0.10526             ,0.31162             ,0.53173             ,0.30905             ,0.70715             ,0.19188             ,0.32628             ,0.00958             ,0.38093             ,0.16255             ,0.38638             ,0.28716             ,0.61905             ,0.59529             ,0.5074              ,0.46624             ,0.76071             ,0.56787             ,0.05352             ,0.15461             ,0.48195             ,0.49223             ,0.57574             ,0.79133             ,0.55438             ,0.63107             ,0.63129             ,0.70603             ,0.34712             ,0.11122             ,0.66759             ,0.05147             ,0.74176             ,0.19452             ,0.71402             ,0.55207             ,0.06707             ,0.15384             ,1815                ,2022                ,4112                ,4014                ,0.0002              ,0.4802              ,0.0227              ,0.36252             ,0.71891             ,0.69286             ,0.36796             ,0.02917             ,0.11391             ,0.47746             ,0.63384             ,0.20229             ,0.49299             ,0.59947             ,0.00187             ,0.61296             ,0.2666              ,0.51619             ,0.1963              ,0.46044             ,0.59306             ,0.69497             ,0.64206             ,0.22458             ,0.34117             ,0.10975             ,0.04053             ,0.50833             ,0.26527             ,0.44762             ,0.27825             ,0.10459             ,0.55949             ,0.45652             ,0.1128              ,0.15015             ,0.48987             ,-0.0346             ,0.04267             ,0.34424             ,0.20911             ,0.5383              ,0.11447             ,0.26417             ,0.30714             ,0.32112             ,-0.27941            ,0.19665             ,0.29935             ,0.61638             ,0.50977             ,0.31038             ,0.43894             ,0.4293              ,0.70921             ,0.47237             ,0.40366             ,0.02314             ,0.36822             ,0.872               ,0.30037             ,0.70079             ,0.07871             ,0.13429             ,0.35232             ,0.27127             ,0.07245             ,0.21671             ,0.86051             ,0.64897             ,0.87734             ,0.20422             
500                 ,0.7648              ,0.77013             ,0.06614             ,0.06518             ,506                 ,2342                ,2021                ,1404                ,0.1537              ,0.0856              ,-0.00726            ,0.22001             ,0.25079             ,0.51127             ,0.41988             ,0.10658             ,0.34289             ,0.7895              ,-0.0618             ,0.11032             ,0.11325             ,0.2363              ,0.48129             ,0.23364             ,0.4774              ,-0.00825            ,0.51243             ,0.42533             ,0.32094             ,0.4088              ,0.43895             ,0.11387             ,0.03052             ,0.0262              ,0.44412             ,0.02281             ,0.58165             ,0.41945             ,0.05083             ,0.38007             ,0.39366             ,0.69527             ,0.09713             ,0.32038             ,0.51426             ,0.28597             ,0.68488             ,0.18643             ,0.31082             ,-0.02748            ,0.34972             ,0.14276             ,0.37143             ,0.28509             ,0.58093             ,0.55369             ,0.50361             ,0.45928             ,0.74896             ,0.5648              ,0.05281             ,0.1577              ,0.47625             ,0.48889             ,0.55573             ,0.78623             ,0.54526             ,0.63161             ,0.62711             ,0.69559             ,0.34696             ,0.11132             ,0.64441             ,0.05853             ,0.73517             ,0.19495             ,0.70041             ,0.55102             ,0.06714             ,0.148               ,1815                ,2022                ,4112                ,4013                ,-0.0031             ,0.44352             ,0.00847             ,0.35757             ,0.68837             ,0.66904             ,0.34913             ,0.0217              ,0.10915             ,0.44623             ,0.59777             ,0.18084             ,0.47154             ,0.56457             ,0.00087             ,0.57564             ,0.25345             ,0.49288             ,0.17385             ,0.4293              ,0.56517             ,0.66807             ,0.64114             ,0.20628             ,0.30988             ,0.11054             ,0.05436             ,0.47258             ,0.25922             ,0.41391             ,0.26795             ,0.10109             ,0.52297             ,0.42521             ,0.09923             ,0.14937             ,0.45489             ,-0.05854            ,0.03071             ,0.31725             ,0.17321             ,0.50266             ,0.10076             ,0.23727             ,0.28108             ,0.30402             ,-0.27962            ,0.16665             ,0.2842              ,0.60598             ,0.50724             ,0.31005             ,0.43909             ,0.42588             ,0.69913             ,0.46015             ,0.39791             ,0.02278             ,0.36464             ,0.85997             ,0.29929             ,0.69591             ,0.07417             ,0.13533             ,0.35373             ,0.27166             ,0.07268             ,0.22077             ,0.84681             ,0.63827             ,0.87743             ,0.2057              
