epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4Alpha_0:i,GNDI4Alpha_0:j,GNDI4Alpha_0:k,GNDI4Alpha_0:l,GNDI4Alpha_0:alpha1_1,GNDI4Alpha_0:alpha1_2,GNDI4Alpha_0:alpha1_3,GNDI4Alpha_0:alpha1_4,GNDI4Alpha_0:alpha1_5,GNDI4Alpha_0:alpha1_6,GNDI4Alpha_0:alpha1_7,GNDI4Alpha_0:alpha1_8,GNDI4Alpha_0:alpha1_9,GNDI4Alpha_0:alpha1_10,GNDI4Alpha_0:alpha1_11,GNDI4Alpha_0:alpha1_12,GNDI4Alpha_0:alpha1_13,GNDI4Alpha_0:alpha1_14,GNDI4Alpha_0:alpha1_15,GNDI4Alpha_0:alpha1_16,GNDI4Alpha_0:alpha1_17,GNDI4Alpha_0:alpha1_18,GNDI4Alpha_0:alpha1_19,GNDI4Alpha_0:alpha1_20,GNDI4Alpha_0:alpha1_21,GNDI4Alpha_0:alpha1_22,GNDI4Alpha_0:alpha1_23,GNDI4Alpha_0:alpha1_24,GNDI4Alpha_0:alpha2_1,GNDI4Alpha_0:alpha2_2,GNDI4Alpha_0:alpha2_3,GNDI4Alpha_0:alpha2_4,GNDI4Alpha_0:alpha2_5,GNDI4Alpha_0:alpha2_6,GNDI4Alpha_0:alpha2_7,GNDI4Alpha_0:alpha2_8,GNDI4Alpha_0:alpha2_9,GNDI4Alpha_0:alpha2_10,GNDI4Alpha_0:alpha2_11,GNDI4Alpha_0:alpha2_12,GNDI4Alpha_0:alpha2_13,GNDI4Alpha_0:alpha2_14,GNDI4Alpha_0:alpha2_15,GNDI4Alpha_0:alpha2_16,GNDI4Alpha_0:alpha2_17,GNDI4Alpha_0:alpha2_18,GNDI4Alpha_0:alpha2_19,GNDI4Alpha_0:alpha2_20,GNDI4Alpha_0:alpha2_21,GNDI4Alpha_0:alpha2_22,GNDI4Alpha_0:alpha2_23,GNDI4Alpha_0:alpha2_24,GNDI4Alpha_0:alpha3_1,GNDI4Alpha_0:alpha3_2,GNDI4Alpha_0:alpha3_3,GNDI4Alpha_0:alpha3_4,GNDI4Alpha_0:alpha3_5,GNDI4Alpha_0:alpha3_6,GNDI4Alpha_0:alpha3_7,GNDI4Alpha_0:alpha3_8,GNDI4Alpha_0:alpha3_9,GNDI4Alpha_0:alpha3_10,GNDI4Alpha_0:alpha3_11,GNDI4Alpha_0:alpha3_12,GNDI4Alpha_0:alpha3_13,GNDI4Alpha_0:alpha3_14,GNDI4Alpha_0:alpha3_15,GNDI4Alpha_0:alpha3_16,GNDI4Alpha_0:alpha3_17,GNDI4Alpha_0:alpha3_18,GNDI4Alpha_0:alpha3_19,GNDI4Alpha_0:alpha3_20,GNDI4Alpha_0:alpha3_21,GNDI4Alpha_0:alpha3_22,GNDI4Alpha_0:alpha3_23,GNDI4Alpha_0:alpha3_24,GNDI4Alpha_1:i,GNDI4Alpha_1:j,GNDI4Alpha_1:k,GNDI4Alpha_1:l,GNDI4Alpha_1:alpha1_1,GNDI4Alpha_1:alpha1_2,GNDI4Alpha_1:alpha1_3,GNDI4Alpha_1:alpha1_4,GNDI4Alpha_1:alpha1_5,GNDI4Alpha_1:alpha1_6,GNDI4Alpha_1:alpha1_7,GNDI4Alpha_1:alpha1_8,GNDI4Alpha_1:alpha1_9,GNDI4Alpha_1:alpha1_10,GNDI4Alpha_1:alpha1_11,GNDI4Alpha_1:alpha1_12,GNDI4Alpha_1:alpha1_13,GNDI4Alpha_1:alpha1_14,GNDI4Alpha_1:alpha1_15,GNDI4Alpha_1:alpha1_16,GNDI4Alpha_1:alpha1_17,GNDI4Alpha_1:alpha1_18,GNDI4Alpha_1:alpha1_19,GNDI4Alpha_1:alpha1_20,GNDI4Alpha_1:alpha1_21,GNDI4Alpha_1:alpha1_22,GNDI4Alpha_1:alpha1_23,GNDI4Alpha_1:alpha1_24,GNDI4Alpha_1:alpha2_1,GNDI4Alpha_1:alpha2_2,GNDI4Alpha_1:alpha2_3,GNDI4Alpha_1:alpha2_4,GNDI4Alpha_1:alpha2_5,GNDI4Alpha_1:alpha2_6,GNDI4Alpha_1:alpha2_7,GNDI4Alpha_1:alpha2_8,GNDI4Alpha_1:alpha2_9,GNDI4Alpha_1:alpha2_10,GNDI4Alpha_1:alpha2_11,GNDI4Alpha_1:alpha2_12,GNDI4Alpha_1:alpha2_13,GNDI4Alpha_1:alpha2_14,GNDI4Alpha_1:alpha2_15,GNDI4Alpha_1:alpha2_16,GNDI4Alpha_1:alpha2_17,GNDI4Alpha_1:alpha2_18,GNDI4Alpha_1:alpha2_19,GNDI4Alpha_1:alpha2_20,GNDI4Alpha_1:alpha2_21,GNDI4Alpha_1:alpha2_22,GNDI4Alpha_1:alpha2_23,GNDI4Alpha_1:alpha2_24,GNDI4Alpha_1:alpha3_1,GNDI4Alpha_1:alpha3_2,GNDI4Alpha_1:alpha3_3,GNDI4Alpha_1:alpha3_4,GNDI4Alpha_1:alpha3_5,GNDI4Alpha_1:alpha3_6,GNDI4Alpha_1:alpha3_7,GNDI4Alpha_1:alpha3_8,GNDI4Alpha_1:alpha3_9,GNDI4Alpha_1:alpha3_10,GNDI4Alpha_1:alpha3_11,GNDI4Alpha_1:alpha3_12,GNDI4Alpha_1:alpha3_13,GNDI4Alpha_1:alpha3_14,GNDI4Alpha_1:alpha3_15,GNDI4Alpha_1:alpha3_16,GNDI4Alpha_1:alpha3_17,GNDI4Alpha_1:alpha3_18,GNDI4Alpha_1:alpha3_19,GNDI4Alpha_1:alpha3_20,GNDI4Alpha_1:alpha3_21,GNDI4Alpha_1:alpha3_22,GNDI4Alpha_1:alpha3_23,GNDI4Alpha_1:alpha3_24
50                  ,0.27825             ,0.30168             ,0.11587             ,0.1136              ,3686                ,229                 ,2838                ,3590                ,0.64664             ,0.67406             ,0.49134             ,0.11856             ,0.6499              ,0.68298             ,0.23705             ,0.70616             ,0.12196             ,0.80335             ,0.89806             ,0.40141             ,0.4365              ,0.0518              ,0.2241              ,0.75437             ,0.90687             ,0.66778             ,0.66381             ,0.86515             ,0.63608             ,0.20135             ,0.87766             ,0.46671             ,0.77334             ,-0.02259            ,0.96108             ,0.15383             ,0.30468             ,0.3522              ,0.5409              ,0.43184             ,0.03271             ,0.79591             ,0.85502             ,0.07286             ,0.1761              ,0.37227             ,0.11393             ,0.18019             ,0.29342             ,0.24534             ,0.24969             ,0.1927              ,0.09866             ,0.16389             ,0.36344             ,0.84166             ,0.30805             ,0.12168             ,0.34877             ,0.08862             ,0.9362              ,0.78741             ,0.32741             ,0.91217             ,0.54079             ,0.20561             ,0.69166             ,0.93839             ,0.00054             ,0.47913             ,0.53685             ,0.30009             ,0.83645             ,0.09768             ,0.27775             ,0.76631             ,0.3803              ,0.78317             ,0.97085             ,0.29959             ,1024                ,2900                ,970                 ,76                  ,0.11897             ,0.4272              ,0.48708             ,0.2581              ,0.42039             ,0.42627             ,0.76015             ,0.10053             ,0.88088             ,0.21351             ,0.34993             ,0.87059             ,0.07642             ,0.4938              ,0.83227             ,0.51512             ,0.74874             ,0.63913             ,0.79814             ,0.89824             ,0.23778             ,0.11285             ,0.56041             ,0.43436             ,0.27724             ,0.96422             ,0.86233             ,0.28088             ,0.86262             ,0.78692             ,0.84993             ,0.49478             ,0.81455             ,0.04473             ,0.31971             ,0.59328             ,0.7887              ,0.72353             ,0.63163             ,0.00651             ,0.66601             ,0.41117             ,0.35164             ,0.87204             ,0.55076             ,0.32828             ,0.17609             ,0.39524             ,0.73496             ,0.17803             ,0.18607             ,0.07142             ,0.50114             ,0.79814             ,0.7624              ,0.46552             ,0.69864             ,0.19324             ,0.54156             ,0.72496             ,0.01353             ,0.20168             ,0.8523              ,0.06396             ,0.7196              ,0.80002             ,0.74468             ,0.66195             ,0.45401             ,0.54279             ,-0.00598            ,0.87386             
100                 ,0.48263             ,0.49833             ,0.0981              ,0.09628             ,3664                ,245                 ,2806                ,3618                ,0.60687             ,0.62573             ,0.48141             ,0.13462             ,0.61919             ,0.63952             ,0.21426             ,0.67301             ,0.08967             ,0.76589             ,0.87384             ,0.36022             ,0.39048             ,0.01498             ,0.19381             ,0.70372             ,0.86079             ,0.62149             ,0.62287             ,0.81053             ,0.59586             ,0.16399             ,0.83215             ,0.45881             ,0.70515             ,-0.01346            ,0.90791             ,0.08368             ,0.27569             ,0.31032             ,0.50367             ,0.4004              ,0.02575             ,0.7553              ,0.85232             ,0.07414             ,0.14045             ,0.31646             ,0.11166             ,0.17878             ,0.2505              ,0.21578             ,0.2327              ,0.17433             ,0.09335             ,0.13513             ,0.3744              ,0.79173             ,0.30461             ,0.12792             ,0.35897             ,0.11976             ,0.91727             ,0.7361              ,0.31892             ,0.89854             ,0.53337             ,0.20287             ,0.69194             ,0.92175             ,-0.00069            ,0.4224              ,0.52904             ,0.29287             ,0.78773             ,0.11548             ,0.30853             ,0.73579             ,0.37793             ,0.75725             ,0.95513             ,0.30176             ,998                 ,2925                ,1018                ,80                  ,0.07385             ,0.41141             ,0.48717             ,0.22402             ,0.40315             ,0.38945             ,0.72781             ,0.09486             ,0.86819             ,0.17316             ,0.3512              ,0.84575             ,0.06032             ,0.46153             ,0.79519             ,0.46785             ,0.72122             ,0.6275              ,0.75941             ,0.85375             ,0.22252             ,0.0849              ,0.51293             ,0.41115             ,0.2149              ,0.92371             ,0.81111             ,0.24138             ,0.81989             ,0.74386             ,0.79526             ,0.43151             ,0.79035             ,0.02171             ,0.29665             ,0.57264             ,0.73538             ,0.68138             ,0.5735              ,0.026               ,0.67486             ,0.40665             ,0.30722             ,0.82273             ,0.51113             ,0.35588             ,0.13319             ,0.4397              ,0.66633             ,0.16187             ,0.13832             ,0.08458             ,0.4888              ,0.77468             ,0.71239             ,0.46067             ,0.68894             ,0.2062              ,0.52947             ,0.70278             ,-0.00149            ,0.17773             ,0.81274             ,0.04704             ,0.70551             ,0.79513             ,0.73317             ,0.63853             ,0.4569              ,0.53847             ,0.01772             ,0.86032             
150                 ,0.59262             ,0.58873             ,0.08705             ,0.08718             ,3656                ,261                 ,2786                ,3617                ,0.54761             ,0.57945             ,0.46299             ,0.11855             ,0.58919             ,0.6034              ,0.1924              ,0.63319             ,0.06246             ,0.7244              ,0.84321             ,0.31958             ,0.34689             ,-0.01976            ,0.16808             ,0.65471             ,0.81754             ,0.57626             ,0.58139             ,0.75857             ,0.55571             ,0.13551             ,0.78423             ,0.44249             ,0.64204             ,-0.00061            ,0.85658             ,0.03001             ,0.25253             ,0.27718             ,0.46353             ,0.35097             ,0.03483             ,0.71345             ,0.82342             ,0.06795             ,0.10786             ,0.27199             ,0.1147              ,0.15037             ,0.21099             ,0.18484             ,0.21868             ,0.13797             ,0.09491             ,0.10006             ,0.36444             ,0.7393              ,0.29213             ,0.13441             ,0.36517             ,0.14219             ,0.89114             ,0.69704             ,0.31011             ,0.87548             ,0.52482             ,0.19429             ,0.68145             ,0.89499             ,0.01305             ,0.37636             ,0.51983             ,0.28615             ,0.74514             ,0.11993             ,0.32358             ,0.69018             ,0.37551             ,0.73333             ,0.90929             ,0.30926             ,1015                ,2874                ,1053                ,85                  ,0.02543             ,0.39519             ,0.49855             ,0.18681             ,0.38414             ,0.35247             ,0.69488             ,0.07489             ,0.84819             ,0.13709             ,0.30532             ,0.80474             ,0.05093             ,0.43468             ,0.7542              ,0.42283             ,0.66823             ,0.61182             ,0.71033             ,0.81009             ,0.19945             ,0.06348             ,0.46795             ,0.37306             ,0.15665             ,0.88214             ,0.77514             ,0.20054             ,0.7725              ,0.69364             ,0.74813             ,0.36754             ,0.77939             ,0.07171             ,0.25623             ,0.52642             ,0.68555             ,0.64175             ,0.52389             ,0.01989             ,0.61812             ,0.40332             ,0.22971             ,0.77278             ,0.44867             ,0.34292             ,0.1002              ,0.43395             ,0.59751             ,0.14447             ,0.1008              ,0.09475             ,0.48303             ,0.75067             ,0.67404             ,0.46609             ,0.68379             ,0.20442             ,0.50648             ,0.67338             ,0.01006             ,0.15564             ,0.77456             ,0.00382             ,0.68505             ,0.78596             ,0.70585             ,0.61297             ,0.45198             ,0.53588             ,0.04085             ,0.83572             
200                 ,0.63812             ,0.62248             ,0.08204             ,0.08352             ,3662                ,279                 ,2772                ,3617                ,0.49941             ,0.53519             ,0.44322             ,0.09257             ,0.56002             ,0.57149             ,0.17496             ,0.59311             ,0.04081             ,0.68404             ,0.81124             ,0.28056             ,0.3058              ,-0.03549            ,0.14216             ,0.60795             ,0.77738             ,0.53336             ,0.53873             ,0.7126              ,0.51451             ,0.10758             ,0.7381              ,0.42169             ,0.58915             ,-0.00054            ,0.81102             ,0.01909             ,0.23236             ,0.25944             ,0.42127             ,0.30986             ,0.03185             ,0.67387             ,0.77927             ,0.06917             ,0.07846             ,0.24692             ,0.11243             ,0.11969             ,0.1858              ,0.15823             ,0.20097             ,0.11421             ,0.08637             ,0.06932             ,0.35449             ,0.6915              ,0.28478             ,0.13804             ,0.36201             ,0.16233             ,0.86185             ,0.6724              ,0.30581             ,0.84981             ,0.51514             ,0.18847             ,0.66931             ,0.86769             ,0.0164              ,0.35952             ,0.51059             ,0.2781              ,0.71686             ,0.11941             ,0.32673             ,0.66033             ,0.3706              ,0.70357             ,0.86376             ,0.3076              ,1043                ,2819                ,1061                ,88                  ,0.00528             ,0.37793             ,0.49754             ,0.15226             ,0.35434             ,0.32593             ,0.65892             ,0.05595             ,0.8234              ,0.1065              ,0.24858             ,0.7522              ,0.04788             ,0.40892             ,0.71806             ,0.38023             ,0.61282             ,0.58016             ,0.66072             ,0.76822             ,0.18202             ,0.05853             ,0.42488             ,0.32912             ,0.11843             ,0.83972             ,0.75674             ,0.16406             ,0.72369             ,0.6422              ,0.72212             ,0.31425             ,0.7723              ,0.10427             ,0.21637             ,0.47273             ,0.63835             ,0.6015              ,0.48715             ,0.01252             ,0.54516             ,0.38479             ,0.16978             ,0.72413             ,0.39248             ,0.30122             ,0.07068             ,0.40265             ,0.55765             ,0.13164             ,0.08418             ,0.09705             ,0.47745             ,0.73051             ,0.65288             ,0.46216             ,0.68009             ,0.196               ,0.48357             ,0.63894             ,0.0288              ,0.14532             ,0.74608             ,-0.03649            ,0.65855             ,0.7707              ,0.67858             ,0.58707             ,0.44576             ,0.5268              ,0.05119             ,0.81026             
250                 ,0.67344             ,0.66147             ,0.07794             ,0.07909             ,3679                ,299                 ,2761                ,3617                ,0.45875             ,0.49279             ,0.42371             ,0.07136             ,0.5306              ,0.54064             ,0.15819             ,0.55302             ,0.02424             ,0.64449             ,0.77807             ,0.24405             ,0.26762             ,-0.04447            ,0.1179              ,0.56334             ,0.73896             ,0.49219             ,0.498               ,0.66946             ,0.47383             ,0.0822              ,0.69381             ,0.40077             ,0.54296             ,0.00114             ,0.76855             ,0.03324             ,0.21205             ,0.25277             ,0.37883             ,0.27483             ,0.0169              ,0.63519             ,0.72996             ,0.06893             ,0.0546              ,0.23337             ,0.10689             ,0.09231             ,0.17204             ,0.13351             ,0.18583             ,0.10293             ,0.07393             ,0.03709             ,0.34538             ,0.64818             ,0.2785              ,0.13991             ,0.35377             ,0.18313             ,0.82976             ,0.65583             ,0.30133             ,0.82357             ,0.50589             ,0.18395             ,0.65409             ,0.84101             ,0.01286             ,0.36072             ,0.50082             ,0.26872             ,0.69639             ,0.11782             ,0.32441             ,0.63988             ,0.36375             ,0.67285             ,0.82189             ,0.30034             ,1058                ,2783                ,1061                ,91                  ,-0.01258            ,0.35874             ,0.4773              ,0.1219              ,0.31708             ,0.30692             ,0.62254             ,0.03939             ,0.79658             ,0.08186             ,0.19741             ,0.6985              ,0.04877             ,0.38168             ,0.68608             ,0.34019             ,0.56078             ,0.53996             ,0.61467             ,0.72665             ,0.16937             ,0.05639             ,0.38389             ,0.28602             ,0.09895             ,0.79696             ,0.7455              ,0.13193             ,0.67546             ,0.59517             ,0.7089              ,0.26778             ,0.76711             ,0.12774             ,0.18361             ,0.42181             ,0.5922              ,0.56093             ,0.46001             ,0.01782             ,0.47724             ,0.35496             ,0.1324              ,0.67632             ,0.34288             ,0.25192             ,0.0474              ,0.37343             ,0.53745             ,0.12208             ,0.07582             ,0.09635             ,0.47001             ,0.71111             ,0.64427             ,0.45107             ,0.67846             ,0.18375             ,0.46203             ,0.60365             ,0.04326             ,0.14092             ,0.72408             ,-0.07082            ,0.62982             ,0.75224             ,0.65279             ,0.55762             ,0.43912             ,0.51436             ,0.05494             ,0.78478             
300                 ,0.72539             ,0.71747             ,0.07147             ,0.07226             ,3722                ,320                 ,2762                ,3617                ,0.42327             ,0.4523              ,0.40332             ,0.05703             ,0.50104             ,0.50693             ,0.14134             ,0.51168             ,0.01365             ,0.60613             ,0.74269             ,0.20968             ,0.23246             ,-0.05854            ,0.09593             ,0.52082             ,0.70169             ,0.45268             ,0.46095             ,0.62708             ,0.43443             ,0.06072             ,0.65038             ,0.38112             ,0.50117             ,0.00052             ,0.72694             ,0.04377             ,0.18667             ,0.24956             ,0.3382              ,0.24758             ,-0.00801            ,0.59767             ,0.68167             ,0.06594             ,0.03662             ,0.21593             ,0.0992              ,0.06839             ,0.15545             ,0.11031             ,0.17628             ,0.09015             ,0.0614              ,-0.00619            ,0.33468             ,0.60816             ,0.26931             ,0.13966             ,0.3427              ,0.19944             ,0.79867             ,0.63906             ,0.2965              ,0.79609             ,0.5004              ,0.18148             ,0.63581             ,0.81612             ,0.00431             ,0.36027             ,0.49056             ,0.25992             ,0.67551             ,0.11538             ,0.32483             ,0.61849             ,0.35508             ,0.64764             ,0.78168             ,0.29045             ,1060                ,2727                ,1060                ,94                  ,-0.03491            ,0.33911             ,0.44813             ,0.09583             ,0.28042             ,0.29104             ,0.5871              ,0.02611             ,0.76885             ,0.06126             ,0.15602             ,0.64726             ,0.04847             ,0.35295             ,0.65567             ,0.30272             ,0.51344             ,0.49938             ,0.57197             ,0.68545             ,0.15856             ,0.05093             ,0.34519             ,0.24566             ,0.07946             ,0.75487             ,0.73076             ,0.10442             ,0.62968             ,0.55253             ,0.69074             ,0.22548             ,0.75452             ,0.13329             ,0.15736             ,0.37641             ,0.54514             ,0.52055             ,0.43465             ,0.02141             ,0.41737             ,0.32354             ,0.1025              ,0.63212             ,0.30118             ,0.21015             ,0.02996             ,0.34128             ,0.51924             ,0.11687             ,0.06527             ,0.09397             ,0.4609              ,0.69135             ,0.6322              ,0.43684             ,0.67145             ,0.17454             ,0.44187             ,0.56981             ,0.05478             ,0.14                ,0.70057             ,-0.09662            ,0.60102             ,0.73224             ,0.62812             ,0.53098             ,0.43215             ,0.50104             ,0.05679             ,0.75883             
350                 ,0.76977             ,0.76713             ,0.06544             ,0.0656              ,3754                ,336                 ,2777                ,3619                ,0.38661             ,0.41372             ,0.3817              ,0.04642             ,0.47335             ,0.47202             ,0.12498             ,0.47254             ,0.01384             ,0.56966             ,0.70069             ,0.17767             ,0.20033             ,-0.08182            ,0.07691             ,0.48028             ,0.66595             ,0.41496             ,0.42897             ,0.58514             ,0.39687             ,0.0453              ,0.60672             ,0.36191             ,0.45979             ,0.01413             ,0.6861              ,0.06126             ,0.16101             ,0.26625             ,0.29954             ,0.21373             ,-0.03254            ,0.5618              ,0.61854             ,0.03178             ,0.02408             ,0.20575             ,0.0898              ,0.04122             ,0.14758             ,0.08963             ,0.17931             ,0.0743              ,0.04817             ,-0.07199            ,0.31808             ,0.56948             ,0.25546             ,0.13787             ,0.328               ,0.20765             ,0.76501             ,0.63149             ,0.29164             ,0.76404             ,0.50127             ,0.18287             ,0.61264             ,0.79761             ,-0.00299            ,0.35982             ,0.48251             ,0.25715             ,0.66101             ,0.10772             ,0.32139             ,0.59908             ,0.34854             ,0.6411              ,0.73968             ,0.28171             ,1060                ,2686                ,1049                ,97                  ,-0.05062            ,0.3201              ,0.41421             ,0.07401             ,0.24414             ,0.27735             ,0.55331             ,0.01917             ,0.74092             ,0.04402             ,0.12353             ,0.59678             ,0.04165             ,0.32318             ,0.62747             ,0.26767             ,0.46906             ,0.45891             ,0.53206             ,0.64447             ,0.14963             ,0.0497              ,0.30888             ,0.20779             ,0.06994             ,0.71395             ,0.71128             ,0.08127             ,0.58643             ,0.51469             ,0.6692              ,0.19162             ,0.73523             ,0.12718             ,0.13658             ,0.33338             ,0.49862             ,0.48065             ,0.41565             ,0.00655             ,0.36336             ,0.29138             ,0.07147             ,0.59074             ,0.2659              ,0.1755              ,0.01972             ,0.29547             ,0.50127             ,0.11698             ,0.04914             ,0.08952             ,0.44861             ,0.67039             ,0.61916             ,0.40824             ,0.65991             ,0.17119             ,0.42264             ,0.53653             ,0.06112             ,0.14258             ,0.67803             ,-0.09871            ,0.57162             ,0.71099             ,0.60641             ,0.50606             ,0.42503             ,0.4877              ,0.06067             ,0.73365             
400                 ,0.78941             ,0.78987             ,0.06259             ,0.06231             ,3755                ,346                 ,2797                ,3621                ,0.34992             ,0.37708             ,0.36054             ,0.03557             ,0.44622             ,0.44221             ,0.10943             ,0.44078             ,0.01838             ,0.53414             ,0.65507             ,0.15036             ,0.1712              ,-0.09575            ,0.06109             ,0.44164             ,0.62857             ,0.37929             ,0.39702             ,0.54531             ,0.36122             ,0.03313             ,0.56396             ,0.34122             ,0.42058             ,0.01624             ,0.64691             ,0.0744              ,0.14179             ,0.2832              ,0.26352             ,0.18825             ,-0.05266            ,0.52669             ,0.55365             ,0.01507             ,0.01579             ,0.20195             ,0.07727             ,0.01586             ,0.1442              ,0.07264             ,0.17796             ,0.06146             ,0.03309             ,-0.11712            ,0.30031             ,0.53119             ,0.24531             ,0.13721             ,0.31322             ,0.21098             ,0.73219             ,0.62746             ,0.28678             ,0.73585             ,0.50046             ,0.18626             ,0.59263             ,0.78875             ,-0.01007            ,0.35882             ,0.47672             ,0.25817             ,0.64639             ,0.09939             ,0.31204             ,0.58123             ,0.34634             ,0.64089             ,0.69828             ,0.27416             ,1060                ,2656                ,1038                ,100                 ,-0.06468            ,0.30141             ,0.37809             ,0.05618             ,0.21151             ,0.26296             ,0.52052             ,0.01623             ,0.71377             ,0.02993             ,0.09723             ,0.54896             ,0.03485             ,0.29277             ,0.60047             ,0.23523             ,0.42699             ,0.42186             ,0.49533             ,0.60468             ,0.14333             ,0.05367             ,0.27495             ,0.18037             ,0.06981             ,0.67425             ,0.68817             ,0.06223             ,0.54656             ,0.4816              ,0.6422              ,0.16032             ,0.70977             ,0.12124             ,0.12335             ,0.29342             ,0.45583             ,0.44171             ,0.40114             ,-0.00031            ,0.31418             ,0.26453             ,0.05057             ,0.55233             ,0.23589             ,0.14647             ,0.01309             ,0.25227             ,0.48617             ,0.11838             ,0.03361             ,0.08429             ,0.43328             ,0.6478              ,0.60093             ,0.37568             ,0.64473             ,0.16974             ,0.40593             ,0.50573             ,0.06071             ,0.14457             ,0.65727             ,-0.0906             ,0.54255             ,0.69116             ,0.5932              ,0.48854             ,0.41789             ,0.47477             ,0.06375             ,0.71597             
450                 ,0.79869             ,0.79869             ,0.06119             ,0.06099             ,3752                ,352                 ,2821                ,3621                ,0.31448             ,0.34244             ,0.34011             ,0.02358             ,0.41915             ,0.41682             ,0.09483             ,0.41166             ,0.01904             ,0.49919             ,0.61156             ,0.1263              ,0.145               ,-0.10445            ,0.04743             ,0.40491             ,0.59031             ,0.34555             ,0.36455             ,0.50771             ,0.32748             ,0.02006             ,0.52365             ,0.31905             ,0.38293             ,0.01577             ,0.609               ,0.07691             ,0.12675             ,0.29267             ,0.23081             ,0.16567             ,-0.06627            ,0.49197             ,0.49739             ,0.00745             ,0.01034             ,0.19646             ,0.06203             ,0.00109             ,0.1384              ,0.0584              ,0.1705              ,0.04543             ,0.02142             ,-0.1494             ,0.28529             ,0.49328             ,0.23931             ,0.13741             ,0.30022             ,0.2118              ,0.70201             ,0.61956             ,0.28175             ,0.70881             ,0.499               ,0.18984             ,0.57749             ,0.78157             ,-0.01612            ,0.35392             ,0.47148             ,0.25988             ,0.62697             ,0.09223             ,0.30065             ,0.5606              ,0.34416             ,0.64006             ,0.66268             ,0.26754             ,1060                ,2654                ,1035                ,103                 ,-0.0751             ,0.28295             ,0.34396             ,0.0418              ,0.18363             ,0.24711             ,0.48749             ,0.01368             ,0.68624             ,0.01955             ,0.07539             ,0.50499             ,0.02769             ,0.26334             ,0.57333             ,0.20539             ,0.38779             ,0.38824             ,0.46052             ,0.56668             ,0.1378              ,0.05809             ,0.24341             ,0.15799             ,0.07107             ,0.63575             ,0.66357             ,0.04672             ,0.50896             ,0.44991             ,0.61003             ,0.12637             ,0.68071             ,0.11676             ,0.1124              ,0.25807             ,0.41774             ,0.40453             ,0.38584             ,-0.00059            ,0.27037             ,0.24145             ,0.03302             ,0.51585             ,0.20911             ,0.12265             ,0.00839             ,0.21548             ,0.47354             ,0.11922             ,0.02303             ,0.07978             ,0.41903             ,0.62445             ,0.57413             ,0.34848             ,0.62594             ,0.16855             ,0.39103             ,0.4767              ,0.05785             ,0.14463             ,0.63576             ,-0.08601            ,0.51431             ,0.67367             ,0.58358             ,0.47343             ,0.41031             ,0.46108             ,0.06622             ,0.70143             
500                 ,0.80424             ,0.80368             ,0.06034             ,0.06023             ,3750                ,356                 ,2822                ,3623                ,0.28127             ,0.30978             ,0.32071             ,0.01347             ,0.39271             ,0.39581             ,0.08155             ,0.38376             ,0.01707             ,0.46531             ,0.57348             ,0.10479             ,0.12166             ,-0.10938            ,0.03601             ,0.37008             ,0.55247             ,0.31367             ,0.33278             ,0.4721              ,0.29567             ,0.00881             ,0.48692             ,0.29696             ,0.34728             ,0.01527             ,0.57263             ,0.07469             ,0.11385             ,0.29716             ,0.20122             ,0.14416             ,-0.07416            ,0.45817             ,0.44996             ,0.00269             ,0.00678             ,0.19113             ,0.04785             ,0.0008              ,0.13234             ,0.04632             ,0.15988             ,0.03005             ,0.01397             ,-0.17076            ,0.27541             ,0.45679             ,0.23579             ,0.13783             ,0.28808             ,0.21162             ,0.67551             ,0.61092             ,0.27618             ,0.68392             ,0.49776             ,0.19257             ,0.56728             ,0.77568             ,-0.02151            ,0.34849             ,0.46736             ,0.26134             ,0.60591             ,0.08542             ,0.28903             ,0.54093             ,0.34148             ,0.63886             ,0.6379              ,0.26111             ,1061                ,2654                ,1035                ,106                 ,-0.08094            ,0.2645              ,0.31188             ,0.03043             ,0.15805             ,0.23136             ,0.45539             ,0.01108             ,0.65863             ,0.01235             ,0.05706             ,0.46409             ,0.02219             ,0.23575             ,0.54633             ,0.17813             ,0.35139             ,0.3561              ,0.4272              ,0.53156             ,0.13241             ,0.0616              ,0.21426             ,0.1388              ,0.07203             ,0.59833             ,0.63844             ,0.03468             ,0.47291             ,0.41883             ,0.57848             ,0.0883              ,0.6518              ,0.11321             ,0.10244             ,0.22559             ,0.38233             ,0.36932             ,0.36962             ,0.00066             ,0.2317              ,0.22045             ,0.01981             ,0.48085             ,0.18414             ,0.1014              ,0.00346             ,0.1883              ,0.4638              ,0.11974             ,0.01466             ,0.07518             ,0.40717             ,0.60186             ,0.54709             ,0.32724             ,0.60659             ,0.16689             ,0.37825             ,0.44835             ,0.05498             ,0.14455             ,0.61422             ,-0.08484            ,0.48749             ,0.65859             ,0.57644             ,0.46147             ,0.40227             ,0.44759             ,0.06845             ,0.68953             
