features,samples,r2_train,r2_validation,r2_test,rmse_train,rmse_validation,rmse_test,sis
4200,21782,0.87,0.85,0.86,0.05,0.05,0.05,BI:3;DI:3;NDI:3;SNDI:3;MNDI:3
