epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4_0:i,GNDI4_0:j,GNDI4_0:k,GNDI4_0:l,GNDI4_0:alpha1,GNDI4_0:alpha2,GNDI4_0:alpha3
50                  ,0.02344             ,0.02603             ,0.13478             ,0.13416             ,931                 ,2875                ,2420                ,2922                ,0.1972              ,0.42844             ,0.73442             
100                 ,0.06735             ,0.07575             ,0.13171             ,0.13069             ,906                 ,2867                ,2430                ,2930                ,0.20177             ,0.42092             ,0.74053             
150                 ,0.11721             ,0.1339              ,0.12814             ,0.12651             ,863                 ,2865                ,2433                ,2953                ,0.19883             ,0.41514             ,0.74203             
200                 ,0.16826             ,0.19325             ,0.12438             ,0.1221              ,814                 ,2869                ,2433                ,2990                ,0.19372             ,0.41054             ,0.74114             
250                 ,0.20653             ,0.23719             ,0.12149             ,0.11873             ,769                 ,2869                ,2433                ,2989                ,0.19062             ,0.40693             ,0.74026             
300                 ,0.24561             ,0.28039             ,0.11846             ,0.11532             ,728                 ,2854                ,2433                ,2989                ,0.18751             ,0.40343             ,0.73915             
350                 ,0.28643             ,0.32442             ,0.11521             ,0.11173             ,690                 ,2828                ,2433                ,2989                ,0.18354             ,0.39889             ,0.73783             
400                 ,0.33027             ,0.37052             ,0.11161             ,0.10785             ,655                 ,2801                ,2433                ,2989                ,0.17891             ,0.39372             ,0.73638             
450                 ,0.37689             ,0.41872             ,0.10766             ,0.10364             ,622                 ,2781                ,2433                ,2989                ,0.17317             ,0.3877              ,0.73479             
500                 ,0.42476             ,0.46659             ,0.10344             ,0.09928             ,591                 ,2751                ,2433                ,2989                ,0.16576             ,0.38081             ,0.7328              
550                 ,0.47398             ,0.51386             ,0.09892             ,0.09478             ,565                 ,2699                ,2433                ,2986                ,0.15736             ,0.37251             ,0.73135             
600                 ,0.51481             ,0.55149             ,0.095               ,0.09104             ,542                 ,2697                ,2433                ,2986                ,0.14819             ,0.36208             ,0.73073             
650                 ,0.55101             ,0.58485             ,0.09139             ,0.08759             ,523                 ,2697                ,2433                ,2984                ,0.1384              ,0.34953             ,0.73093             
700                 ,0.58226             ,0.61194             ,0.08815             ,0.08468             ,507                 ,2697                ,2433                ,2982                ,0.1274              ,0.33608             ,0.73142             
750                 ,0.6088              ,0.63366             ,0.0853              ,0.08228             ,492                 ,2697                ,2433                ,2978                ,0.11631             ,0.3237              ,0.73302             
800                 ,0.63074             ,0.65046             ,0.08288             ,0.08037             ,478                 ,2697                ,2433                ,2977                ,0.10535             ,0.31304             ,0.73543             
