epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3_0:i,GNDI3_0:j,GNDI3_0:k,GNDI3_0:alpha1,GNDI3_0:alpha2
1350                ,0.56678             ,0.5758              ,0.08977             ,0.08854             ,66                  ,344                 ,3179                ,0.30686             ,1.00673             
1400                ,0.56766             ,0.57578             ,0.08968             ,0.08854             ,68                  ,343                 ,3179                ,0.30823             ,1.00331             
1450                ,0.56854             ,0.57599             ,0.08958             ,0.08852             ,70                  ,342                 ,3179                ,0.31009             ,0.99974             
1500                ,0.56945             ,0.57604             ,0.08949             ,0.08851             ,72                  ,341                 ,3179                ,0.31271             ,0.99605             
1550                ,0.57036             ,0.57585             ,0.0894              ,0.08853             ,74                  ,341                 ,3183                ,0.31602             ,0.99231             
1600                ,0.57111             ,0.57579             ,0.08932             ,0.08854             ,77                  ,340                 ,3184                ,0.31929             ,0.98847             
1650                ,0.57181             ,0.57568             ,0.08924             ,0.08855             ,80                  ,340                 ,3184                ,0.32273             ,0.98459             
1700                ,0.57266             ,0.57571             ,0.08916             ,0.08855             ,83                  ,339                 ,3184                ,0.32637             ,0.98046             
1750                ,0.5736              ,0.57611             ,0.08906             ,0.08851             ,87                  ,339                 ,3184                ,0.33055             ,0.97611             
1800                ,0.5746              ,0.5763              ,0.08895             ,0.08849             ,91                  ,339                 ,3184                ,0.33554             ,0.97165             
1850                ,0.57551             ,0.57672             ,0.08886             ,0.08844             ,95                  ,339                 ,3184                ,0.34037             ,0.96711             
1900                ,0.57629             ,0.57669             ,0.08878             ,0.08845             ,99                  ,340                 ,3184                ,0.34504             ,0.96267             
1950                ,0.577               ,0.57704             ,0.0887              ,0.08841             ,104                 ,341                 ,3184                ,0.34938             ,0.95829             
2000                ,0.57773             ,0.57715             ,0.08862             ,0.0884              ,109                 ,342                 ,3184                ,0.35367             ,0.95401             
2050                ,0.57849             ,0.57757             ,0.08855             ,0.08835             ,114                 ,343                 ,3184                ,0.35755             ,0.9497              
2100                ,0.57924             ,0.57806             ,0.08847             ,0.0883              ,119                 ,344                 ,3187                ,0.36102             ,0.94518             
2150                ,0.57983             ,0.57853             ,0.0884              ,0.08825             ,125                 ,345                 ,3188                ,0.36425             ,0.94053             
2200                ,0.58041             ,0.57884             ,0.08834             ,0.08822             ,129                 ,347                 ,3188                ,0.36718             ,0.93587             
2250                ,0.58086             ,0.57895             ,0.0883              ,0.08821             ,134                 ,348                 ,3188                ,0.3696              ,0.93117             
2300                ,0.58119             ,0.57889             ,0.08826             ,0.08822             ,138                 ,349                 ,3188                ,0.37159             ,0.92636             
2350                ,0.5814              ,0.57892             ,0.08824             ,0.08821             ,142                 ,350                 ,3188                ,0.37306             ,0.92135             
2400                ,0.58149             ,0.57886             ,0.08823             ,0.08822             ,145                 ,351                 ,3189                ,0.37439             ,0.91635             
2450                ,0.58154             ,0.57888             ,0.08822             ,0.08822             ,148                 ,352                 ,3189                ,0.37554             ,0.9112              
2500                ,0.58155             ,0.57875             ,0.08822             ,0.08823             ,152                 ,353                 ,3189                ,0.37659             ,0.90595             
2550                ,0.58153             ,0.57867             ,0.08823             ,0.08824             ,154                 ,354                 ,3189                ,0.37753             ,0.90054             
2600                ,0.5815              ,0.57842             ,0.08823             ,0.08826             ,158                 ,354                 ,3191                ,0.37804             ,0.89501             
2650                ,0.58142             ,0.57841             ,0.08824             ,0.08827             ,161                 ,354                 ,3191                ,0.37833             ,0.88924             
2700                ,0.58131             ,0.57824             ,0.08825             ,0.08828             ,164                 ,354                 ,3191                ,0.37851             ,0.88344             
2750                ,0.58115             ,0.57803             ,0.08827             ,0.08831             ,167                 ,354                 ,3192                ,0.37854             ,0.87754             
2800                ,0.58098             ,0.57793             ,0.08828             ,0.08832             ,171                 ,354                 ,3192                ,0.37841             ,0.87158             
2850                ,0.58079             ,0.57797             ,0.0883              ,0.08831             ,175                 ,354                 ,3192                ,0.37816             ,0.86541             
2900                ,0.58062             ,0.57785             ,0.08832             ,0.08832             ,179                 ,354                 ,3192                ,0.37792             ,0.85906             
2950                ,0.58042             ,0.57776             ,0.08834             ,0.08833             ,184                 ,354                 ,3192                ,0.37758             ,0.85258             
3000                ,0.58022             ,0.57773             ,0.08836             ,0.08834             ,189                 ,354                 ,3192                ,0.37712             ,0.84597             
3050                ,0.58001             ,0.5777              ,0.08839             ,0.08834             ,195                 ,354                 ,3192                ,0.37652             ,0.83921             
3100                ,0.5798              ,0.57764             ,0.08841             ,0.08835             ,201                 ,354                 ,3192                ,0.37576             ,0.83243             
3150                ,0.57956             ,0.57752             ,0.08843             ,0.08836             ,207                 ,354                 ,3192                ,0.37492             ,0.82564             
3200                ,0.57931             ,0.5774              ,0.08846             ,0.08837             ,212                 ,354                 ,3192                ,0.37395             ,0.81877             
3250                ,0.57908             ,0.5774              ,0.08848             ,0.08837             ,217                 ,353                 ,3192                ,0.37286             ,0.81183             
3300                ,0.57888             ,0.57732             ,0.0885              ,0.08838             ,220                 ,353                 ,3192                ,0.37175             ,0.80478             
3350                ,0.57872             ,0.57726             ,0.08852             ,0.08839             ,223                 ,353                 ,3192                ,0.37065             ,0.79758             
3400                ,0.57859             ,0.57723             ,0.08853             ,0.08839             ,225                 ,353                 ,3192                ,0.36957             ,0.79029             
3450                ,0.57851             ,0.57714             ,0.08854             ,0.0884              ,227                 ,352                 ,3192                ,0.36857             ,0.78294             
3500                ,0.57851             ,0.57712             ,0.08854             ,0.0884              ,227                 ,352                 ,3192                ,0.36768             ,0.77531             
3550                ,0.57844             ,0.5771              ,0.08855             ,0.0884              ,228                 ,352                 ,3192                ,0.36678             ,0.76746             
3600                ,0.57838             ,0.57708             ,0.08856             ,0.0884              ,230                 ,352                 ,3192                ,0.36589             ,0.75938             
3650                ,0.57833             ,0.57706             ,0.08856             ,0.08841             ,231                 ,351                 ,3192                ,0.36501             ,0.75113             
3700                ,0.57833             ,0.57703             ,0.08856             ,0.08841             ,231                 ,351                 ,3192                ,0.36403             ,0.74275             
3750                ,0.57836             ,0.57705             ,0.08856             ,0.08841             ,231                 ,351                 ,3192                ,0.36309             ,0.73425             
3800                ,0.57839             ,0.57704             ,0.08856             ,0.08841             ,232                 ,350                 ,3192                ,0.36219             ,0.72551             
3850                ,0.57843             ,0.57705             ,0.08855             ,0.08841             ,232                 ,350                 ,3192                ,0.36127             ,0.71657             
3900                ,0.57845             ,0.57702             ,0.08855             ,0.08841             ,232                 ,350                 ,3191                ,0.36027             ,0.70747             
3950                ,0.57851             ,0.57712             ,0.08854             ,0.0884              ,232                 ,350                 ,3192                ,0.35954             ,0.69763             
4000                ,0.57853             ,0.5772              ,0.08854             ,0.08839             ,233                 ,350                 ,3192                ,0.35864             ,0.68777             
