epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3_0:i,GNDI3_0:j,GNDI3_0:k,GNDI3_0:alpha1,GNDI3_0:alpha2
50                  ,0                   ,0                   ,0.13958             ,0.1394              ,2792                ,4054                ,1454                ,0.30417             ,0.45074             
100                 ,0                   ,0                   ,0.13858             ,0.13829             ,2791                ,4049                ,1452                ,0.30553             ,0.44991             
150                 ,0                   ,0                   ,0.1374              ,0.13704             ,2791                ,4044                ,1449                ,0.30634             ,0.44929             
200                 ,0                   ,0                   ,0.13665             ,0.13624             ,2791                ,4040                ,1442                ,0.3113              ,0.44416             
250                 ,0.00099             ,0.00081             ,0.13632             ,0.13588             ,2827                ,4035                ,1434                ,0.31379             ,0.44157             
300                 ,0.01359             ,0.01465             ,0.13545             ,0.13494             ,2904                ,4031                ,1426                ,0.31438             ,0.4408              
350                 ,0.04584             ,0.05012             ,0.13322             ,0.13249             ,2985                ,4027                ,1420                ,0.31336             ,0.44151             
400                 ,0.07771             ,0.0858              ,0.13098             ,0.12998             ,2990                ,4024                ,1413                ,0.30836             ,0.44517             
450                 ,0.10634             ,0.11853             ,0.12893             ,0.12763             ,2991                ,4021                ,1405                ,0.29981             ,0.45062             
500                 ,0.12974             ,0.14561             ,0.12723             ,0.12565             ,2991                ,4018                ,1404                ,0.2887              ,0.45703             
550                 ,0.14771             ,0.16671             ,0.12591             ,0.12409             ,2991                ,4015                ,1404                ,0.27627             ,0.46357             
600                 ,0.16114             ,0.18229             ,0.12491             ,0.12293             ,2991                ,4013                ,1404                ,0.26331             ,0.47009             
650                 ,0.17091             ,0.19394             ,0.12418             ,0.12205             ,2991                ,4012                ,1404                ,0.25065             ,0.47634             
700                 ,0.17826             ,0.20227             ,0.12363             ,0.12142             ,2991                ,4012                ,1405                ,0.23879             ,0.48213             
750                 ,0.18345             ,0.20821             ,0.12324             ,0.12096             ,2990                ,4012                ,1405                ,0.22804             ,0.48734             
800                 ,0.18723             ,0.21269             ,0.12295             ,0.12062             ,2990                ,4012                ,1405                ,0.21849             ,0.49222             
850                 ,0.19009             ,0.21659             ,0.12274             ,0.12032             ,2990                ,4012                ,1405                ,0.21037             ,0.4969              
900                 ,0.19233             ,0.21975             ,0.12257             ,0.12008             ,2990                ,4012                ,1405                ,0.20373             ,0.5015              
950                 ,0.19405             ,0.22228             ,0.12244             ,0.11988             ,2990                ,4012                ,1405                ,0.19866             ,0.50596             
1000                ,0.1954              ,0.22426             ,0.12234             ,0.11973             ,2990                ,4012                ,1405                ,0.1951              ,0.51025             
1050                ,0.19645             ,0.22585             ,0.12226             ,0.11961             ,2990                ,4012                ,1405                ,0.19283             ,0.51435             
1100                ,0.19741             ,0.22715             ,0.12218             ,0.11951             ,2990                ,4012                ,1405                ,0.19142             ,0.51837             
1150                ,0.19828             ,0.22836             ,0.12212             ,0.11941             ,2990                ,4012                ,1405                ,0.19098             ,0.52216             
1200                ,0.19923             ,0.22973             ,0.12204             ,0.11931             ,2990                ,4012                ,1405                ,0.19113             ,0.52578             
1250                ,0.20045             ,0.23145             ,0.12195             ,0.11917             ,2990                ,4012                ,1405                ,0.19175             ,0.5293              
1300                ,0.20213             ,0.234               ,0.12182             ,0.11898             ,2990                ,4012                ,1405                ,0.19259             ,0.53299             
1350                ,0.20419             ,0.23692             ,0.12167             ,0.11875             ,2990                ,4011                ,1405                ,0.19433             ,0.53669             
1400                ,0.20628             ,0.24003             ,0.12151             ,0.11851             ,2990                ,4011                ,1405                ,0.19805             ,0.54006             
1450                ,0.20817             ,0.24281             ,0.12136             ,0.11829             ,2990                ,4010                ,1406                ,0.20309             ,0.54331             
1500                ,0.21027             ,0.24513             ,0.1212              ,0.11811             ,2991                ,4010                ,1406                ,0.20818             ,0.54671             
1550                ,0.21184             ,0.24708             ,0.12108             ,0.11796             ,2991                ,4010                ,1408                ,0.21574             ,0.54991             
1600                ,0.21294             ,0.24846             ,0.12099             ,0.11785             ,2991                ,4010                ,1408                ,0.2237              ,0.55306             
1650                ,0.21364             ,0.24892             ,0.12094             ,0.11781             ,2991                ,4010                ,1408                ,0.23174             ,0.55585             
1700                ,0.21415             ,0.24918             ,0.1209              ,0.11779             ,2991                ,4010                ,1408                ,0.23894             ,0.55839             
1750                ,0.21461             ,0.24922             ,0.12087             ,0.11779             ,2991                ,4010                ,1408                ,0.24497             ,0.5609              
1800                ,0.21514             ,0.24958             ,0.12083             ,0.11776             ,2991                ,4010                ,1408                ,0.25156             ,0.5635              
1850                ,0.21567             ,0.24979             ,0.12078             ,0.11774             ,2991                ,4010                ,1408                ,0.25707             ,0.56613             
1900                ,0.21621             ,0.25002             ,0.12074             ,0.11773             ,2991                ,4010                ,1408                ,0.26143             ,0.56879             
1950                ,0.21671             ,0.25023             ,0.1207              ,0.11771             ,2991                ,4010                ,1408                ,0.26525             ,0.57131             
2000                ,0.21723             ,0.25039             ,0.12066             ,0.1177              ,2991                ,4010                ,1408                ,0.26798             ,0.57397             
2050                ,0.21778             ,0.25069             ,0.12062             ,0.11767             ,2991                ,4010                ,1408                ,0.2702              ,0.57635             
2100                ,0.21832             ,0.25103             ,0.12058             ,0.11765             ,2991                ,4010                ,1408                ,0.27176             ,0.5787              
2150                ,0.21887             ,0.25137             ,0.12054             ,0.11762             ,2991                ,4010                ,1408                ,0.27256             ,0.58102             
2200                ,0.21948             ,0.25169             ,0.12049             ,0.11759             ,2991                ,4010                ,1408                ,0.27255             ,0.58339             
2250                ,0.22011             ,0.25211             ,0.12044             ,0.11756             ,2991                ,4010                ,1408                ,0.27156             ,0.58593             
