epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4_0:i,GNDI4_0:j,GNDI4_0:k,GNDI4_0:l,GNDI4_0:alpha1,GNDI4_0:alpha2,GNDI4_0:alpha3
1850                ,0.74921             ,0.74169             ,0.0683              ,0.06909             ,388                 ,992                 ,2338                ,2310                ,-0.10944            ,0.05686             ,0.56685             
1900                ,0.74941             ,0.74174             ,0.06827             ,0.06908             ,388                 ,992                 ,2338                ,2310                ,-0.10984            ,0.04723             ,0.55872             
1950                ,0.74961             ,0.74187             ,0.06825             ,0.06907             ,388                 ,992                 ,2338                ,2310                ,-0.10997            ,0.03715             ,0.55133             
2000                ,0.74974             ,0.74201             ,0.06823             ,0.06905             ,388                 ,992                 ,2338                ,2310                ,-0.10963            ,0.02688             ,0.5452              
2050                ,0.74981             ,0.74219             ,0.06822             ,0.06902             ,388                 ,992                 ,2338                ,2310                ,-0.10926            ,0.01742             ,0.53786             
2100                ,0.75004             ,0.7423              ,0.06819             ,0.06901             ,389                 ,992                 ,2338                ,2310                ,-0.1088             ,0.00724             ,0.53041             
2150                ,0.75016             ,0.74226             ,0.06817             ,0.06901             ,388                 ,992                 ,2338                ,2310                ,-0.10913            ,0.00028             ,0.52213             
2200                ,0.75041             ,0.74249             ,0.06814             ,0.06898             ,388                 ,992                 ,2338                ,2310                ,-0.11005            ,0.00032             ,0.51871             
2250                ,0.75049             ,0.74262             ,0.06812             ,0.06897             ,388                 ,992                 ,2338                ,2310                ,-0.11133            ,0.00028             ,0.516               
2300                ,0.75036             ,0.74258             ,0.06814             ,0.06897             ,388                 ,992                 ,2338                ,2310                ,-0.11276            ,0.00026             ,0.51323             
2350                ,0.7506              ,0.74274             ,0.06811             ,0.06895             ,388                 ,992                 ,2338                ,2310                ,-0.11416            ,0.00029             ,0.51089             
2400                ,0.75064             ,0.74272             ,0.0681              ,0.06895             ,388                 ,992                 ,2338                ,2310                ,-0.11546            ,0.00024             ,0.50902             
2450                ,0.75056             ,0.74252             ,0.06811             ,0.06898             ,388                 ,992                 ,2338                ,2310                ,-0.11662            ,0.00024             ,0.50682             
2500                ,0.75069             ,0.7427              ,0.0681              ,0.06896             ,388                 ,992                 ,2338                ,2310                ,-0.11786            ,0.00023             ,0.50469             
2550                ,0.75071             ,0.74271             ,0.06809             ,0.06895             ,388                 ,992                 ,2338                ,2310                ,-0.11909            ,0.00023             ,0.50303             
2600                ,0.75072             ,0.74277             ,0.06809             ,0.06895             ,388                 ,992                 ,2338                ,2310                ,-0.12029            ,0.00021             ,0.50099             
2650                ,0.75036             ,0.74256             ,0.06814             ,0.06897             ,388                 ,992                 ,2338                ,2310                ,-0.12145            ,0.00025             ,0.49914             
2700                ,0.75074             ,0.74281             ,0.06809             ,0.06894             ,388                 ,992                 ,2338                ,2310                ,-0.12254            ,0.0002              ,0.49781             
2750                ,0.7507              ,0.7427              ,0.0681              ,0.06896             ,388                 ,992                 ,2338                ,2310                ,-0.12362            ,0.00024             ,0.49637             
2800                ,0.75064             ,0.74255             ,0.0681              ,0.06898             ,388                 ,992                 ,2338                ,2310                ,-0.1247             ,0.0006              ,0.49581             
2850                ,0.75077             ,0.74283             ,0.06809             ,0.06894             ,388                 ,992                 ,2338                ,2310                ,-0.1259             ,0.00022             ,0.49403             
2900                ,0.75077             ,0.74284             ,0.06809             ,0.06894             ,388                 ,992                 ,2338                ,2310                ,-0.12703            ,0.00041             ,0.49293             
2950                ,0.75056             ,0.74275             ,0.06812             ,0.06895             ,388                 ,992                 ,2338                ,2310                ,-0.12829            ,0.00031             ,0.49147             
3000                ,0.75077             ,0.74282             ,0.06809             ,0.06894             ,388                 ,992                 ,2338                ,2310                ,-0.12938            ,0.00024             ,0.49062             
3050                ,0.75078             ,0.74284             ,0.06808             ,0.06894             ,388                 ,992                 ,2338                ,2310                ,-0.13052            ,0.00016             ,0.49025             
3100                ,0.75079             ,0.74284             ,0.06808             ,0.06894             ,388                 ,992                 ,2338                ,2310                ,-0.13142            ,0.00021             ,0.48896             
3150                ,0.75077             ,0.74278             ,0.06809             ,0.06894             ,388                 ,992                 ,2337                ,2310                ,-0.1328             ,0.00017             ,0.48767             
3200                ,0.75076             ,0.74282             ,0.06809             ,0.06894             ,388                 ,992                 ,2338                ,2310                ,-0.13392            ,0.00023             ,0.48677             
3250                ,0.75084             ,0.74313             ,0.06808             ,0.0689              ,388                 ,992                 ,2337                ,2310                ,-0.13521            ,0.00018             ,0.48557             
3300                ,0.75086             ,0.74325             ,0.06807             ,0.06888             ,388                 ,992                 ,2337                ,2310                ,-0.13687            ,0.00025             ,0.48515             
3350                ,0.75085             ,0.74326             ,0.06808             ,0.06888             ,388                 ,992                 ,2337                ,2310                ,-0.13845            ,0.00023             ,0.48441             
3400                ,0.75083             ,0.74325             ,0.06808             ,0.06888             ,388                 ,992                 ,2337                ,2310                ,-0.13991            ,0.00025             ,0.48378             
3450                ,0.75073             ,0.74325             ,0.06809             ,0.06888             ,388                 ,992                 ,2337                ,2310                ,-0.14122            ,0.00027             ,0.48337             
3500                ,0.75091             ,0.74326             ,0.06807             ,0.06888             ,388                 ,992                 ,2337                ,2310                ,-0.14249            ,0.00021             ,0.48272             
3550                ,0.7509              ,0.74325             ,0.06807             ,0.06888             ,388                 ,992                 ,2337                ,2310                ,-0.1437             ,0.00018             ,0.48234             
3600                ,0.75086             ,0.74317             ,0.06807             ,0.06889             ,388                 ,992                 ,2337                ,2310                ,-0.14481            ,0.00018             ,0.48159             
3650                ,0.75071             ,0.74295             ,0.06809             ,0.06892             ,388                 ,992                 ,2337                ,2310                ,-0.14587            ,0.00022             ,0.48125             
3700                ,0.75091             ,0.74329             ,0.06807             ,0.06888             ,388                 ,992                 ,2337                ,2310                ,-0.14683            ,0.0002              ,0.4806              
3750                ,0.75072             ,0.74323             ,0.06809             ,0.06888             ,388                 ,992                 ,2337                ,2310                ,-0.14778            ,0.00028             ,0.47998             
3800                ,0.75091             ,0.7433              ,0.06807             ,0.06887             ,388                 ,992                 ,2337                ,2310                ,-0.14854            ,0.00019             ,0.47962             
3850                ,0.75087             ,0.74335             ,0.06807             ,0.06887             ,388                 ,992                 ,2337                ,2310                ,-0.14923            ,0.00024             ,0.47913             
3900                ,0.75091             ,0.74328             ,0.06807             ,0.06888             ,388                 ,992                 ,2337                ,2310                ,-0.15005            ,0.00019             ,0.4788              
3950                ,0.75086             ,0.7432              ,0.06807             ,0.06889             ,388                 ,992                 ,2337                ,2310                ,-0.15064            ,0.00018             ,0.47831             
4000                ,0.7509              ,0.74338             ,0.06807             ,0.06886             ,388                 ,992                 ,2337                ,2310                ,-0.15139            ,0.00023             ,0.47791             
