epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3_0:i,GNDI3_0:j,GNDI3_0:k,GNDI3_0:alpha1,GNDI3_0:alpha2
1750                ,0.14411             ,0.15805             ,0.12617             ,0.12474             ,3816                ,1570                ,3454                ,0.05787             ,0.91265             
1800                ,0.14707             ,0.16197             ,0.12596             ,0.12444             ,3816                ,1571                ,3454                ,0.05012             ,0.90889             
1850                ,0.1497              ,0.1654              ,0.12576             ,0.12419             ,3816                ,1571                ,3454                ,0.0423              ,0.90508             
1900                ,0.15208             ,0.16853             ,0.12559             ,0.12396             ,3816                ,1572                ,3454                ,0.03457             ,0.90117             
1950                ,0.15462             ,0.1716              ,0.1254              ,0.12373             ,3816                ,1580                ,3454                ,0.0258              ,0.89778             
2000                ,0.15715             ,0.17466             ,0.12521             ,0.1235              ,3816                ,1589                ,3454                ,0.01659             ,0.89448             
2050                ,0.15967             ,0.17772             ,0.12502             ,0.12327             ,3816                ,1600                ,3454                ,0.00707             ,0.89113             
2100                ,0.16227             ,0.18077             ,0.12483             ,0.12304             ,3816                ,1612                ,3454                ,-0.00339            ,0.88762             
2150                ,0.16557             ,0.18444             ,0.12458             ,0.12276             ,3816                ,1628                ,3454                ,-0.011              ,0.88236             
2200                ,0.17183             ,0.19129             ,0.12411             ,0.12225             ,3816                ,1655                ,3454                ,-0.01814            ,0.87636             
2250                ,0.17812             ,0.19778             ,0.12364             ,0.12176             ,3815                ,1683                ,3454                ,-0.02707            ,0.87063             
2300                ,0.18251             ,0.20272             ,0.12331             ,0.12138             ,3815                ,1704                ,3454                ,-0.03534            ,0.8636              
2350                ,0.18653             ,0.20705             ,0.12301             ,0.12105             ,3815                ,1724                ,3454                ,-0.04698            ,0.85849             
2400                ,0.19721             ,0.21357             ,0.1222              ,0.12055             ,3815                ,1752                ,3454                ,-0.05898            ,0.85311             
2450                ,0.21233             ,0.22958             ,0.12104             ,0.11932             ,3814                ,1801                ,3456                ,-0.07807            ,0.85172             
2500                ,0.2225              ,0.24072             ,0.12026             ,0.11845             ,3814                ,1828                ,3456                ,-0.09895            ,0.85071             
2550                ,0.23201             ,0.2511              ,0.11952             ,0.11764             ,3813                ,1853                ,3457                ,-0.12257            ,0.85138             
2600                ,0.23961             ,0.25938             ,0.11893             ,0.11699             ,3813                ,1873                ,3457                ,-0.14717            ,0.85259             
2650                ,0.24638             ,0.26666             ,0.1184              ,0.11641             ,3813                ,1891                ,3457                ,-0.17176            ,0.85394             
2700                ,0.25615             ,0.27735             ,0.11763             ,0.11556             ,3813                ,1918                ,3457                ,-0.19287            ,0.8518              
2750                ,0.4223              ,0.4467              ,0.10366             ,0.10112             ,3813                ,2016                ,3456                ,-0.17479            ,0.80986             
2800                ,0.44724             ,0.47803             ,0.1014              ,0.09821             ,3817                ,2019                ,3451                ,-0.19259            ,0.79031             
2850                ,0.45723             ,0.49115             ,0.10048             ,0.09697             ,3817                ,2019                ,3450                ,-0.21837            ,0.78238             
2900                ,0.46328             ,0.50044             ,0.09992             ,0.09608             ,3817                ,2019                ,3450                ,-0.23906            ,0.77398             
2950                ,0.46672             ,0.50644             ,0.0996              ,0.0955              ,3817                ,2019                ,3450                ,-0.25624            ,0.76676             
3000                ,0.4689              ,0.5102              ,0.09939             ,0.09514             ,3817                ,2019                ,3450                ,-0.27117            ,0.76042             
3050                ,0.4704              ,0.5127              ,0.09925             ,0.09489             ,3817                ,2019                ,3450                ,-0.28395            ,0.75421             
3100                ,0.47155             ,0.51429             ,0.09914             ,0.09474             ,3817                ,2019                ,3450                ,-0.29562            ,0.74837             
3150                ,0.47256             ,0.51547             ,0.09905             ,0.09462             ,3817                ,2019                ,3450                ,-0.30704            ,0.74267             
3200                ,0.47352             ,0.51635             ,0.09896             ,0.09454             ,3817                ,2019                ,3450                ,-0.31833            ,0.7369              
3250                ,0.47447             ,0.51703             ,0.09887             ,0.09447             ,3817                ,2019                ,3450                ,-0.32994            ,0.73112             
3300                ,0.47544             ,0.51763             ,0.09878             ,0.09441             ,3817                ,2019                ,3450                ,-0.34198            ,0.72519             
3350                ,0.47643             ,0.51815             ,0.09869             ,0.09436             ,3817                ,2019                ,3450                ,-0.35471            ,0.71919             
3400                ,0.47747             ,0.51861             ,0.09859             ,0.09432             ,3817                ,2019                ,3450                ,-0.36852            ,0.71314             
3450                ,0.4786              ,0.51913             ,0.09848             ,0.09427             ,3817                ,2019                ,3450                ,-0.38388            ,0.70696             
3500                ,0.47987             ,0.51967             ,0.09836             ,0.09421             ,3817                ,2019                ,3450                ,-0.40089            ,0.70021             
3550                ,0.48134             ,0.52027             ,0.09822             ,0.09416             ,3817                ,2019                ,3450                ,-0.4199             ,0.69303             
3600                ,0.48305             ,0.52089             ,0.09806             ,0.09409             ,3817                ,2019                ,3450                ,-0.44181            ,0.68531             
3650                ,0.48497             ,0.52164             ,0.09788             ,0.09402             ,3817                ,2019                ,3450                ,-0.46634            ,0.67724             
3700                ,0.48732             ,0.52252             ,0.09765             ,0.09393             ,3817                ,2019                ,3450                ,-0.49399            ,0.66818             
3750                ,0.49021             ,0.52336             ,0.09738             ,0.09385             ,3816                ,2019                ,3450                ,-0.52772            ,0.65796             
3800                ,0.49258             ,0.52438             ,0.09715             ,0.09375             ,3817                ,2019                ,3450                ,-0.56141            ,0.64742             
3850                ,0.49327             ,0.52527             ,0.09708             ,0.09366             ,3817                ,2019                ,3450                ,-0.57366            ,0.64283             
3900                ,0.49379             ,0.52612             ,0.09703             ,0.09358             ,3816                ,2019                ,3450                ,-0.57831            ,0.64116             
3950                ,0.49432             ,0.52687             ,0.09698             ,0.09351             ,3816                ,2019                ,3450                ,-0.5831             ,0.63894             
4000                ,0.49477             ,0.52736             ,0.09694             ,0.09346             ,3816                ,2019                ,3450                ,-0.58803            ,0.63695             
