epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2Alpha_0:i,GNDI2Alpha_0:j,GNDI2Alpha_0:alpha1_1,GNDI2Alpha_0:alpha1_2
50                  ,0                   ,0                   ,0.17818             ,0.17732             ,2718                ,1482                ,0.92127             ,0.59044             
100                 ,0                   ,0                   ,0.13677             ,0.13638             ,2716                ,1468                ,0.92107             ,0.60216             
150                 ,0                   ,0                   ,0.13654             ,0.13617             ,2725                ,1466                ,0.91979             ,0.60249             
200                 ,0                   ,0                   ,0.13641             ,0.13603             ,2747                ,1466                ,0.91892             ,0.60242             
250                 ,0.00062             ,0                   ,0.13634             ,0.13596             ,2764                ,1466                ,0.91825             ,0.60237             
300                 ,0.00103             ,0.00017             ,0.13631             ,0.13593             ,2775                ,1465                ,0.9177              ,0.60233             
350                 ,0.00127             ,0.00044             ,0.1363              ,0.13591             ,2783                ,1465                ,0.91723             ,0.60231             
400                 ,0.00147             ,0.00066             ,0.13628             ,0.1359              ,2790                ,1465                ,0.91682             ,0.6023              
450                 ,0.00165             ,0.00085             ,0.13627             ,0.13588             ,2798                ,1464                ,0.91647             ,0.60231             
500                 ,0.00185             ,0.00106             ,0.13626             ,0.13587             ,2808                ,1464                ,0.91612             ,0.60231             
550                 ,0.00204             ,0.00126             ,0.13624             ,0.13585             ,2818                ,1464                ,0.91575             ,0.60229             
600                 ,0.00228             ,0.00148             ,0.13623             ,0.13584             ,2829                ,1464                ,0.91537             ,0.60226             
650                 ,0.00259             ,0.00176             ,0.13621             ,0.13582             ,2843                ,1464                ,0.91497             ,0.6022              
700                 ,0.00307             ,0.00219             ,0.13617             ,0.13579             ,2860                ,1464                ,0.91454             ,0.60211             
750                 ,0.00374             ,0.00281             ,0.13613             ,0.13575             ,2881                ,1464                ,0.91411             ,0.60198             
800                 ,0.00443             ,0.00349             ,0.13608             ,0.1357              ,2902                ,1464                ,0.91361             ,0.60182             
850                 ,0.0052              ,0.00423             ,0.13603             ,0.13565             ,2923                ,1464                ,0.9131              ,0.60163             
900                 ,0.00854             ,0.00758             ,0.1358              ,0.13542             ,2967                ,1463                ,0.91249             ,0.60144             
950                 ,0.00937             ,0.00812             ,0.13574             ,0.13539             ,2973                ,1462                ,0.9114              ,0.60128             
1000                ,0.00974             ,0.00842             ,0.13572             ,0.13537             ,2973                ,1461                ,0.91051             ,0.60098             
1050                ,0.00996             ,0.00862             ,0.1357              ,0.13535             ,2971                ,1461                ,0.90963             ,0.60067             
1100                ,0.0101              ,0.00872             ,0.13569             ,0.13535             ,2971                ,1461                ,0.90861             ,0.60038             
1150                ,0.01018             ,0.00879             ,0.13569             ,0.13534             ,2971                ,1461                ,0.90752             ,0.60008             
1200                ,0.01023             ,0.00884             ,0.13568             ,0.13534             ,2971                ,1461                ,0.90637             ,0.59978             
1250                ,0.01027             ,0.00889             ,0.13568             ,0.13533             ,2971                ,1461                ,0.90518             ,0.59949             
1300                ,0.01031             ,0.00892             ,0.13568             ,0.13533             ,2971                ,1461                ,0.90394             ,0.59919             
1350                ,0.01034             ,0.00895             ,0.13568             ,0.13533             ,2971                ,1461                ,0.90266             ,0.59888             
1400                ,0.01037             ,0.00897             ,0.13567             ,0.13533             ,2971                ,1461                ,0.90133             ,0.59857             
1450                ,0.0104              ,0.009               ,0.13567             ,0.13533             ,2971                ,1461                ,0.89996             ,0.59824             
1500                ,0.01044             ,0.00903             ,0.13567             ,0.13532             ,2971                ,1461                ,0.89855             ,0.5979              
1550                ,0.01047             ,0.00907             ,0.13567             ,0.13532             ,2971                ,1461                ,0.8971              ,0.59755             
1600                ,0.01052             ,0.00911             ,0.13566             ,0.13532             ,2971                ,1461                ,0.89561             ,0.59719             
1650                ,0.01056             ,0.00915             ,0.13566             ,0.13532             ,2971                ,1461                ,0.89408             ,0.59682             
1700                ,0.01061             ,0.00919             ,0.13566             ,0.13531             ,2971                ,1461                ,0.8925              ,0.59644             
1750                ,0.01066             ,0.00922             ,0.13565             ,0.13531             ,2971                ,1461                ,0.89089             ,0.59605             
1800                ,0.01072             ,0.00926             ,0.13565             ,0.13531             ,2971                ,1461                ,0.88923             ,0.59565             
1850                ,0.01078             ,0.0093              ,0.13565             ,0.13531             ,2971                ,1461                ,0.88753             ,0.59524             
1900                ,0.01084             ,0.00934             ,0.13564             ,0.1353              ,2971                ,1461                ,0.88578             ,0.59482             
1950                ,0.01091             ,0.00939             ,0.13564             ,0.1353              ,2971                ,1461                ,0.88398             ,0.59439             
2000                ,0.01098             ,0.00944             ,0.13563             ,0.1353              ,2971                ,1461                ,0.88214             ,0.59395             
2050                ,0.01105             ,0.00948             ,0.13563             ,0.13529             ,2971                ,1461                ,0.88025             ,0.5935              
2100                ,0.01113             ,0.00953             ,0.13562             ,0.13529             ,2971                ,1461                ,0.87831             ,0.59304             
2150                ,0.01121             ,0.00959             ,0.13562             ,0.13529             ,2971                ,1461                ,0.87633             ,0.59256             
2200                ,0.01129             ,0.00963             ,0.13561             ,0.13528             ,2971                ,1461                ,0.87431             ,0.59207             
2250                ,0.01138             ,0.00968             ,0.13561             ,0.13528             ,2971                ,1461                ,0.87223             ,0.59157             
2300                ,0.01147             ,0.00974             ,0.1356              ,0.13528             ,2971                ,1461                ,0.8701              ,0.59106             
2350                ,0.01155             ,0.00979             ,0.13559             ,0.13527             ,2971                ,1461                ,0.86791             ,0.59053             
2400                ,0.01164             ,0.00984             ,0.13559             ,0.13527             ,2971                ,1461                ,0.86568             ,0.59                
2450                ,0.01172             ,0.00989             ,0.13558             ,0.13527             ,2971                ,1461                ,0.86338             ,0.58945             
2500                ,0.01181             ,0.00994             ,0.13558             ,0.13526             ,2971                ,1461                ,0.86103             ,0.5889              
2550                ,0.01189             ,0.00999             ,0.13557             ,0.13526             ,2971                ,1461                ,0.85864             ,0.58832             
2600                ,0.01197             ,0.01003             ,0.13557             ,0.13526             ,2971                ,1461                ,0.85618             ,0.58772             
2650                ,0.01204             ,0.01007             ,0.13556             ,0.13525             ,2971                ,1461                ,0.85367             ,0.58712             
2700                ,0.01211             ,0.01011             ,0.13555             ,0.13525             ,2971                ,1461                ,0.85109             ,0.58651             
2750                ,0.01218             ,0.01014             ,0.13555             ,0.13525             ,2971                ,1461                ,0.84845             ,0.58589             
2800                ,0.01224             ,0.01017             ,0.13555             ,0.13525             ,2971                ,1461                ,0.84574             ,0.58525             
2850                ,0.01229             ,0.0102              ,0.13554             ,0.13524             ,2971                ,1461                ,0.84296             ,0.58461             
2900                ,0.01234             ,0.01022             ,0.13554             ,0.13524             ,2971                ,1461                ,0.84011             ,0.58394             
2950                ,0.01238             ,0.01024             ,0.13554             ,0.13524             ,2971                ,1461                ,0.8372              ,0.58327             
3000                ,0.01242             ,0.01026             ,0.13553             ,0.13524             ,2971                ,1461                ,0.83422             ,0.58258             
3050                ,0.01246             ,0.01027             ,0.13553             ,0.13524             ,2971                ,1461                ,0.83117             ,0.58188             
3100                ,0.01249             ,0.01028             ,0.13553             ,0.13524             ,2971                ,1461                ,0.82804             ,0.58116             
3150                ,0.01251             ,0.01029             ,0.13553             ,0.13524             ,2971                ,1461                ,0.82485             ,0.58042             
3200                ,0.01254             ,0.0103              ,0.13553             ,0.13524             ,2971                ,1461                ,0.82159             ,0.57967             
3250                ,0.01256             ,0.0103              ,0.13552             ,0.13524             ,2971                ,1461                ,0.81827             ,0.57889             
3300                ,0.01258             ,0.01031             ,0.13552             ,0.13524             ,2971                ,1461                ,0.81487             ,0.5781              
3350                ,0.01259             ,0.01031             ,0.13552             ,0.13524             ,2971                ,1461                ,0.8114              ,0.57729             
3400                ,0.01261             ,0.01032             ,0.13552             ,0.13524             ,2971                ,1461                ,0.80786             ,0.57646             
3450                ,0.01262             ,0.01032             ,0.13552             ,0.13524             ,2971                ,1461                ,0.80425             ,0.57562             
3500                ,0.01263             ,0.01032             ,0.13552             ,0.13524             ,2971                ,1461                ,0.80056             ,0.57475             
3550                ,0.01264             ,0.01032             ,0.13552             ,0.13524             ,2971                ,1461                ,0.79681             ,0.57386             
3600                ,0.01265             ,0.01032             ,0.13552             ,0.13524             ,2971                ,1461                ,0.79298             ,0.57295             
3650                ,0.01266             ,0.01033             ,0.13552             ,0.13524             ,2971                ,1461                ,0.78907             ,0.57201             
3700                ,0.01267             ,0.01033             ,0.13552             ,0.13524             ,2971                ,1461                ,0.78509             ,0.57103             
3750                ,0.01268             ,0.01033             ,0.13552             ,0.13524             ,2971                ,1461                ,0.78104             ,0.57003             
3800                ,0.01268             ,0.01033             ,0.13552             ,0.13524             ,2971                ,1461                ,0.77691             ,0.56901             
3850                ,0.01269             ,0.01033             ,0.13552             ,0.13524             ,2971                ,1461                ,0.77271             ,0.56797             
3900                ,0.01269             ,0.01033             ,0.13552             ,0.13524             ,2971                ,1461                ,0.76842             ,0.5669              
3950                ,0.0127              ,0.01033             ,0.13552             ,0.13524             ,2971                ,1461                ,0.76407             ,0.56581             
4000                ,0.0127              ,0.01033             ,0.13551             ,0.13524             ,2971                ,1461                ,0.75963             ,0.56469             
