epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3_0:i,GNDI3_0:j,GNDI3_0:k,GNDI3_0:alpha1,GNDI3_0:alpha2
1650                ,0.3125              ,0.33846             ,0.11308             ,0.11057             ,2989                ,3191                ,34                  ,-0.46459            ,0.1167              
1700                ,0.3189              ,0.34453             ,0.11256             ,0.11006             ,2989                ,3188                ,36                  ,-0.50383            ,0.11031             
1750                ,0.32459             ,0.3497              ,0.11208             ,0.10962             ,2988                ,3187                ,38                  ,-0.53826            ,0.10567             
1800                ,0.32611             ,0.35356             ,0.11196             ,0.1093              ,2998                ,3194                ,41                  ,-0.56146            ,0.10382             
1850                ,0.33852             ,0.36102             ,0.11092             ,0.10867             ,2986                ,3191                ,43                  ,-0.58491            ,0.0996              
1900                ,0.34681             ,0.36756             ,0.11023             ,0.10811             ,2990                ,3191                ,46                  ,-0.62572            ,0.09644             
1950                ,0.35461             ,0.37279             ,0.10957             ,0.10766             ,2991                ,3192                ,49                  ,-0.66986            ,0.09279             
2000                ,0.36224             ,0.37895             ,0.10892             ,0.10713             ,2992                ,3192                ,52                  ,-0.71546            ,0.08917             
2050                ,0.37008             ,0.38624             ,0.10824             ,0.1065              ,2993                ,3192                ,56                  ,-0.76043            ,0.08579             
2100                ,0.37874             ,0.39341             ,0.1075              ,0.10588             ,2994                ,3193                ,60                  ,-0.80406            ,0.08264             
2150                ,0.38798             ,0.40217             ,0.10669             ,0.10511             ,2994                ,3194                ,64                  ,-0.84604            ,0.07986             
2200                ,0.39775             ,0.4103              ,0.10584             ,0.10439             ,2994                ,3194                ,69                  ,-0.88589            ,0.07713             
2250                ,0.40743             ,0.4177              ,0.10499             ,0.10373             ,2994                ,3192                ,75                  ,-0.92186            ,0.07465             
2300                ,0.41676             ,0.42499             ,0.10416             ,0.10308             ,2994                ,3188                ,80                  ,-0.95364            ,0.07258             
2350                ,0.4253              ,0.4326              ,0.10339             ,0.1024              ,2992                ,3191                ,86                  ,-0.93405            ,0.07237             
2400                ,0.4617              ,0.452               ,0.10006             ,0.10063             ,2994                ,3190                ,92                  ,-0.94567            ,0.07949             
2450                ,0.51967             ,0.47568             ,0.09452             ,0.09843             ,2995                ,3186                ,97                  ,-0.94344            ,0.10301             
2500                ,0.53637             ,0.48216             ,0.09286             ,0.09782             ,2996                ,3184                ,101                 ,-0.93634            ,0.11727             
2550                ,0.54206             ,0.43951             ,0.09229             ,0.10177             ,2995                ,3187                ,105                 ,-0.93471            ,0.12199             
2600                ,0.54527             ,0.14073             ,0.09197             ,0.12601             ,2994                ,3190                ,109                 ,-0.93415            ,0.12426             
2650                ,0.54696             ,0                   ,0.0918              ,0.18445             ,2992                ,3192                ,111                 ,-0.93403            ,0.12574             
2700                ,0.54832             ,0                   ,0.09166             ,0.24239             ,2991                ,3193                ,114                 ,-0.93358            ,0.12692             
2750                ,0.54949             ,0                   ,0.09154             ,0.22315             ,2991                ,3195                ,116                 ,-0.93206            ,0.12795             
2800                ,0.55035             ,0                   ,0.09145             ,0.18188             ,2991                ,3196                ,118                 ,-0.9298             ,0.12889             
2850                ,0.55113             ,0                   ,0.09137             ,0.14771             ,2991                ,3196                ,121                 ,-0.92656            ,0.12964             
2900                ,0.55181             ,0.10765             ,0.0913              ,0.12841             ,2990                ,3197                ,123                 ,-0.92275            ,0.13041             
2950                ,0.55245             ,0.30966             ,0.09124             ,0.11295             ,2990                ,3198                ,124                 ,-0.91832            ,0.13098             
3000                ,0.55299             ,0.3827              ,0.09118             ,0.10681             ,2990                ,3198                ,126                 ,-0.91361            ,0.13162             
3050                ,0.5535              ,0.43516             ,0.09113             ,0.10217             ,2990                ,3198                ,127                 ,-0.9086             ,0.13237             
3100                ,0.55403             ,0.47129             ,0.09108             ,0.09885             ,2989                ,3198                ,129                 ,-0.90301            ,0.13305             
3150                ,0.55448             ,0.50078             ,0.09103             ,0.09605             ,2989                ,3198                ,130                 ,-0.89669            ,0.13376             
3200                ,0.55491             ,0.51984             ,0.09099             ,0.0942              ,2989                ,3198                ,132                 ,-0.89009            ,0.13451             
3250                ,0.55536             ,0.52713             ,0.09094             ,0.09348             ,2989                ,3197                ,133                 ,-0.88358            ,0.13523             
3300                ,0.55579             ,0.53125             ,0.0909              ,0.09307             ,2989                ,3195                ,134                 ,-0.87666            ,0.13621             
3350                ,0.55624             ,0.53457             ,0.09085             ,0.09274             ,2989                ,3193                ,136                 ,-0.86939            ,0.13719             
3400                ,0.55664             ,0.53835             ,0.09081             ,0.09236             ,2989                ,3192                ,137                 ,-0.86178            ,0.13816             
3450                ,0.55701             ,0.54151             ,0.09077             ,0.09205             ,2989                ,3192                ,138                 ,-0.85384            ,0.13914             
3500                ,0.55738             ,0.54391             ,0.09074             ,0.09181             ,2988                ,3192                ,140                 ,-0.84566            ,0.14003             
3550                ,0.55775             ,0.54581             ,0.0907              ,0.09161             ,2988                ,3192                ,140                 ,-0.83742            ,0.14094             
3600                ,0.55812             ,0.54721             ,0.09066             ,0.09147             ,2988                ,3192                ,142                 ,-0.82912            ,0.14194             
3650                ,0.55849             ,0.54826             ,0.09062             ,0.09137             ,2987                ,3193                ,143                 ,-0.82049            ,0.14294             
3700                ,0.5589              ,0.54951             ,0.09058             ,0.09124             ,2987                ,3193                ,143                 ,-0.81141            ,0.14404             
3750                ,0.55926             ,0.55058             ,0.09054             ,0.09113             ,2987                ,3193                ,144                 ,-0.80202            ,0.14511             
3800                ,0.5596              ,0.55144             ,0.09051             ,0.09105             ,2987                ,3193                ,146                 ,-0.79245            ,0.14621             
3850                ,0.55994             ,0.55239             ,0.09047             ,0.09095             ,2987                ,3193                ,147                 ,-0.78223            ,0.1473              
3900                ,0.56028             ,0.5531              ,0.09044             ,0.09088             ,2987                ,3193                ,148                 ,-0.77217            ,0.14834             
3950                ,0.56065             ,0.55376             ,0.0904              ,0.09081             ,2987                ,3193                ,148                 ,-0.7621             ,0.14949             
4000                ,0.56101             ,0.55434             ,0.09036             ,0.09075             ,2986                ,3193                ,148                 ,-0.75193            ,0.15071             
