epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4_0:i,GNDI4_0:j,GNDI4_0:k,GNDI4_0:l,GNDI4_0:alpha1,GNDI4_0:alpha2,GNDI4_0:alpha3
1750                ,0.76672             ,0.76555             ,0.06587             ,0.06582             ,68                  ,995                 ,382                 ,2656                ,0.27718             ,0.26194             ,0.62041             
1800                ,0.76706             ,0.76588             ,0.06582             ,0.06578             ,71                  ,995                 ,383                 ,2656                ,0.26508             ,0.24574             ,0.61659             
1850                ,0.76742             ,0.76621             ,0.06577             ,0.06573             ,74                  ,995                 ,383                 ,2656                ,0.25233             ,0.23069             ,0.61354             
1900                ,0.76775             ,0.76673             ,0.06573             ,0.06566             ,77                  ,995                 ,383                 ,2656                ,0.23812             ,0.21551             ,0.61041             
1950                ,0.76807             ,0.76738             ,0.06568             ,0.06556             ,80                  ,995                 ,384                 ,2656                ,0.22249             ,0.2012              ,0.60758             
2000                ,0.7684              ,0.76758             ,0.06563             ,0.06554             ,84                  ,995                 ,384                 ,2656                ,0.20562             ,0.18805             ,0.60526             
2050                ,0.76877             ,0.76812             ,0.06558             ,0.06546             ,87                  ,995                 ,384                 ,2656                ,0.18708             ,0.17526             ,0.60331             
2100                ,0.76909             ,0.76829             ,0.06554             ,0.06544             ,91                  ,995                 ,384                 ,2656                ,0.16787             ,0.16388             ,0.60124             
2150                ,0.76937             ,0.76858             ,0.0655              ,0.0654              ,94                  ,995                 ,384                 ,2656                ,0.14782             ,0.15471             ,0.59969             
2200                ,0.76957             ,0.76868             ,0.06547             ,0.06538             ,98                  ,995                 ,384                 ,2656                ,0.12739             ,0.14754             ,0.59823             
2250                ,0.76978             ,0.76935             ,0.06544             ,0.06529             ,102                 ,995                 ,384                 ,2656                ,0.10686             ,0.14158             ,0.59629             
2300                ,0.76998             ,0.76948             ,0.06541             ,0.06527             ,105                 ,995                 ,384                 ,2656                ,0.08654             ,0.13764             ,0.59551             
2350                ,0.77026             ,0.77055             ,0.06537             ,0.06512             ,109                 ,995                 ,384                 ,2656                ,0.06705             ,0.1348              ,0.59264             
2400                ,0.77049             ,0.77069             ,0.06534             ,0.0651              ,114                 ,995                 ,384                 ,2656                ,0.04752             ,0.13242             ,0.59192             
2450                ,0.77064             ,0.77097             ,0.06532             ,0.06506             ,118                 ,994                 ,384                 ,2656                ,0.02888             ,0.13124             ,0.59076             
2500                ,0.77078             ,0.77085             ,0.0653              ,0.06507             ,123                 ,994                 ,384                 ,2656                ,0.01101             ,0.12895             ,0.58998             
2550                ,0.77091             ,0.77092             ,0.06528             ,0.06506             ,127                 ,994                 ,384                 ,2656                ,-0.00522            ,0.12699             ,0.5886              
2600                ,0.77098             ,0.77087             ,0.06527             ,0.06507             ,132                 ,994                 ,384                 ,2656                ,-0.02027            ,0.12479             ,0.58731             
2650                ,0.771               ,0.77086             ,0.06526             ,0.06507             ,136                 ,994                 ,384                 ,2656                ,-0.0351             ,0.12386             ,0.58612             
2700                ,0.771               ,0.77059             ,0.06527             ,0.06511             ,141                 ,994                 ,384                 ,2656                ,-0.04866            ,0.12373             ,0.58488             
2750                ,0.7709              ,0.77003             ,0.06528             ,0.06519             ,145                 ,995                 ,384                 ,2656                ,-0.06086            ,0.12428             ,0.58385             
2800                ,0.7709              ,0.77013             ,0.06528             ,0.06518             ,150                 ,994                 ,384                 ,2656                ,-0.07138            ,0.12456             ,0.58244             
2850                ,0.77082             ,0.76964             ,0.06529             ,0.06525             ,154                 ,994                 ,384                 ,2656                ,-0.08163            ,0.12478             ,0.58053             
2900                ,0.77083             ,0.7696              ,0.06529             ,0.06525             ,159                 ,994                 ,384                 ,2656                ,-0.09232            ,0.12579             ,0.57939             
2950                ,0.77075             ,0.76933             ,0.0653              ,0.06529             ,164                 ,994                 ,384                 ,2656                ,-0.10282            ,0.12755             ,0.57878             
3000                ,0.77068             ,0.76958             ,0.06531             ,0.06525             ,168                 ,994                 ,384                 ,2656                ,-0.11256            ,0.12987             ,0.57809             
3050                ,0.77062             ,0.76939             ,0.06532             ,0.06528             ,173                 ,994                 ,384                 ,2656                ,-0.12091            ,0.1321              ,0.57742             
3100                ,0.77049             ,0.76872             ,0.06534             ,0.06538             ,178                 ,994                 ,384                 ,2656                ,-0.12941            ,0.13396             ,0.57712             
3150                ,0.77027             ,0.76822             ,0.06537             ,0.06545             ,183                 ,995                 ,384                 ,2656                ,-0.13528            ,0.13601             ,0.57706             
3200                ,0.77044             ,0.76882             ,0.06535             ,0.06536             ,188                 ,994                 ,384                 ,2656                ,-0.13856            ,0.1378              ,0.57705             
3250                ,0.77039             ,0.76878             ,0.06535             ,0.06537             ,193                 ,994                 ,384                 ,2656                ,-0.13787            ,0.13939             ,0.57695             
3300                ,0.77034             ,0.7688              ,0.06536             ,0.06536             ,199                 ,994                 ,384                 ,2656                ,-0.13657            ,0.14094             ,0.57712             
3350                ,0.77025             ,0.76831             ,0.06537             ,0.06543             ,204                 ,995                 ,384                 ,2656                ,-0.13831            ,0.14189             ,0.57729             
3400                ,0.77019             ,0.76829             ,0.06538             ,0.06544             ,209                 ,994                 ,384                 ,2656                ,-0.13856            ,0.14273             ,0.57739             
3450                ,0.77014             ,0.76884             ,0.06539             ,0.06536             ,213                 ,994                 ,384                 ,2658                ,-0.12462            ,0.14386             ,0.57751             
3500                ,0.7704              ,0.76958             ,0.06535             ,0.06525             ,218                 ,994                 ,384                 ,2658                ,-0.1272             ,0.14475             ,0.57829             
3550                ,0.77059             ,0.77017             ,0.06532             ,0.06517             ,223                 ,994                 ,384                 ,2657                ,-0.12919            ,0.14552             ,0.57835             
3600                ,0.77071             ,0.77011             ,0.06531             ,0.06518             ,226                 ,994                 ,382                 ,2658                ,-0.12475            ,0.14638             ,0.57892             
3650                ,0.7707              ,0.77002             ,0.06531             ,0.06519             ,230                 ,994                 ,381                 ,2658                ,-0.12712            ,0.14731             ,0.57902             
3700                ,0.77069             ,0.76992             ,0.06531             ,0.06521             ,233                 ,994                 ,380                 ,2658                ,-0.12861            ,0.14809             ,0.57905             
3750                ,0.77063             ,0.77008             ,0.06532             ,0.06518             ,236                 ,994                 ,380                 ,2658                ,-0.13046            ,0.14898             ,0.57903             
3800                ,0.77067             ,0.77006             ,0.06531             ,0.06519             ,238                 ,994                 ,379                 ,2658                ,-0.13137            ,0.14946             ,0.57899             
3850                ,0.7704              ,0.76929             ,0.06535             ,0.06529             ,240                 ,995                 ,379                 ,2658                ,-0.13133            ,0.14955             ,0.57901             
3900                ,0.77072             ,0.76982             ,0.0653              ,0.06522             ,241                 ,994                 ,379                 ,2658                ,-0.13117            ,0.14975             ,0.57887             
3950                ,0.7707              ,0.76994             ,0.06531             ,0.0652              ,241                 ,994                 ,379                 ,2658                ,-0.13184            ,0.15037             ,0.57861             
4000                ,0.77082             ,0.77001             ,0.06529             ,0.06519             ,241                 ,994                 ,379                 ,2658                ,-0.13232            ,0.15099             ,0.57843             
