epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2_0:i,GNDI2_0:j,GNDI2_0:alpha1
1000                ,0.44824             ,0.46941             ,0.10131             ,0.09902             ,379                 ,3617                ,0.55886             
1050                ,0.47167             ,0.49253             ,0.09913             ,0.09684             ,374                 ,3617                ,0.53346             
1100                ,0.48904             ,0.50899             ,0.09749             ,0.09526             ,368                 ,3617                ,0.50825             
1150                ,0.50239             ,0.52066             ,0.09621             ,0.09412             ,362                 ,3617                ,0.48277             
1200                ,0.5128              ,0.52958             ,0.0952              ,0.09324             ,358                 ,3617                ,0.45921             
1250                ,0.52065             ,0.53584             ,0.09442             ,0.09261             ,354                 ,3617                ,0.43814             
1300                ,0.52618             ,0.53984             ,0.09388             ,0.09221             ,354                 ,3617                ,0.42056             
1350                ,0.53027             ,0.54319             ,0.09347             ,0.09188             ,353                 ,3617                ,0.40564             
1400                ,0.53328             ,0.54566             ,0.09317             ,0.09163             ,352                 ,3617                ,0.39284             
1450                ,0.53547             ,0.54711             ,0.09295             ,0.09148             ,351                 ,3617                ,0.3819              
1500                ,0.53708             ,0.54797             ,0.09279             ,0.0914              ,349                 ,3618                ,0.37286             
1550                ,0.5384              ,0.54845             ,0.09266             ,0.09135             ,347                 ,3617                ,0.36437             
1600                ,0.53977             ,0.54925             ,0.09252             ,0.09127             ,346                 ,3617                ,0.35473             
1650                ,0.54088             ,0.54909             ,0.09241             ,0.09128             ,345                 ,3617                ,0.34879             
1700                ,0.54162             ,0.54883             ,0.09234             ,0.09131             ,344                 ,3618                ,0.34474             
1750                ,0.54213             ,0.54894             ,0.09229             ,0.0913              ,343                 ,3617                ,0.34128             
1800                ,0.54259             ,0.54887             ,0.09224             ,0.09131             ,342                 ,3618                ,0.33901             
1850                ,0.54295             ,0.54881             ,0.0922              ,0.09131             ,342                 ,3618                ,0.33774             
1900                ,0.54323             ,0.54885             ,0.09217             ,0.09131             ,342                 ,3618                ,0.33708             
1950                ,0.54348             ,0.54887             ,0.09215             ,0.09131             ,342                 ,3618                ,0.33727             
2000                ,0.5437              ,0.54913             ,0.09213             ,0.09128             ,342                 ,3618                ,0.33707             
2050                ,0.54393             ,0.5493              ,0.0921              ,0.09126             ,342                 ,3618                ,0.33703             
2100                ,0.54413             ,0.54945             ,0.09208             ,0.09125             ,342                 ,3618                ,0.33703             
2150                ,0.54432             ,0.54974             ,0.09206             ,0.09122             ,342                 ,3618                ,0.33688             
2200                ,0.54454             ,0.55004             ,0.09204             ,0.09119             ,342                 ,3618                ,0.33653             
2250                ,0.54476             ,0.55023             ,0.09202             ,0.09117             ,342                 ,3618                ,0.33658             
2300                ,0.54497             ,0.5506              ,0.092               ,0.09113             ,342                 ,3618                ,0.33635             
2350                ,0.5452              ,0.55089             ,0.09198             ,0.0911              ,342                 ,3618                ,0.33632             
2400                ,0.54545             ,0.55117             ,0.09195             ,0.09107             ,341                 ,3618                ,0.33623             
2450                ,0.54569             ,0.55141             ,0.09193             ,0.09105             ,341                 ,3618                ,0.33627             
2500                ,0.54593             ,0.55181             ,0.0919              ,0.09101             ,341                 ,3618                ,0.33592             
2550                ,0.54618             ,0.55214             ,0.09188             ,0.09097             ,341                 ,3618                ,0.33536             
2600                ,0.54643             ,0.55243             ,0.09185             ,0.09094             ,342                 ,3618                ,0.33496             
2650                ,0.54667             ,0.55274             ,0.09183             ,0.09091             ,342                 ,3618                ,0.33447             
2700                ,0.54691             ,0.55324             ,0.0918              ,0.09086             ,342                 ,3618                ,0.33349             
2750                ,0.54719             ,0.55372             ,0.09177             ,0.09081             ,342                 ,3618                ,0.33206             
2800                ,0.54746             ,0.55397             ,0.09175             ,0.09079             ,342                 ,3618                ,0.33098             
2850                ,0.5477              ,0.5542              ,0.09172             ,0.09076             ,342                 ,3618                ,0.32987             
2900                ,0.54791             ,0.55442             ,0.0917              ,0.09074             ,342                 ,3618                ,0.32874             
2950                ,0.54809             ,0.55472             ,0.09168             ,0.09071             ,342                 ,3618                ,0.32731             
3000                ,0.54827             ,0.5549              ,0.09167             ,0.09069             ,342                 ,3618                ,0.3259              
3050                ,0.54842             ,0.55506             ,0.09165             ,0.09068             ,342                 ,3618                ,0.32444             
3100                ,0.54855             ,0.5552              ,0.09164             ,0.09066             ,342                 ,3618                ,0.32292             
3150                ,0.54866             ,0.55534             ,0.09163             ,0.09065             ,342                 ,3618                ,0.32125             
3200                ,0.54876             ,0.55544             ,0.09162             ,0.09064             ,342                 ,3618                ,0.31949             
3250                ,0.54884             ,0.55554             ,0.09161             ,0.09063             ,342                 ,3618                ,0.3177              
3300                ,0.54892             ,0.55581             ,0.0916              ,0.0906              ,342                 ,3617                ,0.31544             
3350                ,0.54902             ,0.55586             ,0.09159             ,0.0906              ,342                 ,3617                ,0.31359             
3400                ,0.54911             ,0.55594             ,0.09158             ,0.09059             ,342                 ,3617                ,0.31182             
3450                ,0.54919             ,0.55603             ,0.09157             ,0.09058             ,342                 ,3617                ,0.31003             
3500                ,0.54925             ,0.55609             ,0.09156             ,0.09057             ,342                 ,3617                ,0.30824             
3550                ,0.54931             ,0.55616             ,0.09156             ,0.09056             ,342                 ,3617                ,0.30643             
3600                ,0.54937             ,0.55622             ,0.09155             ,0.09056             ,342                 ,3617                ,0.30464             
3650                ,0.54942             ,0.55628             ,0.09155             ,0.09055             ,342                 ,3618                ,0.30283             
3700                ,0.54947             ,0.55635             ,0.09154             ,0.09055             ,342                 ,3618                ,0.30094             
3750                ,0.54953             ,0.55641             ,0.09154             ,0.09054             ,342                 ,3617                ,0.29916             
3800                ,0.54957             ,0.55646             ,0.09153             ,0.09053             ,342                 ,3617                ,0.29747             
3850                ,0.54962             ,0.5565              ,0.09153             ,0.09053             ,342                 ,3617                ,0.29575             
3900                ,0.54965             ,0.55659             ,0.09152             ,0.09052             ,342                 ,3617                ,0.29397             
3950                ,0.5497              ,0.55663             ,0.09152             ,0.09052             ,342                 ,3617                ,0.29229             
4000                ,0.54975             ,0.55675             ,0.09151             ,0.09051             ,342                 ,3617                ,0.29046             
