epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4_0:i,GNDI4_0:j,GNDI4_0:k,GNDI4_0:l,GNDI4_0:alpha1,GNDI4_0:alpha2,GNDI4_0:alpha3
50                  ,0.23864             ,0.2501              ,0.119               ,0.11772             ,302                 ,3053                ,1520                ,2016                ,0.91927             ,0.67952             ,0.99144             
100                 ,0.36829             ,0.38655             ,0.1084              ,0.10647             ,320                 ,3066                ,1496                ,2020                ,0.86602             ,0.66639             ,0.96242             
150                 ,0.48521             ,0.50594             ,0.09785             ,0.09555             ,339                 ,3071                ,1474                ,2021                ,0.80336             ,0.59647             ,0.91606             
200                 ,0.59011             ,0.60593             ,0.08732             ,0.08534             ,355                 ,3070                ,1443                ,2020                ,0.74038             ,0.50774             ,0.85609             
250                 ,0.65147             ,0.65728             ,0.08052             ,0.07958             ,365                 ,3069                ,1409                ,2020                ,0.69799             ,0.42409             ,0.80797             
300                 ,0.6802              ,0.67749             ,0.07713             ,0.0772              ,369                 ,3068                ,1372                ,2020                ,0.67584             ,0.36232             ,0.78083             
350                 ,0.69588             ,0.68767             ,0.07521             ,0.07597             ,371                 ,3066                ,1332                ,2020                ,0.66476             ,0.31959             ,0.77023             
400                 ,0.7057              ,0.69446             ,0.07399             ,0.07514             ,373                 ,3065                ,1291                ,2020                ,0.65734             ,0.28944             ,0.76584             
450                 ,0.71327             ,0.70072             ,0.07303             ,0.07437             ,376                 ,3062                ,1251                ,2020                ,0.65188             ,0.27013             ,0.76595             
500                 ,0.71995             ,0.70701             ,0.07217             ,0.07358             ,379                 ,3060                ,1211                ,2017                ,0.64803             ,0.25766             ,0.76919             
550                 ,0.7264              ,0.71368             ,0.07134             ,0.07274             ,381                 ,3057                ,1173                ,2005                ,0.64387             ,0.24618             ,0.77179             
600                 ,0.73431             ,0.7225              ,0.0703              ,0.07161             ,384                 ,3057                ,1135                ,1967                ,0.63944             ,0.23349             ,0.77441             
650                 ,0.74161             ,0.73082             ,0.06933             ,0.07053             ,386                 ,3053                ,1105                ,1923                ,0.63409             ,0.22129             ,0.77546             
700                 ,0.74548             ,0.73508             ,0.06881             ,0.06997             ,388                 ,3051                ,1082                ,1904                ,0.62713             ,0.21131             ,0.77198             
750                 ,0.74746             ,0.73718             ,0.06854             ,0.06969             ,388                 ,3050                ,1064                ,1895                ,0.62039             ,0.2041              ,0.76815             
800                 ,0.74878             ,0.73846             ,0.06836             ,0.06952             ,388                 ,3048                ,1047                ,1888                ,0.61382             ,0.19753             ,0.7645              
850                 ,0.74964             ,0.73929             ,0.06824             ,0.06941             ,389                 ,3048                ,1034                ,1887                ,0.60704             ,0.1909              ,0.75986             
900                 ,0.75024             ,0.73983             ,0.06816             ,0.06934             ,389                 ,3048                ,1024                ,1887                ,0.60008             ,0.1855              ,0.75466             
950                 ,0.75077             ,0.7402              ,0.06809             ,0.06929             ,389                 ,3048                ,1016                ,1887                ,0.59335             ,0.18009             ,0.7503              
