epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4_0:i,GNDI4_0:j,GNDI4_0:k,GNDI4_0:l,GNDI4_0:alpha1,GNDI4_0:alpha2,GNDI4_0:alpha3
1450                ,0.01466             ,0.0111              ,0.13538             ,0.13518             ,1629                ,1627                ,2966                ,1462                ,0.52702             ,0.43966             ,0.29505             
1500                ,0.01491             ,0.01136             ,0.13536             ,0.13517             ,1629                ,1627                ,2966                ,1491                ,0.51805             ,0.41707             ,0.29638             
1550                ,0.01517             ,0.0115              ,0.13534             ,0.13516             ,1629                ,1627                ,2966                ,1505                ,0.50905             ,0.39454             ,0.29795             
1600                ,0.01542             ,0.01163             ,0.13533             ,0.13515             ,1629                ,1627                ,2966                ,1505                ,0.49993             ,0.37198             ,0.29967             
1650                ,0.01568             ,0.01169             ,0.13531             ,0.13514             ,1629                ,1627                ,2966                ,1505                ,0.49068             ,0.3494              ,0.30154             
1700                ,0.01594             ,0.01192             ,0.13529             ,0.13513             ,1629                ,1627                ,2966                ,1505                ,0.48135             ,0.32687             ,0.30361             
1750                ,0.01619             ,0.01199             ,0.13527             ,0.13512             ,1629                ,1627                ,2966                ,1505                ,0.4719              ,0.30435             ,0.30584             
1800                ,0.01642             ,0.01207             ,0.13526             ,0.13512             ,1629                ,1627                ,2966                ,1505                ,0.46234             ,0.28187             ,0.30824             
1850                ,0.01668             ,0.01235             ,0.13524             ,0.1351              ,1629                ,1627                ,2966                ,1504                ,0.45269             ,0.25944             ,0.31081             
1900                ,0.01693             ,0.01245             ,0.13522             ,0.13509             ,1629                ,1627                ,2966                ,1504                ,0.44294             ,0.23707             ,0.31353             
1950                ,0.01717             ,0.01253             ,0.13521             ,0.13509             ,1629                ,1627                ,2966                ,1505                ,0.43312             ,0.21491             ,0.31638             
2000                ,0.0174              ,0.01263             ,0.13519             ,0.13508             ,1629                ,1627                ,2965                ,1505                ,0.42323             ,0.19293             ,0.31938             
2050                ,0.01761             ,0.01273             ,0.13518             ,0.13507             ,1629                ,1627                ,2965                ,1505                ,0.41327             ,0.17115             ,0.32248             
2100                ,0.01782             ,0.01281             ,0.13516             ,0.13507             ,1629                ,1627                ,2965                ,1505                ,0.40326             ,0.14956             ,0.32568             
2150                ,0.01801             ,0.01285             ,0.13515             ,0.13506             ,1629                ,1627                ,2965                ,1505                ,0.3932              ,0.12822             ,0.32898             
2200                ,0.01824             ,0.01298             ,0.13513             ,0.13505             ,1629                ,1627                ,2962                ,1505                ,0.38312             ,0.10718             ,0.33236             
2250                ,0.01845             ,0.01305             ,0.13512             ,0.13505             ,1629                ,1627                ,2962                ,1505                ,0.37305             ,0.08635             ,0.33587             
2300                ,0.01865             ,0.01313             ,0.13511             ,0.13504             ,1629                ,1627                ,2962                ,1505                ,0.36295             ,0.0656              ,0.33945             
2350                ,0.01884             ,0.01327             ,0.13509             ,0.13504             ,1629                ,1627                ,2962                ,1505                ,0.35285             ,0.04508             ,0.34317             
2400                ,0.01899             ,0.01338             ,0.13508             ,0.13503             ,1629                ,1627                ,2961                ,1505                ,0.34278             ,0.0249              ,0.34699             
2450                ,0.01916             ,0.01344             ,0.13507             ,0.13502             ,1629                ,1627                ,2961                ,1505                ,0.33274             ,0.0051              ,0.3509              
2500                ,0.01929             ,0.01342             ,0.13506             ,0.13502             ,1629                ,1627                ,2961                ,1505                ,0.32275             ,0.00031             ,0.35481             
2550                ,0.01938             ,0.01355             ,0.13506             ,0.13502             ,1629                ,1627                ,2961                ,1505                ,0.31281             ,0.00041             ,0.35873             
2600                ,0.0195              ,0.01351             ,0.13505             ,0.13502             ,1629                ,1627                ,2961                ,1505                ,0.30293             ,0.0004              ,0.36257             
2650                ,0.01956             ,0.0135              ,0.13504             ,0.13502             ,1629                ,1627                ,2961                ,1505                ,0.29312             ,0.00042             ,0.36633             
2700                ,0.01964             ,0.01354             ,0.13504             ,0.13502             ,1629                ,1627                ,2961                ,1505                ,0.28337             ,0.00042             ,0.37002             
2750                ,0.0197              ,0.0136              ,0.13503             ,0.13501             ,1629                ,1627                ,2961                ,1505                ,0.27371             ,0.00043             ,0.37361             
2800                ,0.01973             ,0.01367             ,0.13503             ,0.13501             ,1629                ,1627                ,2961                ,1505                ,0.26414             ,0.00043             ,0.37712             
2850                ,0.0198              ,0.01364             ,0.13503             ,0.13501             ,1629                ,1627                ,2961                ,1505                ,0.25466             ,0.00044             ,0.38053             
2900                ,0.01983             ,0.01367             ,0.13502             ,0.13501             ,1629                ,1627                ,2960                ,1505                ,0.2453              ,0.00044             ,0.38384             
2950                ,0.01987             ,0.01363             ,0.13502             ,0.13501             ,1629                ,1627                ,2960                ,1505                ,0.23604             ,0.00045             ,0.38702             
3000                ,0.0199              ,0.01366             ,0.13502             ,0.13501             ,1629                ,1627                ,2960                ,1505                ,0.22692             ,0.00046             ,0.39013             
3050                ,0.01992             ,0.01367             ,0.13502             ,0.13501             ,1629                ,1626                ,2960                ,1505                ,0.21792             ,0.00046             ,0.39318             
3100                ,0.01994             ,0.01366             ,0.13502             ,0.13501             ,1629                ,1626                ,2960                ,1505                ,0.20906             ,0.00046             ,0.39614             
3150                ,0.02009             ,0.01392             ,0.13501             ,0.13499             ,1629                ,1616                ,2960                ,1505                ,0.20035             ,0.00047             ,0.39905             
3200                ,0.02017             ,0.01396             ,0.135               ,0.13499             ,1629                ,1615                ,2960                ,1505                ,0.19179             ,0.00041             ,0.40235             
3250                ,0.02022             ,0.01405             ,0.135               ,0.13498             ,1629                ,1616                ,2960                ,1505                ,0.18339             ,0.00045             ,0.40562             
3300                ,0.02029             ,0.01402             ,0.13499             ,0.13498             ,1629                ,1615                ,2960                ,1505                ,0.17516             ,0.00045             ,0.40882             
3350                ,0.02033             ,0.01404             ,0.13499             ,0.13498             ,1629                ,1616                ,2960                ,1505                ,0.16711             ,0.00046             ,0.41202             
3400                ,0.02062             ,0.01449             ,0.13497             ,0.13495             ,1616                ,1616                ,2960                ,1505                ,0.15923             ,0.00035             ,0.41551             
3450                ,0.02075             ,0.01452             ,0.13496             ,0.13495             ,1615                ,1616                ,2960                ,1505                ,0.15154             ,0.00042             ,0.41924             
3500                ,0.02081             ,0.01458             ,0.13496             ,0.13495             ,1616                ,1616                ,2960                ,1505                ,0.14405             ,0.00047             ,0.42289             
3550                ,0.02089             ,0.01455             ,0.13495             ,0.13495             ,1615                ,1615                ,2960                ,1505                ,0.13676             ,0.00045             ,0.42633             
3600                ,0.02094             ,0.01456             ,0.13495             ,0.13495             ,1615                ,1615                ,2960                ,1505                ,0.12966             ,0.00047             ,0.42965             
3650                ,0.02097             ,0.01464             ,0.13495             ,0.13494             ,1616                ,1616                ,2960                ,1505                ,0.12278             ,0.00047             ,0.43287             
3700                ,0.02102             ,0.01462             ,0.13494             ,0.13494             ,1615                ,1615                ,2960                ,1505                ,0.11611             ,0.0005              ,0.43605             
3750                ,0.02106             ,0.01463             ,0.13494             ,0.13494             ,1615                ,1615                ,2960                ,1505                ,0.10965             ,0.0005              ,0.439               
3800                ,0.02108             ,0.01465             ,0.13494             ,0.13494             ,1615                ,1615                ,2960                ,1505                ,0.10341             ,0.00055             ,0.44184             
3850                ,0.02111             ,0.01464             ,0.13494             ,0.13494             ,1615                ,1615                ,2960                ,1505                ,0.0974              ,0.00056             ,0.44459             
3900                ,0.02112             ,0.01463             ,0.13494             ,0.13494             ,1615                ,1615                ,2960                ,1505                ,0.09161             ,0.00058             ,0.44729             
3950                ,0.02114             ,0.01466             ,0.13493             ,0.13494             ,1615                ,1615                ,2959                ,1505                ,0.08604             ,0.00057             ,0.4499              
4000                ,0.02118             ,0.0147              ,0.13493             ,0.13494             ,1615                ,1615                ,2958                ,1505                ,0.08071             ,0.00059             ,0.4525              
