epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2Alpha_0:i,GNDI2Alpha_0:j,GNDI2Alpha_0:alpha1_1,GNDI2Alpha_0:alpha1_2
2350                ,0.69703             ,0.68126             ,0.07507             ,0.07675             ,895                 ,390                 ,0.21151             ,0.67593             
2400                ,0.69721             ,0.68132             ,0.07505             ,0.07674             ,893                 ,390                 ,0.21442             ,0.67821             
2450                ,0.69735             ,0.68145             ,0.07503             ,0.07672             ,893                 ,390                 ,0.21748             ,0.6805              
2500                ,0.6975              ,0.68161             ,0.07501             ,0.07671             ,893                 ,390                 ,0.22066             ,0.68277             
2550                ,0.69765             ,0.68177             ,0.07499             ,0.07669             ,893                 ,390                 ,0.224               ,0.685               
2600                ,0.69782             ,0.68193             ,0.07497             ,0.07667             ,893                 ,390                 ,0.22748             ,0.6872              
2650                ,0.69798             ,0.6821              ,0.07495             ,0.07665             ,893                 ,390                 ,0.23111             ,0.68938             
2700                ,0.69816             ,0.68222             ,0.07493             ,0.07663             ,893                 ,390                 ,0.23488             ,0.69149             
2750                ,0.69834             ,0.68241             ,0.07491             ,0.07661             ,893                 ,390                 ,0.23874             ,0.69359             
2800                ,0.69852             ,0.68259             ,0.07488             ,0.07659             ,893                 ,390                 ,0.24272             ,0.69565             
2850                ,0.69873             ,0.6827              ,0.07486             ,0.07657             ,893                 ,390                 ,0.24696             ,0.69758             
2900                ,0.69894             ,0.68279             ,0.07483             ,0.07656             ,893                 ,390                 ,0.25147             ,0.69953             
2950                ,0.69914             ,0.683               ,0.07481             ,0.07654             ,893                 ,390                 ,0.25593             ,0.70147             
3000                ,0.69933             ,0.68319             ,0.07478             ,0.07651             ,893                 ,390                 ,0.26066             ,0.7033              
3050                ,0.69953             ,0.68338             ,0.07476             ,0.07649             ,893                 ,390                 ,0.26549             ,0.70506             
3100                ,0.69972             ,0.68361             ,0.07473             ,0.07646             ,893                 ,390                 ,0.27049             ,0.70675             
3150                ,0.69992             ,0.68379             ,0.07471             ,0.07644             ,893                 ,390                 ,0.27573             ,0.70833             
3200                ,0.70011             ,0.68401             ,0.07469             ,0.07642             ,893                 ,390                 ,0.28109             ,0.70984             
3250                ,0.7003              ,0.68418             ,0.07466             ,0.07639             ,893                 ,390                 ,0.28662             ,0.71122             
3300                ,0.7005              ,0.68439             ,0.07464             ,0.07637             ,893                 ,390                 ,0.29206             ,0.71251             
3350                ,0.7007              ,0.68459             ,0.07461             ,0.07635             ,893                 ,390                 ,0.29781             ,0.71368             
3400                ,0.70089             ,0.68479             ,0.07459             ,0.07632             ,893                 ,390                 ,0.30374             ,0.71472             
3450                ,0.70109             ,0.685               ,0.07456             ,0.0763              ,893                 ,390                 ,0.30985             ,0.71563             
3500                ,0.70128             ,0.6852              ,0.07454             ,0.07627             ,893                 ,390                 ,0.31605             ,0.71644             
3550                ,0.70148             ,0.68538             ,0.07452             ,0.07625             ,893                 ,390                 ,0.32239             ,0.71712             
3600                ,0.70168             ,0.68554             ,0.07449             ,0.07623             ,893                 ,390                 ,0.3288              ,0.71763             
3650                ,0.70187             ,0.68578             ,0.07447             ,0.0762              ,893                 ,390                 ,0.33518             ,0.71804             
3700                ,0.70207             ,0.686               ,0.07444             ,0.07617             ,893                 ,390                 ,0.34165             ,0.71831             
3750                ,0.70226             ,0.6862              ,0.07442             ,0.07615             ,893                 ,390                 ,0.34822             ,0.71841             
3800                ,0.70254             ,0.68605             ,0.07438             ,0.07617             ,893                 ,390                 ,0.35566             ,0.71815             
3850                ,0.70276             ,0.68627             ,0.07436             ,0.07614             ,893                 ,390                 ,0.3624              ,0.71814             
3900                ,0.70299             ,0.68644             ,0.07433             ,0.07612             ,893                 ,390                 ,0.36914             ,0.71779             
3950                ,0.70322             ,0.68666             ,0.0743              ,0.0761              ,893                 ,390                 ,0.37585             ,0.71731             
4000                ,0.70345             ,0.68686             ,0.07427             ,0.07607             ,893                 ,390                 ,0.38265             ,0.71666             
