epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2Alpha_0:i,GNDI2Alpha_0:j,GNDI2Alpha_0:alpha1_1,GNDI2Alpha_0:alpha1_2
50                  ,0.0125              ,0.01596             ,0.13553             ,0.13485             ,978                 ,522                 ,0.2449              ,0.66255             
100                 ,0.19084             ,0.20412             ,0.12268             ,0.12127             ,1002                ,511                 ,0.21834             ,0.65592             
150                 ,0.30458             ,0.32452             ,0.11373             ,0.11173             ,1036                ,491                 ,0.18728             ,0.653               
200                 ,0.4524              ,0.47899             ,0.10092             ,0.09812             ,1065                ,468                 ,0.15423             ,0.64639             
250                 ,0.56309             ,0.59051             ,0.09015             ,0.08699             ,1075                ,447                 ,0.13439             ,0.63743             
300                 ,0.62055             ,0.64158             ,0.08401             ,0.08138             ,1064                ,430                 ,0.12769             ,0.62995             
350                 ,0.65248             ,0.66594             ,0.0804              ,0.07857             ,1042                ,416                 ,0.12507             ,0.62338             
400                 ,0.67008             ,0.67615             ,0.07834             ,0.07736             ,1018                ,406                 ,0.12397             ,0.61819             
450                 ,0.67937             ,0.67907             ,0.07723             ,0.07701             ,996                 ,399                 ,0.12387             ,0.61467             
500                 ,0.68409             ,0.67909             ,0.07666             ,0.07701             ,976                 ,394                 ,0.12409             ,0.6126              
550                 ,0.68649             ,0.67821             ,0.07636             ,0.07711             ,960                 ,391                 ,0.12465             ,0.61175             
600                 ,0.68785             ,0.67747             ,0.0762              ,0.0772              ,947                 ,390                 ,0.12505             ,0.61171             
650                 ,0.68858             ,0.677               ,0.07611             ,0.07726             ,938                 ,390                 ,0.12542             ,0.61224             
700                 ,0.68909             ,0.67668             ,0.07605             ,0.0773              ,931                 ,390                 ,0.12575             ,0.61311             
750                 ,0.68949             ,0.67652             ,0.076               ,0.07732             ,925                 ,390                 ,0.12592             ,0.61418             
800                 ,0.68981             ,0.67648             ,0.07596             ,0.07732             ,922                 ,390                 ,0.12606             ,0.61548             
850                 ,0.69013             ,0.67656             ,0.07592             ,0.07731             ,918                 ,390                 ,0.12616             ,0.61693             
900                 ,0.69038             ,0.67663             ,0.07589             ,0.0773              ,918                 ,390                 ,0.12636             ,0.61847             
950                 ,0.69061             ,0.67678             ,0.07586             ,0.07729             ,918                 ,390                 ,0.12667             ,0.62017             
1000                ,0.69083             ,0.67694             ,0.07583             ,0.07727             ,918                 ,390                 ,0.12721             ,0.62196             
1050                ,0.69104             ,0.67712             ,0.07581             ,0.07724             ,918                 ,390                 ,0.12812             ,0.62384             
1100                ,0.69127             ,0.67735             ,0.07578             ,0.07722             ,918                 ,390                 ,0.1294              ,0.62581             
1150                ,0.69151             ,0.67759             ,0.07575             ,0.07719             ,918                 ,390                 ,0.13097             ,0.62788             
1200                ,0.69177             ,0.67786             ,0.07572             ,0.07716             ,918                 ,390                 ,0.13277             ,0.63003             
1250                ,0.69204             ,0.67817             ,0.07568             ,0.07712             ,918                 ,390                 ,0.1348              ,0.63224             
1300                ,0.69233             ,0.67841             ,0.07565             ,0.07709             ,918                 ,390                 ,0.13705             ,0.63451             
1350                ,0.69265             ,0.67884             ,0.07561             ,0.07704             ,918                 ,390                 ,0.13962             ,0.63687             
1400                ,0.69296             ,0.67908             ,0.07557             ,0.07701             ,918                 ,390                 ,0.14243             ,0.6392              
1450                ,0.69324             ,0.67931             ,0.07554             ,0.07698             ,918                 ,390                 ,0.14538             ,0.6415              
1500                ,0.69351             ,0.67952             ,0.0755              ,0.07696             ,918                 ,390                 ,0.14851             ,0.64379             
1550                ,0.69379             ,0.6797              ,0.07547             ,0.07694             ,918                 ,390                 ,0.15194             ,0.64606             
1600                ,0.69403             ,0.67977             ,0.07544             ,0.07693             ,918                 ,390                 ,0.15558             ,0.64821             
1650                ,0.69425             ,0.67979             ,0.07541             ,0.07692             ,918                 ,390                 ,0.15956             ,0.6502              
1700                ,0.69445             ,0.67983             ,0.07539             ,0.07692             ,917                 ,390                 ,0.16397             ,0.65195             
1750                ,0.69475             ,0.67999             ,0.07535             ,0.0769              ,912                 ,390                 ,0.16873             ,0.65362             
1800                ,0.6951              ,0.68011             ,0.07531             ,0.07689             ,906                 ,390                 ,0.17406             ,0.65501             
1850                ,0.69543             ,0.68008             ,0.07527             ,0.07689             ,903                 ,390                 ,0.17997             ,0.65613             
1900                ,0.69572             ,0.68016             ,0.07523             ,0.07688             ,902                 ,390                 ,0.18582             ,0.65725             
1950                ,0.69591             ,0.68026             ,0.07521             ,0.07687             ,902                 ,390                 ,0.19063             ,0.65865             
2000                ,0.69605             ,0.6804              ,0.07519             ,0.07685             ,902                 ,390                 ,0.1941              ,0.66044             
2050                ,0.69616             ,0.68053             ,0.07518             ,0.07684             ,902                 ,390                 ,0.19671             ,0.66252             
2100                ,0.69627             ,0.68062             ,0.07516             ,0.07682             ,902                 ,390                 ,0.19899             ,0.66469             
2150                ,0.69639             ,0.68075             ,0.07515             ,0.07681             ,902                 ,390                 ,0.20126             ,0.66692             
2200                ,0.69653             ,0.68089             ,0.07513             ,0.07679             ,902                 ,390                 ,0.20352             ,0.66918             
2250                ,0.69666             ,0.68106             ,0.07511             ,0.07677             ,900                 ,390                 ,0.20607             ,0.67142             
2300                ,0.69686             ,0.68117             ,0.07509             ,0.07676             ,897                 ,390                 ,0.20871             ,0.67363             
