epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2_0:i,GNDI2_0:j,GNDI2_0:alpha1
50                  ,0.23548             ,0.25106             ,0.11925             ,0.11764             ,363                 ,2847                ,0.83951             
100                 ,0.27045             ,0.28782             ,0.11649             ,0.11472             ,367                 ,2843                ,0.84664             
150                 ,0.3018              ,0.32197             ,0.11396             ,0.11194             ,372                 ,2836                ,0.85714             
200                 ,0.32982             ,0.35365             ,0.11165             ,0.10929             ,377                 ,2830                ,0.86705             
250                 ,0.34362             ,0.36969             ,0.11049             ,0.10793             ,382                 ,2822                ,0.87676             
300                 ,0.35573             ,0.38239             ,0.10947             ,0.10683             ,386                 ,2814                ,0.88622             
350                 ,0.39178             ,0.41509             ,0.10636             ,0.10397             ,389                 ,2805                ,0.89528             
400                 ,0.44421             ,0.46479             ,0.10168             ,0.09945             ,389                 ,2799                ,0.90542             
450                 ,0.47517             ,0.49412             ,0.0988              ,0.09669             ,387                 ,2792                ,0.91648             
500                 ,0.49725             ,0.51418             ,0.0967              ,0.09475             ,384                 ,2787                ,0.92652             
550                 ,0.51262             ,0.52769             ,0.09521             ,0.09342             ,381                 ,2782                ,0.93544             
600                 ,0.52367             ,0.53743             ,0.09413             ,0.09246             ,378                 ,2778                ,0.94319             
650                 ,0.53205             ,0.54476             ,0.0933              ,0.09172             ,375                 ,2775                ,0.95006             
700                 ,0.53863             ,0.55019             ,0.09264             ,0.09117             ,372                 ,2772                ,0.9561              
750                 ,0.54343             ,0.55385             ,0.09215             ,0.0908              ,369                 ,2772                ,0.96138             
800                 ,0.54737             ,0.55662             ,0.09176             ,0.09052             ,366                 ,2772                ,0.96605             
850                 ,0.55056             ,0.5588              ,0.09143             ,0.09029             ,364                 ,2772                ,0.9701              
900                 ,0.55321             ,0.56044             ,0.09116             ,0.09013             ,362                 ,2771                ,0.97394             
950                 ,0.55534             ,0.5618              ,0.09094             ,0.08999             ,361                 ,2771                ,0.97738             
1000                ,0.55712             ,0.56248             ,0.09076             ,0.08992             ,358                 ,2771                ,0.98012             
1050                ,0.55836             ,0.56302             ,0.09063             ,0.08986             ,357                 ,2772                ,0.98224             
1100                ,0.55944             ,0.56364             ,0.09052             ,0.0898              ,355                 ,2772                ,0.98391             
1150                ,0.56024             ,0.56396             ,0.09044             ,0.08977             ,354                 ,2772                ,0.98508             
1200                ,0.56081             ,0.5647              ,0.09038             ,0.08969             ,354                 ,2772                ,0.98598             
1250                ,0.56128             ,0.565               ,0.09034             ,0.08966             ,354                 ,2772                ,0.9867              
1300                ,0.56171             ,0.56548             ,0.09029             ,0.08961             ,354                 ,2772                ,0.98733             
1350                ,0.56204             ,0.56571             ,0.09026             ,0.08958             ,354                 ,2772                ,0.98773             
1400                ,0.56231             ,0.56594             ,0.09023             ,0.08956             ,354                 ,2772                ,0.98787             
1450                ,0.56256             ,0.56651             ,0.0902              ,0.0895              ,354                 ,2771                ,0.98794             
1500                ,0.56282             ,0.56684             ,0.09018             ,0.08947             ,354                 ,2772                ,0.98799             
1550                ,0.56303             ,0.56701             ,0.09016             ,0.08945             ,354                 ,2771                ,0.98781             
1600                ,0.56319             ,0.56718             ,0.09014             ,0.08943             ,354                 ,2771                ,0.98746             
1650                ,0.56332             ,0.56729             ,0.09012             ,0.08942             ,354                 ,2771                ,0.98701             
1700                ,0.56343             ,0.56733             ,0.09011             ,0.08942             ,354                 ,2771                ,0.98637             
1750                ,0.56351             ,0.56739             ,0.09011             ,0.08941             ,354                 ,2771                ,0.98559             
1800                ,0.56357             ,0.56748             ,0.0901              ,0.0894              ,354                 ,2771                ,0.98472             
1850                ,0.56363             ,0.5675              ,0.09009             ,0.0894              ,354                 ,2771                ,0.98379             
1900                ,0.56369             ,0.56754             ,0.09009             ,0.0894              ,354                 ,2771                ,0.98277             
1950                ,0.56374             ,0.56761             ,0.09008             ,0.08939             ,354                 ,2771                ,0.98168             
2000                ,0.56379             ,0.56767             ,0.09008             ,0.08938             ,354                 ,2771                ,0.98056             
2050                ,0.56384             ,0.56772             ,0.09007             ,0.08938             ,354                 ,2771                ,0.97939             
