epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2_0:i,GNDI2_0:j,GNDI2_0:alpha1
2100                ,0.56389             ,0.56774             ,0.09007             ,0.08938             ,354                 ,2771                ,0.97814             
2150                ,0.56393             ,0.56778             ,0.09006             ,0.08937             ,354                 ,2771                ,0.97676             
2200                ,0.56397             ,0.56786             ,0.09006             ,0.08936             ,354                 ,2771                ,0.97533             
2250                ,0.56402             ,0.56792             ,0.09005             ,0.08936             ,354                 ,2771                ,0.97387             
2300                ,0.56406             ,0.56797             ,0.09005             ,0.08935             ,354                 ,2771                ,0.97235             
2350                ,0.5641              ,0.56797             ,0.09004             ,0.08935             ,354                 ,2771                ,0.97074             
2400                ,0.56414             ,0.56804             ,0.09004             ,0.08934             ,354                 ,2771                ,0.96908             
2450                ,0.56418             ,0.56806             ,0.09004             ,0.08934             ,354                 ,2771                ,0.96733             
2500                ,0.56421             ,0.56807             ,0.09003             ,0.08934             ,354                 ,2771                ,0.96552             
2550                ,0.56425             ,0.56815             ,0.09003             ,0.08933             ,354                 ,2771                ,0.96363             
2600                ,0.56429             ,0.56817             ,0.09002             ,0.08933             ,354                 ,2771                ,0.96159             
2650                ,0.56433             ,0.56835             ,0.09002             ,0.08931             ,354                 ,2771                ,0.95927             
2700                ,0.56438             ,0.56848             ,0.09002             ,0.0893              ,354                 ,2771                ,0.95678             
2750                ,0.56443             ,0.56857             ,0.09001             ,0.08929             ,354                 ,2771                ,0.95424             
2800                ,0.56447             ,0.56861             ,0.09001             ,0.08929             ,354                 ,2771                ,0.95164             
2850                ,0.56451             ,0.56868             ,0.09                ,0.08928             ,354                 ,2771                ,0.94894             
2900                ,0.56457             ,0.56876             ,0.09                ,0.08927             ,354                 ,2771                ,0.94618             
2950                ,0.56462             ,0.5688              ,0.08999             ,0.08927             ,354                 ,2771                ,0.94334             
3000                ,0.56467             ,0.56886             ,0.08999             ,0.08926             ,354                 ,2771                ,0.94037             
3050                ,0.56472             ,0.56892             ,0.08998             ,0.08925             ,354                 ,2771                ,0.93726             
3100                ,0.56476             ,0.56899             ,0.08998             ,0.08925             ,354                 ,2771                ,0.93397             
3150                ,0.5648              ,0.56902             ,0.08997             ,0.08924             ,354                 ,2771                ,0.93056             
3200                ,0.56485             ,0.56909             ,0.08997             ,0.08924             ,354                 ,2771                ,0.92701             
3250                ,0.56489             ,0.56913             ,0.08996             ,0.08923             ,354                 ,2771                ,0.92331             
3300                ,0.56493             ,0.56917             ,0.08996             ,0.08923             ,354                 ,2771                ,0.91943             
3350                ,0.56496             ,0.56919             ,0.08996             ,0.08923             ,354                 ,2771                ,0.91538             
3400                ,0.565               ,0.56924             ,0.08995             ,0.08922             ,354                 ,2771                ,0.91113             
3450                ,0.56504             ,0.56927             ,0.08995             ,0.08922             ,354                 ,2771                ,0.90666             
3500                ,0.56508             ,0.56933             ,0.08994             ,0.08921             ,354                 ,2771                ,0.90199             
3550                ,0.56511             ,0.56935             ,0.08994             ,0.08921             ,354                 ,2771                ,0.89712             
3600                ,0.56514             ,0.56939             ,0.08994             ,0.08921             ,354                 ,2771                ,0.89195             
3650                ,0.56516             ,0.56943             ,0.08993             ,0.0892              ,354                 ,2771                ,0.8865              
3700                ,0.56519             ,0.56946             ,0.08993             ,0.0892              ,354                 ,2771                ,0.88079             
3750                ,0.56523             ,0.56947             ,0.08993             ,0.0892              ,354                 ,2771                ,0.87478             
3800                ,0.56525             ,0.56952             ,0.08992             ,0.08919             ,354                 ,2771                ,0.86846             
3850                ,0.56528             ,0.56957             ,0.08992             ,0.08919             ,354                 ,2771                ,0.8618              
3900                ,0.56531             ,0.56961             ,0.08992             ,0.08918             ,354                 ,2771                ,0.85479             
3950                ,0.56534             ,0.56962             ,0.08992             ,0.08918             ,354                 ,2771                ,0.84743             
4000                ,0.56537             ,0.56964             ,0.08991             ,0.08918             ,354                 ,2771                ,0.8397              
