epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2_0:i,GNDI2_0:j,GNDI2_0:alpha1
50                  ,0                   ,0                   ,0.16818             ,0.16789             ,4035                ,561                 ,0.93197             
100                 ,0.19978             ,0.21546             ,0.122               ,0.12041             ,4032                ,564                 ,0.93046             
150                 ,0.26813             ,0.29093             ,0.11668             ,0.11447             ,4024                ,549                 ,0.93368             
200                 ,0.3044              ,0.33117             ,0.11375             ,0.11117             ,4015                ,528                 ,0.93798             
250                 ,0.33276             ,0.36133             ,0.1114              ,0.10864             ,4007                ,508                 ,0.94139             
300                 ,0.35871             ,0.38857             ,0.10922             ,0.1063              ,3999                ,488                 ,0.94513             
350                 ,0.3838              ,0.41345             ,0.10706             ,0.10411             ,3992                ,467                 ,0.94911             
400                 ,0.40694             ,0.43528             ,0.10503             ,0.10216             ,3986                ,448                 ,0.95317             
450                 ,0.4277              ,0.45419             ,0.10317             ,0.10043             ,3982                ,431                 ,0.95704             
500                 ,0.44491             ,0.46962             ,0.10161             ,0.099               ,3981                ,416                 ,0.96047             
550                 ,0.45833             ,0.48114             ,0.10038             ,0.09792             ,3980                ,403                 ,0.96336             
600                 ,0.46822             ,0.48932             ,0.09946             ,0.09714             ,3980                ,392                 ,0.96562             
650                 ,0.47527             ,0.49487             ,0.09879             ,0.09662             ,3978                ,383                 ,0.96729             
700                 ,0.4798              ,0.4983              ,0.09837             ,0.09629             ,3976                ,377                 ,0.96843             
750                 ,0.48321             ,0.50087             ,0.09804             ,0.09604             ,3976                ,371                 ,0.96906             
800                 ,0.48595             ,0.50284             ,0.09778             ,0.09585             ,3976                ,366                 ,0.96936             
850                 ,0.48808             ,0.50409             ,0.09758             ,0.09573             ,3976                ,362                 ,0.9695              
900                 ,0.48974             ,0.50494             ,0.09742             ,0.09565             ,3976                ,358                 ,0.96949             
950                 ,0.49098             ,0.50536             ,0.0973              ,0.09561             ,3975                ,355                 ,0.96944             
1000                ,0.49162             ,0.50543             ,0.09724             ,0.0956              ,3973                ,352                 ,0.96932             
1050                ,0.49201             ,0.50547             ,0.09721             ,0.0956              ,3972                ,351                 ,0.96908             
1100                ,0.4923              ,0.50556             ,0.09718             ,0.09559             ,3969                ,350                 ,0.96868             
1150                ,0.49278             ,0.50571             ,0.09713             ,0.09557             ,3969                ,348                 ,0.96833             
1200                ,0.49333             ,0.50573             ,0.09708             ,0.09557             ,3969                ,347                 ,0.9682              
1250                ,0.49363             ,0.50554             ,0.09705             ,0.09559             ,3968                ,346                 ,0.96812             
1300                ,0.49386             ,0.50545             ,0.09703             ,0.0956              ,3967                ,345                 ,0.96795             
1350                ,0.49407             ,0.50541             ,0.09701             ,0.0956              ,3967                ,345                 ,0.96768             
1400                ,0.49425             ,0.50536             ,0.09699             ,0.09561             ,3967                ,344                 ,0.96743             
1450                ,0.49437             ,0.50532             ,0.09698             ,0.09561             ,3967                ,343                 ,0.96722             
1500                ,0.49456             ,0.5054              ,0.09696             ,0.0956              ,3967                ,343                 ,0.96707             
1550                ,0.49471             ,0.50525             ,0.09695             ,0.09562             ,3967                ,342                 ,0.96706             
1600                ,0.49483             ,0.5054              ,0.09694             ,0.0956              ,3967                ,342                 ,0.96702             
1650                ,0.49495             ,0.50526             ,0.09692             ,0.09562             ,3967                ,342                 ,0.96699             
1700                ,0.49505             ,0.50527             ,0.09691             ,0.09562             ,3967                ,342                 ,0.967               
1750                ,0.49513             ,0.5052              ,0.09691             ,0.09562             ,3967                ,342                 ,0.96709             
1800                ,0.49518             ,0.50517             ,0.0969              ,0.09563             ,3967                ,342                 ,0.96715             
1850                ,0.49525             ,0.50518             ,0.0969              ,0.09562             ,3967                ,341                 ,0.96716             
1900                ,0.4953              ,0.50519             ,0.09689             ,0.09562             ,3967                ,341                 ,0.96715             
1950                ,0.49536             ,0.5052              ,0.09688             ,0.09562             ,3967                ,341                 ,0.96715             
2000                ,0.49545             ,0.50519             ,0.09688             ,0.09562             ,3967                ,340                 ,0.96721             
2050                ,0.49552             ,0.50515             ,0.09687             ,0.09563             ,3967                ,340                 ,0.96735             
2100                ,0.49558             ,0.50512             ,0.09686             ,0.09563             ,3967                ,340                 ,0.96746             
2150                ,0.49563             ,0.50512             ,0.09686             ,0.09563             ,3967                ,339                 ,0.96747             
2200                ,0.49571             ,0.50512             ,0.09685             ,0.09563             ,3967                ,339                 ,0.96748             
2250                ,0.49583             ,0.50514             ,0.09684             ,0.09563             ,3967                ,338                 ,0.96758             
2300                ,0.49591             ,0.50514             ,0.09683             ,0.09563             ,3967                ,338                 ,0.96774             
2350                ,0.49596             ,0.50517             ,0.09683             ,0.09563             ,3967                ,338                 ,0.96764             
2400                ,0.49601             ,0.50522             ,0.09682             ,0.09562             ,3967                ,338                 ,0.96749             
2450                ,0.49607             ,0.50527             ,0.09682             ,0.09562             ,3967                ,338                 ,0.96737             
2500                ,0.49612             ,0.5053              ,0.09681             ,0.09561             ,3967                ,338                 ,0.96721             
2550                ,0.49617             ,0.50536             ,0.09681             ,0.09561             ,3967                ,338                 ,0.96695             
2600                ,0.49623             ,0.50542             ,0.0968              ,0.0956              ,3967                ,338                 ,0.96664             
2650                ,0.49628             ,0.50548             ,0.0968              ,0.0956              ,3967                ,338                 ,0.9663              
2700                ,0.49635             ,0.50554             ,0.09679             ,0.09559             ,3967                ,338                 ,0.96593             
2750                ,0.49641             ,0.5056              ,0.09678             ,0.09558             ,3967                ,338                 ,0.96552             
2800                ,0.49647             ,0.50566             ,0.09678             ,0.09558             ,3967                ,338                 ,0.96501             
2850                ,0.49653             ,0.50573             ,0.09677             ,0.09557             ,3967                ,338                 ,0.96448             
2900                ,0.49661             ,0.50579             ,0.09676             ,0.09557             ,3967                ,338                 ,0.96391             
2950                ,0.49671             ,0.50595             ,0.09675             ,0.09555             ,3967                ,338                 ,0.96324             
3000                ,0.49719             ,0.50683             ,0.09671             ,0.09547             ,3967                ,338                 ,0.9631              
3050                ,0.49735             ,0.50691             ,0.09669             ,0.09546             ,3967                ,338                 ,0.96276             
3100                ,0.49745             ,0.50692             ,0.09668             ,0.09546             ,3967                ,338                 ,0.96179             
3150                ,0.49755             ,0.50699             ,0.09667             ,0.09545             ,3967                ,338                 ,0.96074             
3200                ,0.49763             ,0.50707             ,0.09667             ,0.09544             ,3967                ,338                 ,0.95952             
3250                ,0.49781             ,0.50732             ,0.09665             ,0.09542             ,3967                ,338                 ,0.95833             
3300                ,0.49787             ,0.50733             ,0.09664             ,0.09542             ,3967                ,338                 ,0.95696             
3350                ,0.49792             ,0.50733             ,0.09664             ,0.09542             ,3967                ,338                 ,0.95521             
3400                ,0.49796             ,0.50737             ,0.09663             ,0.09541             ,3967                ,338                 ,0.95321             
3450                ,0.498               ,0.5074              ,0.09663             ,0.09541             ,3967                ,338                 ,0.95126             
3500                ,0.49804             ,0.50739             ,0.09663             ,0.09541             ,3967                ,338                 ,0.94927             
3550                ,0.49807             ,0.5074              ,0.09662             ,0.09541             ,3967                ,338                 ,0.94718             
3600                ,0.4981              ,0.50741             ,0.09662             ,0.09541             ,3967                ,338                 ,0.94506             
3650                ,0.49813             ,0.50743             ,0.09662             ,0.09541             ,3967                ,338                 ,0.9428              
3700                ,0.49815             ,0.50743             ,0.09662             ,0.09541             ,3967                ,338                 ,0.94056             
3750                ,0.49817             ,0.50744             ,0.09661             ,0.09541             ,3967                ,338                 ,0.93818             
3800                ,0.49826             ,0.50753             ,0.09661             ,0.0954              ,3967                ,338                 ,0.93583             
3850                ,0.49832             ,0.50743             ,0.0966              ,0.09541             ,3967                ,338                 ,0.93383             
3900                ,0.49834             ,0.50743             ,0.0966              ,0.09541             ,3967                ,338                 ,0.93136             
3950                ,0.49836             ,0.50745             ,0.0966              ,0.09541             ,3967                ,338                 ,0.92888             
4000                ,0.49838             ,0.50746             ,0.09659             ,0.0954              ,3967                ,338                 ,0.92624             
