epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4Alpha_0:i,GNDI4Alpha_0:j,GNDI4Alpha_0:k,GNDI4Alpha_0:l,GNDI4Alpha_0:alpha1_1,GNDI4Alpha_0:alpha1_2,GNDI4Alpha_0:alpha1_3,GNDI4Alpha_0:alpha1_4,GNDI4Alpha_0:alpha1_5,GNDI4Alpha_0:alpha1_6,GNDI4Alpha_0:alpha1_7,GNDI4Alpha_0:alpha1_8,GNDI4Alpha_0:alpha1_9,GNDI4Alpha_0:alpha1_10,GNDI4Alpha_0:alpha1_11,GNDI4Alpha_0:alpha1_12,GNDI4Alpha_0:alpha1_13,GNDI4Alpha_0:alpha1_14,GNDI4Alpha_0:alpha1_15,GNDI4Alpha_0:alpha1_16,GNDI4Alpha_0:alpha1_17,GNDI4Alpha_0:alpha1_18,GNDI4Alpha_0:alpha1_19,GNDI4Alpha_0:alpha1_20,GNDI4Alpha_0:alpha1_21,GNDI4Alpha_0:alpha1_22,GNDI4Alpha_0:alpha1_23,GNDI4Alpha_0:alpha1_24,GNDI4Alpha_0:alpha2_1,GNDI4Alpha_0:alpha2_2,GNDI4Alpha_0:alpha2_3,GNDI4Alpha_0:alpha2_4,GNDI4Alpha_0:alpha2_5,GNDI4Alpha_0:alpha2_6,GNDI4Alpha_0:alpha2_7,GNDI4Alpha_0:alpha2_8,GNDI4Alpha_0:alpha2_9,GNDI4Alpha_0:alpha2_10,GNDI4Alpha_0:alpha2_11,GNDI4Alpha_0:alpha2_12,GNDI4Alpha_0:alpha2_13,GNDI4Alpha_0:alpha2_14,GNDI4Alpha_0:alpha2_15,GNDI4Alpha_0:alpha2_16,GNDI4Alpha_0:alpha2_17,GNDI4Alpha_0:alpha2_18,GNDI4Alpha_0:alpha2_19,GNDI4Alpha_0:alpha2_20,GNDI4Alpha_0:alpha2_21,GNDI4Alpha_0:alpha2_22,GNDI4Alpha_0:alpha2_23,GNDI4Alpha_0:alpha2_24,GNDI4Alpha_0:alpha3_1,GNDI4Alpha_0:alpha3_2,GNDI4Alpha_0:alpha3_3,GNDI4Alpha_0:alpha3_4,GNDI4Alpha_0:alpha3_5,GNDI4Alpha_0:alpha3_6,GNDI4Alpha_0:alpha3_7,GNDI4Alpha_0:alpha3_8,GNDI4Alpha_0:alpha3_9,GNDI4Alpha_0:alpha3_10,GNDI4Alpha_0:alpha3_11,GNDI4Alpha_0:alpha3_12,GNDI4Alpha_0:alpha3_13,GNDI4Alpha_0:alpha3_14,GNDI4Alpha_0:alpha3_15,GNDI4Alpha_0:alpha3_16,GNDI4Alpha_0:alpha3_17,GNDI4Alpha_0:alpha3_18,GNDI4Alpha_0:alpha3_19,GNDI4Alpha_0:alpha3_20,GNDI4Alpha_0:alpha3_21,GNDI4Alpha_0:alpha3_22,GNDI4Alpha_0:alpha3_23,GNDI4Alpha_0:alpha3_24
50                  ,0                   ,0                   ,0.13903             ,0.13856             ,2263                ,1927                ,1055                ,3760                ,0.64611             ,0.61674             ,0.73358             ,0.20889             ,0.6771              ,0.76797             ,0.86109             ,0.05719             ,0.57387             ,0.29899             ,0.92031             ,0.82997             ,0.81982             ,0.59162             ,0.09146             ,0.20962             ,1.00122             ,0.30472             ,0.07661             ,0.60146             ,0.18289             ,0.56158             ,0.79549             ,0.19164             ,0.57655             ,0.54411             ,0.41581             ,0.89113             ,0.03539             ,0.68946             ,0.4199              ,0.33064             ,0.68797             ,0.83764             ,0.68735             ,0.32798             ,0.18625             ,0.2252              ,0.123               ,0.16091             ,0.284               ,0.77261             ,0.99599             ,0.70281             ,0.24077             ,0.5231              ,0.23221             ,0.54141             ,0.69838             ,0.61642             ,0.21836             ,0.26805             ,0.11701             ,0.83778             ,0.16081             ,0.0239              ,0.97155             ,-0.00913            ,-0.00086            ,0.63237             ,0.36675             ,0.93555             ,0.61664             ,0.95499             ,0.63567             ,0.11921             ,0.766               ,0.505               ,0.36767             ,0.55782             ,0.44488             ,0.49601             
100                 ,0                   ,0                   ,0.13679             ,0.13634             ,2249                ,1920                ,1034                ,3759                ,0.64162             ,0.61043             ,0.72419             ,0.20898             ,0.62896             ,0.76053             ,0.85586             ,0.05133             ,0.56183             ,0.27415             ,0.89453             ,0.82379             ,0.80185             ,0.58109             ,0.09012             ,0.19475             ,0.99236             ,0.2978              ,0.07504             ,0.59842             ,0.17714             ,0.56063             ,0.78617             ,0.18972             ,0.56961             ,0.5252              ,0.40908             ,0.87816             ,0.03333             ,0.6521              ,0.41666             ,0.28705             ,0.67924             ,0.79207             ,0.66947             ,0.32554             ,0.18422             ,0.20605             ,0.12197             ,0.14512             ,0.28289             ,0.72094             ,0.99584             ,0.68035             ,0.23988             ,0.52282             ,0.22179             ,0.52945             ,0.69671             ,0.61597             ,0.2188              ,0.26812             ,0.11778             ,0.83118             ,0.15913             ,0.02374             ,0.95866             ,-0.00742            ,-0.00389            ,0.63196             ,0.36495             ,0.93204             ,0.6158              ,0.94929             ,0.63677             ,0.11908             ,0.76283             ,0.50337             ,0.36446             ,0.55788             ,0.44217             ,0.49455             
150                 ,0.01646             ,0.01902             ,0.13526             ,0.13464             ,2243                ,1924                ,1001                ,3759                ,0.63728             ,0.60183             ,0.71128             ,0.2074              ,0.58269             ,0.75204             ,0.85039             ,0.04526             ,0.54854             ,0.24689             ,0.86506             ,0.81496             ,0.78042             ,0.5658              ,0.08819             ,0.16752             ,0.97962             ,0.28862             ,0.07434             ,0.59531             ,0.17153             ,0.55834             ,0.77635             ,0.18668             ,0.55984             ,0.50358             ,0.3992              ,0.86227             ,0.03007             ,0.61058             ,0.41367             ,0.2464              ,0.66298             ,0.74688             ,0.64864             ,0.32187             ,0.18207             ,0.15844             ,0.12104             ,0.10995             ,0.2805              ,0.67236             ,0.99462             ,0.65298             ,0.23807             ,0.52119             ,0.21464             ,0.51498             ,0.69622             ,0.61551             ,0.21876             ,0.26696             ,0.11853             ,0.82419             ,0.15858             ,0.02388             ,0.94404             ,-0.00414            ,-0.0068             ,0.63045             ,0.36338             ,0.92802             ,0.61442             ,0.9407              ,0.63646             ,0.11846             ,0.76043             ,0.50249             ,0.36202             ,0.55675             ,0.44069             ,0.49224             
200                 ,0.05056             ,0.05642             ,0.13289             ,0.13205             ,2251                ,1974                ,946                 ,3759                ,0.63192             ,0.5916              ,0.69575             ,0.20498             ,0.53847             ,0.74131             ,0.84396             ,0.03834             ,0.53315             ,0.21968             ,0.83408             ,0.80464             ,0.7565              ,0.54775             ,0.08618             ,0.13666             ,0.96497             ,0.27806             ,0.07355             ,0.59136             ,0.16537             ,0.55573             ,0.76569             ,0.18283             ,0.54422             ,0.48278             ,0.38671             ,0.84318             ,0.0262              ,0.56081             ,0.41001             ,0.20951             ,0.64127             ,0.70273             ,0.62676             ,0.31772             ,0.17931             ,0.08738             ,0.12052             ,0.05261             ,0.27842             ,0.62603             ,0.99373             ,0.62075             ,0.23661             ,0.51963             ,0.2125              ,0.49862             ,0.69585             ,0.61497             ,0.21878             ,0.26562             ,0.12014             ,0.8168              ,0.15853             ,0.02267             ,0.92705             ,-0.00054            ,-0.01156            ,0.62879             ,0.3617              ,0.92313             ,0.61296             ,0.92995             ,0.63598             ,0.11767             ,0.75816             ,0.50184             ,0.35948             ,0.55517             ,0.43919             ,0.48952             
250                 ,0.12335             ,0.13455             ,0.1277              ,0.12646             ,2273                ,2021                ,871                 ,3760                ,0.62432             ,0.58011             ,0.67716             ,0.20126             ,0.49626             ,0.72746             ,0.8365              ,0.03083             ,0.51541             ,0.19402             ,0.80479             ,0.79287             ,0.73114             ,0.53127             ,0.08507             ,0.11554             ,0.94881             ,0.26656             ,0.07326             ,0.58663             ,0.15889             ,0.5535              ,0.75558             ,0.178               ,0.51584             ,0.46141             ,0.37001             ,0.82288             ,0.02039             ,0.48743             ,0.40565             ,0.17661             ,0.61425             ,0.65987             ,0.60833             ,0.31264             ,0.1765              ,-0.00882            ,0.12171             ,-0.02753            ,0.27739             ,0.58173             ,0.99411             ,0.57972             ,0.23441             ,0.5241              ,0.21253             ,0.48083             ,0.69564             ,0.61418             ,0.21935             ,0.26393             ,0.12414             ,0.80967             ,0.15942             ,0.01896             ,0.90756             ,-0.00017            ,-0.01986            ,0.62742             ,0.35981             ,0.91806             ,0.61151             ,0.91993             ,0.63546             ,0.11626             ,0.75596             ,0.5018              ,0.357               ,0.55315             ,0.43799             ,0.48653             
300                 ,0.23198             ,0.25248             ,0.11952             ,0.11753             ,2284                ,2020                ,794                 ,3762                ,0.61509             ,0.57048             ,0.65563             ,0.19665             ,0.45596             ,0.7099              ,0.82837             ,0.02396             ,0.49536             ,0.16964             ,0.78307             ,0.77958             ,0.70485             ,0.52559             ,0.08434             ,0.14055             ,0.93175             ,0.25436             ,0.0734              ,0.58131             ,0.15355             ,0.55079             ,0.74652             ,0.17149             ,0.47708             ,0.43376             ,0.34925             ,0.80101             ,0.01085             ,0.39563             ,0.40076             ,0.14695             ,0.58582             ,0.61828             ,0.60416             ,0.30559             ,0.17378             ,-0.11273            ,0.12549             ,-0.12145            ,0.27678             ,0.5393              ,0.99505             ,0.53216             ,0.22832             ,0.52493             ,0.21757             ,0.46176             ,0.69584             ,0.61238             ,0.21989             ,0.26205             ,0.13045             ,0.80735             ,0.16151             ,0.01264             ,0.88496             ,-0.00017            ,-0.03342            ,0.62729             ,0.35851             ,0.92033             ,0.60966             ,0.92523             ,0.63489             ,0.11423             ,0.75434             ,0.50307             ,0.35481             ,0.5505              ,0.43716             ,0.4835              
350                 ,0.35532             ,0.388               ,0.10951             ,0.10635             ,2278                ,2020                ,727                 ,3764                ,0.60566             ,0.56363             ,0.63385             ,0.19285             ,0.41743             ,0.69543             ,0.82012             ,0.01915             ,0.47556             ,0.14682             ,0.77648             ,0.76607             ,0.67756             ,0.54117             ,0.08436             ,0.22893             ,0.91403             ,0.24173             ,0.07413             ,0.57642             ,0.14995             ,0.54674             ,0.73562             ,0.16418             ,0.43821             ,0.39696             ,0.3285              ,0.7788              ,-0.00475            ,0.31129             ,0.39623             ,0.12026             ,0.55755             ,0.57803             ,0.63389             ,0.30026             ,0.17117             ,-0.20295            ,0.12841             ,-0.19973            ,0.27535             ,0.49905             ,0.99472             ,0.48684             ,0.21741             ,0.50896             ,0.20891             ,0.44175             ,0.69569             ,0.60742             ,0.22075             ,0.2603              ,0.13748             ,0.81227             ,0.16326             ,0.00702             ,0.86075             ,-0.00017            ,-0.05276            ,0.62863             ,0.35769             ,0.93395             ,0.60758             ,0.94362             ,0.634               ,0.1116              ,0.75255             ,0.50456             ,0.3526              ,0.54769             ,0.43669             ,0.48091             
400                 ,0.45438             ,0.49661             ,0.10074             ,0.09645             ,2207                ,2021                ,676                 ,3764                ,0.59837             ,0.55557             ,0.61396             ,0.19067             ,0.38196             ,0.69619             ,0.81235             ,0.01596             ,0.45905             ,0.12568             ,0.73042             ,0.75591             ,0.64843             ,0.57507             ,0.086               ,0.3365              ,0.89508             ,0.22793             ,0.07581             ,0.57285             ,0.14698             ,0.54289             ,0.71916             ,0.16168             ,0.41338             ,0.37235             ,0.31142             ,0.75636             ,-0.02582            ,0.27465             ,0.39306             ,0.09737             ,0.5258              ,0.53914             ,0.60379             ,0.30719             ,0.16798             ,-0.25484            ,0.12471             ,-0.22714            ,0.27277             ,0.46125             ,0.99143             ,0.45567             ,0.2092              ,0.48569             ,0.16649             ,0.41882             ,0.6943              ,0.59819             ,0.22206             ,0.25878             ,0.14202             ,0.81995             ,0.16283             ,0.00735             ,0.8383              ,0.00831             ,-0.05819            ,0.63015             ,0.35501             ,0.94655             ,0.60616             ,0.93676             ,0.63199             ,0.10813             ,0.74976             ,0.50282             ,0.34987             ,0.54613             ,0.43781             ,0.48298             
450                 ,0.56512             ,0.60444             ,0.08994             ,0.0855              ,2098                ,2021                ,637                 ,3764                ,0.59188             ,0.54171             ,0.59159             ,0.18958             ,0.3507              ,0.70171             ,0.80445             ,0.01299             ,0.4421              ,0.10773             ,0.6642              ,0.74812             ,0.616               ,0.60884             ,0.08903             ,0.42966             ,0.87446             ,0.2092              ,0.07812             ,0.56752             ,0.1414              ,0.53988             ,0.701               ,0.16301             ,0.39295             ,0.3503              ,0.2919              ,0.73025             ,-0.04464            ,0.25126             ,0.38984             ,0.07661             ,0.48789             ,0.50178             ,0.52583             ,0.31672             ,0.16063             ,-0.30223            ,0.11917             ,-0.26575            ,0.26832             ,0.42291             ,0.98662             ,0.42708             ,0.21473             ,0.47952             ,0.12861             ,0.38856             ,0.69182             ,0.57958             ,0.22088             ,0.25862             ,0.14555             ,0.83782             ,0.16212             ,0.00914             ,0.81559             ,0.0188              ,-0.05084            ,0.63388             ,0.34715             ,0.96402             ,0.60685             ,0.92409             ,0.62897             ,0.10177             ,0.74768             ,0.49793             ,0.34302             ,0.5443              ,0.44082             ,0.49323             
500                 ,0.67891             ,0.70478             ,0.07728             ,0.07386             ,2024                ,2022                ,606                 ,3765                ,0.5865              ,0.53152             ,0.5722              ,0.18855             ,0.32248             ,0.70194             ,0.7954              ,0.01042             ,0.42391             ,0.09091             ,0.60557             ,0.73971             ,0.589               ,0.65393             ,0.08839             ,0.51287             ,0.85531             ,0.19086             ,0.07877             ,0.5616              ,0.13727             ,0.5357              ,0.68043             ,0.15759             ,0.37887             ,0.32497             ,0.27645             ,0.70245             ,-0.05895            ,0.273               ,0.38523             ,0.05753             ,0.44584             ,0.46581             ,0.45595             ,0.32566             ,0.15756             ,-0.34466            ,0.11377             ,-0.32334            ,0.26557             ,0.38567             ,0.98184             ,0.39789             ,0.23233             ,0.47158             ,0.10778             ,0.36687             ,0.68905             ,0.57123             ,0.22167             ,0.25887             ,0.14854             ,0.83679             ,0.16078             ,0.01608             ,0.79036             ,0.01938             ,-0.03842            ,0.63403             ,0.34768             ,0.96909             ,0.60662             ,0.90953             ,0.62651             ,0.09837             ,0.74546             ,0.49445             ,0.34311             ,0.54252             ,0.43965             ,0.49639             
