epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2Alpha_0:i,GNDI2Alpha_0:j,GNDI2Alpha_0:alpha1_1,GNDI2Alpha_0:alpha1_2
2050                ,0.12699             ,0.15789             ,0.12743             ,0.12475             ,2474                ,3812                ,0.64202             ,0.3699              
2100                ,0.12705             ,0.15808             ,0.12743             ,0.12473             ,2474                ,3812                ,0.6431              ,0.36983             
2150                ,0.1271              ,0.1582              ,0.12742             ,0.12472             ,2474                ,3812                ,0.64433             ,0.37091             
2200                ,0.12713             ,0.1582              ,0.12742             ,0.12472             ,2474                ,3811                ,0.64557             ,0.3719              
2250                ,0.12717             ,0.1583              ,0.12742             ,0.12472             ,2474                ,3811                ,0.64677             ,0.37272             
2300                ,0.12722             ,0.15837             ,0.12741             ,0.12471             ,2474                ,3811                ,0.64797             ,0.37349             
2350                ,0.12726             ,0.15843             ,0.12741             ,0.12471             ,2474                ,3811                ,0.64919             ,0.37423             
2400                ,0.12729             ,0.15848             ,0.12741             ,0.1247              ,2474                ,3811                ,0.65042             ,0.37495             
2450                ,0.12733             ,0.15853             ,0.1274              ,0.1247              ,2474                ,3811                ,0.65166             ,0.37566             
2500                ,0.12737             ,0.15858             ,0.1274              ,0.1247              ,2474                ,3811                ,0.65291             ,0.37636             
2550                ,0.12741             ,0.15863             ,0.1274              ,0.12469             ,2474                ,3811                ,0.65419             ,0.37706             
2600                ,0.12745             ,0.15867             ,0.1274              ,0.12469             ,2474                ,3811                ,0.65547             ,0.37777             
2650                ,0.12749             ,0.15872             ,0.12739             ,0.12469             ,2474                ,3811                ,0.65677             ,0.37849             
2700                ,0.12753             ,0.15876             ,0.12739             ,0.12468             ,2474                ,3811                ,0.65809             ,0.37921             
2750                ,0.12757             ,0.15881             ,0.12739             ,0.12468             ,2474                ,3811                ,0.65942             ,0.37992             
2800                ,0.12762             ,0.15886             ,0.12738             ,0.12468             ,2474                ,3811                ,0.66076             ,0.38064             
2850                ,0.12766             ,0.1589              ,0.12738             ,0.12467             ,2474                ,3811                ,0.66213             ,0.38136             
2900                ,0.1277              ,0.15895             ,0.12738             ,0.12467             ,2474                ,3811                ,0.6635              ,0.38208             
2950                ,0.12775             ,0.159               ,0.12737             ,0.12466             ,2474                ,3811                ,0.66489             ,0.38279             
3000                ,0.12779             ,0.15905             ,0.12737             ,0.12466             ,2474                ,3811                ,0.66629             ,0.38351             
3050                ,0.12784             ,0.1591              ,0.12737             ,0.12466             ,2474                ,3811                ,0.66769             ,0.38421             
3100                ,0.12788             ,0.15915             ,0.12736             ,0.12465             ,2474                ,3811                ,0.66912             ,0.38491             
3150                ,0.12793             ,0.1592              ,0.12736             ,0.12465             ,2474                ,3811                ,0.67055             ,0.3856              
3200                ,0.12797             ,0.15926             ,0.12736             ,0.12465             ,2474                ,3811                ,0.67199             ,0.38629             
3250                ,0.12802             ,0.15931             ,0.12735             ,0.12464             ,2474                ,3811                ,0.67345             ,0.38694             
3300                ,0.12807             ,0.15936             ,0.12735             ,0.12464             ,2474                ,3811                ,0.6749              ,0.3876              
3350                ,0.12812             ,0.15942             ,0.12735             ,0.12463             ,2474                ,3811                ,0.67637             ,0.38824             
3400                ,0.12817             ,0.15947             ,0.12734             ,0.12463             ,2474                ,3811                ,0.67782             ,0.38886             
3450                ,0.12822             ,0.15952             ,0.12734             ,0.12463             ,2474                ,3811                ,0.67926             ,0.38943             
3500                ,0.12827             ,0.15958             ,0.12734             ,0.12462             ,2474                ,3811                ,0.68071             ,0.39001             
3550                ,0.12832             ,0.15964             ,0.12733             ,0.12462             ,2474                ,3811                ,0.68216             ,0.39055             
3600                ,0.12837             ,0.15969             ,0.12733             ,0.12461             ,2474                ,3811                ,0.6836              ,0.39108             
3650                ,0.12843             ,0.15975             ,0.12733             ,0.12461             ,2474                ,3811                ,0.68504             ,0.39157             
3700                ,0.12848             ,0.1598              ,0.12732             ,0.12461             ,2474                ,3811                ,0.68647             ,0.39203             
3750                ,0.12853             ,0.15986             ,0.12732             ,0.1246              ,2474                ,3811                ,0.68789             ,0.39246             
3800                ,0.12859             ,0.15992             ,0.12731             ,0.1246              ,2474                ,3811                ,0.68931             ,0.39286             
3850                ,0.12864             ,0.15998             ,0.12731             ,0.12459             ,2474                ,3811                ,0.6907              ,0.39325             
3900                ,0.1287              ,0.16004             ,0.12731             ,0.12459             ,2474                ,3811                ,0.69209             ,0.39358             
3950                ,0.12875             ,0.1601              ,0.1273              ,0.12458             ,2474                ,3811                ,0.69345             ,0.39388             
4000                ,0.12881             ,0.16016             ,0.1273              ,0.12458             ,2474                ,3811                ,0.6948              ,0.39415             
