epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2Alpha_0:i,GNDI2Alpha_0:j,GNDI2Alpha_0:alpha1_1,GNDI2Alpha_0:alpha1_2
50                  ,0.00066             ,0.00076             ,0.13634             ,0.13589             ,2637                ,4090                ,0.59394             ,0.29399             
100                 ,0.00775             ,0.00896             ,0.13585             ,0.13533             ,2614                ,4087                ,0.59506             ,0.29513             
150                 ,0.00879             ,0.01024             ,0.13578             ,0.13524             ,2589                ,4084                ,0.59494             ,0.29015             
200                 ,0.00975             ,0.01145             ,0.13572             ,0.13516             ,2566                ,4081                ,0.59493             ,0.28559             
250                 ,0.01068             ,0.01262             ,0.13565             ,0.13508             ,2544                ,4077                ,0.59501             ,0.28111             
300                 ,0.01171             ,0.01391             ,0.13558             ,0.13499             ,2518                ,4073                ,0.59509             ,0.2765              
350                 ,0.01295             ,0.01544             ,0.1355              ,0.13489             ,2482                ,4069                ,0.59523             ,0.27192             
400                 ,0.01372             ,0.01647             ,0.13544             ,0.13482             ,2473                ,4064                ,0.59538             ,0.26734             
450                 ,0.01441             ,0.01741             ,0.1354              ,0.13475             ,2473                ,4058                ,0.59556             ,0.26303             
500                 ,0.01504             ,0.01829             ,0.13535             ,0.13469             ,2473                ,4052                ,0.59575             ,0.25899             
550                 ,0.01561             ,0.01912             ,0.13532             ,0.13463             ,2473                ,4046                ,0.59594             ,0.25528             
600                 ,0.01613             ,0.01991             ,0.13528             ,0.13458             ,2473                ,4039                ,0.59612             ,0.2519              
650                 ,0.01667             ,0.02071             ,0.13524             ,0.13452             ,2473                ,4031                ,0.5963              ,0.24885             
700                 ,0.01716             ,0.02148             ,0.13521             ,0.13447             ,2473                ,4023                ,0.59643             ,0.24601             
750                 ,0.01762             ,0.02224             ,0.13518             ,0.13442             ,2473                ,4015                ,0.59651             ,0.24339             
800                 ,0.01805             ,0.02295             ,0.13515             ,0.13437             ,2473                ,4007                ,0.5966              ,0.24107             
850                 ,0.01846             ,0.02368             ,0.13512             ,0.13432             ,2473                ,3997                ,0.59678             ,0.23908             
900                 ,0.01891             ,0.02444             ,0.13509             ,0.13427             ,2473                ,3987                ,0.59699             ,0.23745             
950                 ,0.01954             ,0.02539             ,0.13504             ,0.1342              ,2473                ,3975                ,0.59702             ,0.236               
1000                ,0.02071             ,0.02684             ,0.13496             ,0.1341              ,2473                ,3959                ,0.59651             ,0.23481             
1050                ,0.02366             ,0.03026             ,0.13476             ,0.13387             ,2473                ,3935                ,0.59407             ,0.23416             
1100                ,0.02869             ,0.03621             ,0.13441             ,0.13346             ,2473                ,3911                ,0.58948             ,0.2331              
1150                ,0.03207             ,0.04003             ,0.13418             ,0.13319             ,2473                ,3891                ,0.59022             ,0.23303             
1200                ,0.03404             ,0.04225             ,0.13404             ,0.13304             ,2474                ,3881                ,0.59052             ,0.23344             
1250                ,0.06264             ,0.07197             ,0.13204             ,0.13096             ,2473                ,3829                ,0.59062             ,0.23585             
1300                ,0.07533             ,0.08639             ,0.13115             ,0.12994             ,2474                ,3814                ,0.59616             ,0.24744             
1350                ,0.08546             ,0.09867             ,0.13043             ,0.12906             ,2474                ,3816                ,0.60122             ,0.2644              
1400                ,0.09504             ,0.11054             ,0.12974             ,0.12821             ,2474                ,3816                ,0.60657             ,0.28623             
1450                ,0.10367             ,0.12137             ,0.12912             ,0.12742             ,2474                ,3816                ,0.61197             ,0.31025             
1500                ,0.11062             ,0.13048             ,0.12862             ,0.12676             ,2474                ,3815                ,0.617               ,0.32607             
1550                ,0.11597             ,0.13793             ,0.12823             ,0.12622             ,2474                ,3814                ,0.62139             ,0.3354              
1600                ,0.11992             ,0.14375             ,0.12795             ,0.12579             ,2474                ,3813                ,0.62528             ,0.34405             
1650                ,0.12261             ,0.14816             ,0.12775             ,0.12547             ,2474                ,3813                ,0.62855             ,0.35183             
1700                ,0.12433             ,0.15131             ,0.12762             ,0.12523             ,2474                ,3813                ,0.6313              ,0.35801             
1750                ,0.12539             ,0.15352             ,0.12755             ,0.12507             ,2474                ,3813                ,0.63349             ,0.36175             
1800                ,0.12603             ,0.15505             ,0.1275              ,0.12496             ,2474                ,3812                ,0.63536             ,0.36458             
1850                ,0.12642             ,0.15609             ,0.12747             ,0.12488             ,2474                ,3812                ,0.63687             ,0.36577             
1900                ,0.12666             ,0.15681             ,0.12745             ,0.12483             ,2474                ,3812                ,0.63824             ,0.36686             
1950                ,0.12681             ,0.15729             ,0.12744             ,0.12479             ,2474                ,3812                ,0.63963             ,0.36866             
2000                ,0.12691             ,0.15765             ,0.12744             ,0.12476             ,2474                ,3812                ,0.64088             ,0.36952             
