epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4_0:i,GNDI4_0:j,GNDI4_0:k,GNDI4_0:l,GNDI4_0:alpha1,GNDI4_0:alpha2,GNDI4_0:alpha3
1950                ,0.77182             ,0.77479             ,0.06515             ,0.06451             ,386                 ,1033                ,2007                ,2656                ,-0.18419            ,0.12856             ,0.60061             
2000                ,0.77191             ,0.77486             ,0.06513             ,0.0645              ,386                 ,1033                ,2007                ,2656                ,-0.18629            ,0.12619             ,0.59717             
2050                ,0.77197             ,0.77501             ,0.06513             ,0.06448             ,386                 ,1033                ,2007                ,2656                ,-0.18848            ,0.12371             ,0.59378             
2100                ,0.77206             ,0.77496             ,0.06511             ,0.06449             ,386                 ,1033                ,2007                ,2656                ,-0.19069            ,0.12113             ,0.59042             
2150                ,0.77216             ,0.7752              ,0.0651              ,0.06445             ,386                 ,1033                ,2007                ,2656                ,-0.19276            ,0.11854             ,0.58719             
2200                ,0.77234             ,0.77539             ,0.06507             ,0.06443             ,386                 ,1033                ,2007                ,2656                ,-0.19505            ,0.11573             ,0.58293             
2250                ,0.77256             ,0.77533             ,0.06504             ,0.06443             ,386                 ,1033                ,2007                ,2656                ,-0.19643            ,0.11386             ,0.57824             
2300                ,0.77277             ,0.77552             ,0.06501             ,0.06441             ,386                 ,1033                ,2007                ,2656                ,-0.19615            ,0.11191             ,0.57412             
2350                ,0.77299             ,0.77568             ,0.06498             ,0.06439             ,386                 ,1033                ,2007                ,2656                ,-0.19582            ,0.10979             ,0.56996             
2400                ,0.77319             ,0.77577             ,0.06495             ,0.06437             ,386                 ,1033                ,2007                ,2656                ,-0.19515            ,0.10738             ,0.56632             
2450                ,0.77339             ,0.77584             ,0.06492             ,0.06436             ,386                 ,1033                ,2007                ,2656                ,-0.19445            ,0.10505             ,0.56232             
2500                ,0.77348             ,0.77604             ,0.06491             ,0.06433             ,386                 ,1033                ,2007                ,2656                ,-0.19374            ,0.10275             ,0.55808             
2550                ,0.77376             ,0.77616             ,0.06487             ,0.06432             ,386                 ,1033                ,2007                ,2656                ,-0.19279            ,0.09927             ,0.55408             
2600                ,0.77393             ,0.77626             ,0.06485             ,0.0643              ,386                 ,1033                ,2007                ,2656                ,-0.19186            ,0.09581             ,0.55067             
2650                ,0.77405             ,0.77632             ,0.06483             ,0.06429             ,386                 ,1033                ,2007                ,2656                ,-0.19138            ,0.09245             ,0.54787             
2700                ,0.77415             ,0.77627             ,0.06481             ,0.0643              ,386                 ,1033                ,2007                ,2656                ,-0.19089            ,0.08895             ,0.5452              
2750                ,0.77426             ,0.77636             ,0.0648              ,0.06429             ,386                 ,1033                ,2007                ,2656                ,-0.1902             ,0.08535             ,0.54249             
2800                ,0.77437             ,0.77638             ,0.06478             ,0.06428             ,386                 ,1033                ,2007                ,2656                ,-0.18951            ,0.08184             ,0.53988             
2850                ,0.77445             ,0.77644             ,0.06477             ,0.06427             ,386                 ,1033                ,2007                ,2656                ,-0.18887            ,0.07815             ,0.53736             
2900                ,0.77455             ,0.77649             ,0.06476             ,0.06427             ,386                 ,1033                ,2007                ,2656                ,-0.18805            ,0.0742              ,0.53501             
2950                ,0.77468             ,0.77646             ,0.06474             ,0.06427             ,386                 ,1033                ,2007                ,2656                ,-0.18641            ,0.06935             ,0.53193             
3000                ,0.77476             ,0.77643             ,0.06473             ,0.06428             ,386                 ,1033                ,2007                ,2656                ,-0.18562            ,0.06548             ,0.53019             
3050                ,0.77483             ,0.77641             ,0.06472             ,0.06428             ,386                 ,1033                ,2007                ,2656                ,-0.18475            ,0.06159             ,0.52837             
3100                ,0.77491             ,0.77642             ,0.06471             ,0.06428             ,386                 ,1033                ,2007                ,2656                ,-0.1842             ,0.0578              ,0.52679             
3150                ,0.77496             ,0.7765              ,0.0647              ,0.06427             ,386                 ,1033                ,2007                ,2656                ,-0.18361            ,0.05424             ,0.52503             
3200                ,0.77503             ,0.77639             ,0.06469             ,0.06428             ,386                 ,1033                ,2007                ,2656                ,-0.18304            ,0.05069             ,0.52349             
3250                ,0.77507             ,0.77652             ,0.06468             ,0.06426             ,386                 ,1033                ,2007                ,2656                ,-0.18267            ,0.04758             ,0.5221              
3300                ,0.77515             ,0.77642             ,0.06467             ,0.06428             ,386                 ,1033                ,2007                ,2656                ,-0.18234            ,0.0446              ,0.52085             
3350                ,0.7752              ,0.7766              ,0.06466             ,0.06425             ,386                 ,1033                ,2007                ,2656                ,-0.18187            ,0.04179             ,0.51953             
3400                ,0.77526             ,0.77649             ,0.06466             ,0.06427             ,386                 ,1033                ,2007                ,2656                ,-0.18127            ,0.03868             ,0.51847             
3450                ,0.77534             ,0.77659             ,0.06464             ,0.06425             ,386                 ,1033                ,2007                ,2656                ,-0.18045            ,0.0353              ,0.51738             
3500                ,0.77539             ,0.77661             ,0.06464             ,0.06425             ,386                 ,1033                ,2007                ,2656                ,-0.17975            ,0.032               ,0.51617             
3550                ,0.77547             ,0.77655             ,0.06463             ,0.06426             ,386                 ,1033                ,2007                ,2656                ,-0.17901            ,0.02842             ,0.51488             
3600                ,0.77565             ,0.77664             ,0.0646              ,0.06425             ,386                 ,1033                ,2007                ,2655                ,-0.17868            ,0.02433             ,0.51287             
3650                ,0.77619             ,0.77686             ,0.06452             ,0.06422             ,386                 ,1033                ,2007                ,2656                ,-0.17883            ,0.018               ,0.50987             
3700                ,0.77688             ,0.77712             ,0.06442             ,0.06418             ,386                 ,1033                ,2007                ,2656                ,-0.17925            ,0.00861             ,0.50622             
3750                ,0.77675             ,0.7777              ,0.06444             ,0.06409             ,385                 ,1034                ,2007                ,2656                ,-0.16734            ,0.01622             ,0.50483             
3800                ,0.77736             ,0.77729             ,0.06435             ,0.06415             ,386                 ,1033                ,2007                ,2655                ,-0.17838            ,0.03531             ,0.50789             
3850                ,0.77747             ,0.77712             ,0.06434             ,0.06418             ,386                 ,1033                ,2007                ,2656                ,-0.17911            ,0.03124             ,0.50499             
3900                ,0.77754             ,0.77692             ,0.06433             ,0.06421             ,386                 ,1033                ,2007                ,2656                ,-0.17968            ,0.02737             ,0.50255             
3950                ,0.7776              ,0.77677             ,0.06432             ,0.06423             ,386                 ,1033                ,2007                ,2656                ,-0.18022            ,0.02375             ,0.50086             
4000                ,0.77765             ,0.77669             ,0.06431             ,0.06424             ,385                 ,1033                ,2007                ,2656                ,-0.1802             ,0.02007             ,0.49926             
