epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2Alpha_0:i,GNDI2Alpha_0:j,GNDI2Alpha_0:alpha1_1,GNDI2Alpha_0:alpha1_2
2950                ,0.5584              ,0.55901             ,0.09063             ,0.09027             ,1760                ,49                  ,0.99119             ,0.2222              
3000                ,0.55848             ,0.55913             ,0.09062             ,0.09026             ,1760                ,49                  ,0.9907              ,0.22068             
3050                ,0.55854             ,0.55924             ,0.09062             ,0.09025             ,1760                ,49                  ,0.99019             ,0.21928             
3100                ,0.55859             ,0.5593              ,0.09061             ,0.09024             ,1760                ,49                  ,0.98967             ,0.21804             
3150                ,0.55863             ,0.55938             ,0.09061             ,0.09024             ,1760                ,49                  ,0.98913             ,0.2169              
3200                ,0.55867             ,0.55953             ,0.0906              ,0.09022             ,1760                ,49                  ,0.98859             ,0.21583             
3250                ,0.55871             ,0.55954             ,0.0906              ,0.09022             ,1760                ,49                  ,0.98803             ,0.2149              
3300                ,0.55875             ,0.55964             ,0.0906              ,0.09021             ,1760                ,49                  ,0.98747             ,0.21404             
3350                ,0.55878             ,0.55965             ,0.09059             ,0.09021             ,1760                ,49                  ,0.98689             ,0.21327             
3400                ,0.55881             ,0.55969             ,0.09059             ,0.0902              ,1760                ,49                  ,0.9863              ,0.21255             
3450                ,0.55884             ,0.5598              ,0.09059             ,0.09019             ,1760                ,49                  ,0.9857              ,0.21186             
3500                ,0.55887             ,0.55981             ,0.09058             ,0.09019             ,1760                ,49                  ,0.98508             ,0.21127             
3550                ,0.55888             ,0.55973             ,0.09058             ,0.0902              ,1760                ,49                  ,0.98444             ,0.21072             
3600                ,0.55891             ,0.55985             ,0.09058             ,0.09019             ,1760                ,49                  ,0.98379             ,0.21019             
3650                ,0.55893             ,0.55989             ,0.09058             ,0.09018             ,1760                ,49                  ,0.98311             ,0.20971             
3700                ,0.55893             ,0.56005             ,0.09058             ,0.09017             ,1760                ,49                  ,0.98242             ,0.20915             
3750                ,0.55896             ,0.56                ,0.09057             ,0.09017             ,1760                ,49                  ,0.98171             ,0.20878             
3800                ,0.55897             ,0.56006             ,0.09057             ,0.09017             ,1760                ,49                  ,0.98099             ,0.20836             
3850                ,0.55898             ,0.56006             ,0.09057             ,0.09017             ,1760                ,49                  ,0.98025             ,0.20801             
3900                ,0.55899             ,0.56008             ,0.09057             ,0.09016             ,1760                ,49                  ,0.9795              ,0.20768             
3950                ,0.559               ,0.5601              ,0.09057             ,0.09016             ,1760                ,49                  ,0.97873             ,0.20735             
4000                ,0.55901             ,0.56012             ,0.09057             ,0.09016             ,1760                ,49                  ,0.97794             ,0.20706             
