epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2Alpha_0:i,GNDI2Alpha_0:j,GNDI2Alpha_0:alpha1_1,GNDI2Alpha_0:alpha1_2
50                  ,0                   ,0                   ,0.1448              ,0.14379             ,1749                ,1123                ,0.87856             ,0.39486             
100                 ,0.02265             ,0.02691             ,0.13483             ,0.1341              ,1750                ,1111                ,0.86099             ,0.40243             
150                 ,0.02792             ,0.03328             ,0.13447             ,0.13366             ,1759                ,1103                ,0.8617              ,0.40209             
200                 ,0.03444             ,0.04118             ,0.13401             ,0.13311             ,1773                ,1092                ,0.86258             ,0.40178             
250                 ,0.04237             ,0.05085             ,0.13346             ,0.13244             ,1791                ,1077                ,0.86342             ,0.40147             
300                 ,0.05148             ,0.06234             ,0.13283             ,0.13163             ,1808                ,1058                ,0.86439             ,0.40109             
350                 ,0.06247             ,0.0763              ,0.13205             ,0.13065             ,1821                ,1032                ,0.86523             ,0.40072             
400                 ,0.07783             ,0.09537             ,0.13097             ,0.1293              ,1828                ,999                 ,0.86588             ,0.40037             
450                 ,0.10167             ,0.12409             ,0.12926             ,0.12723             ,1827                ,958                 ,0.86647             ,0.4                 
500                 ,0.13739             ,0.16575             ,0.12667             ,0.12416             ,1826                ,908                 ,0.86697             ,0.39969             
550                 ,0.18205             ,0.21653             ,0.12335             ,0.12033             ,1807                ,857                 ,0.86671             ,0.3996              
600                 ,0.2255              ,0.26599             ,0.12003             ,0.11647             ,1775                ,809                 ,0.86627             ,0.39958             
650                 ,0.26648             ,0.31218             ,0.11681             ,0.11274             ,1745                ,766                 ,0.86622             ,0.3994              
700                 ,0.30401             ,0.35297             ,0.11378             ,0.10935             ,1741                ,727                 ,0.86625             ,0.39909             
750                 ,0.33892             ,0.38929             ,0.11089             ,0.10623             ,1741                ,690                 ,0.8662              ,0.39874             
800                 ,0.37351             ,0.42379             ,0.10795             ,0.10319             ,1741                ,656                 ,0.86675             ,0.39816             
850                 ,0.40796             ,0.45702             ,0.10494             ,0.10017             ,1741                ,624                 ,0.86752             ,0.39753             
900                 ,0.44021             ,0.48643             ,0.10204             ,0.09742             ,1741                ,594                 ,0.86813             ,0.39695             
950                 ,0.46704             ,0.50937             ,0.09957             ,0.09522             ,1741                ,568                 ,0.86839             ,0.39649             
1000                ,0.48954             ,0.52742             ,0.09744             ,0.09345             ,1741                ,545                 ,0.86843             ,0.39612             
1050                ,0.50758             ,0.54069             ,0.0957              ,0.09213             ,1741                ,525                 ,0.86823             ,0.39585             
1100                ,0.52303             ,0.55159             ,0.09419             ,0.09103             ,1741                ,507                 ,0.86782             ,0.39564             
1150                ,0.53787             ,0.56128             ,0.09271             ,0.09004             ,1741                ,490                 ,0.8675              ,0.39542             
1200                ,0.55202             ,0.57046             ,0.09128             ,0.08909             ,1741                ,474                 ,0.86716             ,0.39512             
1250                ,0.56497             ,0.57877             ,0.08995             ,0.08823             ,1741                ,459                 ,0.86681             ,0.39472             
1300                ,0.57661             ,0.58631             ,0.08874             ,0.08743             ,1741                ,446                 ,0.86666             ,0.39416             
1350                ,0.58686             ,0.59258             ,0.08766             ,0.08677             ,1741                ,434                 ,0.86659             ,0.39344             
1400                ,0.59529             ,0.59816             ,0.08676             ,0.08617             ,1741                ,423                 ,0.86645             ,0.39252             
1450                ,0.60213             ,0.60244             ,0.08603             ,0.08571             ,1741                ,414                 ,0.86621             ,0.39144             
1500                ,0.6076              ,0.60596             ,0.08543             ,0.08533             ,1741                ,406                 ,0.86604             ,0.3902              
1550                ,0.6118              ,0.60873             ,0.08497             ,0.08503             ,1741                ,399                 ,0.86577             ,0.38885             
1600                ,0.61512             ,0.61017             ,0.08461             ,0.08488             ,1741                ,393                 ,0.86556             ,0.3874              
1650                ,0.61821             ,0.61248             ,0.08427             ,0.08462             ,1739                ,383                 ,0.8655              ,0.38582             
1700                ,0.62098             ,0.6133              ,0.08396             ,0.08453             ,1736                ,378                 ,0.86584             ,0.38414             
1750                ,0.62326             ,0.61457             ,0.08371             ,0.0844              ,1731                ,378                 ,0.86567             ,0.3826              
1800                ,0.62531             ,0.61596             ,0.08348             ,0.08424             ,1725                ,377                 ,0.86536             ,0.38121             
1850                ,0.62698             ,0.61689             ,0.0833              ,0.08414             ,1719                ,377                 ,0.86511             ,0.37984             
1900                ,0.62833             ,0.61793             ,0.08315             ,0.08403             ,1713                ,377                 ,0.86473             ,0.37849             
1950                ,0.62955             ,0.61875             ,0.08301             ,0.08394             ,1707                ,376                 ,0.8644              ,0.37711             
2000                ,0.63059             ,0.6196              ,0.08289             ,0.08384             ,1701                ,376                 ,0.8639              ,0.37571             
2050                ,0.63162             ,0.62036             ,0.08278             ,0.08376             ,1694                ,376                 ,0.86334             ,0.37427             
2100                ,0.63255             ,0.62112             ,0.08267             ,0.08368             ,1688                ,375                 ,0.86274             ,0.37279             
2150                ,0.63344             ,0.62178             ,0.08257             ,0.0836              ,1682                ,375                 ,0.86203             ,0.37127             
2200                ,0.63429             ,0.62251             ,0.08248             ,0.08352             ,1675                ,375                 ,0.86128             ,0.36971             
2250                ,0.63509             ,0.62315             ,0.08239             ,0.08345             ,1669                ,374                 ,0.86045             ,0.36811             
2300                ,0.63587             ,0.62381             ,0.0823              ,0.08338             ,1662                ,374                 ,0.85948             ,0.36651             
2350                ,0.63663             ,0.62442             ,0.08221             ,0.08331             ,1655                ,374                 ,0.85838             ,0.36493             
2400                ,0.63739             ,0.6252              ,0.08213             ,0.08322             ,1648                ,373                 ,0.8572              ,0.36331             
2450                ,0.6382              ,0.62593             ,0.08203             ,0.08314             ,1641                ,373                 ,0.8561              ,0.36163             
2500                ,0.63902             ,0.62658             ,0.08194             ,0.08307             ,1634                ,373                 ,0.8549              ,0.3599              
2550                ,0.64                ,0.62742             ,0.08183             ,0.08298             ,1626                ,373                 ,0.85382             ,0.35812             
2600                ,0.64112             ,0.62855             ,0.0817              ,0.08285             ,1617                ,372                 ,0.85277             ,0.35627             
2650                ,0.6425              ,0.62956             ,0.08155             ,0.08274             ,1607                ,372                 ,0.85169             ,0.35446             
2700                ,0.64395             ,0.63078             ,0.08138             ,0.0826              ,1596                ,372                 ,0.85039             ,0.35269             
2750                ,0.64546             ,0.63196             ,0.08121             ,0.08247             ,1585                ,372                 ,0.84906             ,0.3509              
2800                ,0.64701             ,0.63344             ,0.08103             ,0.0823              ,1573                ,371                 ,0.84777             ,0.34905             
2850                ,0.6487              ,0.63477             ,0.08084             ,0.08215             ,1560                ,371                 ,0.84623             ,0.34729             
2900                ,0.6505              ,0.63624             ,0.08063             ,0.08199             ,1547                ,371                 ,0.84453             ,0.34565             
2950                ,0.6524              ,0.63718             ,0.08041             ,0.08188             ,1534                ,371                 ,0.84251             ,0.34418             
3000                ,0.65431             ,0.6388              ,0.08019             ,0.0817              ,1519                ,371                 ,0.83979             ,0.34285             
3050                ,0.65611             ,0.63995             ,0.07998             ,0.08157             ,1505                ,370                 ,0.83694             ,0.34149             
3100                ,0.65777             ,0.64137             ,0.07979             ,0.08141             ,1491                ,370                 ,0.83403             ,0.34011             
3150                ,0.65937             ,0.64261             ,0.0796              ,0.08127             ,1478                ,370                 ,0.83131             ,0.33862             
3200                ,0.66102             ,0.64391             ,0.07941             ,0.08112             ,1464                ,370                 ,0.82867             ,0.33707             
3250                ,0.66283             ,0.64526             ,0.07919             ,0.08097             ,1450                ,370                 ,0.82595             ,0.33554             
3300                ,0.66465             ,0.64679             ,0.07898             ,0.08079             ,1435                ,370                 ,0.82316             ,0.33398             
3350                ,0.66621             ,0.64793             ,0.0788              ,0.08066             ,1422                ,370                 ,0.82044             ,0.3324              
3400                ,0.66758             ,0.64904             ,0.07863             ,0.08053             ,1409                ,370                 ,0.81784             ,0.33078             
3450                ,0.66998             ,0.65073             ,0.07835             ,0.08034             ,1395                ,370                 ,0.81342             ,0.33002             
3500                ,0.67035             ,0.65128             ,0.07831             ,0.08028             ,1389                ,370                 ,0.81097             ,0.32829             
3550                ,0.67166             ,0.6522              ,0.07815             ,0.08017             ,1376                ,370                 ,0.80808             ,0.32687             
3600                ,0.67325             ,0.65349             ,0.07796             ,0.08002             ,1362                ,370                 ,0.80521             ,0.32545             
3650                ,0.67475             ,0.65428             ,0.07778             ,0.07993             ,1348                ,370                 ,0.80131             ,0.3241              
3700                ,0.67628             ,0.65619             ,0.0776              ,0.07971             ,1333                ,370                 ,0.79707             ,0.32279             
3750                ,0.67801             ,0.65798             ,0.07739             ,0.0795              ,1318                ,371                 ,0.79341             ,0.32139             
3800                ,0.67979             ,0.65959             ,0.07717             ,0.07931             ,1302                ,371                 ,0.78986             ,0.32008             
3850                ,0.68166             ,0.66106             ,0.07695             ,0.07914             ,1287                ,371                 ,0.78665             ,0.3188              
3900                ,0.68356             ,0.66286             ,0.07672             ,0.07893             ,1271                ,371                 ,0.78379             ,0.31747             
3950                ,0.68551             ,0.66439             ,0.07648             ,0.07875             ,1255                ,371                 ,0.78097             ,0.31628             
4000                ,0.68742             ,0.6661              ,0.07625             ,0.07855             ,1239                ,371                 ,0.77805             ,0.31505             
