epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4_0:i,GNDI4_0:j,GNDI4_0:k,GNDI4_0:l,GNDI4_0:alpha1,GNDI4_0:alpha2,GNDI4_0:alpha3
50                  ,0.4388              ,0.46782             ,0.10217             ,0.09917             ,2178                ,4132                ,540                 ,2017                ,0.36541             ,0.05207             ,0.89883             
100                 ,0.51943             ,0.54693             ,0.09455             ,0.0915              ,2188                ,4130                ,520                 ,2022                ,0.34869             ,0.03226             ,0.86859             
150                 ,0.6033              ,0.62565             ,0.0859              ,0.08317             ,2242                ,4129                ,501                 ,2020                ,0.33045             ,0.00731             ,0.82287             
200                 ,0.67442             ,0.68827             ,0.07782             ,0.0759              ,2287                ,4129                ,480                 ,2020                ,0.31686             ,-0.01867            ,0.76779             
250                 ,0.70493             ,0.71063             ,0.07408             ,0.07313             ,2310                ,4128                ,463                 ,2021                ,0.30678             ,-0.03008            ,0.73662             
300                 ,0.71771             ,0.71852             ,0.07246             ,0.07212             ,2310                ,4126                ,448                 ,2021                ,0.29343             ,-0.03019            ,0.71911             
350                 ,0.72614             ,0.72418             ,0.07137             ,0.07139             ,2310                ,4124                ,435                 ,2021                ,0.2778              ,-0.02739            ,0.7111              
400                 ,0.7325              ,0.72923             ,0.07054             ,0.07074             ,2310                ,4123                ,424                 ,2021                ,0.26127             ,-0.0243             ,0.7083              
450                 ,0.73769             ,0.73415             ,0.06985             ,0.07009             ,2310                ,4121                ,415                 ,2021                ,0.24456             ,-0.02196            ,0.70951             
500                 ,0.74293             ,0.73927             ,0.06915             ,0.06941             ,2310                ,4120                ,407                 ,2021                ,0.22899             ,-0.02037            ,0.70482             
550                 ,0.74976             ,0.74492             ,0.06822             ,0.06866             ,2310                ,4119                ,401                 ,2021                ,0.21457             ,-0.01749            ,0.69863             
600                 ,0.75405             ,0.74917             ,0.06764             ,0.06808             ,2310                ,4117                ,396                 ,2021                ,0.19965             ,-0.01631            ,0.69919             
650                 ,0.75742             ,0.75272             ,0.06717             ,0.0676              ,2310                ,4115                ,392                 ,2021                ,0.1848              ,-0.01565            ,0.70222             
700                 ,0.76061             ,0.75616             ,0.06673             ,0.06713             ,2310                ,4113                ,389                 ,2021                ,0.17101             ,-0.01746            ,0.70163             
750                 ,0.76359             ,0.75941             ,0.06631             ,0.06668             ,2310                ,4111                ,387                 ,2021                ,0.15871             ,-0.02092            ,0.69636             
800                 ,0.76655             ,0.76243             ,0.0659              ,0.06626             ,2310                ,4109                ,386                 ,2021                ,0.14811             ,-0.02539            ,0.6874              
850                 ,0.76949             ,0.76595             ,0.06548             ,0.06577             ,2310                ,4107                ,384                 ,2020                ,0.13972             ,-0.0312             ,0.67645             
900                 ,0.77247             ,0.7687              ,0.06505             ,0.06538             ,2310                ,4104                ,384                 ,2021                ,0.13162             ,-0.03292            ,0.67204             
950                 ,0.77509             ,0.77068             ,0.06468             ,0.0651              ,2310                ,4101                ,384                 ,2021                ,0.12393             ,-0.03479            ,0.66913             
1000                ,0.77744             ,0.77257             ,0.06434             ,0.06483             ,2310                ,4098                ,384                 ,2020                ,0.11743             ,-0.03864            ,0.666               
1050                ,0.77951             ,0.77386             ,0.06404             ,0.06464             ,2310                ,4094                ,384                 ,2020                ,0.11228             ,-0.04448            ,0.66488             
1100                ,0.78117             ,0.77544             ,0.0638              ,0.06442             ,2310                ,4090                ,384                 ,2020                ,0.10879             ,-0.0519             ,0.66417             
1150                ,0.78264             ,0.77637             ,0.06358             ,0.06429             ,2311                ,4085                ,384                 ,2020                ,0.10753             ,-0.06084            ,0.66307             
1200                ,0.7839              ,0.77731             ,0.0634              ,0.06415             ,2311                ,4079                ,384                 ,2020                ,0.10881             ,-0.07102            ,0.66097             
1250                ,0.78614             ,0.77971             ,0.06307             ,0.0638              ,2310                ,4070                ,384                 ,2020                ,0.11343             ,-0.08471            ,0.65944             
1300                ,0.78817             ,0.78079             ,0.06277             ,0.06365             ,2310                ,4060                ,384                 ,2020                ,0.12067             ,-0.10197            ,0.66131             
1350                ,0.78987             ,0.78224             ,0.06252             ,0.06344             ,2310                ,4048                ,384                 ,2020                ,0.12936             ,-0.11877            ,0.66435             
1400                ,0.79129             ,0.78363             ,0.06231             ,0.06323             ,2310                ,4033                ,384                 ,2020                ,0.13506             ,-0.13051            ,0.66753             
1450                ,0.79245             ,0.78472             ,0.06213             ,0.06307             ,2310                ,4016                ,384                 ,2020                ,0.13409             ,-0.13698            ,0.67134             
1500                ,0.79423             ,0.787               ,0.06187             ,0.06274             ,2310                ,3995                ,384                 ,2020                ,0.13269             ,-0.14415            ,0.67489             
1550                ,0.79649             ,0.7894              ,0.06153             ,0.06238             ,2310                ,3970                ,385                 ,2020                ,0.13329             ,-0.15267            ,0.67736             
1600                ,0.79876             ,0.79216             ,0.06118             ,0.06197             ,2310                ,3947                ,385                 ,2020                ,0.11129             ,-0.14611            ,0.68153             
1650                ,0.80018             ,0.79323             ,0.06097             ,0.06181             ,2310                ,3931                ,385                 ,2020                ,0.08941             ,-0.13773            ,0.68385             
1700                ,0.80114             ,0.79458             ,0.06082             ,0.06161             ,2310                ,3921                ,385                 ,2020                ,0.07411             ,-0.13152            ,0.6839              
1750                ,0.80381             ,0.79819             ,0.06041             ,0.06107             ,2310                ,3899                ,386                 ,2020                ,0.06008             ,-0.12508            ,0.68284             
1800                ,0.80425             ,0.79892             ,0.06034             ,0.06096             ,2310                ,3886                ,387                 ,2020                ,0.04676             ,-0.1221             ,0.68283             
1850                ,0.80523             ,0.79976             ,0.06019             ,0.06083             ,2310                ,3867                ,387                 ,2020                ,0.03612             ,-0.11819            ,0.68047             
1900                ,0.81122             ,0.80645             ,0.05926             ,0.05981             ,2310                ,3831                ,387                 ,2020                ,0.02805             ,-0.11641            ,0.67608             
1950                ,0.81196             ,0.80761             ,0.05914             ,0.05963             ,2310                ,3816                ,388                 ,2020                ,0.0185              ,-0.11789            ,0.67247             
2000                ,0.81193             ,0.80719             ,0.05914             ,0.05969             ,2310                ,3817                ,389                 ,2020                ,0.00976             ,-0.11898            ,0.66901             
2050                ,0.81195             ,0.80699             ,0.05914             ,0.05972             ,2310                ,3817                ,389                 ,2020                ,0.00283             ,-0.12003            ,0.6662              
2100                ,0.81185             ,0.80676             ,0.05916             ,0.05976             ,2310                ,3817                ,389                 ,2020                ,0.00042             ,-0.12102            ,0.66399             
2150                ,0.81175             ,0.80674             ,0.05917             ,0.05976             ,2310                ,3817                ,389                 ,2020                ,0.00055             ,-0.12173            ,0.66232             
2200                ,0.81168             ,0.80662             ,0.05918             ,0.05978             ,2310                ,3817                ,391                 ,2020                ,0.00071             ,-0.12247            ,0.66047             
2250                ,0.81158             ,0.80655             ,0.0592              ,0.05979             ,2310                ,3816                ,391                 ,2020                ,0.00078             ,-0.1232             ,0.6587              
2300                ,0.81145             ,0.80646             ,0.05922             ,0.0598              ,2310                ,3816                ,391                 ,2020                ,0.00068             ,-0.12396            ,0.65717             
2350                ,0.81145             ,0.80632             ,0.05922             ,0.05983             ,2310                ,3816                ,391                 ,2020                ,0.00067             ,-0.12481            ,0.65594             
2400                ,0.81149             ,0.80623             ,0.05921             ,0.05984             ,2310                ,3816                ,391                 ,2020                ,0.00065             ,-0.12525            ,0.65512             
2450                ,0.81147             ,0.80617             ,0.05922             ,0.05985             ,2310                ,3816                ,391                 ,2020                ,0.00063             ,-0.12568            ,0.65448             
2500                ,0.8115              ,0.80604             ,0.05921             ,0.05987             ,2310                ,3816                ,391                 ,2020                ,0.00055             ,-0.12614            ,0.65395             
2550                ,0.81143             ,0.80612             ,0.05922             ,0.05986             ,2310                ,3816                ,391                 ,2020                ,0.00057             ,-0.12652            ,0.65342             
2600                ,0.81149             ,0.80598             ,0.05921             ,0.05988             ,2310                ,3816                ,391                 ,2020                ,0.00056             ,-0.12705            ,0.653               
2650                ,0.81144             ,0.80583             ,0.05922             ,0.0599              ,2310                ,3816                ,391                 ,2020                ,0.00048             ,-0.12749            ,0.65252             
2700                ,0.81137             ,0.8057              ,0.05923             ,0.05992             ,2310                ,3816                ,391                 ,2020                ,0.00044             ,-0.128              ,0.65214             
2750                ,0.8115              ,0.80597             ,0.05921             ,0.05988             ,2310                ,3816                ,391                 ,2020                ,0.00057             ,-0.12846            ,0.65169             
2800                ,0.81151             ,0.80616             ,0.05921             ,0.05985             ,2310                ,3816                ,391                 ,2020                ,0.00055             ,-0.12896            ,0.65131             
2850                ,0.81143             ,0.80577             ,0.05922             ,0.05991             ,2310                ,3816                ,391                 ,2020                ,0.00051             ,-0.12948            ,0.65098             
2900                ,0.81154             ,0.80622             ,0.05921             ,0.05984             ,2310                ,3816                ,391                 ,2020                ,0.00053             ,-0.12998            ,0.65053             
2950                ,0.81152             ,0.80621             ,0.05921             ,0.05984             ,2310                ,3816                ,391                 ,2020                ,0.00054             ,-0.13058            ,0.65007             
3000                ,0.81157             ,0.80626             ,0.0592              ,0.05983             ,2310                ,3816                ,391                 ,2020                ,0.00043             ,-0.13111            ,0.64985             
3050                ,0.81153             ,0.80589             ,0.05921             ,0.05989             ,2310                ,3816                ,391                 ,2020                ,0.00048             ,-0.13177            ,0.64971             
3100                ,0.81167             ,0.80619             ,0.05919             ,0.05985             ,2310                ,3816                ,391                 ,2020                ,0.00054             ,-0.13227            ,0.64941             
3150                ,0.81169             ,0.80622             ,0.05918             ,0.05984             ,2310                ,3816                ,391                 ,2020                ,0.0005              ,-0.13284            ,0.64919             
3200                ,0.81174             ,0.80644             ,0.05918             ,0.05981             ,2310                ,3816                ,391                 ,2020                ,0.00047             ,-0.13333            ,0.64888             
3250                ,0.8118              ,0.80649             ,0.05917             ,0.0598              ,2310                ,3816                ,391                 ,2020                ,0.00047             ,-0.13399            ,0.6487              
3300                ,0.81182             ,0.80673             ,0.05916             ,0.05976             ,2310                ,3816                ,391                 ,2020                ,0.00068             ,-0.13471            ,0.64864             
3350                ,0.81193             ,0.80671             ,0.05914             ,0.05976             ,2310                ,3816                ,391                 ,2020                ,0.00036             ,-0.13552            ,0.64873             
3400                ,0.81198             ,0.80686             ,0.05914             ,0.05974             ,2310                ,3816                ,391                 ,2020                ,0.00042             ,-0.13628            ,0.64866             
3450                ,0.81196             ,0.80699             ,0.05914             ,0.05972             ,2310                ,3816                ,391                 ,2020                ,0.00089             ,-0.13683            ,0.64884             
3500                ,0.81203             ,0.80707             ,0.05913             ,0.05971             ,2310                ,3816                ,391                 ,2020                ,0.00163             ,-0.1376             ,0.64908             
3550                ,0.81205             ,0.80673             ,0.05913             ,0.05976             ,2310                ,3816                ,391                 ,2020                ,0.00068             ,-0.13868            ,0.64907             
3600                ,0.81216             ,0.80697             ,0.05911             ,0.05973             ,2310                ,3816                ,391                 ,2020                ,0.00064             ,-0.13934            ,0.64933             
3650                ,0.8122              ,0.80713             ,0.0591              ,0.0597              ,2310                ,3816                ,391                 ,2020                ,-0.03009            ,-0.14054            ,0.64828             
3700                ,0.81221             ,0.80707             ,0.0591              ,0.05971             ,2310                ,3816                ,391                 ,2020                ,-0.03134            ,-0.14204            ,0.64834             
3750                ,0.81161             ,0.80672             ,0.0592              ,0.05976             ,2310                ,3816                ,391                 ,2022                ,-0.0322             ,-0.11982            ,0.65437             
3800                ,0.81204             ,0.80726             ,0.05913             ,0.05968             ,2310                ,3816                ,391                 ,2020                ,-0.03215            ,-0.12362            ,0.65279             
3850                ,0.81215             ,0.80739             ,0.05911             ,0.05966             ,2310                ,3816                ,391                 ,2020                ,-0.03208            ,-0.12784            ,0.65178             
3900                ,0.8121              ,0.80702             ,0.05912             ,0.05972             ,2310                ,3816                ,391                 ,2020                ,-0.03201            ,-0.13201            ,0.65075             
3950                ,0.81234             ,0.80759             ,0.05908             ,0.05963             ,2310                ,3816                ,391                 ,2020                ,-0.03193            ,-0.13604            ,0.65004             
4000                ,0.81234             ,0.80766             ,0.05908             ,0.05962             ,2310                ,3816                ,391                 ,2020                ,-0.03189            ,-0.13932            ,0.64963             
