epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2_0:i,GNDI2_0:j,GNDI2_0:alpha1
2450                ,0.2856              ,0.32258             ,0.11527             ,0.11189             ,2482                ,2654                ,0.93739             
2500                ,0.29091             ,0.32904             ,0.11485             ,0.11135             ,2482                ,2654                ,0.93698             
2550                ,0.29558             ,0.33461             ,0.11447             ,0.11089             ,2482                ,2654                ,0.93645             
2600                ,0.29973             ,0.3396              ,0.11413             ,0.11047             ,2482                ,2654                ,0.93564             
2650                ,0.3034              ,0.34409             ,0.11383             ,0.1101              ,2482                ,2654                ,0.93467             
2700                ,0.30667             ,0.34807             ,0.11356             ,0.10976             ,2482                ,2654                ,0.93359             
2750                ,0.30963             ,0.35141             ,0.11332             ,0.10948             ,2482                ,2654                ,0.93281             
2800                ,0.31232             ,0.35465             ,0.1131              ,0.10921             ,2482                ,2653                ,0.93173             
2850                ,0.31479             ,0.35757             ,0.1129              ,0.10896             ,2482                ,2653                ,0.93071             
2900                ,0.31706             ,0.36028             ,0.11271             ,0.10873             ,2482                ,2653                ,0.92976             
2950                ,0.31914             ,0.36273             ,0.11254             ,0.10852             ,2482                ,2653                ,0.92884             
3000                ,0.32109             ,0.365               ,0.11237             ,0.10833             ,2482                ,2653                ,0.92798             
3050                ,0.32292             ,0.36712             ,0.11222             ,0.10814             ,2482                ,2653                ,0.9272              
3100                ,0.32463             ,0.3691              ,0.11208             ,0.10798             ,2482                ,2653                ,0.92646             
3150                ,0.32626             ,0.37091             ,0.11195             ,0.10782             ,2482                ,2653                ,0.92587             
3200                ,0.32782             ,0.37267             ,0.11182             ,0.10767             ,2482                ,2653                ,0.92532             
3250                ,0.32932             ,0.37434             ,0.11169             ,0.10753             ,2482                ,2653                ,0.92477             
3300                ,0.33077             ,0.37595             ,0.11157             ,0.10739             ,2482                ,2653                ,0.9243              
3350                ,0.33217             ,0.37751             ,0.11145             ,0.10725             ,2482                ,2653                ,0.92386             
3400                ,0.33351             ,0.379               ,0.11134             ,0.10713             ,2482                ,2653                ,0.92344             
3450                ,0.33481             ,0.38042             ,0.11123             ,0.107               ,2482                ,2653                ,0.92303             
3500                ,0.33732             ,0.3828              ,0.11102             ,0.1068              ,2483                ,2651                ,0.92409             
3550                ,0.33988             ,0.38468             ,0.11081             ,0.10663             ,2486                ,2650                ,0.92528             
3600                ,0.34159             ,0.38667             ,0.11066             ,0.10646             ,2486                ,2650                ,0.9257              
3650                ,0.34314             ,0.38847             ,0.11053             ,0.10631             ,2486                ,2650                ,0.92562             
3700                ,0.34458             ,0.39011             ,0.11041             ,0.10616             ,2486                ,2650                ,0.92526             
3750                ,0.34591             ,0.39164             ,0.1103              ,0.10603             ,2486                ,2650                ,0.92476             
3800                ,0.34715             ,0.39305             ,0.1102              ,0.10591             ,2486                ,2650                ,0.9242              
3850                ,0.34833             ,0.39437             ,0.1101              ,0.10579             ,2486                ,2650                ,0.92371             
3900                ,0.34945             ,0.39564             ,0.11                ,0.10568             ,2486                ,2650                ,0.92322             
3950                ,0.3505              ,0.39681             ,0.10991             ,0.10558             ,2486                ,2650                ,0.9227              
4000                ,0.3515              ,0.39793             ,0.10983             ,0.10548             ,2486                ,2650                ,0.92222             
