epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2_0:i,GNDI2_0:j,GNDI2_0:alpha1
50                  ,0                   ,0                   ,0.13645             ,0.136               ,2694                ,2914                ,0.0472              
100                 ,0                   ,0                   ,0.13642             ,0.13598             ,2693                ,2885                ,0.03777             
150                 ,0                   ,0                   ,0.13641             ,0.13596             ,2686                ,2854                ,0.02714             
200                 ,0                   ,0                   ,0.1364              ,0.13595             ,2678                ,2825                ,0.01655             
250                 ,0                   ,0                   ,0.13639             ,0.13594             ,2618                ,2800                ,0.00445             
300                 ,0                   ,0                   ,0.13638             ,0.13594             ,2524                ,2777                ,-0.00119            
350                 ,1e-05               ,0                   ,0.13638             ,0.13594             ,2459                ,2754                ,0.00154             
400                 ,4e-05               ,1e-05               ,0.13638             ,0.13594             ,2408                ,2727                ,0.00786             
450                 ,6e-05               ,5e-05               ,0.13638             ,0.13594             ,2379                ,2699                ,0.01511             
500                 ,0.00019             ,0.0002              ,0.13637             ,0.13593             ,2365                ,2661                ,0.02334             
550                 ,0.0003              ,0.00034             ,0.13636             ,0.13592             ,2364                ,2647                ,0.03676             
600                 ,0.00048             ,0.00056             ,0.13635             ,0.1359              ,2370                ,2652                ,0.05125             
650                 ,0.00108             ,0.00119             ,0.13631             ,0.13586             ,2443                ,2654                ,0.07068             
700                 ,0.00185             ,0.00204             ,0.13626             ,0.1358              ,2462                ,2654                ,0.09882             
750                 ,0.00291             ,0.00325             ,0.13618             ,0.13572             ,2463                ,2655                ,0.13142             
800                 ,0.00448             ,0.00502             ,0.13608             ,0.1356              ,2463                ,2656                ,0.17014             
850                 ,0.00635             ,0.00715             ,0.13595             ,0.13545             ,2463                ,2656                ,0.20838             
900                 ,0.0085              ,0.00959             ,0.1358              ,0.13529             ,2463                ,2656                ,0.24093             
950                 ,0.01103             ,0.01246             ,0.13563             ,0.13509             ,2463                ,2656                ,0.27469             
1000                ,0.014               ,0.01583             ,0.13543             ,0.13486             ,2463                ,2656                ,0.31115             
1050                ,0.01785             ,0.0202              ,0.13516             ,0.13456             ,2463                ,2656                ,0.35685             
1100                ,0.02174             ,0.02463             ,0.13489             ,0.13426             ,2463                ,2656                ,0.39835             
1150                ,0.0264              ,0.02982             ,0.13457             ,0.1339              ,2470                ,2656                ,0.43967             
1200                ,0.03163             ,0.03568             ,0.13421             ,0.13349             ,2476                ,2656                ,0.48094             
1250                ,0.03753             ,0.04233             ,0.1338              ,0.13303             ,2477                ,2656                ,0.52172             
1300                ,0.04415             ,0.04982             ,0.13334             ,0.13251             ,2477                ,2656                ,0.56159             
1350                ,0.05151             ,0.05815             ,0.13282             ,0.13193             ,2477                ,2656                ,0.60034             
1400                ,0.05962             ,0.06734             ,0.13226             ,0.13128             ,2477                ,2656                ,0.63759             
1450                ,0.06852             ,0.07738             ,0.13163             ,0.13057             ,2477                ,2656                ,0.67294             
1500                ,0.07815             ,0.08819             ,0.13095             ,0.12981             ,2477                ,2655                ,0.70607             
1550                ,0.08837             ,0.09967             ,0.13022             ,0.12899             ,2477                ,2655                ,0.73686             
1600                ,0.09921             ,0.11188             ,0.12944             ,0.12811             ,2477                ,2655                ,0.76485             
1650                ,0.11451             ,0.12683             ,0.12834             ,0.12703             ,2477                ,2655                ,0.78515             
1700                ,0.12732             ,0.14117             ,0.12741             ,0.12598             ,2477                ,2655                ,0.81488             
1750                ,0.14039             ,0.15591             ,0.12645             ,0.12489             ,2477                ,2654                ,0.83861             
1800                ,0.15359             ,0.17084             ,0.12547             ,0.12378             ,2477                ,2654                ,0.85905             
1850                ,0.16687             ,0.1858              ,0.12449             ,0.12266             ,2477                ,2654                ,0.87637             
1900                ,0.18008             ,0.20052             ,0.12349             ,0.12155             ,2477                ,2654                ,0.89122             
1950                ,0.19295             ,0.21467             ,0.12252             ,0.12047             ,2482                ,2654                ,0.90279             
2000                ,0.20572             ,0.22931             ,0.12155             ,0.11934             ,2481                ,2654                ,0.91239             
2050                ,0.21768             ,0.24298             ,0.12063             ,0.11828             ,2481                ,2654                ,0.91978             
2100                ,0.22894             ,0.25604             ,0.11976             ,0.11725             ,2481                ,2654                ,0.92554             
2150                ,0.23941             ,0.26822             ,0.11894             ,0.11629             ,2481                ,2654                ,0.92981             
2200                ,0.24908             ,0.27944             ,0.11818             ,0.11539             ,2482                ,2654                ,0.93301             
2250                ,0.25791             ,0.28986             ,0.11749             ,0.11456             ,2482                ,2654                ,0.93498             
2300                ,0.26592             ,0.29939             ,0.11685             ,0.11378             ,2482                ,2654                ,0.93622             
2350                ,0.27314             ,0.30794             ,0.11627             ,0.11309             ,2482                ,2654                ,0.93721             
2400                ,0.27967             ,0.31559             ,0.11575             ,0.11246             ,2482                ,2654                ,0.93733             
