epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4Alpha_0:i,GNDI4Alpha_0:j,GNDI4Alpha_0:k,GNDI4Alpha_0:l,GNDI4Alpha_0:alpha1_1,GNDI4Alpha_0:alpha1_2,GNDI4Alpha_0:alpha1_3,GNDI4Alpha_0:alpha1_4,GNDI4Alpha_0:alpha1_5,GNDI4Alpha_0:alpha1_6,GNDI4Alpha_0:alpha1_7,GNDI4Alpha_0:alpha1_8,GNDI4Alpha_0:alpha1_9,GNDI4Alpha_0:alpha1_10,GNDI4Alpha_0:alpha1_11,GNDI4Alpha_0:alpha1_12,GNDI4Alpha_0:alpha1_13,GNDI4Alpha_0:alpha1_14,GNDI4Alpha_0:alpha1_15,GNDI4Alpha_0:alpha1_16,GNDI4Alpha_0:alpha1_17,GNDI4Alpha_0:alpha1_18,GNDI4Alpha_0:alpha1_19,GNDI4Alpha_0:alpha1_20,GNDI4Alpha_0:alpha1_21,GNDI4Alpha_0:alpha1_22,GNDI4Alpha_0:alpha1_23,GNDI4Alpha_0:alpha1_24,GNDI4Alpha_0:alpha2_1,GNDI4Alpha_0:alpha2_2,GNDI4Alpha_0:alpha2_3,GNDI4Alpha_0:alpha2_4,GNDI4Alpha_0:alpha2_5,GNDI4Alpha_0:alpha2_6,GNDI4Alpha_0:alpha2_7,GNDI4Alpha_0:alpha2_8,GNDI4Alpha_0:alpha2_9,GNDI4Alpha_0:alpha2_10,GNDI4Alpha_0:alpha2_11,GNDI4Alpha_0:alpha2_12,GNDI4Alpha_0:alpha2_13,GNDI4Alpha_0:alpha2_14,GNDI4Alpha_0:alpha2_15,GNDI4Alpha_0:alpha2_16,GNDI4Alpha_0:alpha2_17,GNDI4Alpha_0:alpha2_18,GNDI4Alpha_0:alpha2_19,GNDI4Alpha_0:alpha2_20,GNDI4Alpha_0:alpha2_21,GNDI4Alpha_0:alpha2_22,GNDI4Alpha_0:alpha2_23,GNDI4Alpha_0:alpha2_24,GNDI4Alpha_0:alpha3_1,GNDI4Alpha_0:alpha3_2,GNDI4Alpha_0:alpha3_3,GNDI4Alpha_0:alpha3_4,GNDI4Alpha_0:alpha3_5,GNDI4Alpha_0:alpha3_6,GNDI4Alpha_0:alpha3_7,GNDI4Alpha_0:alpha3_8,GNDI4Alpha_0:alpha3_9,GNDI4Alpha_0:alpha3_10,GNDI4Alpha_0:alpha3_11,GNDI4Alpha_0:alpha3_12,GNDI4Alpha_0:alpha3_13,GNDI4Alpha_0:alpha3_14,GNDI4Alpha_0:alpha3_15,GNDI4Alpha_0:alpha3_16,GNDI4Alpha_0:alpha3_17,GNDI4Alpha_0:alpha3_18,GNDI4Alpha_0:alpha3_19,GNDI4Alpha_0:alpha3_20,GNDI4Alpha_0:alpha3_21,GNDI4Alpha_0:alpha3_22,GNDI4Alpha_0:alpha3_23,GNDI4Alpha_0:alpha3_24
50                  ,0.1157              ,0.11584             ,0.12825             ,0.12782             ,182                 ,1685                ,1008                ,2275                ,0.45849             ,0.79131             ,0.37272             ,0.09088             ,0.34823             ,0.96947             ,0.48505             ,0.76759             ,0.42526             ,0.40567             ,0.29169             ,0.62595             ,0.10667             ,0.41742             ,0.74155             ,0.08218             ,0.5426              ,0.29447             ,0.822               ,0.09005             ,0.07589             ,0.13982             ,0.96137             ,0.16095             ,0.67408             ,0.63377             ,0.92213             ,0.31932             ,0.83763             ,0.84354             ,0.90899             ,0.65802             ,0.05967             ,0.17898             ,0.58787             ,0.60453             ,0.90191             ,0.2064              ,0.22367             ,0.93354             ,0.9757              ,0.88981             ,0.85903             ,0.05839             ,0.51908             ,0.14283             ,0.61383             ,0.71195             ,0.18788             ,0.93561             ,0.65841             ,0.9756              ,0.89503             ,0.82607             ,0.97528             ,0.82058             ,0.09056             ,0.73192             ,0.13175             ,0.75132             ,0.83835             ,0.84748             ,0.57507             ,0.71417             ,0.84697             ,0.49462             ,0.81725             ,0.78014             ,0.80447             ,0.16595             ,0.26196             ,0.34529             
100                 ,0.25223             ,0.26588             ,0.11794             ,0.11647             ,190                 ,1684                ,1029                ,2282                ,0.45754             ,0.76396             ,0.37202             ,0.0869              ,0.34796             ,0.96618             ,0.47241             ,0.76962             ,0.40084             ,0.39965             ,0.29406             ,0.62624             ,0.11245             ,0.41276             ,0.72917             ,0.08163             ,0.53363             ,0.29343             ,0.82428             ,0.08075             ,0.06899             ,0.13405             ,0.95792             ,0.16013             ,0.67288             ,0.61233             ,0.8767              ,0.34348             ,0.82107             ,0.83841             ,0.89401             ,0.66105             ,0.05975             ,0.16721             ,0.58424             ,0.58003             ,0.89979             ,0.20553             ,0.2138              ,0.90966             ,0.93161             ,0.87711             ,0.86328             ,0.05726             ,0.50581             ,0.17523             ,0.61424             ,0.6938              ,0.18754             ,0.91953             ,0.65629             ,0.97574             ,0.8929              ,0.82498             ,0.97052             ,0.82039             ,0.08343             ,0.72589             ,0.12714             ,0.7419              ,0.83703             ,0.84659             ,0.57744             ,0.68674             ,0.84022             ,0.49193             ,0.8165              ,0.7781              ,0.80872             ,0.16482             ,0.25674             ,0.33926             
150                 ,0.31724             ,0.33634             ,0.11269             ,0.11074             ,203                 ,1688                ,1043                ,2283                ,0.45585             ,0.75838             ,0.3669              ,0.08549             ,0.34684             ,0.95824             ,0.47162             ,0.76623             ,0.37528             ,0.39455             ,0.29816             ,0.62657             ,0.11378             ,0.40519             ,0.71756             ,0.08239             ,0.52472             ,0.28924             ,0.82205             ,0.06058             ,0.06301             ,0.12811             ,0.95496             ,0.16031             ,0.66948             ,0.58918             ,0.83685             ,0.35996             ,0.81201             ,0.83178             ,0.8744              ,0.66165             ,0.06282             ,0.15552             ,0.57788             ,0.5531              ,0.89884             ,0.2051              ,0.20657             ,0.88336             ,0.89177             ,0.85777             ,0.8648              ,0.06553             ,0.49065             ,0.19308             ,0.61495             ,0.67566             ,0.18748             ,0.93148             ,0.65097             ,0.97171             ,0.89079             ,0.82109             ,0.97158             ,0.81725             ,0.08656             ,0.71953             ,0.13187             ,0.73546             ,0.83479             ,0.84488             ,0.58245             ,0.65597             ,0.83314             ,0.48392             ,0.81317             ,0.76545             ,0.81064             ,0.16298             ,0.25528             ,0.33236             
200                 ,0.39474             ,0.41426             ,0.1061              ,0.10404             ,217                 ,1695                ,1055                ,2283                ,0.45282             ,0.74659             ,0.36086             ,0.07892             ,0.34551             ,0.94741             ,0.47589             ,0.75947             ,0.34894             ,0.38866             ,0.30094             ,0.62426             ,0.11311             ,0.39479             ,0.70514             ,0.07819             ,0.51919             ,0.28162             ,0.81902             ,0.03658             ,0.05936             ,0.12282             ,0.9497              ,0.15975             ,0.66384             ,0.53975             ,0.79938             ,0.37616             ,0.80389             ,0.8226              ,0.85282             ,0.65948             ,0.06644             ,0.14494             ,0.56744             ,0.52569             ,0.89769             ,0.20533             ,0.19993             ,0.85975             ,0.85336             ,0.83566             ,0.86393             ,0.07577             ,0.47177             ,0.19876             ,0.61344             ,0.65771             ,0.18673             ,0.93515             ,0.6452              ,0.96153             ,0.88861             ,0.81573             ,0.97468             ,0.81264             ,0.09426             ,0.71157             ,0.138               ,0.72767             ,0.83253             ,0.84242             ,0.58841             ,0.61902             ,0.83125             ,0.47082             ,0.80985             ,0.75026             ,0.81334             ,0.16111             ,0.25307             ,0.32286             
250                 ,0.48066             ,0.50051             ,0.09829             ,0.09608             ,230                 ,1697                ,1070                ,2283                ,0.45153             ,0.7104              ,0.35709             ,0.08123             ,0.34429             ,0.94043             ,0.47742             ,0.75376             ,0.32069             ,0.3825              ,0.29947             ,0.62305             ,0.11196             ,0.38255             ,0.68694             ,0.07945             ,0.5008              ,0.27817             ,0.81711             ,0.02348             ,0.0506              ,0.12071             ,0.94529             ,0.16162             ,0.65999             ,0.49378             ,0.76084             ,0.38671             ,0.79612             ,0.82107             ,0.83503             ,0.65653             ,0.06768             ,0.12853             ,0.55135             ,0.49051             ,0.8961              ,0.20673             ,0.18929             ,0.82589             ,0.80314             ,0.79947             ,0.86351             ,0.07577             ,0.45299             ,0.19076             ,0.61349             ,0.63271             ,0.18816             ,0.90997             ,0.64144             ,0.95994             ,0.88674             ,0.81627             ,0.97377             ,0.80887             ,0.10077             ,0.70355             ,0.13879             ,0.71763             ,0.82947             ,0.83868             ,0.5886              ,0.58327             ,0.82065             ,0.45846             ,0.807               ,0.74523             ,0.81496             ,0.16079             ,0.25122             ,0.31434             
300                 ,0.54352             ,0.55917             ,0.09215             ,0.09026             ,243                 ,1697                ,1083                ,2283                ,0.4495              ,0.67749             ,0.35274             ,0.08403             ,0.3425              ,0.93157             ,0.47853             ,0.74839             ,0.29164             ,0.37593             ,0.29761             ,0.62145             ,0.11059             ,0.37132             ,0.66913             ,0.08049             ,0.48398             ,0.27372             ,0.81444             ,0.01111             ,0.04224             ,0.11812             ,0.93995             ,0.16323             ,0.65504             ,0.469               ,0.72448             ,0.39681             ,0.78919             ,0.81916             ,0.81994             ,0.65377             ,0.06725             ,0.11176             ,0.53356             ,0.45611             ,0.89342             ,0.20788             ,0.18071             ,0.79225             ,0.75719             ,0.76075             ,0.86248             ,0.07805             ,0.43428             ,0.1751              ,0.61263             ,0.60965             ,0.18921             ,0.89046             ,0.63693             ,0.95571             ,0.88459             ,0.81701             ,0.97118             ,0.80524             ,0.10564             ,0.69527             ,0.14019             ,0.70736             ,0.82607             ,0.835               ,0.58861             ,0.54741             ,0.8128              ,0.44369             ,0.80358             ,0.73751             ,0.81654             ,0.16052             ,0.2495              ,0.30566             
350                 ,0.59067             ,0.59973             ,0.08726             ,0.086               ,257                 ,1696                ,1089                ,2256                ,0.44707             ,0.64603             ,0.34877             ,0.08849             ,0.34044             ,0.92128             ,0.47783             ,0.74343             ,0.26254             ,0.36981             ,0.29417             ,0.61855             ,0.10918             ,0.36056             ,0.6515              ,0.08285             ,0.47028             ,0.26874             ,0.81121             ,0.00099             ,0.03512             ,0.11518             ,0.93371             ,0.165               ,0.64917             ,0.44028             ,0.6901              ,0.4007              ,0.78181             ,0.81406             ,0.80719             ,0.64995             ,0.06551             ,0.09667             ,0.51321             ,0.42476             ,0.88965             ,0.20854             ,0.17411             ,0.7598              ,0.71841             ,0.72098             ,0.85948             ,0.08087             ,0.41647             ,0.1566              ,0.61107             ,0.59089             ,0.19031             ,0.87188             ,0.63277             ,0.94903             ,0.88254             ,0.81801             ,0.9658              ,0.80212             ,0.1088              ,0.68796             ,0.14106             ,0.69799             ,0.82276             ,0.83158             ,0.58801             ,0.51431             ,0.806               ,0.42931             ,0.8001              ,0.72901             ,0.81637             ,0.1607              ,0.24828             ,0.2983              
400                 ,0.62788             ,0.62893             ,0.0832              ,0.08281             ,274                 ,1696                ,1088                ,2240                ,0.44446             ,0.61224             ,0.34528             ,0.09082             ,0.33857             ,0.90949             ,0.47454             ,0.73844             ,0.23437             ,0.36428             ,0.28995             ,0.61436             ,0.10803             ,0.34917             ,0.63336             ,0.08794             ,0.46055             ,0.26439             ,0.80743             ,-0.00806            ,0.02957             ,0.11211             ,0.92653             ,0.16712             ,0.64259             ,0.38862             ,0.65659             ,0.39637             ,0.7731              ,0.80366             ,0.79418             ,0.64477             ,0.06321             ,0.08371             ,0.49161             ,0.39661             ,0.88533             ,0.20865             ,0.16846             ,0.72806             ,0.68709             ,0.68196             ,0.85426             ,0.08431             ,0.39949             ,0.13877             ,0.6087              ,0.5769              ,0.1917              ,0.84875             ,0.62902             ,0.93859             ,0.88073             ,0.81836             ,0.9579              ,0.79915             ,0.11063             ,0.68223             ,0.1417              ,0.69008             ,0.81964             ,0.8285              ,0.58646             ,0.48682             ,0.79951             ,0.41738             ,0.79676             ,0.7199              ,0.81385             ,0.16151             ,0.24745             ,0.29288             
450                 ,0.66029             ,0.65301             ,0.07949             ,0.08008             ,293                 ,1696                ,1083                ,2240                ,0.44182             ,0.57494             ,0.34217             ,0.09179             ,0.33695             ,0.89659             ,0.46913             ,0.73306             ,0.20766             ,0.35912             ,0.28588             ,0.60963             ,0.10734             ,0.33645             ,0.61458             ,0.09446             ,0.4528              ,0.26079             ,0.803               ,-0.01467            ,0.02562             ,0.1088              ,0.91878             ,0.16978             ,0.63549             ,0.32408             ,0.62294             ,0.38564             ,0.76262             ,0.7879              ,0.77921             ,0.6387              ,0.06074             ,0.07309             ,0.47016             ,0.37193             ,0.88071             ,0.20849             ,0.16342             ,0.69936             ,0.66139             ,0.64661             ,0.84751             ,0.08711             ,0.384               ,0.12458             ,0.60583             ,0.56691             ,0.19343             ,0.819               ,0.62549             ,0.92614             ,0.87892             ,0.81787             ,0.94864             ,0.79595             ,0.11138             ,0.67847             ,0.14248             ,0.68433             ,0.81665             ,0.82531             ,0.58381             ,0.46645             ,0.79059             ,0.40876             ,0.79331             ,0.71157             ,0.80863             ,0.16279             ,0.2472              ,0.28992             
500                 ,0.68848             ,0.67399             ,0.07612             ,0.07762             ,313                 ,1696                ,1074                ,2241                ,0.43928             ,0.53479             ,0.33955             ,0.09151             ,0.33553             ,0.88387             ,0.46265             ,0.72683             ,0.18267             ,0.35425             ,0.28193             ,0.60509             ,0.10704             ,0.32196             ,0.59535             ,0.10197             ,0.44462             ,0.25823             ,0.79787             ,-0.01711            ,0.02258             ,0.10533             ,0.91088             ,0.1731              ,0.62807             ,0.25909             ,0.58904             ,0.37077             ,0.75068             ,0.76865             ,0.76216             ,0.63208             ,0.05821             ,0.06454             ,0.44909             ,0.35088             ,0.87577             ,0.20863             ,0.15901             ,0.67452             ,0.64012             ,0.61549             ,0.8398              ,0.08798             ,0.37115             ,0.11609             ,0.60292             ,0.56023             ,0.19551             ,0.78218             ,0.62234             ,0.91316             ,0.87698             ,0.81762             ,0.93879             ,0.79227             ,0.11138             ,0.67719             ,0.14311             ,0.68174             ,0.81366             ,0.82157             ,0.5801              ,0.45481             ,0.77593             ,0.40447             ,0.78951             ,0.70545             ,0.79981             ,0.16446             ,0.24784             ,0.28997             
