epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3Alpha_0:i,GNDI3Alpha_0:j,GNDI3Alpha_0:k,GNDI3Alpha_0:alpha1_1,GNDI3Alpha_0:alpha1_2,GNDI3Alpha_0:alpha1_3,GNDI3Alpha_0:alpha1_4,GNDI3Alpha_0:alpha1_5,GNDI3Alpha_0:alpha1_6,GNDI3Alpha_0:alpha2_1,GNDI3Alpha_0:alpha2_2,GNDI3Alpha_0:alpha2_3,GNDI3Alpha_0:alpha2_4,GNDI3Alpha_0:alpha2_5,GNDI3Alpha_0:alpha2_6
550                 ,0.01925             ,0.01972             ,0.13506             ,0.13459             ,2977                ,2655                ,3069                ,0.51737             ,0.58886             ,0.12918             ,0.34819             ,0.78453             ,0.43414             ,-0.02891            ,0.34645             ,0.70334             ,0.23843             ,0.78482             ,0.2816              
600                 ,0.02063             ,0.02111             ,0.13497             ,0.1345              ,2978                ,2654                ,3069                ,0.48357             ,0.58725             ,0.12716             ,0.32103             ,0.7719              ,0.40367             ,-0.03869            ,0.34695             ,0.70094             ,0.24111             ,0.78097             ,0.28715             
650                 ,0.02215             ,0.02261             ,0.13486             ,0.13439             ,2980                ,2654                ,3069                ,0.45223             ,0.58562             ,0.12475             ,0.29337             ,0.75868             ,0.37243             ,-0.04938            ,0.34744             ,0.69832             ,0.24429             ,0.77742             ,0.2934              
700                 ,0.02384             ,0.0243              ,0.13475             ,0.13428             ,2981                ,2654                ,3069                ,0.42377             ,0.58397             ,0.1219              ,0.26529             ,0.74489             ,0.34033             ,-0.06113            ,0.34792             ,0.69545             ,0.24798             ,0.77417             ,0.30043             
750                 ,0.02574             ,0.0262              ,0.13462             ,0.13415             ,2982                ,2654                ,3069                ,0.39873             ,0.58235             ,0.11863             ,0.23677             ,0.7305              ,0.30715             ,-0.07401            ,0.34836             ,0.69226             ,0.25235             ,0.77135             ,0.3084              
800                 ,0.028               ,0.02843             ,0.13446             ,0.13399             ,2984                ,2654                ,3069                ,0.37811             ,0.58075             ,0.11489             ,0.20788             ,0.71558             ,0.27276             ,-0.08841            ,0.34877             ,0.68873             ,0.25734             ,0.76893             ,0.31733             
850                 ,0.03067             ,0.03108             ,0.13428             ,0.13381             ,2984                ,2654                ,3069                ,0.36324             ,0.57927             ,0.11074             ,0.17834             ,0.69993             ,0.23642             ,-0.10445            ,0.34907             ,0.6847              ,0.26324             ,0.76715             ,0.32771             
900                 ,0.034               ,0.03437             ,0.13404             ,0.13358             ,2984                ,2654                ,3069                ,0.35612             ,0.57788             ,0.10617             ,0.14831             ,0.6837              ,0.19774             ,-0.1226             ,0.34927             ,0.68007             ,0.27005             ,0.76593             ,0.33958             
950                 ,0.03846             ,0.03876             ,0.13374             ,0.13328             ,2986                ,2654                ,3069                ,0.36024             ,0.57662             ,0.10117             ,0.11779             ,0.66693             ,0.15588             ,-0.14361            ,0.34933             ,0.67467             ,0.27778             ,0.7652              ,0.35324             
1000                ,0.0449              ,0.04505             ,0.13329             ,0.13284             ,2987                ,2654                ,3068                ,0.38155             ,0.5756              ,0.09576             ,0.08671             ,0.64954             ,0.10916             ,-0.1686             ,0.34919             ,0.66814             ,0.28643             ,0.76495             ,0.36935             
1050                ,0.05511             ,0.0551              ,0.13257             ,0.13214             ,2990                ,2654                ,3065                ,0.42652             ,0.57471             ,0.0899              ,0.0557              ,0.63196             ,0.05558             ,-0.19951            ,0.34884             ,0.66001             ,0.29585             ,0.76472             ,0.38823             
1100                ,0.07235             ,0.07204             ,0.13136             ,0.13095             ,2993                ,2660                ,3060                ,0.49389             ,0.57397             ,0.08392             ,0.02549             ,0.61444             ,-0.00899            ,-0.23869            ,0.34822             ,0.64922             ,0.30569             ,0.76395             ,0.41099             
1150                ,0.10166             ,0.10117             ,0.12927             ,0.12888             ,2998                ,2701                ,3054                ,0.54328             ,0.57322             ,0.07868             ,0.00111             ,0.59766             ,-0.0891             ,-0.28645            ,0.34725             ,0.63417             ,0.31467             ,0.76095             ,0.43851             
1200                ,0.14717             ,0.14782             ,0.12595             ,0.12549             ,3000                ,2698                ,3054                ,0.44062             ,0.57251             ,0.07702             ,0.00037             ,0.57953             ,-0.19332            ,-0.3363             ,0.34553             ,0.61178             ,0.32364             ,0.7569              ,0.47318             
1250                ,0.00585             ,0                   ,0.13598             ,0.66453             ,2968                ,2725                ,3079                ,0.40494             ,0.5755              ,0.0956              ,0.00985             ,0.57267             ,-0.3302             ,-0.41896            ,0.33921             ,0.56012             ,0.32229             ,0.73251             ,0.52874             
1300                ,0                   ,0.01159             ,0.68926             ,0.13515             ,2975                ,2746                ,3116                ,0.39276             ,0.62769             ,0.14508             ,-0.05573            ,0.55559             ,-0.45011            ,-0.40616            ,0.27883             ,0.4917              ,0.39577             ,0.72827             ,0.63223             
1350                ,0.01885             ,0.01703             ,0.13509             ,0.13478             ,3000                ,2720                ,3141                ,0.36337             ,0.5436              ,0.10297             ,0.0318              ,0.55193             ,-0.39791            ,-0.37682            ,0.35526             ,0.53957             ,0.3331              ,0.71096             ,0.57884             
1400                ,0.03035             ,0.03031             ,0.1343              ,0.13386             ,3001                ,2720                ,3141                ,0.36296             ,0.54315             ,0.09582             ,0.02361             ,0.51175             ,-0.39908            ,-0.37641            ,0.35616             ,0.54995             ,0.34091             ,0.74078             ,0.58162             
1450                ,0.03155             ,0.03126             ,0.13421             ,0.1338              ,3001                ,2720                ,3141                ,0.36296             ,0.54105             ,0.09977             ,0.02276             ,0.5029              ,-0.39679            ,-0.37641            ,0.3568              ,0.54611             ,0.33859             ,0.73377             ,0.57999             
1500                ,0.03223             ,0.03195             ,0.13417             ,0.13375             ,3001                ,2720                ,3141                ,0.36296             ,0.53953             ,0.10287             ,0.02069             ,0.49133             ,-0.39515            ,-0.37641            ,0.35699             ,0.54311             ,0.33741             ,0.72941             ,0.57907             
1550                ,0.0329              ,0.03265             ,0.13412             ,0.1337              ,3001                ,2720                ,3141                ,0.36296             ,0.53796             ,0.1058              ,0.01856             ,0.47959             ,-0.39353            ,-0.37641            ,0.35719             ,0.54011             ,0.33625             ,0.72504             ,0.57815             
1600                ,0.03357             ,0.03334             ,0.13407             ,0.13365             ,3001                ,2720                ,3141                ,0.36296             ,0.53631             ,0.10853             ,0.01635             ,0.46765             ,-0.39192            ,-0.37641            ,0.3574              ,0.53714             ,0.33508             ,0.72074             ,0.57724             
1650                ,0.03424             ,0.03404             ,0.13403             ,0.13361             ,3001                ,2720                ,3141                ,0.36296             ,0.53461             ,0.11109             ,0.01409             ,0.45557             ,-0.3904             ,-0.37641            ,0.35762             ,0.53415             ,0.33391             ,0.71646             ,0.57636             
1700                ,0.03491             ,0.03473             ,0.13398             ,0.13356             ,3001                ,2720                ,3141                ,0.36296             ,0.53285             ,0.11344             ,0.01175             ,0.44336             ,-0.38891            ,-0.37641            ,0.35784             ,0.53118             ,0.33275             ,0.71221             ,0.57549             
1750                ,0.03558             ,0.03542             ,0.13394             ,0.13351             ,3001                ,2720                ,3141                ,0.36296             ,0.53102             ,0.11555             ,0.00933             ,0.43099             ,-0.38744            ,-0.37641            ,0.35807             ,0.52828             ,0.33162             ,0.70805             ,0.57465             
1800                ,0.03626             ,0.0361              ,0.13389             ,0.13346             ,3001                ,2720                ,3141                ,0.36296             ,0.52914             ,0.11744             ,0.00683             ,0.4185              ,-0.386              ,-0.37641            ,0.35831             ,0.52541             ,0.3305              ,0.70395             ,0.57382             
1850                ,0.03694             ,0.03679             ,0.13384             ,0.13342             ,3001                ,2720                ,3141                ,0.36296             ,0.5272              ,0.1192              ,0.00428             ,0.40596             ,-0.38457            ,-0.37641            ,0.35855             ,0.52245             ,0.32935             ,0.69983             ,0.573               
1900                ,0.03762             ,0.03748             ,0.13379             ,0.13337             ,3001                ,2720                ,3141                ,0.36296             ,0.52521             ,0.12074             ,0.00166             ,0.39336             ,-0.38319            ,-0.37641            ,0.35878             ,0.51951             ,0.32822             ,0.69577             ,0.57221             
1950                ,0.0383              ,0.03817             ,0.13375             ,0.13332             ,3001                ,2720                ,3141                ,0.36296             ,0.52316             ,0.12203             ,-0.00104            ,0.3807              ,-0.38186            ,-0.37641            ,0.35902             ,0.51661             ,0.32711             ,0.69177             ,0.57145             
2000                ,0.03898             ,0.03886             ,0.1337              ,0.13327             ,3001                ,2720                ,3141                ,0.36296             ,0.52105             ,0.12306             ,-0.00383            ,0.368               ,-0.38059            ,-0.37641            ,0.35927             ,0.51376             ,0.32602             ,0.68785             ,0.57073             
2050                ,0.03967             ,0.03955             ,0.13365             ,0.13322             ,3001                ,2720                ,3141                ,0.36296             ,0.51887             ,0.12382             ,-0.0067             ,0.35528             ,-0.37938            ,-0.37641            ,0.35952             ,0.51096             ,0.32497             ,0.68402             ,0.57004             
2100                ,0.04036             ,0.04024             ,0.1336              ,0.13318             ,3001                ,2720                ,3141                ,0.36296             ,0.51664             ,0.12431             ,-0.00966            ,0.34255             ,-0.37823            ,-0.37641            ,0.35977             ,0.50822             ,0.32395             ,0.68029             ,0.5694              
2150                ,0.04105             ,0.04093             ,0.13355             ,0.13313             ,3001                ,2720                ,3141                ,0.36296             ,0.51433             ,0.1245              ,-0.01271            ,0.32985             ,-0.37717            ,-0.37641            ,0.36003             ,0.50555             ,0.32296             ,0.67667             ,0.56881             
2200                ,0.04175             ,0.04162             ,0.13351             ,0.13308             ,3001                ,2720                ,3141                ,0.36296             ,0.51197             ,0.1244              ,-0.01586            ,0.31718             ,-0.37618            ,-0.37641            ,0.36029             ,0.50295             ,0.32201             ,0.67317             ,0.56827             
2250                ,0.04245             ,0.04232             ,0.13346             ,0.13303             ,3001                ,2720                ,3141                ,0.36296             ,0.50952             ,0.12395             ,-0.0191             ,0.30453             ,-0.37528            ,-0.37641            ,0.36057             ,0.50045             ,0.3211              ,0.66986             ,0.56777             
2300                ,0.04315             ,0.04302             ,0.13341             ,0.13298             ,3001                ,2720                ,3141                ,0.36296             ,0.50701             ,0.12319             ,-0.02243            ,0.29196             ,-0.37448            ,-0.37641            ,0.36086             ,0.49804             ,0.32024             ,0.66669             ,0.56732             
2350                ,0.04386             ,0.04372             ,0.13336             ,0.13293             ,3001                ,2720                ,3141                ,0.36296             ,0.50443             ,0.1221              ,-0.02587            ,0.2795              ,-0.37378            ,-0.37641            ,0.36115             ,0.49571             ,0.31941             ,0.66365             ,0.56694             
2400                ,0.04457             ,0.04443             ,0.13331             ,0.13289             ,3001                ,2720                ,3141                ,0.36296             ,0.50179             ,0.12067             ,-0.0294             ,0.26716             ,-0.37319            ,-0.37641            ,0.36145             ,0.49347             ,0.31864             ,0.66075             ,0.56661             
2450                ,0.04529             ,0.04515             ,0.13326             ,0.13284             ,3001                ,2720                ,3141                ,0.36296             ,0.49907             ,0.11889             ,-0.03303            ,0.25498             ,-0.37273            ,-0.37641            ,0.36175             ,0.49134             ,0.31791             ,0.65799             ,0.56636             
2500                ,0.04602             ,0.04587             ,0.13321             ,0.13279             ,3001                ,2720                ,3141                ,0.36296             ,0.49629             ,0.11675             ,-0.03677            ,0.24297             ,-0.37239            ,-0.37641            ,0.36206             ,0.4893              ,0.31723             ,0.65538             ,0.56617             
2550                ,0.04676             ,0.0466              ,0.13316             ,0.13273             ,3001                ,2720                ,3141                ,0.36296             ,0.49344             ,0.11423             ,-0.04061            ,0.23115             ,-0.37219            ,-0.37641            ,0.36237             ,0.48737             ,0.3166              ,0.65293             ,0.56606             
2600                ,0.0475              ,0.04734             ,0.1331              ,0.13268             ,3001                ,2720                ,3141                ,0.36296             ,0.49053             ,0.11133             ,-0.04456            ,0.21956             ,-0.37214            ,-0.37641            ,0.36269             ,0.48556             ,0.31602             ,0.65063             ,0.56602             
2650                ,0.04826             ,0.04809             ,0.13305             ,0.13263             ,3001                ,2720                ,3141                ,0.36296             ,0.48754             ,0.10804             ,-0.04861            ,0.20822             ,-0.37224            ,-0.37641            ,0.36302             ,0.48386             ,0.31549             ,0.64848             ,0.56606             
2700                ,0.04903             ,0.04885             ,0.133               ,0.13258             ,3001                ,2720                ,3141                ,0.36296             ,0.48448             ,0.10433             ,-0.05278            ,0.19715             ,-0.37251            ,-0.37641            ,0.36335             ,0.48229             ,0.31502             ,0.64648             ,0.56619             
2750                ,0.04981             ,0.04963             ,0.13294             ,0.13252             ,3001                ,2720                ,3141                ,0.36296             ,0.48136             ,0.10021             ,-0.05706            ,0.18638             ,-0.37295            ,-0.37641            ,0.36369             ,0.48085             ,0.3146              ,0.64462             ,0.56639             
2800                ,0.0506              ,0.05041             ,0.13289             ,0.13247             ,3001                ,2720                ,3141                ,0.36296             ,0.47818             ,0.09565             ,-0.06145            ,0.17593             ,-0.37358            ,-0.37641            ,0.36404             ,0.47953             ,0.31423             ,0.64291             ,0.56669             
2850                ,0.0514              ,0.05122             ,0.13283             ,0.13241             ,3001                ,2720                ,3141                ,0.36296             ,0.47492             ,0.09063             ,-0.06596            ,0.16583             ,-0.3744             ,-0.37641            ,0.36439             ,0.47836             ,0.31392             ,0.64135             ,0.56708             
2900                ,0.05222             ,0.05203             ,0.13277             ,0.13236             ,3001                ,2720                ,3141                ,0.36296             ,0.47161             ,0.08514             ,-0.07059            ,0.15608             ,-0.37542            ,-0.37641            ,0.36475             ,0.47734             ,0.31367             ,0.63993             ,0.56756             
2950                ,0.05306             ,0.05287             ,0.13272             ,0.1323              ,3001                ,2720                ,3141                ,0.36296             ,0.46822             ,0.07916             ,-0.07534            ,0.14672             ,-0.37665            ,-0.37641            ,0.36511             ,0.47649             ,0.31347             ,0.63865             ,0.56813             
3000                ,0.05391             ,0.05372             ,0.13266             ,0.13224             ,3001                ,2720                ,3141                ,0.36296             ,0.46478             ,0.07267             ,-0.08021            ,0.13776             ,-0.3781             ,-0.37641            ,0.36548             ,0.47579             ,0.31333             ,0.63752             ,0.5688              
3050                ,0.05478             ,0.0546              ,0.1326              ,0.13218             ,3001                ,2720                ,3141                ,0.36296             ,0.46127             ,0.06566             ,-0.0852             ,0.12921             ,-0.37979            ,-0.37641            ,0.36585             ,0.47525             ,0.31324             ,0.63655             ,0.56957             
3100                ,0.05568             ,0.0555              ,0.13253             ,0.13211             ,3001                ,2720                ,3141                ,0.36296             ,0.45771             ,0.0581              ,-0.09032            ,0.12108             ,-0.38171            ,-0.37641            ,0.36623             ,0.47488             ,0.3132              ,0.63573             ,0.57044             
3150                ,0.05659             ,0.05642             ,0.13247             ,0.13205             ,3001                ,2720                ,3141                ,0.36296             ,0.45409             ,0.04996             ,-0.09556            ,0.11338             ,-0.38387            ,-0.37641            ,0.36662             ,0.47471             ,0.31322             ,0.63505             ,0.57141             
3200                ,0.05753             ,0.05736             ,0.1324              ,0.13198             ,3001                ,2720                ,3141                ,0.36296             ,0.45041             ,0.0412              ,-0.10094            ,0.10613             ,-0.38629            ,-0.37641            ,0.367               ,0.47475             ,0.31329             ,0.63451             ,0.57248             
3250                ,0.05849             ,0.05833             ,0.13234             ,0.13192             ,3001                ,2720                ,3141                ,0.36296             ,0.44667             ,0.03173             ,-0.10646            ,0.09934             ,-0.38894            ,-0.37641            ,0.36742             ,0.47512             ,0.31344             ,0.634               ,0.57364             
3300                ,0.05948             ,0.05933             ,0.13227             ,0.13185             ,3001                ,2720                ,3141                ,0.36296             ,0.44288             ,0.02154             ,-0.11213            ,0.09297             ,-0.39185            ,-0.37641            ,0.36784             ,0.47576             ,0.31365             ,0.63364             ,0.5749              
3350                ,0.0605              ,0.06036             ,0.13219             ,0.13177             ,3001                ,2720                ,3141                ,0.36296             ,0.43904             ,0.01052             ,-0.11798            ,0.08694             ,-0.39505            ,-0.37641            ,0.36827             ,0.47677             ,0.31397             ,0.63367             ,0.57628             
3400                ,0.06155             ,0.06143             ,0.13212             ,0.1317              ,3001                ,2720                ,3141                ,0.36296             ,0.43516             ,-0.00132            ,-0.12398            ,0.08126             ,-0.39854            ,-0.37641            ,0.3687              ,0.47808             ,0.31437             ,0.63407             ,0.57777             
3450                ,0.06264             ,0.06253             ,0.13204             ,0.13162             ,3001                ,2720                ,3141                ,0.36296             ,0.43125             ,-0.01407            ,-0.13016            ,0.07591             ,-0.40232            ,-0.37641            ,0.36912             ,0.47978             ,0.31487             ,0.63483             ,0.57937             
3500                ,0.06377             ,0.06368             ,0.13196             ,0.13154             ,3001                ,2720                ,3141                ,0.36296             ,0.42732             ,-0.0277             ,-0.13649            ,0.07091             ,-0.40635            ,-0.37641            ,0.36954             ,0.48174             ,0.31541             ,0.63584             ,0.58106             
3550                ,0.06494             ,0.06486             ,0.13188             ,0.13146             ,3001                ,2720                ,3141                ,0.36296             ,0.42334             ,-0.04247            ,-0.14304            ,0.06618             ,-0.41064            ,-0.37641            ,0.36997             ,0.48429             ,0.31609             ,0.63722             ,0.58285             
3600                ,0.06616             ,0.0661              ,0.13179             ,0.13137             ,3001                ,2720                ,3141                ,0.36296             ,0.41935             ,-0.05826            ,-0.14974            ,0.06175             ,-0.41515            ,-0.37641            ,0.3704              ,0.48713             ,0.31681             ,0.63882             ,0.58471             
3650                ,0.06741             ,0.06736             ,0.13171             ,0.13128             ,3001                ,2720                ,3141                ,0.36296             ,0.41538             ,-0.07506            ,-0.15654            ,0.05761             ,-0.41982            ,-0.37641            ,0.37079             ,0.49015             ,0.31748             ,0.64059             ,0.58663             
3700                ,0.06867             ,0.06864             ,0.13162             ,0.13119             ,3001                ,2720                ,3141                ,0.36296             ,0.41156             ,-0.09208            ,-0.1631             ,0.05419             ,-0.42453            ,-0.37641            ,0.37104             ,0.49219             ,0.31766             ,0.64163             ,0.58848             
3750                ,0.06996             ,0.06995             ,0.13153             ,0.1311              ,3001                ,2720                ,3141                ,0.36296             ,0.40781             ,-0.10988            ,-0.16959            ,0.05123             ,-0.42933            ,-0.37641            ,0.37121             ,0.49402             ,0.31761             ,0.64243             ,0.59035             
3800                ,0.0713              ,0.07132             ,0.13143             ,0.131               ,3001                ,2720                ,3141                ,0.36296             ,0.40408             ,-0.12907            ,-0.17621            ,0.04837             ,-0.43429            ,-0.37641            ,0.37136             ,0.49642             ,0.31764             ,0.64361             ,0.5923              
3850                ,0.0727              ,0.07275             ,0.13133             ,0.1309              ,3001                ,2720                ,3141                ,0.36296             ,0.40037             ,-0.14972            ,-0.18295            ,0.04557             ,-0.43936            ,-0.37641            ,0.37147             ,0.49934             ,0.3177              ,0.64521             ,0.59433             
3900                ,0.07416             ,0.07426             ,0.13123             ,0.13079             ,3001                ,2720                ,3141                ,0.36296             ,0.39668             ,-0.17221            ,-0.18989            ,0.04265             ,-0.44456            ,-0.37641            ,0.37155             ,0.5031              ,0.31793             ,0.64751             ,0.59647             
3950                ,0.07569             ,0.07585             ,0.13112             ,0.13068             ,3001                ,2720                ,3141                ,0.36296             ,0.3931              ,-0.19627            ,-0.19689            ,0.03982             ,-0.4498             ,-0.37641            ,0.37153             ,0.50715             ,0.31812             ,0.65005             ,0.59869             
4000                ,0.07724             ,0.07744             ,0.13101             ,0.13057             ,3001                ,2720                ,3141                ,0.36296             ,0.3898              ,-0.22089            ,-0.20341            ,0.03761             ,-0.45478            ,-0.37641            ,0.37127             ,0.50992             ,0.31757             ,0.65181             ,0.60079             
