epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2_0:i,GNDI2_0:j,GNDI2_0:alpha1
2250                ,0.62442             ,0.61697             ,0.08358             ,0.08413             ,354                 ,2013                ,0.25834             
2300                ,0.62444             ,0.61698             ,0.08358             ,0.08413             ,354                 ,2013                ,0.2578              
2350                ,0.62446             ,0.61697             ,0.08358             ,0.08413             ,354                 ,2013                ,0.25734             
2400                ,0.62447             ,0.61697             ,0.08358             ,0.08413             ,354                 ,2013                ,0.25694             
2450                ,0.62448             ,0.61698             ,0.08357             ,0.08413             ,354                 ,2013                ,0.25652             
2500                ,0.6245              ,0.61699             ,0.08357             ,0.08413             ,354                 ,2013                ,0.256               
2550                ,0.62451             ,0.61699             ,0.08357             ,0.08413             ,354                 ,2013                ,0.2555              
2600                ,0.62452             ,0.617               ,0.08357             ,0.08413             ,354                 ,2013                ,0.25503             
2650                ,0.62454             ,0.617               ,0.08357             ,0.08413             ,354                 ,2013                ,0.25458             
2700                ,0.62455             ,0.617               ,0.08357             ,0.08413             ,354                 ,2013                ,0.25416             
2750                ,0.62456             ,0.617               ,0.08357             ,0.08413             ,354                 ,2013                ,0.25377             
2800                ,0.62457             ,0.61701             ,0.08357             ,0.08413             ,354                 ,2013                ,0.2534              
2850                ,0.62458             ,0.61701             ,0.08356             ,0.08413             ,354                 ,2013                ,0.25305             
2900                ,0.6246              ,0.61702             ,0.08356             ,0.08413             ,354                 ,2013                ,0.25271             
2950                ,0.62461             ,0.61702             ,0.08356             ,0.08413             ,354                 ,2013                ,0.25239             
3000                ,0.62461             ,0.61701             ,0.08356             ,0.08413             ,354                 ,2013                ,0.25211             
3050                ,0.62463             ,0.61702             ,0.08356             ,0.08413             ,354                 ,2013                ,0.25177             
3100                ,0.62464             ,0.61703             ,0.08356             ,0.08413             ,354                 ,2013                ,0.25146             
3150                ,0.62465             ,0.61704             ,0.08356             ,0.08412             ,354                 ,2013                ,0.25117             
3200                ,0.62467             ,0.61704             ,0.08355             ,0.08412             ,354                 ,2013                ,0.25089             
3250                ,0.62467             ,0.61704             ,0.08355             ,0.08412             ,354                 ,2013                ,0.25062             
3300                ,0.62468             ,0.61705             ,0.08355             ,0.08412             ,354                 ,2013                ,0.25035             
3350                ,0.62469             ,0.61706             ,0.08355             ,0.08412             ,354                 ,2013                ,0.25009             
3400                ,0.6247              ,0.61707             ,0.08355             ,0.08412             ,354                 ,2013                ,0.24981             
3450                ,0.62471             ,0.61704             ,0.08355             ,0.08412             ,354                 ,2013                ,0.24956             
3500                ,0.62472             ,0.61709             ,0.08355             ,0.08412             ,354                 ,2013                ,0.24933             
3550                ,0.62472             ,0.61708             ,0.08355             ,0.08412             ,354                 ,2013                ,0.24905             
3600                ,0.62473             ,0.61708             ,0.08355             ,0.08412             ,354                 ,2013                ,0.24885             
3650                ,0.62474             ,0.61708             ,0.08355             ,0.08412             ,354                 ,2013                ,0.24859             
3700                ,0.62474             ,0.61708             ,0.08355             ,0.08412             ,354                 ,2013                ,0.24837             
3750                ,0.62475             ,0.61708             ,0.08354             ,0.08412             ,354                 ,2013                ,0.24814             
3800                ,0.62476             ,0.61709             ,0.08354             ,0.08412             ,354                 ,2013                ,0.24793             
3850                ,0.62476             ,0.61707             ,0.08354             ,0.08412             ,354                 ,2013                ,0.24768             
3900                ,0.62477             ,0.6171              ,0.08354             ,0.08412             ,354                 ,2013                ,0.24746             
3950                ,0.62477             ,0.61711             ,0.08354             ,0.08412             ,354                 ,2013                ,0.24718             
4000                ,0.62478             ,0.61706             ,0.08354             ,0.08412             ,354                 ,2013                ,0.24696             
