epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2Alpha_0:i,GNDI2Alpha_0:j,GNDI2Alpha_0:alpha1_1,GNDI2Alpha_0:alpha1_2
50                  ,0                   ,0                   ,0.20716             ,0.20574             ,2188                ,366                 ,0.26563             ,0.19275             
100                 ,0.10257             ,0.11196             ,0.1292              ,0.1281              ,2196                ,362                 ,0.27351             ,0.20169             
150                 ,0.13365             ,0.14415             ,0.12694             ,0.12576             ,2197                ,362                 ,0.27216             ,0.20097             
200                 ,0.16628             ,0.17922             ,0.12453             ,0.12316             ,2198                ,363                 ,0.27029             ,0.19973             
250                 ,0.20099             ,0.21631             ,0.12191             ,0.12034             ,2199                ,363                 ,0.26836             ,0.19849             
300                 ,0.23654             ,0.25417             ,0.11917             ,0.1174              ,2199                ,363                 ,0.26643             ,0.19724             
350                 ,0.27179             ,0.29167             ,0.11638             ,0.11441             ,2200                ,364                 ,0.26456             ,0.19601             
400                 ,0.30546             ,0.3275              ,0.11366             ,0.11148             ,2201                ,365                 ,0.26279             ,0.19484             
450                 ,0.33668             ,0.36063             ,0.11108             ,0.1087              ,2202                ,365                 ,0.26117             ,0.1937              
500                 ,0.36461             ,0.39019             ,0.10871             ,0.10616             ,2201                ,365                 ,0.25974             ,0.19259             
550                 ,0.38867             ,0.41559             ,0.10664             ,0.10392             ,2201                ,365                 ,0.25852             ,0.19149             
600                 ,0.40878             ,0.43661             ,0.10487             ,0.10204             ,2200                ,366                 ,0.2575              ,0.19032             
650                 ,0.42529             ,0.45376             ,0.10339             ,0.10047             ,2193                ,367                 ,0.25667             ,0.18906             
700                 ,0.43863             ,0.46754             ,0.10218             ,0.0992              ,2180                ,369                 ,0.25601             ,0.18766             
750                 ,0.44997             ,0.47901             ,0.10115             ,0.09812             ,2158                ,370                 ,0.25548             ,0.1861              
800                 ,0.46034             ,0.48918             ,0.10019             ,0.09716             ,2127                ,372                 ,0.25505             ,0.18439             
850                 ,0.47136             ,0.49962             ,0.09916             ,0.09616             ,2084                ,373                 ,0.25477             ,0.18261             
