epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2Alpha_0:i,GNDI2Alpha_0:j,GNDI2Alpha_0:alpha1_1,GNDI2Alpha_0:alpha1_2
900                 ,0.50261             ,0.52879             ,0.09619             ,0.09332             ,2016                ,374                 ,0.25462             ,0.18096             
950                 ,0.50762             ,0.53296             ,0.0957              ,0.0929              ,2018                ,374                 ,0.25459             ,0.17901             
1000                ,0.51159             ,0.53637             ,0.09531             ,0.09256             ,2018                ,375                 ,0.25478             ,0.17677             
1050                ,0.51552             ,0.53968             ,0.09493             ,0.09223             ,2018                ,375                 ,0.25529             ,0.17448             
1100                ,0.52163             ,0.545               ,0.09433             ,0.0917              ,2018                ,375                 ,0.25641             ,0.1722              
1150                ,0.54108             ,0.56337             ,0.09239             ,0.08983             ,2018                ,375                 ,0.25884             ,0.16999             
1200                ,0.55573             ,0.57541             ,0.0909              ,0.08858             ,2016                ,372                 ,0.26046             ,0.16869             
1250                ,0.56304             ,0.58011             ,0.09015             ,0.08809             ,2016                ,368                 ,0.26083             ,0.16869             
1300                ,0.56835             ,0.58293             ,0.0896              ,0.08779             ,2016                ,366                 ,0.26124             ,0.16861             
1350                ,0.57228             ,0.58461             ,0.0892              ,0.08761             ,2016                ,364                 ,0.26172             ,0.16841             
1400                ,0.57514             ,0.58567             ,0.0889              ,0.0875              ,2016                ,363                 ,0.26227             ,0.16816             
1450                ,0.57739             ,0.58629             ,0.08866             ,0.08744             ,2016                ,363                 ,0.26287             ,0.16787             
1500                ,0.57916             ,0.58657             ,0.08847             ,0.08741             ,2016                ,362                 ,0.26351             ,0.1676              
1550                ,0.58061             ,0.58672             ,0.08832             ,0.08739             ,2016                ,362                 ,0.2642              ,0.16731             
1600                ,0.58184             ,0.58676             ,0.08819             ,0.08739             ,2016                ,361                 ,0.26493             ,0.16705             
1650                ,0.58286             ,0.58671             ,0.08808             ,0.08739             ,2016                ,361                 ,0.26568             ,0.16693             
1700                ,0.58374             ,0.58667             ,0.08799             ,0.0874              ,2016                ,361                 ,0.26647             ,0.16688             
1750                ,0.58451             ,0.58657             ,0.08791             ,0.08741             ,2016                ,361                 ,0.26728             ,0.16696             
1800                ,0.5852              ,0.58648             ,0.08784             ,0.08742             ,2016                ,361                 ,0.26812             ,0.16711             
1850                ,0.58583             ,0.5864              ,0.08777             ,0.08742             ,2016                ,361                 ,0.26898             ,0.16736             
1900                ,0.58641             ,0.58631             ,0.08771             ,0.08743             ,2016                ,361                 ,0.26985             ,0.16769             
1950                ,0.58695             ,0.58624             ,0.08765             ,0.08744             ,2015                ,361                 ,0.27073             ,0.1681              
2000                ,0.58746             ,0.58624             ,0.0876              ,0.08744             ,2015                ,361                 ,0.27163             ,0.16856             
2050                ,0.58794             ,0.58635             ,0.08755             ,0.08743             ,2015                ,361                 ,0.27256             ,0.16904             
2100                ,0.58842             ,0.58641             ,0.0875              ,0.08742             ,2015                ,361                 ,0.27349             ,0.16964             
2150                ,0.58887             ,0.58644             ,0.08745             ,0.08742             ,2015                ,361                 ,0.27442             ,0.17035             
2200                ,0.58931             ,0.58652             ,0.0874              ,0.08741             ,2015                ,361                 ,0.27536             ,0.1711              
2250                ,0.58974             ,0.58668             ,0.08736             ,0.0874              ,2015                ,361                 ,0.27632             ,0.17187             
2300                ,0.59016             ,0.5868              ,0.08731             ,0.08738             ,2015                ,361                 ,0.27726             ,0.17272             
2350                ,0.59056             ,0.58694             ,0.08727             ,0.08737             ,2015                ,361                 ,0.27821             ,0.17363             
2400                ,0.59096             ,0.58709             ,0.08723             ,0.08735             ,2015                ,361                 ,0.27916             ,0.17459             
2450                ,0.59135             ,0.58727             ,0.08718             ,0.08733             ,2015                ,361                 ,0.28011             ,0.17558             
2500                ,0.59173             ,0.58746             ,0.08714             ,0.08731             ,2015                ,361                 ,0.28106             ,0.17659             
2550                ,0.5921              ,0.58767             ,0.0871              ,0.08729             ,2015                ,361                 ,0.282               ,0.17764             
2600                ,0.59246             ,0.58787             ,0.08707             ,0.08727             ,2015                ,361                 ,0.28293             ,0.17871             
2650                ,0.59283             ,0.58806             ,0.08703             ,0.08725             ,2015                ,360                 ,0.28386             ,0.17982             
2700                ,0.59326             ,0.58801             ,0.08698             ,0.08725             ,2015                ,359                 ,0.2848              ,0.18091             
2750                ,0.59364             ,0.5882              ,0.08694             ,0.08723             ,2015                ,358                 ,0.28576             ,0.18197             
2800                ,0.594               ,0.58839             ,0.0869              ,0.08721             ,2015                ,358                 ,0.28669             ,0.18313             
2850                ,0.59442             ,0.58841             ,0.08686             ,0.08721             ,2015                ,357                 ,0.28762             ,0.18421             
2900                ,0.59475             ,0.58868             ,0.08682             ,0.08718             ,2015                ,357                 ,0.28853             ,0.18542             
2950                ,0.59508             ,0.58891             ,0.08679             ,0.08716             ,2015                ,357                 ,0.28941             ,0.18663             
3000                ,0.5954              ,0.58913             ,0.08675             ,0.08714             ,2015                ,357                 ,0.29027             ,0.18788             
3050                ,0.59571             ,0.58937             ,0.08672             ,0.08711             ,2015                ,357                 ,0.29112             ,0.18914             
3100                ,0.59603             ,0.58967             ,0.08668             ,0.08708             ,2015                ,356                 ,0.29198             ,0.19037             
3150                ,0.59635             ,0.5897              ,0.08665             ,0.08708             ,2015                ,356                 ,0.29275             ,0.19179             
3200                ,0.59666             ,0.58987             ,0.08662             ,0.08706             ,2015                ,356                 ,0.29352             ,0.19318             
3250                ,0.59697             ,0.58999             ,0.08658             ,0.08704             ,2015                ,356                 ,0.29425             ,0.19464             
3300                ,0.59726             ,0.59017             ,0.08655             ,0.08703             ,2015                ,356                 ,0.29498             ,0.19613             
3350                ,0.59756             ,0.59036             ,0.08652             ,0.08701             ,2015                ,356                 ,0.29568             ,0.19763             
3400                ,0.59784             ,0.5906              ,0.08649             ,0.08698             ,2015                ,356                 ,0.29638             ,0.19912             
3450                ,0.59814             ,0.59079             ,0.08646             ,0.08696             ,2015                ,356                 ,0.29704             ,0.20061             
3500                ,0.59843             ,0.59097             ,0.08643             ,0.08694             ,2015                ,356                 ,0.29768             ,0.20216             
3550                ,0.59872             ,0.59115             ,0.08639             ,0.08692             ,2015                ,356                 ,0.2983              ,0.20372             
3600                ,0.59899             ,0.59138             ,0.08637             ,0.0869              ,2015                ,356                 ,0.29891             ,0.20527             
3650                ,0.59927             ,0.59164             ,0.08634             ,0.08687             ,2015                ,356                 ,0.29952             ,0.20681             
3700                ,0.59954             ,0.59188             ,0.08631             ,0.08684             ,2015                ,356                 ,0.30011             ,0.20837             
3750                ,0.5998              ,0.59214             ,0.08628             ,0.08682             ,2015                ,356                 ,0.3007              ,0.20993             
3800                ,0.60007             ,0.59243             ,0.08625             ,0.08679             ,2014                ,356                 ,0.30128             ,0.21149             
3850                ,0.60033             ,0.59268             ,0.08622             ,0.08676             ,2014                ,356                 ,0.30186             ,0.21306             
3900                ,0.6006              ,0.59296             ,0.08619             ,0.08673             ,2014                ,356                 ,0.30242             ,0.2146              
3950                ,0.60086             ,0.59317             ,0.08616             ,0.08671             ,2014                ,356                 ,0.30296             ,0.2162              
4000                ,0.60112             ,0.59343             ,0.08614             ,0.08668             ,2014                ,356                 ,0.3035              ,0.21778             
