epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2Alpha_0:i,GNDI2Alpha_0:j,GNDI2Alpha_0:alpha1_1,GNDI2Alpha_0:alpha1_2
50                  ,0.08138             ,0.08573             ,0.13072             ,0.12998             ,2296                ,20                  ,0.70724             ,0.74859             
100                 ,0.13828             ,0.14594             ,0.1266              ,0.12563             ,2278                ,21                  ,0.71746             ,0.71067             
150                 ,0.19093             ,0.20339             ,0.12267             ,0.12133             ,2256                ,21                  ,0.72752             ,0.67027             
200                 ,0.23169             ,0.24903             ,0.11954             ,0.1178              ,2235                ,22                  ,0.73652             ,0.63347             
250                 ,0.26373             ,0.28392             ,0.11703             ,0.11503             ,2221                ,24                  ,0.74408             ,0.59884             
300                 ,0.29144             ,0.31336             ,0.1148              ,0.11264             ,2208                ,26                  ,0.75062             ,0.56433             
350                 ,0.31779             ,0.34044             ,0.11265             ,0.1104              ,2184                ,28                  ,0.75651             ,0.52917             
400                 ,0.3473              ,0.36946             ,0.11018             ,0.10795             ,2112                ,30                  ,0.76185             ,0.49419             
450                 ,0.4194              ,0.43787             ,0.10392             ,0.10192             ,2017                ,32                  ,0.76737             ,0.45955             
500                 ,0.44355             ,0.4584              ,0.10174             ,0.10004             ,2019                ,34                  ,0.77347             ,0.42175             
550                 ,0.46472             ,0.47538             ,0.09978             ,0.09846             ,2018                ,36                  ,0.77925             ,0.38401             
600                 ,0.48318             ,0.48921             ,0.09805             ,0.09716             ,2018                ,38                  ,0.78474             ,0.34729             
650                 ,0.49906             ,0.49999             ,0.09653             ,0.09612             ,2018                ,41                  ,0.79012             ,0.31127             
700                 ,0.51004             ,0.50492             ,0.09546             ,0.09565             ,2017                ,43                  ,0.79503             ,0.28357             
750                 ,0.51524             ,0.50468             ,0.09496             ,0.09567             ,2016                ,45                  ,0.7989              ,0.27195             
800                 ,0.51932             ,0.50429             ,0.09456             ,0.09571             ,2016                ,48                  ,0.80187             ,0.26918             
850                 ,0.52278             ,0.50448             ,0.09422             ,0.09569             ,2016                ,51                  ,0.80421             ,0.27034             
900                 ,0.52605             ,0.50529             ,0.09389             ,0.09561             ,2016                ,54                  ,0.80603             ,0.27298             
950                 ,0.52912             ,0.50631             ,0.09359             ,0.09552             ,2016                ,57                  ,0.80752             ,0.27691             
1000                ,0.53221             ,0.50769             ,0.09328             ,0.09538             ,2016                ,61                  ,0.80863             ,0.28083             
1050                ,0.53532             ,0.50952             ,0.09297             ,0.0952              ,2016                ,64                  ,0.80949             ,0.28512             
1100                ,0.53843             ,0.51187             ,0.09266             ,0.09498             ,2016                ,68                  ,0.81022             ,0.29036             
1150                ,0.54143             ,0.51416             ,0.09236             ,0.09475             ,2016                ,72                  ,0.81073             ,0.29612             
1200                ,0.5444              ,0.5169              ,0.09206             ,0.09449             ,2016                ,76                  ,0.81115             ,0.30181             
1250                ,0.54731             ,0.51959             ,0.09176             ,0.09422             ,2016                ,80                  ,0.8115              ,0.30708             
1300                ,0.55017             ,0.52223             ,0.09147             ,0.09396             ,2016                ,84                  ,0.81183             ,0.31263             
1350                ,0.55264             ,0.52453             ,0.09122             ,0.09374             ,2016                ,88                  ,0.8121              ,0.31768             
1400                ,0.55481             ,0.52648             ,0.091               ,0.09354             ,2016                ,93                  ,0.81233             ,0.32215             
1450                ,0.55665             ,0.52817             ,0.09081             ,0.09338             ,2016                ,97                  ,0.81259             ,0.32604             
1500                ,0.55825             ,0.52953             ,0.09065             ,0.09324             ,2017                ,101                 ,0.81291             ,0.32987             
1550                ,0.55966             ,0.53081             ,0.0905              ,0.09311             ,2017                ,105                 ,0.81311             ,0.33367             
1600                ,0.56076             ,0.53199             ,0.09039             ,0.093               ,2017                ,109                 ,0.81318             ,0.33771             
1650                ,0.56155             ,0.53281             ,0.09031             ,0.09292             ,2017                ,113                 ,0.81333             ,0.34091             
1700                ,0.56217             ,0.53344             ,0.09024             ,0.09285             ,2017                ,116                 ,0.81357             ,0.34383             
1750                ,0.56262             ,0.53376             ,0.0902              ,0.09282             ,2017                ,119                 ,0.81367             ,0.34682             
1800                ,0.56295             ,0.5342              ,0.09016             ,0.09278             ,2017                ,122                 ,0.81362             ,0.35007             
