epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2Alpha_0:i,GNDI2Alpha_0:j,GNDI2Alpha_0:alpha1_1,GNDI2Alpha_0:alpha1_2
1850                ,0.5632              ,0.53448             ,0.09014             ,0.09275             ,2017                ,125                 ,0.81355             ,0.35316             
1900                ,0.56346             ,0.53487             ,0.09011             ,0.09271             ,2017                ,127                 ,0.8136              ,0.35645             
1950                ,0.5637              ,0.53521             ,0.09009             ,0.09268             ,2017                ,130                 ,0.81379             ,0.35947             
2000                ,0.564               ,0.53511             ,0.09005             ,0.09269             ,2017                ,132                 ,0.81431             ,0.36217             
2050                ,0.56427             ,0.53519             ,0.09003             ,0.09268             ,2017                ,134                 ,0.81444             ,0.36633             
2100                ,0.56453             ,0.53538             ,0.09                ,0.09266             ,2017                ,136                 ,0.81444             ,0.37056             
2150                ,0.56475             ,0.53567             ,0.08998             ,0.09263             ,2017                ,138                 ,0.81436             ,0.37446             
2200                ,0.56495             ,0.53602             ,0.08996             ,0.0926              ,2017                ,140                 ,0.81426             ,0.37811             
2250                ,0.56514             ,0.53638             ,0.08994             ,0.09256             ,2017                ,142                 ,0.81417             ,0.38156             
2300                ,0.56534             ,0.53655             ,0.08992             ,0.09254             ,2017                ,144                 ,0.81419             ,0.38438             
2350                ,0.56552             ,0.53677             ,0.0899              ,0.09252             ,2017                ,146                 ,0.81411             ,0.38733             
2400                ,0.56571             ,0.5371              ,0.08988             ,0.09249             ,2017                ,148                 ,0.81397             ,0.39062             
2450                ,0.5659              ,0.53729             ,0.08986             ,0.09247             ,2017                ,149                 ,0.81371             ,0.39393             
2500                ,0.56607             ,0.53756             ,0.08984             ,0.09244             ,2017                ,151                 ,0.81329             ,0.3969              
2550                ,0.56623             ,0.53785             ,0.08982             ,0.09241             ,2017                ,154                 ,0.81281             ,0.3993              
2600                ,0.56642             ,0.53816             ,0.0898              ,0.09238             ,2017                ,156                 ,0.81221             ,0.40215             
2650                ,0.56663             ,0.53858             ,0.08978             ,0.09234             ,2017                ,160                 ,0.81146             ,0.40505             
2700                ,0.56691             ,0.53914             ,0.08975             ,0.09228             ,2018                ,164                 ,0.81051             ,0.40769             
2750                ,0.56738             ,0.54                ,0.0897              ,0.0922              ,2018                ,169                 ,0.80952             ,0.40986             
2800                ,0.56819             ,0.54144             ,0.08962             ,0.09205             ,2018                ,176                 ,0.80843             ,0.4125              
2850                ,0.57009             ,0.54391             ,0.08942             ,0.09181             ,2018                ,187                 ,0.80729             ,0.41613             
2900                ,0.57361             ,0.54844             ,0.08906             ,0.09135             ,2017                ,201                 ,0.80581             ,0.42129             
2950                ,0.57817             ,0.5545              ,0.08858             ,0.09073             ,2017                ,218                 ,0.80377             ,0.42896             
3000                ,0.58255             ,0.56054             ,0.08812             ,0.09012             ,2017                ,236                 ,0.80156             ,0.43695             
3050                ,0.5873              ,0.56786             ,0.08761             ,0.08936             ,2017                ,254                 ,0.79898             ,0.44536             
3100                ,0.59498             ,0.57709             ,0.0868              ,0.0884              ,2016                ,278                 ,0.79487             ,0.45862             
3150                ,0.60572             ,0.58977             ,0.08564             ,0.08707             ,2015                ,308                 ,0.78805             ,0.47893             
3200                ,0.61224             ,0.59827             ,0.08493             ,0.08616             ,2014                ,333                 ,0.78061             ,0.49681             
3250                ,0.61347             ,0.60201             ,0.08479             ,0.08576             ,2014                ,346                 ,0.77457             ,0.50753             
3300                ,0.61362             ,0.60351             ,0.08478             ,0.0856              ,2013                ,351                 ,0.77027             ,0.5111              
3350                ,0.61369             ,0.6041              ,0.08477             ,0.08553             ,2013                ,352                 ,0.76695             ,0.51061             
3400                ,0.61376             ,0.60444             ,0.08476             ,0.0855              ,2013                ,353                 ,0.76382             ,0.50868             
3450                ,0.61382             ,0.60462             ,0.08475             ,0.08548             ,2013                ,354                 ,0.76072             ,0.50631             
3500                ,0.6139              ,0.60476             ,0.08474             ,0.08546             ,2013                ,354                 ,0.75754             ,0.50355             
3550                ,0.61397             ,0.60489             ,0.08474             ,0.08545             ,2013                ,354                 ,0.75442             ,0.50031             
3600                ,0.61403             ,0.60498             ,0.08473             ,0.08544             ,2013                ,354                 ,0.75133             ,0.4967              
3650                ,0.61411             ,0.60506             ,0.08472             ,0.08543             ,2013                ,354                 ,0.74829             ,0.49278             
3700                ,0.61419             ,0.60522             ,0.08471             ,0.08541             ,2013                ,354                 ,0.74516             ,0.48897             
3750                ,0.61425             ,0.60528             ,0.08471             ,0.08541             ,2013                ,354                 ,0.74192             ,0.48519             
3800                ,0.61431             ,0.6054              ,0.0847              ,0.08539             ,2013                ,354                 ,0.73858             ,0.48124             
3850                ,0.61436             ,0.6055              ,0.08469             ,0.08538             ,2013                ,354                 ,0.73516             ,0.47729             
3900                ,0.61441             ,0.60558             ,0.08469             ,0.08537             ,2013                ,354                 ,0.73172             ,0.47325             
3950                ,0.61447             ,0.60565             ,0.08468             ,0.08537             ,2013                ,354                 ,0.72828             ,0.46903             
4000                ,0.61451             ,0.60571             ,0.08468             ,0.08536             ,2013                ,354                 ,0.72479             ,0.46464             
