epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4_0:i,GNDI4_0:j,GNDI4_0:k,GNDI4_0:l,GNDI4_0:alpha1,GNDI4_0:alpha2,GNDI4_0:alpha3
50                  ,0.26167             ,0.27917             ,0.11719             ,0.11542             ,1409                ,1715                ,12                  ,304                 ,0.02917             ,0.41692             ,0.16211             
100                 ,0.52012             ,0.54433             ,0.09448             ,0.09176             ,1392                ,1655                ,12                  ,328                 ,0.01535             ,0.34847             ,0.18541             
150                 ,0.62093             ,0.62668             ,0.08397             ,0.08306             ,1345                ,1578                ,13                  ,348                 ,0.03084             ,0.29927             ,0.19117             
200                 ,0.66291             ,0.6556              ,0.07918             ,0.07978             ,1299                ,1518                ,14                  ,357                 ,0.0501              ,0.26237             ,0.22873             
250                 ,0.67655             ,0.66489             ,0.07756             ,0.07869             ,1248                ,1475                ,14                  ,360                 ,0.05979             ,0.24718             ,0.25221             
300                 ,0.68698             ,0.67385             ,0.0763              ,0.07763             ,1194                ,1447                ,15                  ,361                 ,0.06449             ,0.24534             ,0.26811             
350                 ,0.69966             ,0.68575             ,0.07474             ,0.07621             ,1135                ,1436                ,16                  ,362                 ,0.06733             ,0.24674             ,0.28342             
400                 ,0.71614             ,0.70248             ,0.07266             ,0.07415             ,1081                ,1443                ,16                  ,362                 ,0.06723             ,0.24652             ,0.29771             
450                 ,0.73239             ,0.71827             ,0.07055             ,0.07215             ,1036                ,1457                ,17                  ,363                 ,0.06335             ,0.23757             ,0.30763             
500                 ,0.74158             ,0.72572             ,0.06933             ,0.07119             ,1004                ,1460                ,18                  ,365                 ,0.05905             ,0.22379             ,0.31442             
550                 ,0.74632             ,0.72929             ,0.06869             ,0.07073             ,983                 ,1460                ,19                  ,368                 ,0.05613             ,0.2125              ,0.31958             
600                 ,0.74922             ,0.73139             ,0.0683              ,0.07045             ,968                 ,1460                ,20                  ,369                 ,0.05448             ,0.20386             ,0.32381             
650                 ,0.75131             ,0.73319             ,0.06801             ,0.07022             ,958                 ,1460                ,21                  ,371                 ,0.05355             ,0.19721             ,0.32745             
700                 ,0.75281             ,0.7343              ,0.06781             ,0.07007             ,954                 ,1460                ,22                  ,372                 ,0.05312             ,0.1915              ,0.33091             
750                 ,0.75423             ,0.73544             ,0.06761             ,0.06992             ,950                 ,1460                ,23                  ,373                 ,0.05281             ,0.1857              ,0.33403             
800                 ,0.75528             ,0.73618             ,0.06747             ,0.06982             ,950                 ,1460                ,24                  ,373                 ,0.05268             ,0.18054             ,0.33689             
850                 ,0.75633             ,0.73733             ,0.06732             ,0.06967             ,950                 ,1461                ,25                  ,374                 ,0.05259             ,0.17494             ,0.33986             
900                 ,0.75713             ,0.73821             ,0.06721             ,0.06955             ,950                 ,1461                ,26                  ,375                 ,0.05258             ,0.16913             ,0.34299             
950                 ,0.75789             ,0.73872             ,0.06711             ,0.06949             ,950                 ,1461                ,27                  ,375                 ,0.05243             ,0.16265             ,0.34606             
1000                ,0.75863             ,0.73957             ,0.067               ,0.06937             ,950                 ,1462                ,29                  ,376                 ,0.05224             ,0.1565              ,0.349               
1050                ,0.75932             ,0.74075             ,0.06691             ,0.06922             ,950                 ,1476                ,30                  ,376                 ,0.05188             ,0.15035             ,0.35151             
1100                ,0.75989             ,0.74156             ,0.06683             ,0.06911             ,950                 ,1491                ,31                  ,377                 ,0.05134             ,0.14454             ,0.35382             
1150                ,0.76049             ,0.74252             ,0.06675             ,0.06898             ,950                 ,1513                ,33                  ,377                 ,0.05078             ,0.13833             ,0.35587             
1200                ,0.76125             ,0.74366             ,0.06664             ,0.06883             ,950                 ,1548                ,34                  ,377                 ,0.04979             ,0.13188             ,0.35793             
1250                ,0.76214             ,0.74539             ,0.06652             ,0.06859             ,950                 ,1583                ,36                  ,377                 ,0.04838             ,0.12478             ,0.36024             
1300                ,0.76301             ,0.74659             ,0.06639             ,0.06843             ,950                 ,1609                ,37                  ,377                 ,0.04622             ,0.11663             ,0.36326             
1350                ,0.76357             ,0.74774             ,0.06632             ,0.06828             ,950                 ,1623                ,39                  ,378                 ,0.04395             ,0.10746             ,0.36602             
1400                ,0.76412             ,0.74867             ,0.06624             ,0.06815             ,950                 ,1625                ,41                  ,378                 ,0.0413              ,0.09768             ,0.36863             
1450                ,0.76462             ,0.74943             ,0.06617             ,0.06805             ,950                 ,1625                ,43                  ,377                 ,0.03874             ,0.08869             ,0.3714              
