epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2_0:i,GNDI2_0:j,GNDI2_0:alpha1
1000                ,0.59727             ,0.60203             ,0.08655             ,0.08576             ,367                 ,2015                ,0.24724             
1050                ,0.5999              ,0.60325             ,0.08627             ,0.08563             ,365                 ,2015                ,0.249               
1100                ,0.60199             ,0.60414             ,0.08604             ,0.08553             ,362                 ,2015                ,0.25082             
1150                ,0.6036              ,0.60476             ,0.08587             ,0.08546             ,361                 ,2015                ,0.25268             
1200                ,0.60505             ,0.60503             ,0.08571             ,0.08543             ,359                 ,2015                ,0.25462             
1250                ,0.60619             ,0.60525             ,0.08559             ,0.08541             ,358                 ,2015                ,0.25668             
1300                ,0.60722             ,0.6054              ,0.08547             ,0.08539             ,357                 ,2015                ,0.25849             
1350                ,0.60815             ,0.60547             ,0.08537             ,0.08539             ,356                 ,2014                ,0.26047             
1400                ,0.60888             ,0.60551             ,0.08529             ,0.08538             ,355                 ,2014                ,0.26222             
1450                ,0.60956             ,0.60554             ,0.08522             ,0.08538             ,354                 ,2014                ,0.26389             
1500                ,0.61018             ,0.60542             ,0.08515             ,0.08539             ,354                 ,2014                ,0.26584             
1550                ,0.61069             ,0.60525             ,0.0851              ,0.08541             ,354                 ,2014                ,0.26767             
1600                ,0.61118             ,0.60531             ,0.08504             ,0.0854              ,354                 ,2014                ,0.2691              
1650                ,0.61173             ,0.60563             ,0.08498             ,0.08537             ,354                 ,2014                ,0.27034             
1700                ,0.6123              ,0.60602             ,0.08492             ,0.08533             ,354                 ,2014                ,0.27149             
1750                ,0.61279             ,0.60667             ,0.08487             ,0.08526             ,354                 ,2014                ,0.27213             
1800                ,0.61355             ,0.60834             ,0.08478             ,0.08507             ,354                 ,2014                ,0.27179             
1850                ,0.61466             ,0.60934             ,0.08466             ,0.08497             ,354                 ,2014                ,0.272               
1900                ,0.61588             ,0.61107             ,0.08453             ,0.08478             ,354                 ,2014                ,0.27165             
1950                ,0.61683             ,0.61205             ,0.08442             ,0.08467             ,354                 ,2013                ,0.27185             
2000                ,0.61752             ,0.6123              ,0.08435             ,0.08464             ,354                 ,2013                ,0.27238             
2050                ,0.61804             ,0.6125              ,0.08429             ,0.08462             ,354                 ,2013                ,0.27287             
2100                ,0.61841             ,0.61253             ,0.08425             ,0.08462             ,354                 ,2013                ,0.27359             
2150                ,0.61876             ,0.61285             ,0.08421             ,0.08458             ,354                 ,2013                ,0.27439             
2200                ,0.61914             ,0.61336             ,0.08417             ,0.08453             ,354                 ,2013                ,0.27497             
2250                ,0.61956             ,0.61375             ,0.08412             ,0.08449             ,354                 ,2013                ,0.27562             
2300                ,0.61996             ,0.61408             ,0.08408             ,0.08445             ,354                 ,2013                ,0.27621             
2350                ,0.62037             ,0.61458             ,0.08403             ,0.08439             ,354                 ,2013                ,0.27661             
2400                ,0.62076             ,0.61496             ,0.08399             ,0.08435             ,354                 ,2013                ,0.27711             
2450                ,0.6211              ,0.61551             ,0.08395             ,0.08429             ,354                 ,2013                ,0.27727             
2500                ,0.6214              ,0.61561             ,0.08392             ,0.08428             ,354                 ,2013                ,0.27744             
2550                ,0.62165             ,0.61577             ,0.08389             ,0.08426             ,354                 ,2013                ,0.27755             
2600                ,0.62186             ,0.61591             ,0.08387             ,0.08425             ,354                 ,2013                ,0.27761             
2650                ,0.62203             ,0.61598             ,0.08385             ,0.08424             ,354                 ,2013                ,0.27759             
2700                ,0.62217             ,0.61608             ,0.08383             ,0.08423             ,354                 ,2013                ,0.27749             
2750                ,0.6223              ,0.61617             ,0.08382             ,0.08422             ,354                 ,2013                ,0.27736             
2800                ,0.62241             ,0.61624             ,0.08381             ,0.08421             ,354                 ,2013                ,0.27716             
2850                ,0.62252             ,0.61626             ,0.08379             ,0.08421             ,354                 ,2013                ,0.27692             
2900                ,0.62262             ,0.61632             ,0.08378             ,0.0842              ,354                 ,2013                ,0.2767              
2950                ,0.6227              ,0.61635             ,0.08377             ,0.0842              ,354                 ,2013                ,0.27643             
3000                ,0.62278             ,0.61638             ,0.08376             ,0.0842              ,354                 ,2013                ,0.2762              
3050                ,0.62286             ,0.61642             ,0.08376             ,0.08419             ,354                 ,2013                ,0.27596             
3100                ,0.62293             ,0.61645             ,0.08375             ,0.08419             ,354                 ,2013                ,0.27572             
3150                ,0.62299             ,0.61649             ,0.08374             ,0.08418             ,354                 ,2013                ,0.27548             
3200                ,0.62305             ,0.61651             ,0.08373             ,0.08418             ,354                 ,2013                ,0.27525             
3250                ,0.62312             ,0.61654             ,0.08373             ,0.08418             ,354                 ,2013                ,0.27501             
3300                ,0.62317             ,0.61656             ,0.08372             ,0.08418             ,354                 ,2013                ,0.27483             
3350                ,0.62323             ,0.61659             ,0.08371             ,0.08417             ,354                 ,2013                ,0.2746              
3400                ,0.62329             ,0.61661             ,0.08371             ,0.08417             ,354                 ,2013                ,0.27429             
3450                ,0.62336             ,0.61662             ,0.0837              ,0.08417             ,354                 ,2013                ,0.27396             
3500                ,0.62344             ,0.61665             ,0.08369             ,0.08417             ,354                 ,2013                ,0.27358             
3550                ,0.62354             ,0.61665             ,0.08368             ,0.08417             ,354                 ,2013                ,0.2731              
3600                ,0.62368             ,0.6164              ,0.08366             ,0.08419             ,354                 ,2013                ,0.27255             
3650                ,0.62383             ,0.61642             ,0.08365             ,0.08419             ,354                 ,2013                ,0.27217             
3700                ,0.62393             ,0.61645             ,0.08364             ,0.08419             ,354                 ,2013                ,0.27173             
3750                ,0.62402             ,0.61646             ,0.08363             ,0.08419             ,354                 ,2013                ,0.27134             
3800                ,0.62411             ,0.61645             ,0.08362             ,0.08419             ,354                 ,2013                ,0.27096             
3850                ,0.62418             ,0.61655             ,0.08361             ,0.08418             ,354                 ,2013                ,0.27067             
3900                ,0.62422             ,0.61663             ,0.0836              ,0.08417             ,354                 ,2013                ,0.27042             
3950                ,0.62425             ,0.61668             ,0.0836              ,0.08416             ,354                 ,2013                ,0.27013             
4000                ,0.62428             ,0.61676             ,0.0836              ,0.08416             ,354                 ,2013                ,0.26977             
