epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2_0:i,GNDI2_0:j,GNDI2_0:alpha1
50                  ,0.03275             ,0.03935             ,0.13413             ,0.13324             ,785                 ,2195                ,0.05248             
100                 ,0.05205             ,0.05926             ,0.13279             ,0.13185             ,754                 ,2209                ,0.06827             
150                 ,0.07692             ,0.08638             ,0.13103             ,0.12994             ,719                 ,2231                ,0.08975             
200                 ,0.11138             ,0.12423             ,0.12856             ,0.12722             ,679                 ,2251                ,0.11464             
250                 ,0.15626             ,0.17432             ,0.12528             ,0.12352             ,639                 ,2252                ,0.14168             
300                 ,0.20951             ,0.23292             ,0.12126             ,0.11906             ,598                 ,2239                ,0.16839             
350                 ,0.26111             ,0.28864             ,0.11723             ,0.11465             ,561                 ,2197                ,0.19145             
400                 ,0.31593             ,0.34679             ,0.1128              ,0.10987             ,529                 ,2063                ,0.20761             
450                 ,0.36326             ,0.39642             ,0.10883             ,0.10561             ,505                 ,2020                ,0.21617             
500                 ,0.38852             ,0.42276             ,0.10665             ,0.10328             ,485                 ,2019                ,0.21554             
550                 ,0.42088             ,0.45323             ,0.10379             ,0.10052             ,465                 ,2019                ,0.21365             
600                 ,0.45743             ,0.48721             ,0.10046             ,0.09735             ,445                 ,2018                ,0.21414             
650                 ,0.49416             ,0.52068             ,0.097               ,0.09412             ,426                 ,2018                ,0.21792             
700                 ,0.52622             ,0.54915             ,0.09388             ,0.09128             ,410                 ,2017                ,0.22336             
750                 ,0.55114             ,0.57032             ,0.09137             ,0.08911             ,397                 ,2016                ,0.2294              
800                 ,0.56887             ,0.58435             ,0.08955             ,0.08764             ,387                 ,2016                ,0.23478             
850                 ,0.58056             ,0.59279             ,0.08833             ,0.08675             ,380                 ,2016                ,0.23902             
900                 ,0.58823             ,0.59769             ,0.08752             ,0.08622             ,375                 ,2015                ,0.24233             
950                 ,0.59357             ,0.60055             ,0.08695             ,0.08592             ,371                 ,2015                ,0.24486             
