epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3Alpha_0:i,GNDI3Alpha_0:j,GNDI3Alpha_0:k,GNDI3Alpha_0:alpha1_1,GNDI3Alpha_0:alpha1_2,GNDI3Alpha_0:alpha1_3,GNDI3Alpha_0:alpha1_4,GNDI3Alpha_0:alpha1_5,GNDI3Alpha_0:alpha1_6,GNDI3Alpha_0:alpha2_1,GNDI3Alpha_0:alpha2_2,GNDI3Alpha_0:alpha2_3,GNDI3Alpha_0:alpha2_4,GNDI3Alpha_0:alpha2_5,GNDI3Alpha_0:alpha2_6
600                 ,0.43882             ,0.47213             ,0.10217             ,0.09877             ,2485                ,2020                ,3453                ,-0.27127            ,0.48333             ,0.04538             ,0.48482             ,-0.21143            ,-0.26806            ,-0.31272            ,0.0894              ,0.57168             ,0.35736             ,0.74175             ,0.89429             
650                 ,0.44344             ,0.47568             ,0.10175             ,0.09843             ,2485                ,2020                ,3452                ,-0.33591            ,0.44944             ,0.01747             ,0.45109             ,-0.22768            ,-0.31111            ,-0.32256            ,0.0897              ,0.58314             ,0.34739             ,0.73864             ,0.88397             
700                 ,0.44704             ,0.47727             ,0.10142             ,0.09828             ,2485                ,2020                ,3446                ,-0.38828            ,0.41706             ,-0.00786            ,0.41644             ,-0.24647            ,-0.35007            ,-0.33032            ,0.08931             ,0.59469             ,0.33818             ,0.73394             ,0.8725              
750                 ,0.44989             ,0.47913             ,0.10115             ,0.09811             ,2485                ,2021                ,3446                ,-0.43016            ,0.38618             ,-0.03182            ,0.38189             ,-0.26876            ,-0.38577            ,-0.33704            ,0.08805             ,0.60683             ,0.33038             ,0.72835             ,0.86051             
800                 ,0.45231             ,0.48066             ,0.10093             ,0.09797             ,2485                ,2021                ,3446                ,-0.46689            ,0.35671             ,-0.05429            ,0.3483              ,-0.29097            ,-0.42232            ,-0.34132            ,0.08696             ,0.61889             ,0.32387             ,0.72116             ,0.8492              
850                 ,0.45447             ,0.48168             ,0.10073             ,0.09787             ,2485                ,2021                ,3446                ,-0.49838            ,0.32868             ,-0.07586            ,0.31615             ,-0.31375            ,-0.46011            ,-0.34409            ,0.08574             ,0.63097             ,0.31891             ,0.71309             ,0.83933             
900                 ,0.45651             ,0.48263             ,0.10054             ,0.09778             ,2485                ,2021                ,3446                ,-0.52473            ,0.30207             ,-0.09681            ,0.28589             ,-0.33771            ,-0.49857            ,-0.34572            ,0.08432             ,0.64276             ,0.31539             ,0.70477             ,0.83125             
950                 ,0.45854             ,0.48361             ,0.10036             ,0.09769             ,2485                ,2021                ,3446                ,-0.54698            ,0.27687             ,-0.11766            ,0.25724             ,-0.36398            ,-0.53877            ,-0.34607            ,0.08266             ,0.65526             ,0.31368             ,0.69603             ,0.82444             
1000                ,0.46067             ,0.4845              ,0.10016             ,0.0976              ,2485                ,2021                ,3446                ,-0.56514            ,0.25306             ,-0.13858            ,0.23063             ,-0.39221            ,-0.58079            ,-0.34569            ,0.08079             ,0.66795             ,0.31356             ,0.68743             ,0.81993             
1050                ,0.4629              ,0.48537             ,0.09995             ,0.09752             ,2485                ,2021                ,3446                ,-0.58011            ,0.2306              ,-0.15948            ,0.20547             ,-0.42259            ,-0.62447            ,-0.34428            ,0.07894             ,0.68115             ,0.31592             ,0.67897             ,0.81765             
1100                ,0.46539             ,0.48608             ,0.09972             ,0.09745             ,2485                ,2022                ,3446                ,-0.59223            ,0.20948             ,-0.17983            ,0.18154             ,-0.45458            ,-0.66868            ,-0.34142            ,0.07684             ,0.69437             ,0.32072             ,0.67104             ,0.81806             
1150                ,0.4683              ,0.48687             ,0.09945             ,0.09738             ,2485                ,2022                ,3446                ,-0.60088            ,0.18967             ,-0.20132            ,0.15851             ,-0.49002            ,-0.7179             ,-0.33785            ,0.07457             ,0.70911             ,0.3284              ,0.66298             ,0.82176             
1200                ,0.47192             ,0.4877              ,0.09911             ,0.0973              ,2485                ,2022                ,3447                ,-0.60558            ,0.17112             ,-0.22399            ,0.13609             ,-0.52911            ,-0.77123            ,-0.33384            ,0.0722              ,0.72518             ,0.33917             ,0.65547             ,0.82936             
1250                ,0.47684             ,0.48832             ,0.09865             ,0.09724             ,2485                ,2022                ,3447                ,-0.60573            ,0.15379             ,-0.2482             ,0.11305             ,-0.57372            ,-0.82974            ,-0.32933            ,0.07002             ,0.74303             ,0.35403             ,0.64907             ,0.84199             
1300                ,0.48415             ,0.48952             ,0.09795             ,0.09713             ,2485                ,2023                ,3447                ,-0.5981             ,0.13759             ,-0.27484            ,0.08909             ,-0.62334            ,-0.89335            ,-0.32532            ,0.06793             ,0.76293             ,0.37226             ,0.64389             ,0.86007             
1350                ,0.49386             ,0.49282             ,0.09703             ,0.09681             ,2485                ,2023                ,3447                ,-0.57604            ,0.12245             ,-0.30408            ,0.0645              ,-0.68031            ,-0.95554            ,-0.32308            ,0.06695             ,0.78345             ,0.39274             ,0.64297             ,0.87959             
1400                ,0.49958             ,0.49913             ,0.09648             ,0.09621             ,2486                ,2023                ,3447                ,-0.53981            ,0.10837             ,-0.3298             ,0.0487              ,-0.73168            ,-0.98642            ,-0.32341            ,0.06856             ,0.796               ,0.40499             ,0.64922             ,0.88102             
1450                ,0.5025              ,0.50136             ,0.0962              ,0.09599             ,2486                ,2023                ,3447                ,-0.50287            ,0.09554             ,-0.34905            ,0.04127             ,-0.76333            ,-1.0117             ,-0.32713            ,0.06832             ,0.80288             ,0.4079              ,0.65183             ,0.87993             
1500                ,0.50453             ,0.50326             ,0.096               ,0.09581             ,2486                ,2023                ,3447                ,-0.47071            ,0.08387             ,-0.36421            ,0.03357             ,-0.79251            ,-1.03396            ,-0.32911            ,0.0678              ,0.80857             ,0.40963             ,0.65449             ,0.87796             
1550                ,0.50604             ,0.50504             ,0.09585             ,0.09564             ,2486                ,2023                ,3447                ,-0.44271            ,0.0733              ,-0.37619            ,0.02685             ,-0.81696            ,-1.04713            ,-0.32985            ,0.06704             ,0.81234             ,0.41066             ,0.65741             ,0.87215             
1600                ,0.50714             ,0.50626             ,0.09575             ,0.09552             ,2486                ,2023                ,3447                ,-0.41691            ,0.06379             ,-0.38619            ,0.02299             ,-0.83829            ,-1.05888            ,-0.33095            ,0.06578             ,0.81452             ,0.40881             ,0.6603              ,0.86599             
1650                ,0.50836             ,0.50767             ,0.09563             ,0.09538             ,2486                ,2023                ,3446                ,-0.3937             ,0.05526             ,-0.39516            ,0.01898             ,-0.85785            ,-1.06906            ,-0.33164            ,0.06411             ,0.81662             ,0.40705             ,0.66266             ,0.85965             
1700                ,0.50969             ,0.50918             ,0.0955              ,0.09524             ,2486                ,2023                ,3438                ,-0.37083            ,0.04762             ,-0.40381            ,0.01569             ,-0.87769            ,-1.07919            ,-0.33289            ,0.06257             ,0.81853             ,0.40481             ,0.66562             ,0.85418             
1750                ,0.51089             ,0.51071             ,0.09538             ,0.09509             ,2486                ,2023                ,3438                ,-0.34769            ,0.04082             ,-0.4127             ,0.01253             ,-0.89665            ,-1.08834            ,-0.33523            ,0.06096             ,0.8206              ,0.40297             ,0.66849             ,0.84913             
1800                ,0.51192             ,0.51193             ,0.09528             ,0.09497             ,2486                ,2023                ,3438                ,-0.32653            ,0.03482             ,-0.42071            ,0.00962             ,-0.91409            ,-1.09679            ,-0.33706            ,0.05866             ,0.82244             ,0.4008              ,0.67109             ,0.84441             
1850                ,0.513               ,0.51334             ,0.09518             ,0.09483             ,2486                ,2023                ,3438                ,-0.30737            ,0.02956             ,-0.42817            ,0.00713             ,-0.93051            ,-1.10463            ,-0.33854            ,0.05619             ,0.82425             ,0.3982              ,0.67359             ,0.84009             
1900                ,0.514               ,0.51473             ,0.09508             ,0.0947              ,2486                ,2023                ,3438                ,-0.29018            ,0.02497             ,-0.43543            ,0.0041              ,-0.94563            ,-1.11161            ,-0.33973            ,0.0538              ,0.82631             ,0.39637             ,0.6758              ,0.83625             
1950                ,0.51517             ,0.51616             ,0.09496             ,0.09456             ,2486                ,2023                ,3438                ,-0.27382            ,0.02097             ,-0.44272            ,0.00136             ,-0.96019            ,-1.1185             ,-0.3412             ,0.05159             ,0.82844             ,0.39446             ,0.6782              ,0.83314             
2000                ,0.51633             ,0.51761             ,0.09485             ,0.09442             ,2486                ,2023                ,3438                ,-0.25943            ,0.01752             ,-0.44963            ,-0.00098            ,-0.97405            ,-1.12516            ,-0.34226            ,0.04934             ,0.83057             ,0.3921              ,0.68061             ,0.83045             
2050                ,0.51737             ,0.51896             ,0.09475             ,0.09428             ,2486                ,2023                ,3438                ,-0.24702            ,0.01456             ,-0.45623            ,-0.00283            ,-0.98709            ,-1.13157            ,-0.34294            ,0.04711             ,0.83269             ,0.38935             ,0.68299             ,0.82818             
2100                ,0.51845             ,0.52052             ,0.09464             ,0.09413             ,2486                ,2023                ,3438                ,-0.2358             ,0.01206             ,-0.46285            ,-0.00423            ,-0.99936            ,-1.1375             ,-0.34361            ,0.04463             ,0.83492             ,0.38631             ,0.68519             ,0.82595             
2150                ,0.51961             ,0.52207             ,0.09453             ,0.09398             ,2486                ,2024                ,3438                ,-0.22568            ,0.00994             ,-0.46938            ,-0.00546            ,-1.01126            ,-1.14332            ,-0.34414            ,0.0423              ,0.83716             ,0.38328             ,0.68748             ,0.82412             
2200                ,0.52065             ,0.52345             ,0.09443             ,0.09384             ,2486                ,2024                ,3438                ,-0.21591            ,0.00816             ,-0.47619            ,-0.00708            ,-1.02277            ,-1.14888            ,-0.3449             ,0.03993             ,0.8396              ,0.38086             ,0.68969             ,0.82245             
2250                ,0.52176             ,0.52497             ,0.09432             ,0.09369             ,2486                ,2024                ,3438                ,-0.2068             ,0.00668             ,-0.48294            ,-0.0085             ,-1.03406            ,-1.15435            ,-0.34569            ,0.03755             ,0.84206             ,0.37803             ,0.69203             ,0.82092             
2300                ,0.52277             ,0.52663             ,0.09422             ,0.09353             ,2486                ,2024                ,3438                ,-0.19857            ,0.00546             ,-0.48966            ,-0.01013            ,-1.04498            ,-1.15954            ,-0.34639            ,0.03493             ,0.84467             ,0.37519             ,0.6943              ,0.81937             
2350                ,0.52404             ,0.52833             ,0.09409             ,0.09336             ,2486                ,2024                ,3438                ,-0.192              ,0.00446             ,-0.49607            ,-0.01159            ,-1.05572            ,-1.16472            ,-0.34645            ,0.0322              ,0.84731             ,0.37196             ,0.69669             ,0.81801             
2400                ,0.52506             ,0.52976             ,0.09399             ,0.09322             ,2486                ,2024                ,3438                ,-0.18648            ,0.00365             ,-0.50234            ,-0.0134             ,-1.06535            ,-1.16934            ,-0.34642            ,0.02983             ,0.84997             ,0.36911             ,0.69886             ,0.81679             
2450                ,0.52611             ,0.53127             ,0.09389             ,0.09307             ,2486                ,2024                ,3438                ,-0.18133            ,0.00298             ,-0.50874            ,-0.01452            ,-1.075              ,-1.17396            ,-0.34645            ,0.02707             ,0.85274             ,0.36554             ,0.70113             ,0.8156              
2500                ,0.5271              ,0.53277             ,0.09379             ,0.09292             ,2486                ,2024                ,3438                ,-0.17661            ,0.00244             ,-0.51509            ,-0.0157             ,-1.08449            ,-1.17848            ,-0.3465             ,0.02455             ,0.85547             ,0.36211             ,0.70342             ,0.8145              
2550                ,0.5281              ,0.53432             ,0.09369             ,0.09277             ,2486                ,2024                ,3438                ,-0.17332            ,0.002               ,-0.52109            ,-0.01655            ,-1.09345            ,-1.18274            ,-0.34615            ,0.02177             ,0.85839             ,0.35797             ,0.70567             ,0.81346             
2600                ,0.52912             ,0.53576             ,0.09359             ,0.09262             ,2486                ,2024                ,3438                ,-0.16977            ,0.00164             ,-0.5276             ,-0.01776            ,-1.10253            ,-1.18705            ,-0.34611            ,0.01895             ,0.86149             ,0.35432             ,0.70795             ,0.81245             
2650                ,0.53                ,0.53706             ,0.0935              ,0.09249             ,2486                ,2024                ,3438                ,-0.16674            ,0.00134             ,-0.5341             ,-0.01866            ,-1.11116            ,-1.19114            ,-0.34603            ,0.01617             ,0.86448             ,0.35023             ,0.71018             ,0.81143             
2700                ,0.53103             ,0.53826             ,0.0934              ,0.09237             ,2486                ,2024                ,3438                ,-0.16446            ,0.00109             ,-0.54051            ,-0.01895            ,-1.11914            ,-1.19509            ,-0.34581            ,0.01353             ,0.86739             ,0.34541             ,0.71234             ,0.81063             
2750                ,0.53187             ,0.53939             ,0.09331             ,0.09226             ,2486                ,2024                ,3437                ,-0.1624             ,0.00088             ,-0.5471             ,-0.01948            ,-1.12706            ,-1.19892            ,-0.34565            ,0.01076             ,0.87043             ,0.34107             ,0.71446             ,0.80978             
2800                ,0.53283             ,0.54081             ,0.09322             ,0.09212             ,2487                ,2025                ,3438                ,-0.16061            ,0.0007              ,-0.55365            ,-0.01981            ,-1.13488            ,-1.20266            ,-0.34552            ,0.00802             ,0.87345             ,0.33631             ,0.71666             ,0.80896             
2850                ,0.53367             ,0.54181             ,0.09313             ,0.09202             ,2486                ,2025                ,3438                ,-0.15986            ,0.00055             ,-0.55927            ,-0.02065            ,-1.14213            ,-1.20619            ,-0.34497            ,0.00533             ,0.87632             ,0.33221             ,0.71874             ,0.80834             
2900                ,0.53445             ,0.54309             ,0.09306             ,0.09189             ,2486                ,2025                ,3438                ,-0.15919            ,0.00042             ,-0.56497            ,-0.02163            ,-1.1494             ,-1.20956            ,-0.34456            ,0.00244             ,0.87951             ,0.32777             ,0.72094             ,0.80762             
2950                ,0.5374              ,0.54466             ,0.09276             ,0.09173             ,2497                ,2025                ,3404                ,-0.15718            ,0.00032             ,-0.57011            ,-0.02338            ,-1.15803            ,-1.21432            ,-0.34473            ,0.00024             ,0.88168             ,0.32285             ,0.72425             ,0.80785             
3000                ,0.53997             ,0.54809             ,0.0925              ,0.09138             ,2494                ,2025                ,3406                ,-0.15056            ,0.00023             ,-0.57656            ,-0.02852            ,-1.16593            ,-1.21805            ,-0.34749            ,-0.00172            ,0.88486             ,0.32248             ,0.72682             ,0.80766             
3050                ,0.541               ,0.54951             ,0.0924              ,0.09124             ,2494                ,2025                ,3406                ,-0.14909            ,0.00017             ,-0.58182            ,-0.03189            ,-1.1733             ,-1.22139            ,-0.34774            ,-0.00441            ,0.88859             ,0.32117             ,0.72926             ,0.80736             
3100                ,0.54199             ,0.55102             ,0.0923              ,0.09109             ,2494                ,2026                ,3406                ,-0.14812            ,0.00014             ,-0.58731            ,-0.03471            ,-1.18018            ,-1.22446            ,-0.3479             ,-0.0071             ,0.89227             ,0.32013             ,0.73153             ,0.80701             
3150                ,0.5426              ,0.55159             ,0.09224             ,0.09103             ,2494                ,2026                ,3406                ,-0.14708            ,0.00013             ,-0.59307            ,-0.03792            ,-1.18682            ,-1.22747            ,-0.34817            ,-0.00962            ,0.89588             ,0.31997             ,0.73378             ,0.80678             
3200                ,0.5437              ,0.55288             ,0.09213             ,0.0909              ,2489                ,2026                ,3405                ,-0.14748            ,0.00015             ,-0.59839            ,-0.04095            ,-1.19244            ,-1.23014            ,-0.34805            ,-0.01211            ,0.89949             ,0.31984             ,0.73561             ,0.80657             
3250                ,0.54457             ,0.5541              ,0.09204             ,0.09077             ,2489                ,2026                ,3406                ,-0.14736            ,0.0002              ,-0.60318            ,-0.04273            ,-1.19842            ,-1.23268            ,-0.34806            ,-0.01463            ,0.90273             ,0.31847             ,0.73776             ,0.80626             
3300                ,0.54544             ,0.5551              ,0.09195             ,0.09067             ,2489                ,2026                ,3406                ,-0.14791            ,0.00028             ,-0.60769            ,-0.04503            ,-1.20404            ,-1.23489            ,-0.34782            ,-0.01715            ,0.9059              ,0.31786             ,0.7398              ,0.80585             
3350                ,0.54579             ,0.55576             ,0.09192             ,0.09061             ,2487                ,2025                ,3402                ,-0.14996            ,0.00037             ,-0.61175            ,-0.04791            ,-1.20879            ,-1.23602            ,-0.34714            ,-0.01932            ,0.9091              ,0.31856             ,0.74141             ,0.80502             
3400                ,0.5467              ,0.5567              ,0.09182             ,0.09051             ,2489                ,2026                ,3403                ,-0.14983            ,0.00049             ,-0.61576            ,-0.04924            ,-1.21383            ,-1.23742            ,-0.34742            ,-0.02162            ,0.91153             ,0.31779             ,0.7433              ,0.80437             
3450                ,0.54175             ,0.55307             ,0.09232             ,0.09088             ,2488                ,2022                ,3392                ,-0.15303            ,0.00054             ,-0.61973            ,-0.05286            ,-1.21821            ,-1.2376             ,-0.34664            ,-0.02318            ,0.91427             ,0.31954             ,0.7449              ,0.80302             
3500                ,0.54761             ,0.55757             ,0.09173             ,0.09042             ,2489                ,2026                ,3403                ,-0.15522            ,0.00058             ,-0.6218             ,-0.05746            ,-1.2197             ,-1.23547            ,-0.34647            ,-0.02459            ,0.91555             ,0.32232             ,0.74504             ,0.80037             
3550                ,0.54833             ,0.55866             ,0.09166             ,0.09031             ,2489                ,2026                ,3403                ,-0.15655            ,0.00074             ,-0.62438            ,-0.05718            ,-1.22395            ,-1.23734            ,-0.34609            ,-0.02683            ,0.91794             ,0.32094             ,0.74666             ,0.80063             
3600                ,0.549               ,0.5595              ,0.09159             ,0.09022             ,2489                ,2026                ,3403                ,-0.15735            ,0.00096             ,-0.62747            ,-0.05723            ,-1.22843            ,-1.2392             ,-0.34599            ,-0.02908            ,0.92043             ,0.31974             ,0.7484              ,0.80084             
3650                ,0.54972             ,0.56042             ,0.09152             ,0.09013             ,2489                ,2026                ,3403                ,-0.15809            ,0.00119             ,-0.63107            ,-0.0578             ,-1.23299            ,-1.24107            ,-0.34605            ,-0.03134            ,0.92306             ,0.31894             ,0.7501              ,0.80106             
3700                ,0.55003             ,0.56147             ,0.09149             ,0.09002             ,2489                ,2026                ,3403                ,-0.15938            ,0.00145             ,-0.6351             ,-0.05842            ,-1.23768            ,-1.2429             ,-0.34607            ,-0.03365            ,0.92595             ,0.318               ,0.75181             ,0.8012              
3750                ,0.54817             ,0.56072             ,0.09167             ,0.0901              ,2476                ,2024                ,3403                ,-0.161              ,0.00159             ,-0.63995            ,-0.06095            ,-1.24156            ,-1.24542            ,-0.34622            ,-0.03557            ,0.92994             ,0.31889             ,0.75296             ,0.80213             
3800                ,0.55144             ,0.56252             ,0.09134             ,0.08991             ,2485                ,2026                ,3403                ,-0.16271            ,0.00163             ,-0.64173            ,-0.06516            ,-1.24573            ,-1.24411            ,-0.34573            ,-0.03718            ,0.93115             ,0.3212              ,0.75461             ,0.80007             
3850                ,0.5523              ,0.56375             ,0.09125             ,0.08979             ,2491                ,2028                ,3404                ,-0.16386            ,0.0018              ,-0.64524            ,-0.06907            ,-1.25015            ,-1.24451            ,-0.34575            ,-0.03906            ,0.93344             ,0.32289             ,0.75631             ,0.79931             
3900                ,0.55322             ,0.5647              ,0.09116             ,0.08969             ,2496                ,2027                ,3403                ,-0.16555            ,0.00193             ,-0.64855            ,-0.07746            ,-1.25338            ,-1.24238            ,-0.34568            ,-0.04075            ,0.93533             ,0.32849             ,0.75729             ,0.79666             
3950                ,0.55435             ,0.56622             ,0.09105             ,0.08953             ,2497                ,2027                ,3403                ,-0.16536            ,0.00194             ,-0.65264            ,-0.08339            ,-1.25816            ,-1.24361            ,-0.34644            ,-0.04265            ,0.9382              ,0.331               ,0.75911             ,0.79659             
4000                ,0.55369             ,0.56583             ,0.09111             ,0.08957             ,2497                ,2027                ,3403                ,-0.1673             ,0.0022              ,-0.65608            ,-0.08746            ,-1.26308            ,-1.24473            ,-0.34609            ,-0.04475            ,0.94098             ,0.3324              ,0.76125             ,0.79643             
